DDR_A,DDR_R,DDR_N,DDR_D,DDR_C,DDR_Q,DDR_E,DDR_G,DDR_H,DDR_I,DDR_L,DDR_K,DDR_M,DDR_F,DDR_P,DDR_S,DDR_T,DDR_W,DDR_Y,DDR_V,
15.26,0.00,0.00,8.72,5.29,0.00,8.53,9.25,14.65,10.21,12.05,10.25,0.00,0.00,0.00,0.00,9.05,0.00,7.89,0.00,
0.00,0.00,5.08,0.00,0.00,10.08,7.08,0.00,8.42,0.00,3.27,0.00,5.42,10.08,5.08,4.18,0.00,0.00,0.00,6.08,
23.04,5.88,18.96,0.00,5.65,12.96,0.00,14.96,0.00,20.50,14.35,11.52,0.00,12.96,6.96,13.58,0.00,0.00,12.19,9.29,
14.30,0.00,16.03,12.16,0.00,13.15,15.76,23.79,20.26,13.03,16.15,14.24,0.00,16.38,13.03,12.82,11.16,0.00,0.00,8.53,
9.09,0.00,0.00,5.27,0.00,7.45,6.18,0.00,0.00,0.00,2.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.73,2.00,
8.74,18.67,26.84,29.16,0.00,24.46,32.49,14.40,17.39,0.00,4.70,12.07,22.54,0.00,40.28,13.90,22.11,0.00,17.29,26.80,
7.06,7.06,0.00,0.00,0.00,0.00,10.81,8.06,0.00,0.00,10.47,8.00,0.00,9.41,4.53,4.81,0.00,0.00,0.00,13.29,
13.68,8.63,12.42,21.14,0.00,21.82,13.52,19.08,14.76,0.00,9.50,18.13,9.77,21.82,29.68,26.65,22.76,0.00,0.00,36.03,
11.08,21.11,15.40,25.11,38.30,10.59,8.26,21.02,28.37,29.07,15.47,11.07,0.00,0.00,33.39,22.39,30.56,22.93,14.69,21.30,
0.00,4.77,4.77,0.00,0.00,0.00,12.07,10.36,0.00,5.69,3.85,0.00,9.38,6.93,6.36,0.00,0.00,0.00,0.00,0.00,
9.09,4.55,4.73,6.18,0.00,0.00,0.00,6.18,0.00,0.00,4.73,0.00,7.45,0.00,0.00,3.50,0.00,4.50,0.00,0.00,
6.50,0.00,0.00,10.81,0.00,0.00,5.73,9.87,0.00,14.06,4.93,12.31,0.00,0.00,7.81,7.31,0.00,0.00,0.00,8.67,
12.39,16.83,24.43,0.00,9.59,22.83,9.45,7.96,14.90,0.00,8.15,26.17,0.00,18.18,24.43,16.83,22.83,0.00,11.10,10.00,
0.00,4.08,12.07,0.00,0.00,0.00,6.93,4.77,0.00,0.00,6.36,0.00,6.36,6.93,10.36,0.00,0.00,7.79,0.00,7.85,
14.17,0.00,0.00,0.00,9.59,22.83,14.43,7.96,14.90,0.00,6.58,16.48,0.00,11.31,13.04,16.21,0.00,0.00,10.89,9.54,
14.95,0.00,19.22,13.65,0.00,10.25,0.00,7.50,14.78,11.30,10.05,10.87,0.00,15.14,16.09,8.14,0.00,0.00,11.91,6.95,
11.60,8.95,23.04,18.00,0.00,8.12,15.71,12.80,0.00,0.00,15.44,0.00,0.00,4.76,9.54,7.57,0.00,0.00,13.52,19.52,
9.12,10.84,30.98,11.60,25.80,26.38,13.22,37.80,34.23,47.82,16.16,22.85,21.45,26.22,33.75,42.88,30.78,0.00,30.66,36.33,
9.85,12.07,9.26,0.00,13.19,0.00,12.00,10.74,17.04,0.00,16.04,8.42,0.00,14.30,15.18,17.84,22.46,17.04,16.04,24.18,
14.62,12.18,14.68,16.00,0.00,13.18,10.89,21.86,19.10,0.00,17.75,14.14,12.75,10.68,0.00,12.12,20.41,20.41,12.00,0.00,
20.87,8.38,28.15,25.27,0.00,8.92,18.12,0.00,0.00,28.12,12.08,14.03,13.49,21.23,25.02,14.61,0.00,0.00,0.00,14.22,
0.00,13.29,0.00,7.31,0.00,7.65,7.31,4.42,10.47,0.00,0.00,0.00,11.76,7.06,0.00,0.00,0.00,0.00,8.59,0.00,
6.48,13.46,10.15,14.30,8.81,26.04,23.19,13.89,10.65,0.00,8.88,0.00,0.00,0.00,0.00,22.46,11.63,18.18,15.18,16.96,
0.00,0.00,0.00,0.00,4.08,6.92,0.00,0.00,0.00,6.08,9.38,9.38,0.00,11.08,3.75,5.54,0.00,0.00,5.42,0.00,
6.93,12.07,6.36,2.10,0.00,0.00,6.07,8.93,0.00,0.00,0.00,0.00,0.00,10.36,0.00,4.15,0.00,0.00,0.00,10.36,
4.75,5.54,11.08,0.00,0.00,11.08,0.00,5.69,0.00,0.00,3.75,0.00,0.00,6.15,9.38,3.58,0.00,0.00,0.00,9.38,
8.42,0.00,7.08,0.00,5.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.42,2.44,4.18,5.27,0.00,0.00,
13.19,7.12,0.00,10.35,0.00,14.58,14.37,15.88,25.04,0.00,5.41,0.00,0.00,17.26,0.00,6.96,16.04,0.00,0.00,25.04,
14.61,10.72,27.76,26.54,0.00,19.23,10.08,0.00,13.72,28.56,6.11,30.49,16.62,23.46,32.62,18.31,24.39,0.00,0.00,19.95,
5.08,4.91,0.00,0.00,0.00,0.00,0.00,0.00,5.08,0.00,5.10,0.00,5.42,0.00,6.08,10.08,8.42,0.00,0.00,6.08,
14.26,16.79,13.72,0.00,34.18,0.00,38.54,11.21,29.93,0.00,11.07,27.51,25.15,26.80,23.33,11.02,14.11,28.80,29.93,11.07,
11.23,13.38,20.99,18.06,19.55,18.46,34.87,39.21,34.59,20.62,33.74,28.67,35.36,24.20,24.81,18.11,19.72,44.87,52.67,17.32,
0.00,6.69,5.29,0.00,6.94,0.00,8.94,0.00,0.00,6.19,0.00,0.00,0.00,8.00,10.28,0.00,12.72,0.00,16.06,14.28,
6.92,0.00,0.00,0.00,4.42,8.00,0.00,3.30,5.08,0.00,0.00,0.00,0.00,6.15,0.00,5.69,0.00,0.00,6.92,0.00,
10.80,11.89,24.39,30.49,39.02,10.77,13.62,21.73,37.12,12.50,11.26,0.00,0.00,0.00,27.76,33.61,22.62,0.00,0.00,23.74,
12.09,10.47,0.00,22.23,10.91,17.56,13.76,9.47,0.00,10.74,30.15,0.00,23.43,0.00,0.00,19.56,0.00,12.32,16.51,6.97,
0.00,8.00,4.75,6.15,0.00,9.38,3.30,0.00,0.00,6.92,0.00,0.00,0.00,0.00,0.00,0.00,5.08,0.00,0.00,5.69,
9.83,16.84,0.00,7.68,0.00,7.97,16.74,0.00,0.00,0.00,8.13,16.03,17.79,32.03,20.39,17.64,0.00,0.00,12.16,23.79,
18.14,29.89,40.47,53.59,19.24,27.79,23.39,33.89,43.36,15.13,30.77,11.11,34.60,36.34,22.90,29.49,17.76,26.22,24.43,16.48,
8.17,5.61,17.05,13.68,0.00,0.00,0.00,7.17,0.00,0.00,4.67,0.00,0.00,0.00,10.21,6.94,8.72,0.00,15.26,0.00,
16.65,17.23,40.69,56.90,17.14,19.41,26.41,42.01,21.67,35.04,35.19,21.08,31.73,16.83,13.17,18.07,15.98,47.90,19.67,14.70,
0.00,10.08,5.08,0.00,0.00,0.00,0.00,2.10,0.00,7.08,9.09,0.00,8.42,6.08,0.00,0.00,3.27,0.00,0.00,0.00,
5.08,6.08,7.08,6.08,0.00,0.00,0.00,7.08,5.08,0.00,0.00,0.00,0.00,5.42,8.42,8.42,0.00,4.73,0.00,10.08,
25.68,12.29,44.19,28.80,0.00,51.62,29.23,18.35,45.37,25.28,20.60,14.03,41.19,67.01,18.29,10.00,23.26,61.36,30.54,0.00,
7.08,3.45,0.00,0.00,0.00,5.08,0.00,2.90,0.00,0.00,0.00,0.00,8.42,6.08,8.42,10.08,0.00,0.00,6.08,0.00,
20.42,17.70,9.10,12.03,20.66,15.58,7.17,12.34,17.03,0.00,0.00,10.00,0.00,21.58,14.53,9.68,7.77,0.00,16.06,0.00,
11.08,0.00,0.00,4.00,0.00,0.00,0.00,1.90,0.00,0.00,5.75,0.00,0.00,6.92,0.00,5.69,0.00,0.00,0.00,0.00,
12.31,8.56,0.00,12.31,0.00,8.56,5.07,0.00,7.06,0.00,10.81,0.00,10.81,7.81,9.56,5.50,0.00,0.00,0.00,7.07,
14.56,17.52,23.40,18.66,20.15,23.04,34.87,39.21,18.00,22.05,22.71,18.23,35.36,21.64,40.87,30.00,28.92,44.87,46.61,16.09,
18.54,12.04,15.71,17.04,0.00,4.76,22.04,14.52,0.00,0.00,10.26,11.04,0.00,8.87,15.91,16.09,13.54,12.71,12.04,11.54,
13.25,12.05,10.25,7.61,0.00,16.25,5.29,10.84,0.00,9.25,0.00,0.00,10.74,0.00,0.00,6.28,0.00,0.00,9.25,0.00,
4.25,4.77,12.07,0.00,0.00,0.00,0.00,8.93,0.00,0.00,3.85,0.00,6.93,0.00,8.93,5.69,0.00,0.00,0.00,10.36,
4.07,10.81,0.00,7.06,0.00,12.31,9.56,0.00,8.56,0.00,7.73,9.56,0.00,0.00,7.31,7.06,0.00,7.31,0.00,11.33,
6.18,7.45,0.00,6.18,0.00,0.00,9.09,4.55,0.00,9.09,7.45,0.00,0.00,4.73,5.27,5.27,0.00,0.00,4.73,0.00,
14.62,13.46,0.00,6.59,0.00,19.10,23.45,21.86,27.03,0.00,10.68,8.96,23.45,10.68,0.00,6.62,19.46,20.41,12.18,17.93,
7.73,11.33,0.00,0.00,0.00,0.00,0.00,3.38,0.00,0.00,6.36,0.00,0.00,7.73,6.36,5.69,13.07,7.07,0.00,0.00,
15.62,0.00,0.00,5.26,6.06,14.65,0.00,9.52,0.00,0.00,6.28,0.00,10.38,0.00,0.00,8.45,4.53,0.00,0.00,0.00,
16.39,8.19,0.00,16.00,0.00,10.44,17.93,19.10,0.00,0.00,14.14,15.61,15.24,27.03,10.15,10.96,13.79,20.41,0.00,16.90,
16.59,16.67,28.57,18.82,0.00,17.39,12.30,22.86,17.76,30.94,13.84,25.85,47.25,9.65,18.94,17.18,0.00,42.67,40.60,14.94,
9.05,9.65,0.00,6.63,5.76,9.25,12.05,18.05,0.00,15.26,5.94,0.00,0.00,0.00,0.00,14.65,9.25,0.00,16.25,11.05,
0.00,7.08,0.00,5.42,0.00,6.08,6.18,0.00,0.00,8.42,2.50,0.00,0.00,7.45,5.08,0.00,0.00,0.00,0.00,0.00,
18.98,20.19,23.93,32.59,19.31,30.23,34.52,20.33,0.00,49.24,11.67,36.25,0.00,17.44,9.61,13.18,16.19,26.00,52.09,12.11,
15.58,20.74,34.15,55.54,6.84,34.92,28.83,11.77,68.48,55.84,16.10,32.10,0.00,39.34,16.71,33.63,42.86,0.00,46.05,26.84,
0.00,14.06,0.00,7.81,0.00,14.06,7.06,7.06,10.81,12.31,6.53,0.00,0.00,8.67,5.21,7.81,0.00,0.00,9.56,0.00,
10.38,0.00,14.65,0.00,5.50,6.65,8.45,19.05,0.00,17.24,8.65,0.00,0.00,0.00,0.00,7.45,0.00,0.00,9.45,8.05,
2.38,9.09,0.00,0.00,0.00,4.44,5.27,4.73,0.00,6.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
15.62,10.59,13.86,15.62,0.00,6.57,0.00,18.23,0.00,6.25,6.65,0.00,20.05,0.00,7.71,12.77,11.14,0.00,0.00,6.38,
40.15,22.75,43.81,20.84,17.44,11.67,30.13,30.28,0.00,12.65,21.45,9.38,0.00,34.54,14.83,13.35,22.20,47.54,21.88,12.62,
13.52,12.39,25.17,9.12,0.00,15.24,12.11,13.18,0.00,13.79,5.44,0.00,25.17,14.14,12.39,15.18,17.75,0.00,17.93,20.41,
0.00,8.42,0.00,0.00,0.00,7.45,0.00,5.42,0.00,0.00,9.09,0.00,5.08,5.42,4.00,6.08,0.00,0.00,6.08,0.00,
16.97,0.00,16.26,19.23,14.00,24.52,0.00,7.81,10.66,0.00,9.69,19.32,21.03,31.02,7.37,14.10,27.18,0.00,0.00,21.34,
8.42,35.32,30.02,9.73,0.00,20.31,35.13,22.69,0.00,0.00,18.27,0.00,17.95,0.00,10.56,15.66,0.00,15.28,7.62,0.00,
5.50,0.00,0.00,0.00,0.00,6.39,0.00,2.79,0.00,0.00,8.06,8.63,0.00,13.68,0.00,9.94,0.00,0.00,4.82,0.00,
14.65,0.00,9.62,6.11,6.06,0.00,0.00,17.24,0.00,0.00,13.25,0.00,10.38,0.00,0.00,7.65,9.90,0.00,17.24,4.74,
0.00,18.14,16.97,11.26,12.29,20.74,28.69,5.03,17.14,17.69,34.03,9.44,11.71,12.51,18.40,9.91,32.14,0.00,0.00,17.03,
7.05,14.65,0.00,10.84,0.00,9.05,8.95,0.00,0.00,9.65,16.25,0.00,9.25,18.05,6.11,5.17,0.00,0.00,5.79,11.05,
8.97,28.16,27.39,13.09,0.00,0.00,11.68,15.09,0.00,17.70,5.66,0.00,0.00,0.00,0.00,6.75,8.10,24.24,10.66,18.48,
0.00,8.93,6.07,0.00,0.00,0.00,0.00,10.36,0.00,6.07,12.07,0.00,0.00,8.93,6.36,2.55,12.07,0.00,3.69,0.00,
0.00,0.00,9.09,0.00,0.00,5.27,9.09,5.27,4.73,0.00,0.00,0.00,0.00,6.18,0.00,4.55,5.10,6.18,4.73,0.00,
28.03,12.30,20.97,18.83,0.00,16.84,21.37,11.86,0.00,25.42,11.68,0.00,0.00,10.14,9.90,8.67,0.00,0.00,14.77,16.13,
51.29,19.38,24.96,26.57,8.95,42.67,12.96,11.64,48.50,30.77,24.01,16.27,43.36,26.71,17.70,25.76,70.07,57.96,19.86,27.49,
0.00,5.69,0.00,11.08,0.00,0.00,0.00,6.08,0.00,0.00,0.00,5.69,5.54,6.15,5.75,4.91,0.00,9.38,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,10.08,0.00,1.43,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,8.42,4.00,0.00,
32.37,22.59,22.93,24.64,0.00,47.76,22.26,22.96,33.90,38.07,22.03,18.68,23.14,24.36,21.36,15.57,21.20,38.51,22.73,46.71,
24.74,25.03,0.00,12.32,11.62,0.00,23.43,4.46,16.57,10.36,0.00,25.03,20.17,17.94,13.22,13.97,13.21,0.00,0.00,17.03,
12.15,27.21,44.33,28.66,14.56,40.68,27.05,23.61,60.95,19.97,20.31,17.08,88.14,56.67,31.89,18.58,27.68,26.18,0.00,24.77,
23.81,0.00,23.28,0.00,11.68,15.78,26.17,8.34,0.00,19.53,7.50,0.00,0.00,0.00,5.33,9.59,11.03,28.16,0.00,9.74,
12.09,42.01,30.28,11.06,0.00,43.65,12.10,23.57,41.53,24.99,15.21,8.90,20.89,27.01,31.34,28.51,18.53,43.58,30.34,27.75,
7.52,19.05,15.14,10.59,7.71,10.05,11.86,9.43,0.00,6.76,7.33,16.59,15.14,18.23,0.00,0.00,20.05,0.00,0.00,10.29,
8.32,5.72,12.05,7.68,0.00,0.00,0.00,7.17,0.00,14.65,0.00,9.65,0.00,8.63,0.00,11.05,0.00,0.00,6.50,10.25,
10.16,0.00,0.00,45.02,0.00,13.95,9.12,13.02,0.00,15.59,9.81,28.11,45.02,38.54,22.68,12.40,14.39,25.96,0.00,13.91,
16.47,25.28,25.01,27.42,74.06,16.04,28.88,18.85,38.59,0.00,6.31,28.49,42.01,45.43,36.24,11.70,69.32,0.00,31.79,18.35,
11.20,7.38,27.61,15.95,9.42,28.11,0.00,16.22,20.97,12.05,16.22,0.00,34.13,13.86,15.31,7.70,0.00,0.00,0.00,36.03,
7.41,0.00,10.28,6.50,0.00,0.00,6.47,14.28,9.39,0.00,0.00,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,
0.00,0.00,10.38,13.05,6.25,11.05,14.19,0.00,0.00,17.24,7.25,0.00,12.95,7.75,8.65,5.29,0.00,0.00,0.00,10.38,
13.22,9.33,36.98,31.02,26.16,16.82,20.75,14.08,0.00,25.10,9.94,30.10,0.00,42.79,15.15,14.13,34.25,38.17,35.84,18.74,
18.34,34.13,0.00,7.16,0.00,12.81,6.79,0.00,24.81,12.32,12.75,9.19,17.57,0.00,29.08,10.97,7.76,0.00,0.00,0.00,
15.27,6.79,0.00,0.00,8.24,11.84,11.46,8.38,0.00,12.24,6.46,16.35,0.00,12.19,0.00,17.84,0.00,22.19,0.00,9.68,
5.56,14.28,9.39,0.00,0.00,4.31,0.00,10.28,0.00,8.28,7.06,0.00,0.00,8.00,9.06,12.72,8.06,0.00,0.00,0.00,
17.03,12.50,22.03,9.97,0.00,12.15,0.00,23.44,34.03,32.14,11.14,12.74,21.03,12.74,0.00,6.77,24.51,19.36,17.54,18.14,
11.36,8.34,16.85,34.82,0.00,25.22,8.22,9.47,11.83,0.00,29.18,0.00,0.00,0.00,27.55,12.85,19.23,0.00,24.10,0.00,
5.08,8.42,5.08,0.00,0.00,0.00,0.00,0.00,0.00,8.42,4.91,7.08,0.00,10.08,3.09,10.08,0.00,0.00,0.00,5.42,
0.00,0.00,15.62,11.86,5.79,12.77,8.38,18.23,10.59,16.59,9.43,0.00,0.00,0.00,10.05,7.90,0.00,0.00,10.29,15.62,
0.00,10.00,0.00,7.57,0.00,11.30,13.54,7.59,15.71,12.04,11.04,11.21,0.00,17.04,15.91,7.57,8.86,18.54,0.00,22.04,
26.65,29.29,69.92,34.03,0.00,58.46,15.81,16.99,40.99,72.99,36.64,18.37,34.23,19.97,26.90,31.21,33.15,45.30,34.01,37.33,
10.21,0.00,0.00,5.19,0.00,6.00,6.71,8.94,0.00,0.00,6.72,0.00,0.00,17.05,0.00,0.00,0.00,0.00,8.63,8.72,
11.08,5.54,0.00,4.91,0.00,0.00,6.92,8.00,0.00,6.15,0.00,0.00,0.00,4.73,0.00,5.42,0.00,0.00,0.00,0.00,
10.08,7.08,0.00,0.00,0.00,0.00,8.42,8.42,5.42,0.00,10.08,0.00,5.08,7.08,6.08,3.45,0.00,0.00,5.42,0.00,
12.54,18.99,55.56,27.54,11.65,47.36,64.15,22.65,37.72,43.08,28.96,35.88,35.79,0.00,31.27,16.87,13.19,46.64,46.56,15.13,
13.79,0.00,0.00,14.43,9.59,17.31,16.03,7.96,14.90,0.00,9.82,16.48,14.17,19.10,24.43,16.68,28.03,0.00,11.10,10.00,
7.14,0.00,13.59,0.00,0.00,9.90,0.00,5.24,14.78,10.59,7.14,10.87,0.00,15.14,16.09,11.91,19.22,0.00,0.00,0.00,
0.00,9.09,9.09,0.00,5.27,0.00,4.55,0.00,0.00,5.27,6.18,5.10,0.00,0.00,6.18,0.00,4.73,0.00,4.73,0.00,
12.93,44.10,0.00,21.23,0.00,11.20,8.34,11.64,23.52,0.00,34.43,11.76,30.60,42.27,14.07,23.19,0.00,0.00,0.00,25.28,
6.36,0.00,0.00,7.79,0.00,12.07,10.36,3.25,0.00,0.00,5.54,0.00,0.00,7.79,0.00,4.92,6.93,0.00,0.00,0.00,
14.06,7.31,6.27,8.56,0.00,7.31,0.00,7.06,0.00,0.00,4.40,7.06,0.00,0.00,9.56,14.06,0.00,0.00,8.56,8.79,
0.00,4.00,0.00,0.00,0.00,8.00,0.00,5.81,0.00,9.41,13.29,8.59,7.65,15.06,3.60,0.00,9.87,0.00,0.00,0.00,
21.03,14.97,0.00,20.36,0.00,0.00,15.32,18.82,28.56,16.34,37.03,12.47,31.64,10.76,8.42,21.60,19.79,24.72,35.13,13.08,
7.79,0.00,6.92,0.00,0.00,0.00,4.75,6.36,5.69,0.00,0.00,6.07,0.00,8.93,0.00,5.08,10.36,0.00,0.00,0.00,
12.95,19.05,9.62,0.00,0.00,11.90,5.17,9.52,11.05,19.05,5.58,10.38,0.00,0.00,14.19,7.72,0.00,0.00,0.00,15.62,
0.00,0.00,4.10,4.73,0.00,0.00,3.30,0.00,0.00,7.45,0.00,0.00,5.27,0.00,0.00,0.00,9.09,5.30,7.45,0.00,
10.30,11.78,10.22,15.56,0.00,13.18,0.00,0.00,26.04,0.00,18.30,10.04,13.46,10.59,0.00,9.35,16.15,0.00,8.81,8.65,
0.00,5.54,11.08,4.92,0.00,0.00,8.00,5.75,0.00,0.00,5.69,0.00,6.15,6.92,0.00,10.08,0.00,0.00,0.00,0.00,
0.00,9.13,9.05,0.00,0.00,22.04,0.00,2.71,0.00,20.21,9.13,13.13,0.00,12.04,10.26,22.04,0.00,11.54,0.00,0.00,
9.41,15.24,10.04,11.32,0.00,0.00,0.00,9.42,8.52,13.59,11.19,20.41,0.00,16.90,13.79,10.18,23.45,25.17,11.75,0.00,
15.62,9.05,12.95,11.75,0.00,0.00,9.52,6.95,0.00,19.05,0.00,9.62,11.05,12.05,3.39,9.90,0.00,11.90,0.00,9.62,
25.17,19.10,0.00,0.00,0.00,0.00,4.14,11.11,0.00,0.00,20.41,10.61,16.04,24.18,9.41,9.56,0.00,0.00,10.18,14.14,
15.71,13.81,15.43,0.00,25.47,31.35,0.00,9.74,21.89,0.00,13.32,18.86,0.00,21.03,22.92,10.21,13.62,0.00,0.00,8.12,
0.00,7.06,0.00,10.81,0.00,0.00,9.56,14.06,0.00,4.67,7.07,8.56,8.56,0.00,3.38,7.81,0.00,0.00,0.00,12.31,
11.16,6.39,10.21,0.00,7.61,11.17,0.00,17.05,0.00,0.00,0.00,0.00,0.00,5.29,0.00,8.94,0.00,8.63,8.95,6.06,
6.36,6.07,6.07,8.00,0.00,0.00,0.00,6.36,8.93,0.00,10.36,0.00,0.00,6.62,6.93,8.00,7.79,0.00,0.00,0.00,
7.93,19.45,19.02,14.48,0.00,17.74,34.43,18.98,40.52,37.27,6.74,11.33,23.52,0.00,42.27,13.29,23.10,0.00,18.00,14.50,
18.80,13.43,0.00,10.74,0.00,30.36,19.37,18.00,23.14,0.00,4.55,0.00,0.00,22.97,8.91,8.09,34.03,0.00,11.32,0.00,
9.56,8.88,0.00,19.93,8.81,26.04,9.04,9.11,0.00,7.96,8.88,14.88,0.00,0.00,22.46,19.78,0.00,24.18,0.00,18.18,
9.19,17.77,24.43,9.19,0.00,14.43,11.25,0.00,0.00,15.37,9.32,14.43,0.00,14.83,8.46,13.04,0.00,16.00,0.00,18.83,
26.90,20.36,27.35,17.98,17.17,26.72,22.89,33.19,39.19,21.82,24.83,22.06,35.86,18.84,19.23,12.34,16.14,48.84,21.41,17.02,
12.98,28.37,29.63,17.71,0.00,0.00,19.51,0.00,0.00,9.82,19.66,8.93,16.21,28.12,5.41,9.54,0.00,0.00,20.12,25.16,
8.25,5.68,0.00,0.00,0.00,17.24,0.00,8.32,0.00,0.00,9.79,14.19,15.62,6.05,6.65,11.75,0.00,0.00,9.62,0.00,
10.69,24.84,39.22,32.37,0.00,49.59,29.02,7.38,28.24,30.17,8.87,23.57,0.00,0.00,18.11,19.40,21.25,24.78,25.93,30.03,
0.00,0.00,0.00,4.10,0.00,5.27,4.10,7.45,0.00,0.00,0.00,0.00,5.10,0.00,3.30,9.09,0.00,0.00,0.00,0.00,
4.40,0.00,0.00,9.47,0.00,0.00,6.50,3.94,0.00,9.94,0.00,0.00,0.00,0.00,8.63,8.72,5.83,0.00,0.00,0.00,
7.45,5.08,4.18,8.42,0.00,0.00,0.00,10.08,0.00,0.00,5.42,0.00,0.00,0.00,0.00,6.08,7.08,4.73,0.00,0.00,
9.06,14.28,0.00,0.00,0.00,0.00,8.28,2.64,0.00,0.00,16.06,0.00,8.72,10.28,12.72,6.00,0.00,9.39,0.00,0.00,
11.30,5.55,0.00,0.00,0.00,12.70,0.00,10.23,21.04,7.50,19.22,7.05,11.91,21.04,4.86,14.78,10.23,0.00,19.22,0.00,
0.00,4.10,0.00,0.00,0.00,5.42,0.00,4.55,0.00,0.00,3.45,0.00,0.00,0.00,3.09,8.42,0.00,10.08,0.00,0.00,
0.00,0.00,13.13,5.43,6.67,0.00,9.83,0.00,12.04,14.78,12.71,12.04,14.54,11.21,22.04,20.21,0.00,17.04,11.04,11.04,
0.00,11.42,14.77,7.54,0.00,0.00,12.00,9.83,0.00,11.68,0.00,14.03,26.41,6.44,0.00,8.82,0.00,0.00,0.00,30.03,
15.39,22.69,22.20,15.85,44.35,31.38,15.53,25.95,38.39,23.49,13.50,16.00,41.88,18.40,20.96,27.40,24.35,68.71,29.33,46.12,
6.32,7.94,28.56,14.45,0.00,12.87,19.18,12.08,0.00,0.00,10.21,30.05,0.00,0.00,15.30,17.08,13.61,0.00,37.03,14.65,
0.00,7.45,0.00,4.50,0.00,8.10,0.00,4.73,5.27,0.00,6.18,0.00,6.18,9.09,0.00,0.00,0.00,0.00,4.55,0.00,
32.00,34.96,36.85,35.29,19.63,19.16,19.24,37.26,53.58,19.99,15.78,11.54,23.12,27.81,15.48,17.83,23.68,46.28,26.71,11.37,
3.75,0.00,12.07,8.93,0.00,0.00,0.00,3.92,0.00,0.00,6.93,0.00,0.00,4.58,0.00,4.15,0.00,0.00,0.00,0.00,
6.92,8.00,6.92,0.00,0.00,0.00,5.69,8.42,0.00,0.00,0.00,8.00,5.08,8.42,0.00,0.00,6.15,0.00,0.00,6.15,
0.00,0.00,0.00,7.31,0.00,0.00,4.50,9.56,0.00,0.00,12.31,0.00,8.40,14.06,7.07,4.93,0.00,0.00,5.20,7.81,
0.00,5.08,0.00,5.69,0.00,0.00,0.00,4.18,0.00,0.00,8.42,0.00,0.00,5.75,11.08,6.92,0.00,0.00,8.00,0.00,
20.13,14.19,27.73,41.19,31.01,70.01,17.08,11.26,58.06,0.00,21.10,24.84,23.04,14.81,18.20,11.85,36.87,66.18,34.96,15.46,
7.78,24.18,0.00,23.45,0.00,12.00,7.38,27.03,0.00,14.14,4.56,14.14,0.00,0.00,15.18,9.70,0.00,0.00,0.00,14.62,
25.77,22.44,69.92,25.28,0.00,58.46,13.26,15.20,40.99,72.99,29.75,21.48,34.23,32.67,17.45,38.18,50.38,45.30,23.71,32.16,
0.00,9.56,8.56,0.00,4.67,8.56,0.00,0.00,0.00,7.81,10.81,0.00,0.00,5.73,5.07,6.53,14.06,0.00,6.53,0.00,
0.00,0.00,0.00,5.07,0.00,0.00,0.00,4.69,11.39,0.00,8.06,0.00,0.00,4.31,8.06,7.65,8.72,0.00,0.00,7.88,
9.88,13.70,0.00,0.00,0.00,12.95,0.00,0.00,11.81,17.26,9.68,8.35,0.00,0.00,22.19,9.73,13.04,0.00,0.00,0.00,
28.11,10.58,10.86,10.03,13.14,0.00,36.03,12.54,15.08,17.68,15.14,21.14,0.00,24.97,10.32,12.34,32.34,0.00,30.66,16.92,
8.95,6.57,11.86,0.00,0.00,0.00,0.00,8.00,13.65,0.00,10.52,16.09,0.00,12.70,0.00,5.79,7.05,0.00,19.22,16.09,
0.00,10.36,0.00,10.36,0.00,0.00,7.79,4.15,0.00,0.00,12.07,0.00,6.07,6.93,3.08,12.07,0.00,6.36,0.00,6.93,
15.96,10.12,0.00,26.03,0.00,16.12,16.24,14.29,32.39,46.60,8.81,33.74,75.26,75.26,31.38,11.56,23.83,33.15,38.22,86.06,
7.81,14.06,8.56,5.60,0.00,9.56,7.31,0.00,0.00,14.06,4.58,0.00,0.00,0.00,9.56,0.00,0.00,0.00,7.31,12.31,
4.50,6.18,0.00,0.00,0.00,0.00,0.00,9.09,0.00,5.27,4.73,0.00,0.00,7.45,3.30,5.10,0.00,0.00,0.00,0.00,
29.25,13.01,26.41,36.19,19.59,23.21,17.34,39.38,56.91,14.19,31.04,12.46,54.12,23.50,15.27,24.71,20.74,48.07,39.91,15.60,
28.03,24.43,14.14,0.00,8.42,7.25,9.86,14.89,0.00,15.37,20.41,0.00,0.00,10.14,0.00,17.77,6.89,0.00,16.46,0.00,
12.05,0.00,9.25,5.53,0.00,0.00,6.95,5.17,13.25,10.25,16.25,0.00,13.25,18.05,0.00,17.05,0.00,0.00,0.00,6.00,
18.60,23.81,0.00,61.58,18.10,10.51,43.61,34.19,24.30,15.60,33.28,10.06,0.00,19.78,24.41,22.46,24.84,24.43,21.77,20.04,
11.14,18.44,15.03,20.14,0.00,30.36,13.64,22.03,20.14,22.03,13.68,14.11,17.14,0.00,16.09,18.69,11.62,0.00,12.85,25.69,
