,Refractivity,y
NP04629,-0.53492,1
NP06902,1.14853,1
NP06823,0.37795,1
NP09803,0.93738,1
NP01323,-0.33505,1
NP03420,0.72307,1
NP03500,0.95062,1
NP04372,-0.47592,1
NP00804,6.40821,1
NP00052,-0.29897,1
NP04822,-0.49475,1
NP04668,-0.0122,1
NP04716,-0.28012,1
NP01901,3.50124,1
NP06751,-0.46384,1
NP01483,-0.85868,1
NP01036,4.31266,1
NP01104,3.98265,1
NP06288,1.4714,1
NP04658,-0.7726,1
NP07081,1.74356,1
NP05991,-0.31013,1
NP01733,0.08978,1
NP09655,1.2256,1
NP08571,-0.54726,1
NP10815,0.98223,1
NP06996,1.14394,1
NP00805,5.47766,1
NP06921,0.14574,1
NP06419,0.75239,1
NP02694,0.49464,1
NP06307,1.39043,1
NP06406,-0.03563,1
NP05169,-0.40347,1
NP05236,1.24459,1
NP05768,1.54149,1
NP06636,1.31921,1
NP08573,1.72199,1
NP08547,-1.01961,1
NP11283,-0.27873,1
NP08606,-0.06822,1
NP08081,-0.08176,1
NP04273,0.81445,1
NP09580,1.72104,1
NP01484,-0.73388,1
NP01249,-0.31259,1
NP09891,-0.98924,1
NP07407,-0.78766,1
NP04362,-0.3158,1
NP05197,-0.37753,1
NP06313,1.14343,1
NP00714,-0.06877,1
NP07718,0.69704,1
NP02640,0.30871,1
NP08455,1.62582,1
NP08580,-0.61063,1
NP09912,-0.34838,1
NP10736,0.09143,1
NP08878,0.39617,1
NP06311,3.40664,1
NP07012,0.35796,1
NP08430,0.23905,1
NP10370,-0.28148,1
NP02602,0.26692,1
NP02971,-0.06311,1
NP02108,-0.07134,1
NP06879,1.43711,1
NP01248,-0.45365,1
NP11334,-1.13227,1
NP04384,0.3657,1
NP05921,-1.18733,1
NP02026,-0.41139,1
NP04052,0.79718,1
NP10757,1.77417,1
NP00032,-1.03054,1
NP06350,0.58064,1
NP04300,-0.20852,1
NP07879,-0.96259,1
NP07628,-0.54257,1
NP10725,1.28366,1
NP04981,0.61602,1
NP07459,-0.01251,1
NP04344,0.21662,1
NP00953,0.1786,1
NP06977,1.22926,1
NP01426,0.57172,1
NP04701,-0.78073,1
NP07826,0.74689,1
NP06985,-0.51428,1
NP05220,-0.17776,1
NP08261,1.23368,1
NP07074,1.07709,1
NP02467,1.05474,1
NP04788,0.46011,1
NP06026,-0.93182,1
NP07663,-0.28062,1
NP05437,-0.64194,1
NP07412,-0.37593,1
NP11344,-0.87014,1
NP03637,0.08821,1
NP04728,0.17104,1
NP07812,-1.09951,1
NP05024,-0.67326,1
NP01709,2.43785,1
NP11285,-0.81708,1
NP07339,-0.68091,1
NP11277,0.04141,1
NP07899,0.62812,1
NP07409,0.39147,1
NP07545,-0.54933,1
NP06924,-0.77051,1
NP07075,1.0164,1
NP02817,-0.03106,1
NP02939,-0.09498,1
NP01022,-0.64883,1
NP06306,1.18124,1
NP06666,0.93175,1
NP06871,1.28348,1
NP08549,-0.92871,1
NP06244,-0.70128,1
NP01990,0.68175,1
NP01191,2.77744,1
NP01499,-1.11843,1
NP02442,-0.72897,1
NP05191,0.14859,1
NP01742,0.79023,1
NP06910,1.14006,1
NP06710,0.612,1
NP04686,0.55741,1
NP07666,-0.32603,1
NP10291,0.76669,1
NP08767,-0.19661,1
NP07348,0.04609,1
NP07474,-0.26674,1
NP06622,1.79017,1
NP04635,-0.57778,1
NP10080,0.67328,1
NP03078,0.72468,1
NP02599,0.97648,1
NP06785,0.32259,1
NP01571,1.5793,1
NP01568,0.20094,1
NP05802,-0.02168,1
NP08617,0.70364,1
NP04231,-0.62265,1
NP04884,0.2261,1
NP02940,0.0799,1
NP01777,0.47222,1
NP05394,-0.46976,1
NP02547,-0.59458,1
NP07926,-0.88057,1
NP07909,-0.59672,1
NP09535,0.4528,1
NP00792,0.49168,1
NP01299,-0.05554,1
NP11401,-0.71817,1
NP06352,-0.48149,1
NP03786,-0.7806,1
NP06901,0.47531,1
NP11047,1.39836,1
NP09986,2.59541,1
NP08988,0.25365,1
NP09933,-0.33598,1
NP06304,-1.00829,1
NP07275,-0.6806,1
NP01865,2.08931,1
NP06569,0.09314,1
NP02884,0.64087,1
NP00963,-0.64239,1
NP07179,2.26196,1
NP09336,1.33884,1
NP10752,1.89576,1
NP04715,0.38928,1
NP09439,-0.66179,1
NP01359,-0.83117,1
NP07224,1.11072,1
NP07167,1.69135,1
NP05478,-0.04526,1
NP04711,0.96673,1
NP09658,1.21392,1
NP02007,-1.19432,1
NP04352,-0.64666,1
NP05470,-0.01756,1
NP01290,-0.64936,1
NP02074,-0.24794,1
NP01735,1.71211,1
NP11305,-1.22639,1
NP07495,-1.1235,1
NP10593,-0.99706,1
NP03840,-0.02275,1
NP00002,0.18113,1
NP10305,0.3216,1
NP10274,1.57452,1
NP05164,-0.56051,1
NP07609,-1.1555,1
NP11303,-0.86757,1
NP09756,-0.55784,1
NP02692,-0.00181,1
NP02701,1.65663,1
NP04768,-0.44544,1
NP09527,2.45782,1
NP08706,0.91059,1
NP08540,0.23891,1
NP00936,-0.39443,1
NP05697,-0.72974,1
NP00648,0.11942,1
NP11033,0.33667,1
NP06167,-1.04738,1
NP08769,0.99109,1
NP04403,-0.60601,1
NP06568,-1.19281,1
NP01734,-0.28475,1
NP10596,-0.63145,1
NP04653,-0.95383,1
NP05247,0.42112,1
NP05117,-0.94878,1
NP00023,-1.11418,1
NP06906,1.70196,1
NP03639,0.30933,1
NP09868,-0.49691,1
NP01674,0.28318,1
NP11020,-0.06991,1
NP02603,-1.04289,1
NP07633,0.59324,1
NP08511,1.38368,1
NP07054,-0.36329,1
NP07643,-0.67029,1
NP11179,-0.1243,1
NP01673,0.38606,1
NP06966,0.19269,1
NP07418,-0.51192,1
NP09936,0.99519,1
NP04770,-0.27723,1
NP09132,0.13497,1
NP08375,0.72386,1
NP01754,-0.61496,1
NP08312,0.91264,1
NP07670,-0.77887,1
NP01618,2.28894,1
NP06591,0.19571,1
NP02843,0.10634,1
NP02646,2.11759,1
NP06872,1.37068,1
NP08429,0.58421,1
NP04293,-0.18648,1
NP02027,-0.76884,1
NP07794,0.92987,1
NP07491,1.06064,1
NP06866,0.5478,1
NP07941,3.18121,1
NP10923,3.10216,1
NP07443,-0.04993,1
NP07634,-0.35538,1
NP01455,-0.20742,1
NP10719,1.27686,1
NP00927,0.05838,1
NP10664,0.14872,1
NP09364,2.40998,1
NP06632,0.74869,1
NP05107,-1.09141,1
NP05858,-0.72417,1
NP04088,0.44487,1
NP07667,0.11578,1
NP03469,0.4341,1
NP05651,-0.63413,1
NP09797,-0.34894,1
NP03273,2.0782,1
NP01808,-0.81482,1
NP07331,-0.31093,1
NP05131,0.44853,1
NP01851,-0.76645,1
NP08997,-0.4156,1
NP09782,0.22394,1
NP00713,-0.15842,1
NP08201,-0.45062,1
NP07511,0.90914,1
NP07051,-0.75304,1
NP09843,1.27261,1
NP01301,-0.90008,1
NP07261,0.76145,1
NP01252,0.08918,1
NP10814,-0.36133,1
NP05401,0.46539,1
NP05188,-0.19732,1
NP10688,0.55043,1
NP07238,2.24547,1
NP03785,-0.50361,1
NP06943,-0.41738,1
NP05275,1.3897,1
NP03782,-0.92168,1
NP05179,-0.31651,1
NP04067,0.91333,1
NP07362,-0.30028,1
NP00912,-0.45218,1
NP03507,0.01431,1
NP04632,-0.69687,1
NP01046,1.46864,1
NP10089,-0.66557,1
NP09045,-0.78783,1
NP01170,3.21224,1
NP02967,-0.5786,1
NP01397,-0.16462,1
NP00067,0.88513,1
NP09396,2.05734,1
NP06122,-0.57664,1
NP06750,-0.87759,1
NP04975,-0.6099,1
NP01480,-0.88999,1
NP03477,1.14288,1
NP06968,-0.25999,1
NP06305,-0.55578,1
NP05151,0.05238,1
NP06646,2.0855,1
NP07592,0.92286,1
NP10836,3.29957,1
NP10655,2.0806,1
NP10811,0.51488,1
NP11290,-0.68556,1
NP08434,2.40883,1
NP01225,0.49109,1
NP09849,-0.58752,1
NP03521,0.31821,1
NP04836,-0.09711,1
NP04757,-0.43909,1
NP05800,2.11286,1
NP06140,0.90003,1
NP00578,-0.55234,1
NP02794,-0.98041,1
NP01730,2.90273,1
NP06089,0.24069,1
NP08299,-0.3872,1
NP11313,-0.48419,1
NP02909,-0.25771,1
NP07951,-0.63088,1
NP08778,-0.10525,1
NP00899,-0.28243,1
NP11107,-0.80754,1
NP01298,1.14281,1
NP03495,0.41776,1
NP05812,0.6204,1
NP01756,1.02926,1
NP00790,1.05184,1
NP11255,0.48439,1
NP04412,0.07791,1
NP03780,1.65257,1
NP06372,-0.43071,1
NP03668,-1.00843,1
NP09711,1.09101,1
NP10371,0.39863,1
NP06093,0.58229,1
NP06692,-0.90178,1
NP09506,1.70483,1
NP07891,0.99834,1
NP09358,0.75247,1
NP05226,2.42244,1
NP09346,2.02035,1
NP01622,-0.3475,1
NP05957,2.09079,1
NP05059,-0.57797,1
NP10652,1.98445,1
NP11150,-0.87176,1
NP01293,0.53685,1
NP02527,0.60546,1
NP01519,-0.1574,1
NP07284,1.83832,1
NP04459,0.44042,1
NP04693,0.06895,1
NP03479,-0.10147,1
NP02862,-0.03868,1
NP00755,-0.24231,1
NP07795,-0.14409,1
NP08588,-0.81035,1
NP09316,0.80203,1
NP06331,0.99932,1
NP06334,-0.22538,1
NP04241,0.38339,1
NP05126,-0.54112,1
NP01257,0.32288,1
NP05476,0.53305,1
NP11325,-0.82031,1
NP05685,1.01342,1
NP06421,0.82181,1
NP10632,-0.18694,1
NP08234,1.80892,1
NP00816,5.86041,1
NP09425,1.47641,1
NP04226,-0.85702,1
NP05118,0.53767,1
NP06833,-0.98135,1
NP02512,-0.80636,1
NP07204,2.06141,1
NP07097,-0.75147,1
NP03243,-0.18738,1
NP07647,-0.95725,1
NP02151,0.06569,1
NP05505,-0.2032,1
NP09430,-0.06447,1
NP08550,-0.89651,1
NP05710,1.01494,1
NP04627,-0.86382,1
NP05857,0.50209,1
NP02798,-1.13483,1
NP01463,0.09187,1
NP08440,1.45554,1
NP05125,-0.20388,1
NP02516,-1.2071,1
NP08488,1.30169,1
NP07435,0.10143,1
NP05161,-0.23487,1
NP01753,-0.36322,1
NP07386,0.48073,1
NP01780,1.14822,1
NP02795,0.16407,1
NP06822,-0.72165,1
NP03585,0.21459,1
NP01787,-0.87776,1
NP09754,-0.69905,1
NP10353,2.09069,1
NP06051,-0.67532,1
NP07544,0.47042,1
NP02590,0.01795,1
NP08653,-0.22281,1
NP07126,0.86819,1
NP05953,0.41384,1
NP09299,1.74831,1
NP05755,-0.69858,1
NP04443,0.22462,1
NP02567,0.97629,1
NP01899,1.27295,1
NP06697,0.63249,1
NP02899,-0.41342,1
NP11102,-0.25673,1
NP08577,-0.59343,1
NP05163,-0.87798,1
NP07254,0.24733,1
NP01737,2.52398,1
NP06997,0.29603,1
NP08773,0.05457,1
NP04758,0.11492,1
NP06993,1.58476,1
NP00915,0.36994,1
NP09273,0.73956,1
NP02146,-0.81316,1
NP04386,0.30251,1
NP01766,-0.52143,1
NP09159,-0.48199,1
NP09213,-1.0354,1
NP01354,2.55672,1
NP07938,0.04327,1
NP04053,0.68046,1
NP01335,-0.93491,1
NP08478,-0.74777,1
NP06594,0.89312,1
NP04031,-0.97377,1
NP02947,1.13376,1
NP10278,1.11941,1
NP01146,3.822,1
NP06417,0.89674,1
NP01304,0.48761,1
NP01346,-0.46884,1
NP06649,1.50222,1
NP07354,-0.11336,1
NP04997,-0.08571,1
NP04093,-0.67342,1
NP07814,0.47077,1
NP01885,2.3371,1
NP00806,5.47766,1
NP00865,6.06892,1
NP09881,-0.91743,1
NP09311,2.07072,1
NP02017,-0.88187,1
NP08581,-1.09898,1
NP09916,-0.2444,1
NP06427,0.5417,1
NP00053,0.07355,1
NP09298,1.0388,1
NP09909,-0.66618,1
NP09305,0.57281,1
NP00055,-0.45211,1
NP07581,-0.81776,1
NP04791,-0.34987,1
NP10722,1.06155,1
NP01206,1.34614,1
NP10091,-0.90877,1
NP09288,-0.74297,1
NP07572,2.05022,1
NP07044,1.76372,1
NP05097,0.22283,1
NP02172,-0.30151,1
NP05452,0.33961,1
NP07391,-0.29595,1
NP01524,0.24904,1
NP06691,0.35061,1
NP06044,1.45265,1
NP05496,1.037,1
NP09313,2.50435,1
NP06410,3.2144,1
NP07468,1.01392,1
NP00035,-0.65004,1
NP05891,-0.62448,1
NP05940,0.39113,1
NP06905,-0.27798,1
NP09733,2.3669,1
NP06576,-0.12941,1
NP05103,-0.38754,1
NP08976,-0.41531,1
NP05219,-0.61561,1
NP03724,0.17332,1
NP07903,-0.1886,1
NP03808,-0.46259,1
NP09491,0.40891,1
NP08146,2.0135,1
NP00036,-0.89888,1
NP05199,-0.96036,1
NP03163,2.56071,1
NP04650,-1.31069,1
NP11008,0.11004,1
NP07003,0.26234,1
NP00924,-0.72988,1
NP05839,0.57879,1
NP05204,-0.24685,1
NP07579,-0.93323,1
NP09785,1.73729,1
NP09420,1.06077,1
NP07631,0.41691,1
NP04964,1.11964,1
NP07116,2.04764,1
NP08515,0.41302,1
NP08956,0.01022,1
NP02519,-0.92568,1
NP02016,-0.20615,1
NP10717,1.14916,1
NP10733,0.54105,1
NP07380,0.15493,1
NP07165,1.38554,1
NP02588,-0.2004,1
NP07446,1.85163,1
NP05203,-0.8255,1
NP06302,-0.35676,1
NP02544,-0.83159,1
NP05885,0.85104,1
NP07255,0.33891,1
NP06984,-0.78808,1
NP06059,0.67443,1
NP06835,-0.30775,1
NP08604,0.1741,1
NP09164,-0.49167,1
NP11108,-0.22578,1
NP05096,0.46154,1
NP04406,-0.49256,1
NP05890,1.03857,1
NP07464,0.69252,1
NP06418,2.47906,1
NP08246,-0.7431,1
NP04291,-0.27736,1
NP07463,0.98485,1
NP08426,1.72014,1
NP07447,0.77296,1
NP07562,-0.2902,1
NP07080,1.55776,1
NP11340,-0.70946,1
NP01384,-0.90762,1
NP06184,2.43433,1
NP08799,-0.63259,1
NP09363,1.60109,1
NP10995,2.8253,1
NP02542,-0.46971,1
NP09790,3.18557,1
NP06660,0.45865,1
NP04630,-0.41548,1
NP05227,1.51362,1
NP08585,0.21048,1
NP07536,0.78227,1
NP05264,1.00003,1
NP01550,-1.05324,1
NP02268,0.45299,1
NP03567,0.11771,1
NP07927,0.08673,1
NP10821,-0.5354,1
NP11378,-0.81123,1
NP01970,-0.2766,1
NP09878,-0.98952,1
NP09055,-0.62138,1
NP00501,-0.28571,1
NP09046,-0.41767,1
NP05709,0.53776,1
NP07637,-0.12986,1
NP04702,-0.99608,1
NP04737,-0.84002,1
NP04841,-0.24116,1
NP06128,-0.41797,1
NP05852,0.67493,1
NP01900,4.16866,1
NP06994,-0.67581,1
NP04186,0.7787,1
NP01527,-0.80007,1
NP01909,3.93493,1
NP07415,-0.6974,1
NP06792,-0.20409,1
NP10974,4.15596,1
NP07583,-0.54597,1
NP07371,-0.91784,1
NP01477,-0.97706,1
NP05189,0.52658,1
NP04808,0.92264,1
NP06991,1.51255,1
NP07485,-0.60863,1
NP10277,0.70887,1
NP08602,-0.5373,1
NP09874,-0.07902,1
NP06988,-0.4672,1
NP06963,-0.22972,1
NP04290,-0.80091,1
NP05529,0.47855,1
NP01800,-1.09686,1
NP02465,-0.11864,1
NP06689,-0.29835,1
NP05538,-0.8342,1
NP06810,-1.1357,1
NP04840,0.42671,1
NP01004,-0.67248,1
NP04227,-0.40783,1
NP08698,-0.57319,1
NP10275,1.21313,1
NP02941,0.37951,1
NP02799,1.22433,1
NP10758,1.77417,1
NP06864,0.43091,1
NP01531,0.01635,1
NP03465,1.01712,1
NP07151,5.08447,1
NP08520,1.34321,1
NP06719,0.48885,1
NP01919,1.11007,1
NP07436,3.56597,1
NP07010,-0.34751,1
NP07259,-0.94603,1
NP06892,1.00154,1
NP05664,0.89509,1
NP06894,-0.15987,1
NP01306,0.30867,1
NP06720,-0.54168,1
NP06837,-0.90033,1
NP08806,-0.54794,1
NP01749,0.224,1
NP11205,-0.83067,1
NP09880,-0.94449,1
NP05123,-1.25518,1
NP10933,4.0771,1
NP05354,-0.14521,1
NP01223,0.58882,1
NP01138,-0.39945,1
NP05154,-0.80149,1
NP08526,-0.15909,1
NP09667,1.63078,1
NP06118,0.39267,1
NP05742,-0.7034,1
NP06677,0.40087,1
NP11286,-0.28554,1
NP06301,0.66019,1
NP04868,0.61921,1
NP01195,0.1948,1
NP01284,0.26663,1
NP03373,0.90027,1
NP03428,-0.72517,1
NP04640,-0.11828,1
NP02258,0.63863,1
NP01255,0.2937,1
NP07554,-1.28426,1
NP05090,-1.20063,1
NP07573,-1.06296,1
NP08244,-0.17398,1
NP09586,2.29657,1
NP11235,2.03435,1
NP07365,-0.44787,1
NP01727,0.61235,1
NP03041,0.26099,1
NP02492,-0.95531,1
NP01748,-1.00209,1
NP07444,-0.06177,1
NP04679,-0.98457,1
NP07252,-0.23085,1
NP07322,-0.55138,1
NP01651,-0.97211,1
NP02102,-0.89926,1
NP07382,3.27772,1
NP04157,-0.48452,1
NP05537,-0.49772,1
NP05939,-0.59315,1
NP09635,1.42779,1
NP07011,0.63085,1
NP04746,-0.68478,1
NP01324,-0.81259,1
NP09694,0.73704,1
NP08579,-0.98732,1
NP01245,0.01534,1
NP00064,2.27072,1
NP09599,2.04955,1
NP00786,-1.07949,1
NP09955,-0.78847,1
NP09419,-0.67187,1
NP11297,-0.6623,1
NP08659,-0.83376,1
NP04759,1.28242,1
NP02928,-0.42596,1
NP06187,3.91537,1
NP07249,-0.54671,1
NP01211,0.01062,1
NP00028,-0.99262,1
NP04778,-0.03915,1
NP11356,-0.66328,1
NP10734,1.68779,1
NP07725,0.92376,1
NP06332,0.39544,1
NP09165,-0.28582,1
NP05922,1.09877,1
NP02270,0.48894,1
NP08051,2.24176,1
NP02531,0.15415,1
NP07551,-1.02856,1
NP06347,0.84663,1
NP06114,-0.20048,1
NP06967,0.88797,1
NP06952,-0.74245,1
NP05468,-0.12242,1
NP06353,-0.95088,1
NP04665,-1.00098,1
NP10778,1.56464,1
NP09418,1.2061,1
NP01833,-0.22247,1
NP07912,-0.65771,1
NP04437,0.82423,1
NP06830,-0.25724,1
NP10703,2.95265,1
NP07278,-0.26732,1
NP10782,2.15143,1
NP11066,-1.00004,1
NP01282,0.00896,1
NP07559,-1.16506,1
NP04690,-0.94173,1
NP07966,0.65306,1
NP03545,-1.08391,1
NP05174,-0.33269,1
NP04915,0.60309,1
NP08009,-0.60924,1
NP01501,-0.79398,1
NP10658,1.49023,1
NP01803,-0.53353,1
NP01675,1.27097,1
NP01773,0.06007,1
NP10629,0.97673,1
NP07403,-0.77613,1
NP00045,-1.20039,1
NP07590,1.62547,1
NP10820,-0.21357,1
NP06916,-0.19441,1
NP02370,0.54121,1
NP00030,-0.78512,1
NP05094,-1.26646,1
NP02705,0.54265,1
NP09876,-0.74815,1
NP01655,0.52872,1
NP10801,3.00756,1
NP11368,-0.42938,1
NP04769,-0.16957,1
NP06623,1.28454,1
NP09786,0.12682,1
NP04447,0.22204,1
NP03783,0.61158,1
NP08632,0.12947,1
NP04826,0.67217,1
NP07067,0.40809,1
NP07123,-0.00165,1
NP01828,-0.81241,1
NP10797,2.74905,1
NP06831,1.01027,1
NP02828,0.82467,1
NP09348,-1.10004,1
NP02809,-0.68083,1
NP02525,0.66927,1
NP04922,-0.51639,1
NP00889,5.38579,1
NP11361,-0.53218,1
NP04306,0.49778,1
NP09885,-0.30428,1
NP05937,0.29497,1
NP01883,4.51774,1
NP04731,-0.20054,1
NP10649,-0.60619,1
NP11370,-0.81113,1
NP01013,1.18316,1
NP00866,5.37516,1
NP05267,-1.05099,1
NP03801,-0.10153,1
NP06346,0.13965,1
NP09261,0.19601,1
NP02578,0.6457,1
NP06426,-0.10134,1
NP09795,0.06249,1
NP06234,0.87429,1
NP10348,0.97762,1
NP07400,0.5514,1
NP04879,-0.10279,1
NP04371,-0.57656,1
NP07646,-0.15114,1
NP04039,0.21902,1
NP03763,-0.26613,1
NP05683,1.19049,1
NP04303,-0.3679,1
NP05073,0.5589,1
NP09133,-0.04788,1
NP09042,-0.82785,1
NP02010,0.22835,1
NP06873,0.8881,1
NP06593,2.01962,1
NP08671,-0.06337,1
NP04920,0.37854,1
NP09041,-0.80151,1
NP09592,3.6292,1
NP03644,0.59972,1
NP09069,-1.05412,1
NP07935,0.03803,1
NP05663,0.68381,1
NP05893,1.11408,1
NP01822,-0.09453,1
NP07561,-0.55986,1
NP07807,-0.77699,1
NP06559,0.10528,1
NP06934,-0.37105,1
NP05791,-0.40395,1
NP06207,1.7452,1
NP05666,0.3233,1
NP07406,1.65795,1
NP01813,-0.15583,1
NP09044,-1.05022,1
NP08271,-0.14894,1
NP04229,-0.78904,1
NP05198,1.45732,1
NP07318,0.48368,1
NP10735,0.73591,1
NP09662,2.09059,1
NP07342,0.58609,1
NP07153,2.74229,1
NP07134,1.04588,1
NP05181,-0.71022,1
NP01186,2.93347,1
NP08248,-0.26275,1
NP02917,-0.23883,1
NP04646,-0.17245,1
NP07467,-0.05955,1
NP07096,0.56529,1
NP11064,-0.84686,1
NP03761,-0.18649,1
NP07155,-0.56856,1
NP06909,1.43991,1
NP08846,-0.3648,1
NP04940,-0.30962,1
NP03800,-0.47766,1
NP08593,-0.02887,1
NP02943,-0.48282,1
NP02587,0.17923,1
NP06657,0.63928,1
NP09845,-0.28476,1
NP09888,-0.68498,1
NP11399,-0.53594,1
NP07335,0.33919,1
NP01820,-0.32894,1
NP05185,-0.57732,1
NP09901,-0.24585,1
NP09899,-0.23847,1
NP07177,2.03733,1
NP07968,1.60663,1
NP03028,-0.04425,1
NP11069,0.69806,1
NP07138,1.91759,1
NP09927,-0.47421,1
NP06880,-0.10177,1
NP02061,-0.1863,1
NP07955,-0.9712,1
NP02234,0.31287,1
NP04032,-1.09246,1
NP03458,0.25293,1
NP03805,0.13703,1
NP07021,-0.62859,1
NP07937,1.67768,1
NP02162,0.63441,1
NP01817,-0.03286,1
NP09350,1.1822,1
NP07077,2.12299,1
NP11323,-0.20265,1
NP04783,-0.23934,1
NP04803,-0.68242,1
NP06923,0.46883,1
NP04694,1.36913,1
NP01905,3.65157,1
NP07102,1.63611,1
NP04220,-0.81342,1
NP06794,-0.51809,1
NP06193,-0.64815,1
NP11352,-0.81362,1
NP07659,-0.57099,1
NP07217,3.12149,1
NP06221,-0.25338,1
NP02644,1.03355,1
NP04807,-0.86537,1
NP08519,2.13002,1
NP07423,-0.64084,1
NP03854,-1.02716,1
NP05739,-0.65372,1
NP07825,2.82725,1
NP06922,-0.20997,1
NP11149,0.04313,1
NP07969,1.7095,1
NP03476,-0.48664,1
NP11398,-0.65249,1
NP06078,0.06319,1
NP05764,0.37269,1
NP00850,2.97928,1
NP03810,-0.08702,1
NP07095,-0.62046,1
NP05540,-0.81706,1
NP05514,-0.42089,1
NP06895,-0.42601,1
NP10723,2.43389,1
NP09536,-0.66881,1
NP00776,1.6702,1
NP03795,-0.92894,1
NP09906,1.58129,1
NP11106,-0.41511,1
NP05789,-0.46018,1
NP08721,-0.2758,1
NP10756,2.89713,1
NP02949,0.863,1
NP08551,-0.79712,1
NP11076,0.24975,1
NP06084,1.13431,1
NP04661,-0.63776,1
NP06696,-0.13142,1
NP07706,-1.20331,1
NP09301,0.68913,1
NP05130,0.12576,1
NP07932,-0.21282,1
NP05743,-1.14122,1
NP07455,-0.18466,1
NP10630,2.59599,1
NP04767,-0.782,1
NP04424,0.31036,1
NP09415,-0.53566,1
NP05023,-0.0274,1
NP06998,0.86958,1
NP01307,-0.89106,1
NP08712,-1.16962,1
NP11360,-0.63739,1
NP05225,0.20129,1
NP07337,-0.74829,1
NP01339,-0.71993,1
NP11366,-0.98537,1
NP06570,2.89983,1
NP08080,-0.09866,1
NP04210,-0.513,1
NP01536,-0.18099,1
NP06072,0.58787,1
NP05037,-0.4211,1
NP07292,0.18802,1
NP07808,0.95816,1
NP02911,0.39091,1
NP06400,0.51903,1
NP04286,-0.09603,1
NP11078,-0.83353,1
NP11251,-0.36404,1
NP06545,0.57517,1
NP09337,1.24873,1
NP07166,1.64541,1
NP07429,0.00848,1
NP06898,1.15907,1
NP07272,-1.02001,1
NP03716,2.48551,1
NP07236,0.25123,1
NP01400,-0.93234,1
NP06964,0.70273,1
NP06749,-0.07992,1
NP04811,-0.01443,1
NP04871,0.51071,1
NP05088,1.36882,1
NP09695,0.81747,1
NP07591,1.11598,1
NP07242,-0.78415,1
NP07679,-0.76735,1
NP05172,-0.91295,1
NP04180,0.89862,1
NP10812,-0.46373,1
NP06711,0.29232,1
NP05166,-0.77997,1
NP04870,-0.21407,1
NP09204,0.65242,1
NP09659,1.8847,1
NP05202,-0.13897,1
NP00048,-0.9168,1
NP07546,0.17148,1
NP01832,-0.83875,1
NP00037,-0.62119,1
NP05034,-0.50656,1
NP08700,-0.42861,1
NP07017,-0.18561,1
NP03208,0.6067,1
NP03601,2.59236,1
NP03600,-0.44907,1
NP06150,-0.56446,1
NP01244,-0.04586,1
NP09110,-0.76622,1
NP01724,2.33354,1
NP09018,-0.42911,1
NP00759,0.17617,1
NP10994,3.73817,1
NP03491,0.13875,1
NP02643,0.05469,1
NP06920,-0.98587,1
NP02813,0.07472,1
NP09675,2.09498,1
NP08186,-1.12252,1
NP09661,1.11697,1
NP06409,0.85476,1
NP10955,2.48248,1
NP07000,-0.25415,1
NP03950,-0.48528,1
NP06296,-0.64226,1
NP09593,3.68975,1
NP07076,0.03459,1
NP04651,-1.02374,1
NP05395,0.88359,1
NP09053,-0.96211,1
NP01746,1.22817,1
NP09714,1.39786,1
NP03828,-0.61526,1
NP04274,-0.78063,1
NP04230,0.06148,1
NP08949,-0.18713,1
NP05159,0.31821,1
NP09040,-1.16912,1
NP02109,-0.7714,1
NP04662,-1.23741,1
NP01801,-1.08495,1
NP00905,2.35418,1
NP08575,-0.35599,1
NP07596,-1.04448,1
NP08465,2.19767,1
NP08609,1.00135,1
NP01678,-0.09154,1
NP09003,-1.173,1
NP06154,0.19815,1
NP00784,0.82196,1
NP05724,0.37491,1
NP08959,-0.48888,1
NP00060,2.5161,1
NP03480,1.01678,1
NP05036,0.3546,1
NP08679,-0.5207,1
NP02539,-0.78674,1
NP09776,2.6541,1
NP05522,-0.76746,1
NP07490,-1.19534,1
NP09798,-0.28426,1
NP04657,-0.76127,1
NP02938,-0.64244,1
NP02056,0.80887,1
NP07936,0.09094,1
NP05177,-0.88306,1
NP05531,0.6786,1
NP04794,0.38514,1
NP02447,0.24698,1
NP05116,-1.05462,1
NP06949,0.34514,1
NP04339,-0.3392,1
NP02591,-0.22702,1
NP01862,-0.58638,1
NP04631,-0.28065,1
NP06009,-0.57957,1
NP07160,1.0292,1
NP09758,0.33312,1
NP01518,0.65209,1
NP11304,-0.98905,1
NP02691,1.52453,1
NP09929,-0.18122,1
NP07013,-0.49156,1
NP03777,-0.50147,1
NP00901,-0.0418,1
NP06728,-0.35434,1
NP07809,0.21905,1
NP05687,3.05931,1
NP04200,0.10531,1
NP09106,0.3815,1
NP06707,0.09556,1
NP03587,-0.20312,1
NP02972,0.55333,1
NP04949,-0.35741,1
NP00894,1.79304,1
NP11293,-0.37046,1
NP01891,1.98791,1
NP01968,-0.57585,1
NP06844,-0.62647,1
NP03887,-0.62472,1
NP07578,-0.49752,1
NP01924,1.84558,1
NP04279,0.74128,1
NP10788,0.51881,1
NP07550,-0.3416,1
NP09414,1.70882,1
NP09440,1.41031,1
NP09285,0.18361,1
NP04649,-0.51494,1
NP09904,-1.14699,1
NP01077,-0.44542,1
NP06754,0.71943,1
NP00710,0.49067,1
NP02003,-0.86997,1
NP00768,-0.28933,1
NP08906,-0.61677,1
NP02924,0.12784,1
NP10832,2.99255,1
NP07137,-0.20637,1
