,Charge_density,Charge_phys,Charge_acid,y
NP01244,-1.2884,-0.10149,-0.17316,1
NP09110,1.24133,0.8572,-0.54059,1
NP01724,2.88315,1.13791,1.02439,1
NP09018,-1.24684,0.27302,0.1887,1
NP00759,-0.31794,-0.4115,-0.4727,1
NP10994,2.24181,2.22661,2.07632,1
NP03491,1.92736,0.72575,0.62615,1
NP02643,-1.07312,2.09841,1.95245,1
NP06920,1.10182,-0.01926,-0.09371,1
NP02813,0.567,2.05544,1.91093,1
NP09675,0.23348,3.05389,2.87567,1
NP08186,-1.82471,1.56209,1.43424,1
NP09661,0.25236,3.05389,2.87567,1
NP06409,0.20433,-0.54559,0.0455,1
NP10955,1.59788,0.48885,1.64088,1
NP07000,1.69892,-0.99212,-1.03371,1
NP03950,0.37573,-0.46755,-0.29243,1
NP06296,-1.76708,1.38303,1.26123,1
NP09593,0.39234,0.55379,0.45999,1
NP07076,-1.04897,-0.17575,-0.24491,1
NP04651,0.12685,-0.40737,-0.55876,1
NP05395,-0.31719,2.7229,2.55585,1
NP09053,-0.41621,-0.47151,-0.32837,1
NP01746,-0.31961,0.38724,0.29907,1
NP09714,0.29403,0.94518,0.83817,1
NP03828,1.52011,2.15304,2.00523,1
NP04274,0.17869,-0.58098,-0.72984,1
NP04230,-1.60378,0.43896,0.34905,1
NP08949,1.39223,0.38724,0.29907,1
NP05159,-0.44874,-0.04059,0.71978,1
NP09040,-0.29407,-0.67184,-0.97739,1
NP02109,-1.68728,1.66358,2.4392,1
NP04662,0.60229,-1.01722,-0.79721,1
NP01801,1.02165,-0.27563,0.1474,1
NP00905,1.19404,-0.91755,-0.96165,1
NP08575,-0.25192,-0.04411,0.79428,1
NP07596,-0.05111,-0.16908,0.18945,1
NP08465,-1.53984,-0.21807,-0.2858,1
NP08609,0.38491,0.55379,0.45999,1
NP01678,-2.44017,0.92073,0.81455,1
NP09003,-1.76113,-1.03229,-1.07252,1
NP06154,-1.14806,-0.58611,-0.35245,1
NP00784,1.75087,2.32068,2.16722,1
NP05724,1.7148,-0.78291,0.15864,1
NP08959,1.4179,0.22915,0.14632,1
NP00060,1.8189,0.67972,0.58167,1
NP03480,0.43656,3.45065,3.25902,1
NP05036,0.27003,0.53589,-0.62402,1
NP08679,1.36613,0.38724,0.29907,1
NP02539,1.47618,3.01866,2.84162,1
NP09776,0.43602,0.69426,1.89208,1
NP05522,-0.54233,-0.48151,-0.6407,1
NP07490,-1.08362,0.97207,0.86415,1
NP09798,-0.03472,-0.36475,-0.32287,1
NP04657,0.27049,-0.58208,-0.50568,1
NP02938,-1.09851,1.92166,1.78167,1
NP02056,-4.85897,-1.17705,0.25627,1
NP07936,-0.65571,0.60656,0.51099,1
NP05177,1.22638,1.58643,1.45776,1
NP05531,-0.30353,-0.35067,0.16475,1
NP04794,0.83337,0.06759,0.39318,1
NP02447,-1.10498,-0.0657,-0.31583,1
NP05116,-0.44565,0.60933,0.51366,1
NP06949,1.20722,0.09539,0.01708,1
NP04339,0.01888,0.65969,1.03102,1
NP02591,-0.76534,0.62119,0.52511,1
NP01862,1.07251,1.04482,0.93444,1
NP04631,-0.2945,-0.01921,0.4367,1
NP06009,1.99927,0.62776,0.53147,1
NP07160,0.6589,-1.50977,-1.53388,1
NP09758,0.99494,-0.13011,-0.54874,1
NP01518,0.36712,-1.37066,-0.18972,1
NP11304,0.6378,-0.31042,-0.37503,1
NP02691,0.49388,2.3314,2.17757,1
NP09929,-0.72346,-0.63978,-0.43106,1
NP07013,1.00049,1.56317,1.43528,1
NP03777,0.1034,-0.46607,0.4013,1
NP00901,-0.31646,0.0523,-0.02456,1
NP06728,0.41167,-0.19945,-0.2678,1
NP07809,0.11742,0.44738,0.35718,1
NP05687,0.57592,-1.50977,-1.53388,1
NP04200,-0.08482,0.11647,-0.10677,1
NP09106,0.7671,-0.07169,0.14016,1
NP06707,0.26569,-0.14428,-0.2145,1
NP03587,-0.31737,-0.56811,-0.62402,1
NP02972,1.90571,0.90966,0.80385,1
NP04949,0.00965,-1.29226,-1.04183,1
NP00894,0.69512,0.07655,-0.00113,1
NP11293,0.86755,-1.27056,-1.30275,1
NP01891,0.73304,-0.36645,-0.42916,1
NP01968,-2.03951,-0.18126,-0.33382,1
NP06844,1.0372,-0.11549,-0.22723,1
NP03887,-0.69597,1.66,1.52884,1
NP07578,-0.01715,-0.82945,-0.87653,1
NP01924,1.69776,1.08934,1.3355,1
NP04279,0.01474,0.40104,0.43774,1
NP10788,0.29419,0.91284,1.83413,1
NP07550,-1.1723,0.23687,0.15378,1
NP09414,0.04374,0.60372,0.50824,1
NP09440,1.09107,-0.02399,-0.47296,1
NP09285,-0.80697,1.5928,1.46392,1
NP04649,-2.01688,0.15843,0.07799,1
NP09904,0.86657,-0.64623,-0.6995,1
NP01077,-0.64783,-0.8986,-0.94335,1
NP06754,-0.05375,-0.16695,1.89021,1
NP00710,0.65845,0.50164,0.19448,1
NP02003,-1.91428,-0.79807,-0.70376,1
NP00768,0.82562,-0.2823,-0.34786,1
NP08906,1.53327,0.38724,0.29907,1
NP02924,-0.31625,0.03482,-0.04145,1
NP10832,2.2493,3.82408,3.61984,1
NP07137,1.02508,1.79772,1.66192,1
NP05534,-0.11594,-0.26432,-0.33049,1
NP07640,-0.05531,0.3829,0.16735,1
NP00817,0.60068,-0.79608,-0.84428,1
NP06889,0.11703,0.4511,0.36077,1
NP08461,-0.31728,-0.01926,-0.09371,1
NP06551,1.29216,0.22915,0.14632,1
NP08512,0.52489,1.75834,1.62387,1
NP03756,3.07624,1.19873,1.08315,1
NP05838,0.58429,1.58632,3.10731,1
NP08586,0.23526,2.36088,2.20606,1
NP11375,0.37388,-0.0381,0.02526,1
NP07424,-1.87715,-0.22838,-0.29576,1
NP03768,0.12794,-0.43008,0.46803,1
NP01068,-0.31722,2.19256,2.04343,1
NP09919,0.46345,-0.72706,-0.36184,1
NP06224,-2.4546,-1.08157,0.07385,1
NP09052,0.06797,-0.7298,-0.74935,1
NP09792,-0.1567,-0.07502,-0.40144,1
NP01969,-1.48705,-0.3185,-0.35883,1
NP06644,1.17828,-0.35253,-0.41572,1
NP03788,-1.12428,-0.83105,-1.05391,1
NP06170,-0.79616,1.02886,1.97619,1
NP08451,-1.59998,-0.21807,-0.2858,1
NP05195,0.2272,0.95464,0.8473,1
NP01253,0.31692,0.23543,0.15238,1
NP09764,-0.28691,-0.83798,-0.36053,1
NP01794,0.22799,-0.63575,-0.47872,1
NP06199,1.43879,0.29986,0.29907,1
NP07027,-0.17332,-0.15423,0.23214,1
NP05048,-0.08587,-0.46682,-0.57983,1
NP09355,-1.51968,-0.14224,-0.21253,1
NP08569,0.60502,-0.56459,-0.62061,1
NP09948,-1.85778,0.14518,0.7544,1
NP01739,-0.31831,0.22915,0.14632,1
NP06867,-1.81852,0.47508,0.38394,1
NP02592,-1.81584,0.87727,1.15337,1
NP07063,-0.87925,0.79713,0.69512,1
NP06411,0.16319,-0.56811,-0.62402,1
NP09353,0.28576,-0.45389,-0.51366,1
NP08422,-0.97137,-0.36632,-0.42904,1
NP01963,1.92918,0.68518,0.58695,1
NP06023,1.54092,-0.15154,-1.34681,1
NP01795,0.77597,-0.92735,-0.54185,1
NP10755,2.06807,-0.92236,0.07799,1
NP03536,1.34129,0.53619,1.91093,1
NP01357,0.52219,2.22661,2.07632,1
NP10350,1.09572,0.30661,0.22116,1
NP04363,-1.68244,0.06225,0.53386,1
NP02596,-1.16144,1.4291,1.30575,1
NP06954,1.30948,0.37083,0.28322,1
NP08265,-0.80471,-0.66723,-0.71979,1
NP08542,-1.14543,-0.41656,-0.85318,1
NP04817,0.35753,0.12789,-0.80276,1
NP04755,-0.36633,-0.27382,-0.33966,1
NP02645,-0.7846,-0.27361,-0.33947,1
NP08568,0.19415,-0.62479,-1.47152,1
NP11395,0.50856,-0.59971,-0.65455,1
NP03089,1.67811,0.24616,-0.28007,1
NP06055,1.15859,-0.01926,-0.09371,1
NP10256,0.30284,-0.16301,-0.2326,1
NP09683,0.26085,3.05389,2.87567,1
NP07030,-0.33964,0.148,0.3038,1
NP11358,0.32541,-0.94436,-0.73744,1
NP05020,0.40391,-0.84981,-0.93929,1
NP10383,-0.9596,-0.34525,-0.40869,1
NP04756,-0.41117,-0.13124,-0.2019,1
NP00800,1.19554,0.38724,0.29907,1
NP08622,1.6037,-0.11863,-0.18972,1
NP07196,1.63715,-0.17768,-0.24677,1
NP08262,0.25964,-1.40544,-0.52576,1
NP06079,1.57709,0.22915,0.14632,1
NP08454,-0.10657,-0.16724,-0.23668,1
NP01178,0.48616,-0.85095,-0.8973,1
NP05536,-0.30448,-0.43511,-0.68163,1
NP06161,-1.62193,-0.53691,-0.59387,1
NP10819,0.69786,0.04681,-0.02987,1
NP05843,0.37608,0.22915,0.14632,1
NP06165,1.00927,0.06058,0.96057,1
NP08458,-1.68806,-0.84006,-0.2955,1
NP01784,0.40263,3.63662,3.43871,1
NP07687,0.4624,-0.07147,0.68091,1
NP09591,1.94167,-0.55966,0.20579,1
NP09590,0.36833,0.55379,0.45999,1
NP06235,-3.29175,-0.71514,-0.33947,1
NP06845,1.41316,-0.19195,-0.40151,1
NP09827,-0.04938,0.1437,0.06375,1
NP04734,-0.40624,1.17672,1.06189,1
NP01409,1.20754,-1.20781,-1.24212,1
NP07493,-0.72339,-0.35382,-0.41696,1
NP09371,0.74298,0.66961,0.24663,1
NP05493,2.00959,-0.32895,0.05674,1
NP11362,0.45436,-1.22879,-0.99691,1
NP05043,-0.07376,-0.43739,-0.29285,1
NP01743,-0.31969,0.22915,0.14632,1
NP06299,2.13944,-0.21657,0.211,1
NP02344,0.43455,0.38724,0.29907,1
NP05105,-0.79092,2.15456,2.0067,1
NP04050,2.15444,1.79917,1.66332,1
NP07210,-0.27468,0.17914,0.86172,1
NP04353,-0.83205,-0.97277,-0.50874,1
NP07705,0.70169,-0.61373,-0.23195,1
NP03124,-0.1205,-0.44155,-0.77961,1
NP07094,-1.89149,3.7103,5.16838,1
NP01809,1.33767,-0.0388,0.25907,1
NP02244,-0.31732,-0.95231,-0.99524,1
NP11284,0.98739,-1.32693,-1.43533,1
NP10977,2.26781,0.435,0.34522,1
NP07347,0.44436,0.22915,0.14632,1
NP07032,0.66579,0.5543,0.46049,1
NP09416,0.32302,1.24909,1.13181,1
NP01649,1.52745,0.48837,0.39678,1
NP02696,-1.4385,0.40165,1.40283,1
NP06667,2.12842,0.29737,0.21224,1
NP05106,-0.80136,2.15456,2.0067,1
NP02684,0.34324,-0.6014,-0.65618,1
NP11031,-2.55263,2.25538,1.77547,1
NP06690,1.20645,1.21667,1.10049,1
NP10594,-0.01813,-1.10773,-1.14541,1
NP09464,0.14873,0.63359,0.5371,1
NP03784,-1.54195,0.1782,-0.23841,1
NP10358,0.53469,1.15442,1.04034,1
NP05104,-0.77646,2.15456,2.0067,1
NP00353,0.11873,0.76657,0.66559,1
NP05380,-0.67486,1.03244,0.75838,1
NP09149,-0.32483,-0.9496,-1.42205,1
NP05486,1.95906,2.30033,2.14755,1
NP09475,-1.91194,0.02765,-0.04837,1
NP06548,1.56332,0.48885,1.64088,1
NP07894,-1.99759,0.07036,-0.00711,1
NP06899,-2.94541,-0.49849,-0.55675,1
NP06989,1.21992,-0.01926,-0.09371,1
NP01474,-0.82645,-1.20168,-1.436,1
NP01732,0.58613,1.39662,1.27436,1
NP07139,2.08033,2.05544,1.91093,1
NP08450,-1.03267,-0.17575,-0.24491,1
NP06693,0.75342,1.0443,1.17918,1
NP03802,-1.13019,-0.61297,-0.66736,1
NP08669,0.20846,0.32599,-0.04121,1
NP09397,1.17593,0.09539,0.01708,1
NP02020,-1.45797,-1.09742,-0.76982,1
NP05856,0.13898,0.08446,0.00652,1
NP06643,0.51413,0.64142,0.54466,1
NP08517,-0.31932,0.22915,0.14632,1
NP02699,-0.90566,1.52958,1.40283,1
NP04772,-2.37126,0.16107,0.08054,1
NP04894,-1.7616,0.38674,0.29858,1
NP02000,-1.92204,-0.36715,-0.42984,1
NP10786,2.13945,1.15442,1.04034,1
NP05756,-0.66026,-0.26826,-0.14909,1
NP06348,-0.31748,-0.01943,-0.09386,1
NP04175,0.09149,0.51746,-0.24046,1
NP07451,1.12737,-0.01926,-0.09371,1
NP04673,0.12507,-0.32133,-0.38558,1
NP01621,0.30566,0.56403,0.46989,1
NP07115,2.01315,0.38724,0.29907,1
NP01728,-0.31978,0.38724,0.29907,1
NP10827,1.73329,-0.00278,-0.07778,1
NP06945,1.12321,-0.08792,-0.09371,1
NP04304,-0.51553,0.20993,0.58011,1
NP04655,0.34119,-0.7565,-0.48392,1
NP07907,-2.03344,0.38724,0.29907,1
NP08251,-0.75987,-0.43219,-0.53904,1
NP08256,-0.0291,-0.39977,-0.46136,1
NP08491,-0.29482,0.76138,0.77275,1
NP10627,1.22819,0.7886,0.68687,1
NP07384,-0.31753,-0.05447,-0.12773,1
NP02950,0.72936,-0.09786,-0.16965,1
NP06329,-0.8036,-0.45868,-1.14486,1
NP09766,-0.28926,-0.41966,-0.12953,1
NP03418,1.17583,0.6534,0.55624,1
NP01193,1.88396,0.94948,0.84232,1
NP00954,0.23148,3.05472,2.87646,1
NP03522,-0.31697,-0.11863,-0.18972,1
NP01393,-0.46683,-0.92214,-1.20279,1
NP08155,-1.65218,0.27662,0.19219,1
NP06793,-1.41207,0.70886,0.60983,1
NP11299,0.61398,0.10956,-0.10522,1
NP02846,1.51056,0.38724,0.29907,1
NP07240,-0.88993,0.74916,0.64877,1
NP06550,1.29462,0.22915,0.14632,1
NP02650,-1.02114,-0.31508,-0.37953,1
NP01241,2.69415,-0.2965,0.14241,1
NP08994,0.15269,-0.08488,-0.18086,1
NP04671,0.23806,-0.53638,-0.49801,1
NP07228,-2.11633,0.16461,0.08395,1
NP09676,0.31395,1.09862,0.98642,1
NP07047,0.6019,-1.50977,-1.53388,1
NP10697,0.28659,-0.67569,-1.21708,1
NP04795,-1.49068,-0.43848,-1.18987,1
NP11300,0.56074,-0.22527,-0.29276,1
NP04834,-0.43106,-0.31163,-0.3762,1
NP03456,-0.84024,0.90789,0.80213,1
NP04813,0.0664,0.82606,1.40205,1
NP04667,0.1972,-0.22099,-0.16935,1
NP03106,0.56548,0.38724,0.29907,1
NP03090,1.06228,2.49291,2.58182,1
NP05158,-0.35951,-0.69084,-0.83223,1
NP10646,1.95829,1.91524,1.77547,1
NP04754,-1.26168,0.70546,0.60654,1
NP02521,0.76392,0.25998,0.17611,1
NP07906,-2.47211,1.69991,1.56741,1
NP01430,-0.29807,-0.36071,-0.10221,1
NP01827,0.59736,-1.15994,-1.22527,1
NP05207,0.87609,1.55876,1.43103,1
NP05109,-0.32593,0.35723,0.37012,1
NP02573,1.0626,-0.10968,-0.18107,1
NP07893,3.52521,2.5821,2.41981,1
NP10031,-2.14129,3.01841,2.84138,1
NP03832,1.56376,0.85726,0.75321,1
NP10352,1.41849,0.04269,-0.03384,1
NP08259,-0.31766,0.54976,0.4561,1
NP00939,0.52286,1.91524,1.77547,1
NP09866,-0.31783,1.88414,1.74541,1
NP10273,0.94318,-0.63169,-0.68545,1
NP07222,-0.89778,1.59831,1.46924,1
NP10269,1.17747,-0.11791,-0.18902,1
NP07419,1.1113,-0.22209,-0.61442,1
NP05322,0.1167,-0.58749,-0.64275,1
NP01239,2.45985,0.28306,0.70243,1
NP01256,-0.02661,0.95341,0.36865,1
NP00775,0.49476,1.91524,1.77547,1
NP02550,-0.35761,1.13406,1.40662,1
NP07286,-2.69168,1.6553,1.52431,1
NP08656,2.89071,0.38724,0.29907,1
NP05411,-1.37483,1.65257,1.52167,1
NP04479,0.99304,-1.21891,-0.87795,1
NP04765,0.00681,0.19641,-0.33656,1
NP01729,0.52081,1.39662,1.27436,1
NP10597,-0.31545,-1.18426,-1.21936,1
NP08907,1.50417,0.38724,0.29907,1
NP01041,0.45016,-0.85095,-0.8973,1
NP01050,0.82253,0.27058,0.18635,1
NP06648,1.43762,1.39756,1.42645,1
NP06333,0.44948,1.55594,2.61293,1
NP06554,0.23265,-0.67013,-0.72259,1
NP08694,1.3409,-1.50977,-1.53388,1
NP04355,-0.84982,-1.21198,-0.77953,1
NP11021,-0.74005,-1.01537,-0.68745,1
NP05002,0.24383,0.36293,-0.22817,1
NP11073,-0.41962,-0.16889,-0.23828,1
NP02669,1.86028,0.55379,0.45999,1
NP06890,0.97317,-0.11863,-0.18972,1
NP11239,-0.27303,-1.0358,-0.84742,1
NP04043,1.02223,0.66609,1.27828,1
NP10148,0.17286,0.49817,0.40625,1
NP11119,-0.31665,-0.08297,-0.15526,1
NP07913,-0.93489,-0.14377,-0.43494,1
NP02015,-2.17858,1.35161,1.23087,1
NP04348,-0.28776,0.66529,0.18144,1
NP06173,-1.07352,-0.73338,-0.78371,1
NP03455,0.39874,0.62084,-0.56715,1
NP07654,-0.51554,-0.67583,-0.13633,1
NP07426,-3.23053,0.33407,-0.79957,1
NP07957,0.03539,0.66763,0.92797,1
NP07944,0.30994,-0.3926,-0.16449,1
NP06195,0.54989,-0.03868,0.08509,1
NP11068,0.37329,-0.37507,-0.43749,1
NP11294,0.51633,-0.88232,-1.1632,1
NP01619,0.53032,2.22661,2.07632,1
NP06053,0.21777,2.77239,2.60367,1
NP04729,-1.05807,0.52048,0.62552,1
NP02523,0.30712,-0.84051,0.17611,1
NP04354,-1.12147,0.16942,0.19876,1
NP08862,1.4623,0.22915,0.14632,1
NP05751,0.46283,0.20752,0.62615,1
NP05765,-0.3269,-1.05847,-1.43019,1
NP07320,-0.25746,0.18137,1.15245,1
NP07442,0.53099,1.91524,1.77547,1
NP04846,-0.84968,-0.67946,-0.07471,1
NP05818,0.4365,0.24708,1.52091,1
NP07356,1.02833,-0.11863,-0.18972,1
NP07448,-0.31662,0.64999,0.55294,1
NP04933,0.01196,0.69323,0.24147,1
NP02827,1.43988,0.38724,0.29907,1
NP04057,1.75919,0.96977,0.86193,1
NP05694,0.3929,-1.37935,-0.27373,1
NP09360,-0.27792,0.71908,1.19793,1
NP09740,-0.31717,0.15081,0.07062,1
NP01198,2.05029,0.94948,0.84232,1
NP07343,-0.31726,1.65178,1.52091,1
NP09002,0.16075,-0.08488,-0.18086,1
NP02969,1.95083,-0.32028,-0.38455,1
NP04824,0.53186,-0.01075,-0.00447,1
NP01396,-0.45956,0.82233,0.54515,1
NP07148,0.56086,-1.50977,-1.53388,1
NP02543,-1.22121,0.47228,1.0893,1
NP04342,-1.05935,-0.70635,-0.49072,1
NP11252,-0.31494,0.23068,0.1478,1
NP04284,0.05644,-0.2435,0.24305,1
NP04250,0.02084,-0.30777,-0.23915,1
NP07332,-1.02669,-0.05554,-0.12876,1
NP08154,-1.74777,-0.63847,-0.692,1
NP04916,-0.29696,0.04261,-0.12527,1
NP07326,0.21189,0.84815,0.83427,1
NP03858,0.09271,-0.49893,-0.66365,1
NP04851,0.05391,0.41675,0.36787,1
NP03534,0.3053,-0.09252,-0.16449,1
NP11301,0.84379,-0.24345,-0.31032,1
NP00605,0.58365,-1.50977,-1.53388,1
NP00945,1.21129,0.09539,0.01708,1
NP10896,1.44727,0.38724,0.29907,1
NP04294,0.0267,-0.31997,0.19624,1
NP09869,0.29481,-0.71939,-0.77019,1
NP06877,-0.98998,-0.0013,0.37904,1
NP04917,0.01853,0.58935,0.11979,1
NP08467,-0.94685,-0.36632,-0.42904,1
NP06326,-0.3165,4.51805,4.29038,1
NP00874,0.50502,2.05544,1.91093,1
NP07901,-0.78714,-0.09786,-0.16965,1
NP01382,-0.36211,-0.43619,-0.49655,1
NP04367,-0.007,0.56332,0.6916,1
NP08163,-3.08113,-0.46642,-0.52576,1
NP04641,-0.1645,-0.63132,-0.03912,1
NP11336,0.56391,0.03767,0.30296,1
NP05758,0.30428,-0.49639,-0.8618,1
NP07469,1.21615,1.92694,1.62955,1
NP06292,-2.10591,2.13629,1.98906,1
NP08296,-0.99302,-0.27836,-0.34406,1
NP00359,-0.1602,-0.57664,-0.63226,1
NP11156,-0.63411,-0.32653,-0.3906,1
NP06049,-0.18384,0.22909,2.33627,1
NP11007,-2.53049,1.15442,1.04034,1
NP04706,-1.57546,-0.10043,-0.17213,1
NP05945,-2.62906,0.80106,2.23869,1
NP02005,-4.31085,-0.70727,-0.83923,1
NP01490,0.27484,-0.78476,-1.273,1
NP02962,-0.84316,-0.71591,-0.76682,1
NP00769,0.59562,1.39662,1.27436,1
NP04041,1.15898,1.29418,2.03575,1
NP06855,0.83593,-0.25514,0.28322,1
NP05007,0.00558,0.58935,0.11979,1
NP08783,0.9664,-1.02343,-0.70505,1
NP06941,-0.32026,-0.56127,-0.61741,1
NP04358,-1.09171,0.22559,0.80373,1
NP07352,-1.05793,1.91524,1.77547,1
NP01021,0.35216,-0.11805,0.94946,1
NP03518,1.08986,2.01253,1.86947,1
NP01470,-0.81448,-0.89104,-1.02142,1
NP09767,-0.82796,0.0086,0.74944,1
NP02029,-0.56864,1.20627,1.09044,1
NP08668,-2.56877,-1.32151,-0.70183,1
NP09772,0.40707,0.55379,0.45999,1
NP05502,0.70038,-0.57362,-0.19291,1
NP07246,1.29595,0.94948,0.84232,1
NP01863,1.29507,0.22915,0.14632,1
NP07964,0.89053,-0.5803,-0.14208,1
NP02298,-0.30741,-0.37287,-0.46318,1
NP03193,1.20535,1.39662,1.27436,1
NP09156,-0.21295,-0.87797,-1.14026,1
NP02129,-2.09781,2.21929,2.65119,1
NP11005,-0.88705,0.40639,0.31757,1
NP02529,1.69184,1.12325,1.01022,1
NP11292,0.4146,0.18436,-0.06895,1
NP08543,-1.1943,0.01612,0.18116,1
NP09404,-0.86763,2.48234,2.32342,1
NP06397,0.20103,-0.54559,0.0455,1
NP09595,0.45844,0.69426,1.89208,1
NP04664,-0.41965,0.59323,0.4981,1
NP05740,-0.07467,0.01029,-0.06515,1
NP02647,1.67836,-0.73616,-1.26778,1
NP03481,-1.83046,-0.24285,0.22304,1
NP10947,1.86466,1.91524,1.77547,1
NP05886,0.53063,1.18375,1.06868,1
NP04648,-0.29741,-0.20906,-0.1126,1
NP07512,1.05207,2.73481,2.56736,1
NP06658,1.11926,0.09539,0.01708,1
NP02160,0.1197,0.90291,0.79732,1
NP00830,1.35819,0.38724,0.29907,1
NP04207,-0.04684,0.08143,-0.25936,1
NP05087,2.04685,2.27747,2.12547,1
NP07042,0.24789,0.90789,0.80213,1
NP08200,-2.18697,-0.16512,0.54253,1
NP01317,-0.73208,-1.04714,-1.08687,1
NP06115,-0.38869,-1.02009,-1.05975,1
NP04957,0.58488,0.13938,-0.56213,1
NP09896,0.86745,0.15933,0.07885,1
NP07736,0.31973,2.67412,2.50872,1
NP09750,0.30074,0.85247,0.11628,1
NP01319,-0.57968,-0.1935,-0.05945,1
NP11127,-0.02085,0.18365,-0.21924,1
NP04073,-0.24611,2.62625,0.90698,1
NP08995,0.38455,0.22698,0.23239,1
NP08152,0.26385,0.84802,0.74429,1
NP07360,-0.04854,-0.05158,-0.12493,1
NP07489,0.26593,-0.05776,-0.1309,1
NP05067,-0.23315,-0.67826,-0.73045,1
NP02702,-0.905,1.52958,1.40283,1
NP01539,0.50944,-0.7258,-0.31526,1
NP01385,-0.24859,-0.39434,-0.45611,1
NP04637,-0.84944,-0.66321,-0.8061,1
NP07182,1.13705,-0.79608,-0.84428,1
NP04691,0.37602,0.15962,-0.65654,1
NP11046,-3.76017,-0.27159,-0.33751,1
NP09958,-0.95155,0.56091,0.46688,1
NP03830,1.01304,0.27283,0.18853,1
NP09264,-0.28155,1.94835,1.42976,1
NP05182,-0.04277,0.83338,0.73015,1
NP05436,-0.66868,-0.04572,-0.11927,1
NP09036,0.55748,-0.60744,-0.65725,1
NP07504,-2.11639,0.50529,1.01877,1
NP06371,-0.1064,0.60179,0.31167,1
NP06832,0.69329,0.22215,0.13956,1
NP11160,-0.62635,-1.2307,-1.26423,1
NP06753,-0.03867,-0.09235,2.08044,1
NP10739,1.93504,2.8083,1.72992,1
NP07257,0.89167,0.67848,0.58047,1
NP08578,0.39501,0.89975,0.79428,1
NP06050,-1.48099,-0.44255,-0.5027,1
NP08466,-0.95728,-0.36632,-0.42904,1
NP07588,-0.0887,1.70311,1.5705,1
NP08263,-0.96807,-0.36632,-0.42904,1
NP07195,1.85178,-0.46642,-0.52576,1
NP05143,1.36594,0.87947,0.77468,1
NP11350,-0.48576,-0.29453,-0.35968,1
NP01296,0.33943,-0.39685,-1.12198,1
NP11244,-1.92436,1.63125,1.50107,1
NP08162,-3.16165,-0.46642,-0.52576,1
NP05693,1.08787,-0.16283,-0.3528,1
NP09438,-1.08487,-1.21321,-1.24733,1
NP03131,1.38267,-1.18036,-1.21559,1
NP05434,-0.201,-0.69461,-0.60605,1
NP01511,1.2627,0.14906,0.14632,1
NP01892,-1.72195,-0.04572,-0.11927,1
NP07207,-1.77055,0.13435,0.05472,1
NP06166,1.1685,-0.13011,-0.54874,1
NP06047,-0.31727,-0.23233,-0.29958,1
NP06915,0.8661,2.01363,2.34877,1
NP08468,-0.00916,0.7043,0.60542,1
NP04222,-2.11368,1.48291,0.86812,1
NP09853,-0.49406,0.19399,-0.43727,1
NP00356,0.14089,-0.66152,-0.71427,1
NP09957,-1.21395,-0.99907,-1.13063,1
NP04792,-0.03741,-1.00264,-0.49549,1
NP07456,1.77798,-0.00278,-0.07778,1
NP06186,-0.06085,-0.62186,-0.7791,1
NP08449,-0.24986,-0.51513,-1.19175,1
NP08055,0.27835,2.35002,2.19557,1
NP11374,0.50211,-0.197,-0.26544,1
NP06683,-1.49271,-1.20192,-0.6389,1
NP06318,0.34912,0.1775,0.18722,1
NP07739,1.24336,2.49118,0.68687,1
NP03687,2.13365,0.92898,0.82251,1
NP01410,0.46506,0.85726,0.75321,1
NP08504,-0.23402,0.36364,0.82251,1
NP02524,1.6246,3.34212,3.15416,1
NP07020,1.8709,-0.4902,-0.54874,1
NP07525,1.75153,0.80452,0.70225,1
NP04020,-1.20791,-0.36857,-0.28467,1
NP08082,-0.00147,0.13644,0.05674,1
NP06874,-1.4062,1.24647,1.12929,1
NP00712,-0.84422,0.46086,0.37021,1
NP03837,1.28966,0.59425,0.49909,1
NP05696,0.92632,-1.42283,-1.44987,1
NP10730,-4.25463,0.74214,0.64198,1
NP06897,0.55951,-1.12409,-1.16122,1
NP05173,0.73013,0.19416,0.11251,1
NP07471,-0.31804,2.44979,2.29196,1
NP01347,-0.48671,-0.20827,-0.27633,1
NP07308,0.5222,0.06166,-0.01552,1
NP01810,0.70785,-0.12085,0.2822,1
NP07008,0.55866,-0.79608,-0.84428,1
NP08576,0.35772,-0.55818,-0.61442,1
NP08541,0.03546,-0.61966,-0.55701,1
NP05134,-0.05207,-0.44071,-0.50092,1
NP06046,0.64192,2.78151,2.61248,1
NP04745,-0.02326,0.72039,0.62097,1
NP06888,1.49851,0.94131,0.83443,1
NP05162,-0.1858,-0.30432,0.21846,1
NP01398,-0.49287,1.22316,1.10676,1
NP00606,0.63919,0.66897,0.57128,1
NP00664,0.21032,-1.23817,-0.84124,1
NP02159,-1.14757,-0.82207,-0.44078,1
NP05381,0.49883,0.20086,0.11898,1
NP02783,2.41054,1.39662,1.27436,1
NP04374,0.3696,-0.01197,0.08318,1
NP06567,1.15709,0.06058,0.96057,1
NP08811,1.37841,0.22915,0.14632,1
NP01544,-0.3175,1.55319,1.42565,1
NP01961,2.26846,1.35139,1.23066,1
NP01209,0.5242,1.77595,1.64088,1
NP09872,-0.70719,0.632,0.30096,1
NP01424,0.21366,-0.7531,-0.80276,1
NP01418,-0.3169,0.37837,0.2905,1
NP08496,0.66474,-1.32007,0.29907,1
NP09799,-0.38802,0.08942,-0.01032,1
NP07353,0.13668,-0.46642,-0.52576,1
NP07428,1.35097,0.90789,0.80213,1
