,SEP_A,SEP_C,SEP_D,SEP_E,SEP_F,SEP_G,SEP_H,SEP_I,SEP_K,SEP_L,SEP_M,SEP_N,SEP_P,SEP_Q,SEP_R,SEP_S,SEP_T,SEP_V,SEP_W,SEP_Y,y
NP07403,-1.01787,0.71361,-0.8436,-1.13557,1.33216,0.40468,0.93717,-0.31515,1.24734,-0.65894,0.88092,-2.19811,-1.12961,1.26815,-0.61371,2.02496,-0.18019,1.46592,0.68408,-0.56516,1
NP00045,0.41426,-0.76364,-0.376,1.45606,-0.8881,-0.55844,-0.7271,-0.23598,-0.79967,0.39532,0.88092,-0.22375,0.2729,-1.25976,-0.50376,-0.44633,-0.54436,0.61946,0.68408,-0.94819,1
NP07590,-0.09511,0.71361,1.41148,1.45606,-0.61544,-1.81623,0.93717,1.19701,-0.54829,-1.25483,0.88092,-0.76867,1.58144,1.26815,-1.82314,-0.82653,1.3319,1.46592,0.68408,1.02527,1
NP10820,0.4807,0.71361,-1.19054,-0.92824,1.33216,-1.41374,-1.56383,-0.16473,1.24734,-0.85757,0.88092,-0.15267,0.33797,-0.06969,1.73448,0.71708,1.3319,-0.62713,-2.22637,-0.40695,1
NP06916,-1.8742,0.71361,1.41148,-0.20258,1.33216,1.77748,0.93717,-1.6769,-1.35991,-0.56727,0.88092,-0.6897,-0.15363,1.26815,1.73448,-0.73528,1.3319,-0.38089,0.68408,-0.97317,1
NP02370,1.75043,0.71361,1.41148,1.45606,1.33216,-0.47937,0.93717,1.19701,1.24734,2.20591,0.88092,-1.27411,1.58144,-2.86207,1.73448,-0.36268,-1.15394,1.46592,-2.67577,-2.69682,1
NP00030,-0.22798,0.71361,-0.81344,-0.74855,0.01558,0.05968,0.24755,0.19946,-1.90578,-0.04777,-0.27659,0.21061,0.67052,-0.04636,0.74494,0.20761,-0.78978,-0.37319,-0.66414,-0.38197,1
NP05094,0.20756,-3.00808,-0.16482,-0.7762,1.33216,0.27531,0.93717,1.19701,-0.25381,-1.27775,-1.03907,1.20568,1.58144,-0.35749,-0.80219,-0.43112,-0.32269,1.46592,0.68408,1.02527,1
NP02705,1.75043,0.71361,-2.08805,-0.3408,-0.69334,-0.09125,0.93717,1.19701,1.24734,0.21961,0.88092,-0.84765,-1.2236,1.26815,-1.31266,0.04793,1.3319,-1.51975,0.68408,1.02527,1
NP09876,-0.14678,0.71361,-0.52684,-0.32007,0.39731,0.36155,0.93717,-1.22562,-0.16762,-0.94925,-1.48003,-0.35011,0.15723,-1.11197,-1.2734,0.52698,1.3319,-0.05,0.68408,1.02527,1
NP01655,-0.45683,0.71361,1.41148,1.45606,-0.99717,-0.37156,0.93717,1.19701,1.24734,-0.07833,0.88092,1.20568,-2.0333,1.26815,-0.61371,-0.24863,1.3319,-2.3816,0.68408,1.02527,1
NP10801,1.75043,0.71361,-1.95983,1.45606,-2.15014,-1.4353,-1.95001,1.19701,1.24734,-0.19292,-3.22548,1.20568,1.58144,1.26815,1.73448,2.02496,1.3319,-0.95032,0.68408,1.02527,1
NP11368,-0.29442,-1.24518,0.73269,0.08077,-0.53753,1.13061,0.10963,0.00945,-0.97205,0.37241,0.88092,-0.9819,-0.15363,0.10143,-0.15035,-0.32466,-0.24352,-1.135,-0.27893,-1.28126,1
NP04769,-0.50851,-1.78384,1.41148,-1.19086,1.33216,-0.42187,-0.87421,1.19701,1.24734,-0.72006,-0.92883,-1.21093,0.15723,1.26815,0.18735,-0.30185,-0.22769,1.46592,0.68408,-1.52274,1
NP06623,1.75043,-1.84913,-0.11957,1.45606,-0.24929,-1.71561,0.93717,-0.41016,-0.21071,-0.78881,-0.98395,1.20568,1.58144,1.26815,-0.73151,-1.37401,1.3319,-0.09617,0.68408,1.02527,1
NP09786,-0.09511,0.71361,1.41148,-0.27169,-0.61544,-0.01938,-1.36154,1.19701,-0.54829,2.20591,0.88092,1.20568,-2.0333,1.26815,-0.22889,-0.82653,1.3319,-1.41972,-1.99096,1.02527,1
NP04447,0.45117,0.71361,-0.68522,0.23972,1.33216,-0.22063,-0.68112,1.19701,1.24734,-1.76668,0.88092,1.20568,1.58144,-0.89418,-1.80743,-0.65163,-0.86894,1.46592,0.68408,1.02527,1
NP03783,-0.95882,0.71361,0.00865,-1.4673,-0.11685,-1.2628,0.93717,1.19701,1.24734,-0.59782,0.88092,-0.26324,-1.07178,1.26815,0.27373,-0.76569,1.3319,0.03464,0.68408,1.02527,1
NP08632,0.09683,0.71361,-0.27795,1.45606,-1.9398,-1.24124,0.93717,-0.57642,1.24734,-0.40683,0.88092,1.20568,-0.03796,-1.39199,-0.0247,-0.5756,1.3319,-1.16578,0.68408,1.02527,1
NP04826,0.34044,-2.80404,1.41148,-0.61033,1.33216,-0.37156,-0.81905,-0.31515,1.24734,-0.07833,0.88092,1.20568,0.20061,1.26815,1.73448,-1.55651,-0.18019,-0.8349,0.68408,-1.46445,1
NP07067,-0.25751,0.71361,-1.6129,1.45606,-1.79179,-0.1775,0.93717,-0.95644,1.24734,2.20591,-1.61783,1.20568,-0.38498,1.26815,-0.40166,-1.89868,1.3319,1.46592,0.68408,1.02527,1
NP07123,-1.94064,0.71361,1.41148,-0.27169,-1.58924,-1.47842,-1.36154,1.19701,1.24734,2.20591,-1.41572,1.20568,-0.22593,-0.67639,-0.22889,0.12397,1.3319,1.46592,0.68408,1.02527,1
NP01828,-0.56756,-1.28598,1.41148,1.45606,-1.11402,0.01656,-0.46964,-0.74268,1.24734,0.33421,0.88092,-1.70847,-0.18978,0.07809,0.5329,-1.10787,-1.15394,-0.41936,0.68408,1.02527,1
NP10797,1.75043,0.71361,1.41148,-0.61033,-0.99717,-0.37156,0.93717,1.19701,-0.90023,-0.07833,-1.86587,1.20568,-1.53446,1.26815,1.73448,-1.77702,1.3319,-0.8349,0.68408,1.02527,1
NP06831,0.29615,0.71361,1.41148,0.09459,-1.65156,-0.97531,0.93717,1.19701,-0.16762,0.70091,0.88092,-1.21093,-1.18745,-0.26415,-0.66868,0.52698,1.3319,-0.88876,0.68408,-1.52274,1
NP02828,-1.31316,0.71361,1.41148,1.45606,-0.8881,-1.72998,0.93717,1.19701,1.24734,0.02862,-1.73725,-1.04508,1.58144,1.26815,-1.52471,-0.14217,1.3319,-0.72717,0.68408,1.02527,1
NP09348,1.75043,0.71361,-1.51485,-1.22541,-1.69051,1.77748,0.93717,-1.87483,-0.62011,2.20591,0.88092,1.20568,-1.77304,1.26815,1.73448,0.04793,1.3319,-0.53479,0.68408,-1.13971,1
NP02809,0.25186,0.71361,-0.11957,-0.714,-1.72167,1.77748,-0.92938,-0.41016,1.24734,0.65507,0.88092,-0.3975,-0.68862,1.26815,-2.0823,-1.37401,1.3319,1.46592,0.68408,1.02527,1
NP02525,1.75043,0.71361,-0.39862,-0.20258,-2.11119,0.0525,0.93717,-0.70309,-1.35991,0.37241,0.88092,-0.6897,-0.15363,-0.59861,-0.15035,-0.73528,1.3319,-0.38089,0.68408,1.02527,1
NP04922,-0.65615,-1.3676,1.41148,-0.30625,-0.65439,-0.56562,-1.40752,1.19701,-0.5842,-0.70478,0.88092,-1.36888,0.42472,0.02364,1.73448,0.80832,1.3319,-1.04266,0.68408,-1.09807,1
NP00889,1.75043,0.71361,1.41148,-0.714,1.33216,-1.4353,0.93717,1.19701,-1.00797,-1.20899,0.88092,-2.32447,1.58144,1.26815,1.73448,-0.36268,1.3319,1.46592,-4.0989,1.02527,1
NP11361,-0.00652,-1.22885,0.29525,0.43323,-0.20255,1.1378,-0.42367,0.49239,-0.72067,0.11266,-0.47869,-0.35011,-0.63078,-0.26415,-0.13465,-0.52237,-0.83728,-0.64252,-0.26823,-0.95652,1
NP04306,-0.61186,0.71361,-1.00199,-0.75546,-0.61544,-0.01938,-0.49723,-0.03806,-1.4461,0.29601,-0.55218,1.20568,0.45364,1.26815,0.50934,-0.40831,-0.64727,0.26549,-0.98515,-0.27372,1
NP09885,-0.67091,0.71361,-0.19499,-0.01599,0.31162,1.77748,0.93717,-0.48933,-0.73503,-1.11732,-1.07582,-0.97401,0.04156,-0.3886,-1.1713,-0.46914,1.3319,-0.17312,0.68408,1.02527,1
NP05937,-0.22798,0.71361,-0.14219,1.45606,0.35057,-0.81718,-2.70399,0.19946,1.24734,0.63215,-0.27659,-0.42119,1.58144,-0.33415,-1.61109,-0.4007,-0.29894,-0.11926,-0.66414,-0.69006,1
NP01883,-1.01787,-2.34699,1.41148,1.45606,1.33216,-1.47842,-2.5109,1.19701,1.24734,0.29601,0.88092,1.20568,1.58144,1.26815,-0.22889,-1.41963,1.3319,1.46592,-1.99096,-1.05644,1
NP04731,-0.84808,-1.55532,0.08407,-1.36363,1.33216,-0.7525,0.93717,1.19701,1.24734,-0.48323,-0.73592,1.20568,0.30905,1.26815,-1.46973,2.02496,-0.06144,-0.6733,0.68408,-1.28959,1
NP10649,-0.25751,0.71361,1.41148,-0.42374,-0.78683,-0.1775,-1.56383,1.19701,-1.63284,-1.43054,0.88092,1.20568,1.58144,-1.8509,1.73448,2.02496,-0.82144,1.46592,0.68408,-1.23963,1
NP11370,0.31829,-1.35128,-0.28549,0.97229,-0.63881,-0.22781,0.29353,-1.36813,-0.36872,0.99121,0.88092,-0.05001,-0.43558,-0.69973,-0.45664,-0.5908,-0.87686,-0.02692,0.68408,-0.2987,1
NP01013,1.75043,0.71361,1.41148,1.45606,-0.8881,-1.2053,0.93717,1.19701,1.24734,-0.96452,0.88092,1.20568,1.58144,-0.94863,-0.50376,-1.95191,-0.92436,1.46592,0.68408,-1.34788,1
NP00866,1.75043,0.71361,1.41148,1.45606,1.33216,-0.47937,0.93717,1.19701,1.24734,-0.19292,0.88092,-2.32447,1.58144,1.26815,-0.73151,-1.37401,-2.20686,1.46592,-4.0989,1.02527,1
NP05267,-0.56756,0.71361,-0.95674,-2.07547,1.33216,-1.4353,0.93717,-1.28896,1.24734,-1.20899,0.88092,1.20568,1.58144,1.26815,1.73448,-0.36268,1.3319,1.46592,0.68408,1.02527,1
NP03801,-0.53065,0.71361,-0.91903,-1.05264,0.1636,-0.44344,-0.44206,1.19701,-0.47646,-0.15473,-1.32386,1.20568,-0.65247,-1.13531,1.73448,0.88436,1.3319,-0.38089,-1.88396,-0.22376,1
NP06346,-0.30181,-3.22028,0.08407,0.23972,-0.83357,-0.22063,-0.68112,-0.1964,-1.2809,0.86134,0.88092,-0.18426,1.58144,1.26815,0.35227,0.68666,-1.45478,1.46592,0.68408,-0.44025,1
NP09261,-2.08828,0.71361,0.08407,-1.87505,1.33216,1.77748,-0.68112,1.19701,1.24734,-0.48323,0.88092,1.20568,1.58144,-1.90535,-1.46973,2.02496,1.3319,1.46592,0.68408,1.02527,1
NP02578,1.75043,-3.00808,-1.02461,0.01166,-0.29603,1.77748,-0.98455,-1.36021,-1.07261,0.60923,0.88092,1.20568,1.58144,1.26815,1.73448,2.02496,-1.22519,-0.14234,-1.55226,-2.31379,1
NP06426,1.75043,-1.40841,0.17458,1.45606,0.05453,-1.88092,0.93717,-0.86144,0.06941,2.20591,-1.50759,-0.84765,1.58144,1.26815,-1.31266,-1.70098,1.3319,1.46592,0.68408,1.02527,1
NP09795,-0.56756,-2.20008,0.15949,-0.16803,0.76346,0.08843,0.93717,-0.41016,-0.21071,-0.01721,-0.25821,-0.65021,0.38135,0.30366,0.76065,-0.18779,-1.63686,-0.34241,-1.09215,0.41741,1
NP06234,-0.25751,0.71361,1.41148,1.45606,1.33216,-0.1775,0.93717,1.19701,-0.7063,2.20591,0.88092,-0.94242,-0.38498,-1.8509,1.73448,-1.02423,1.3319,-0.62713,-2.22637,-2.9383,1
NP10348,-1.43127,0.71361,1.41148,-1.52259,1.33216,1.77748,-1.81209,-1.1702,1.24734,2.20591,0.88092,-1.15565,-0.58017,1.26815,-0.61371,-1.77702,1.3319,1.46592,0.68408,1.02527,1
NP07400,-1.49033,0.71361,1.41148,1.45606,1.33216,1.77748,-0.87421,-1.83524,1.24734,0.70091,-0.92883,-1.21093,-0.63078,-1.11197,-0.66868,-0.30185,1.3319,1.46592,0.68408,-2.16391,1
NP04879,1.75043,-2.86933,-0.07431,1.45606,-0.20255,0.36155,0.93717,-1.22562,1.24734,0.70091,0.88092,-2.57718,0.15723,-1.71089,1.73448,2.02496,-0.22769,-0.88876,0.68408,-0.61512,1
NP04371,-0.53803,0.71361,-1.24333,-1.43274,1.33216,0.33999,-0.9018,0.23113,0.37107,-1.17843,0.88092,1.20568,0.69944,0.31921,-0.70009,-0.33227,0.36606,-0.53479,0.68408,0.00939,1
NP07646,0.6874,0.71361,-1.24333,0.46087,0.21034,0.10999,-0.38689,0.05695,1.24734,-0.07833,0.88092,-0.62652,-0.96333,-1.05753,-0.61371,0.92999,-0.50477,-0.8349,0.68408,-1.90577,1
NP04039,-0.50851,0.71361,1.41148,0.09459,-1.65156,-1.6653,-0.87421,-1.22562,-1.90578,0.70091,-0.92883,1.20568,1.58144,1.26815,1.73448,-0.30185,1.3319,-0.05,0.68408,1.02527,1
NP03763,-0.21322,0.71361,-0.59472,1.45606,-0.74008,-1.05437,-2.17988,1.19701,0.04068,-0.38391,0.88092,-1.47154,0.36689,1.26815,0.4151,0.00231,-0.77394,0.17315,-1.11355,-0.37364,1
NP05683,0.20756,0.71361,-1.02461,1.45606,-0.29603,0.27531,0.93717,-0.45766,1.24734,2.20591,-2.08634,-0.44488,-1.31758,1.26815,-0.80219,-0.43112,-1.22519,-0.14234,0.68408,-1.6643,1
NP04303,-0.81117,0.71361,0.34804,-1.23923,-0.44405,-0.71656,-1.15925,-0.60809,0.2346,0.46408,0.88092,0.09215,1.58144,0.17143,-0.05611,-0.21061,-0.99561,0.38092,-0.82464,-0.87325,1
NP05073,0.63573,-1.83281,-0.42125,-0.47211,-0.56091,-0.465,0.93717,0.47656,-0.19635,-0.17765,0.88092,-0.9977,0.48979,0.56034,-0.7158,0.49656,-1.13811,-0.40397,0.68408,-0.64842,1
NP09133,1.75043,0.71361,-2.00508,1.45606,-1.58924,-0.91781,-1.36154,1.19701,-0.54829,0.29601,0.88092,1.20568,-0.22593,1.26815,-0.22889,0.12397,1.3319,-0.45784,-1.99096,-1.05644,1
NP09042,-0.93667,0.71361,-0.30058,-1.05955,0.0857,-0.56562,-0.15702,0.25488,-1.23781,0.47172,-0.21228,-0.05791,-0.45004,0.34255,-0.04826,0.54219,-0.46519,0.23471,-0.06493,-0.30702,1
NP02010,0.09683,0.71361,-1.16791,-1.81285,-0.41289,0.16749,0.93717,1.19701,1.24734,2.20591,0.88092,1.20568,-0.03796,1.26815,-1.56397,-1.57171,1.3319,-0.25777,-1.71276,1.02527,1
NP06873,-0.84808,0.71361,1.41148,-0.97662,1.33216,0.10999,0.93717,1.19701,-0.419,0.43352,-2.35275,1.20568,-0.96333,1.26815,1.73448,-1.25235,-0.50477,-1.24273,0.68408,-0.90656,1
NP06593,1.75043,-1.24518,0.28016,1.45606,0.1636,-1.1478,-0.44206,0.00945,-0.97205,-0.90341,-1.32386,0.02107,0.49702,1.26815,-1.46188,-0.73528,1.3319,0.31166,0.68408,-0.22376,1
NP08671,0.37735,0.71361,1.41148,-0.56196,-0.94263,-0.86031,0.93717,-0.27557,1.24734,0.78494,-0.82778,-1.69267,-0.52957,-0.17859,-1.14774,2.02496,-1.57353,1.46592,0.68408,-1.40617,1
NP04920,-0.16893,-1.40841,1.41148,-0.3408,-1.25425,-0.60875,-1.45349,1.19701,0.06941,-0.75826,0.88092,-0.0895,-0.29822,-0.00747,0.44651,2.02496,0.03356,-1.08883,0.68408,-1.13971,1
NP09041,0.76122,0.71361,-0.2327,-1.01117,-0.36615,-0.45062,-0.70871,0.13612,-1.46046,-0.16237,-0.76348,-0.51596,-0.45727,0.22588,0.02242,0.66385,-0.39394,0.85032,-0.17193,-0.46523,1
NP09592,-1.31316,0.71361,1.41148,-0.51358,-0.8881,-1.2053,0.93717,-1.05936,1.24734,2.20591,0.88092,1.20568,-0.47896,-0.94863,-0.50376,-0.14217,1.3319,-0.72717,-2.36547,1.02527,1
NP03644,-0.25751,0.71361,0.11424,0.26737,-0.00779,0.54124,-0.64434,1.19701,0.01195,-1.18607,-0.69917,-0.94242,-0.91273,-0.06969,-1.41476,-0.04332,1.3319,0.14237,-1.15635,1.02527,1
NP09069,0.73169,0.71361,-1.16791,-1.6539,0.25708,-0.68062,-0.33172,1.19701,-0.36154,-0.00193,0.88092,0.11584,-1.20191,-0.47416,-0.0247,2.02496,0.23939,-0.25777,-0.79254,-0.12383,1
NP07935,-0.45683,0.71361,1.41148,-0.61033,-1.58924,-0.37156,0.93717,-1.1702,-0.12452,2.20591,-0.87371,-2.514,1.58144,-1.64867,0.23447,0.5726,-0.18019,1.46592,0.68408,1.02527,1
NP05663,-0.35348,0.71361,-0.73802,-0.51358,1.33216,1.77748,0.93717,1.19701,-0.79967,-1.52222,0.88092,-2.07175,-0.47896,-1.9598,-0.50376,2.02496,1.3319,1.46592,0.68408,1.02527,1
NP05893,1.75043,0.71361,-0.73802,1.45606,-0.8881,-1.2053,-1.68336,1.19701,1.24734,-0.96452,0.88092,1.20568,1.58144,-0.94863,1.73448,-1.68577,1.3319,-0.72717,-2.36547,1.02527,1
NP01822,-0.81117,-1.14724,1.41148,1.45606,-0.44405,0.13874,-0.3593,0.0807,0.2346,-0.04013,0.88092,-2.15862,1.58144,0.17143,0.62714,-0.94059,-1.75561,-0.28855,0.68408,-0.14882,1
NP07561,1.75043,0.71361,-0.54946,-1.22541,0.05453,1.77748,0.93717,-0.10139,1.24734,0.95302,-1.50759,-0.84765,-1.2236,1.26815,-0.87287,-0.92538,-0.72644,0.20393,-2.86838,1.02527,1
NP07807,0.15589,0.71361,-0.21761,-0.03672,-1.25425,-0.60875,-1.04892,1.19701,1.24734,-0.33044,0.88092,-1.41626,1.58144,1.26815,-1.49329,-0.49956,-0.37811,-0.19621,0.68408,-0.77333,1
NP06559,1.75043,0.71361,-0.95674,1.45606,1.33216,1.77748,0.93717,-1.28896,-1.00797,2.20591,0.88092,1.20568,-2.1562,-1.1742,1.73448,-0.36268,1.3319,1.46592,-2.67577,1.02527,1
NP06934,-1.13599,0.71361,1.41148,1.45606,1.33216,1.77748,-1.83967,1.19701,-0.32563,2.20591,0.88092,1.20568,-1.79472,1.26815,1.73448,0.35969,0.54023,-2.61245,0.68408,-1.76422,1
NP05791,-0.22798,-0.96768,1.41148,0.03239,0.35057,-1.06874,0.93717,-0.92477,-0.23226,-0.23112,-0.27659,-0.91083,0.09217,-0.33415,0.74494,-0.0129,1.3319,-0.11926,-2.18357,-1.20632,1
NP06207,-0.65615,0.71361,0.20474,0.3503,0.0857,-0.56562,-1.40752,-1.38396,1.24734,2.20591,-0.58893,-0.05791,-0.77537,0.02364,-1.60324,0.08595,0.06523,0.23471,-1.02795,-0.30702,1
NP05666,0.37735,-3.07337,0.55922,0.67512,-0.5687,0.44062,-0.77307,1.19701,0.43571,0.34185,0.88092,-0.26324,-0.52957,0.38922,-1.14774,0.16959,-1.29644,0.03464,0.68408,-0.52352,1
NP07406,-1.31316,0.71361,1.41148,-0.51358,1.33216,-0.27094,-1.68336,-1.05936,1.24734,0.02862,0.88092,1.20568,-0.47896,1.26815,-0.50376,-1.13068,1.3319,-0.72717,0.68408,-1.34788,1
NP01813,0.59882,-1.32679,0.23491,1.45606,0.11686,-0.5225,-0.49723,1.19701,-0.54829,-0.98744,0.88092,-0.76867,-0.22593,-0.67639,0.50934,-0.40831,-1.63686,-0.45784,0.68408,1.02527,1
NP09044,0.32568,0.71361,-0.35337,-0.99735,-0.17139,-0.38594,-0.39608,0.04903,-1.30245,-0.09361,0.08169,-0.31852,-0.37052,-0.23304,-0.10323,0.24563,-0.19602,-0.01922,-0.24683,-0.18212,1
NP08271,-0.35348,0.71361,-2.26906,-0.51358,-2.46955,-1.2053,0.93717,-1.05936,1.24734,2.20591,0.88092,1.20568,1.58144,1.26815,-0.50376,-0.14217,1.3319,1.46592,0.68408,1.02527,1
NP04229,-0.40516,0.71361,-1.35647,-1.4673,1.33216,1.77748,0.93717,1.19701,-0.08861,-0.59782,-0.82778,-0.26324,-0.52957,-0.17859,0.27373,-1.50328,-0.14061,1.46592,0.68408,1.02527,1
NP05198,-0.70044,-1.99604,1.41148,1.45606,-1.25425,-1.55749,0.93717,-2.05692,1.24734,0.55576,0.88092,1.20568,1.58144,-0.41194,-1.49329,0.3825,1.3319,1.46592,-1.62716,1.02527,1
NP07318,-0.16893,0.71361,-2.08805,1.45606,-2.28258,-1.55749,0.93717,-0.86144,1.24734,2.20591,0.88092,1.20568,-0.29822,1.26815,-0.30742,-0.92538,1.3319,1.46592,0.68408,1.02527,1
NP10735,-1.51248,0.71361,-1.92212,-2.13076,1.33216,0.0525,0.93717,1.19701,1.24734,0.37241,0.88092,1.20568,-1.04286,1.26815,1.73448,2.02496,1.3319,-0.38089,-1.88396,1.02527,1
NP09662,-0.02128,0.71361,1.41148,-1.05264,-0.53753,-1.95279,0.93717,1.19701,1.24734,0.37241,-1.32386,-0.6897,-0.15363,1.26815,-0.15035,-0.73528,1.3319,1.46592,-1.88396,1.02527,1
NP07342,0.09683,0.71361,-2.15593,-0.09201,-1.9398,-0.68062,-1.12248,-0.57642,1.24734,2.20591,0.88092,-0.56334,1.58144,1.26815,-0.0247,2.02496,-0.44144,1.46592,0.68408,-2.472,1
NP07153,1.75043,0.71361,1.41148,1.45606,1.33216,-1.81623,0.93717,1.19701,1.24734,2.20591,0.88092,-2.04016,0.01987,-0.41194,1.73448,2.02496,1.3319,1.46592,-2.86838,-2.39706,1
NP07134,-1.76347,0.71361,-2.17855,1.45606,-0.78683,-1.64374,0.93717,1.19701,1.24734,2.20591,0.88092,1.20568,1.58144,1.26815,-0.40166,-0.04332,1.3319,-0.62713,0.68408,-1.23963,1
NP05181,0.34044,-2.80404,-0.02906,0.13606,-0.15581,0.40468,0.93717,-0.31515,-0.12452,0.74675,-0.87371,-0.30273,1.58144,-1.05753,-0.61371,-0.24863,-1.03519,-0.8349,0.68408,1.02527,1
NP01186,-1.31316,0.71361,1.41148,1.45606,1.33216,-0.27094,0.93717,1.19701,1.24734,0.02862,-1.73725,-2.07175,-1.41879,1.26815,-0.50376,-0.14217,1.3319,1.46592,-3.75649,1.02527,1
NP08248,0.35521,-1.93075,-0.82098,-0.5896,-0.14023,0.75686,-0.80066,-0.29932,-0.87868,-0.26932,-0.42357,-0.28693,-0.08134,-0.52083,1.73448,-0.63643,0.20773,0.37322,-0.22543,0.31749,1
NP02917,1.75043,0.71361,-1.68832,-0.8384,-1.25425,0.22499,0.93717,1.19701,-0.30408,-0.33044,-1.10338,1.20568,1.58144,1.26815,-1.49329,-1.10027,-0.37811,1.46592,0.68408,-0.77333,1
NP04646,-0.50851,-0.01278,0.29525,-1.19086,0.17918,-0.19188,-0.42367,-0.97227,-0.72067,-0.35336,0.88092,0.03686,-0.13918,-1.11197,-0.13465,-0.05853,0.16023,1.46592,-0.26823,0.28418,1
NP07467,-0.35348,0.71361,-1.29613,0.20517,-0.0779,-0.27094,-0.7271,-0.23598,1.24734,-1.28539,0.88092,-1.04508,1.58144,-0.94863,-1.08491,0.64864,-0.10102,1.46592,0.68408,-0.48189,1
NP07096,1.75043,0.71361,1.41148,-2.07547,1.33216,-0.47937,-2.66721,-0.41016,1.24734,0.65507,-0.98395,1.20568,1.58144,1.26815,-0.73151,-0.95579,-0.27519,-0.09617,0.68408,-0.66508,1
NP11064,-0.24275,0.71361,-0.82852,-0.59651,0.74788,-0.16313,0.24755,-0.1489,0.02631,-0.71242,0.19193,0.20271,-0.89827,0.28032,0.10096,-0.41591,-0.01394,-0.81951,-0.11843,-0.39029,1
NP03761,-0.75212,0.71361,-0.59472,1.45606,0.02337,-1.05437,-2.17988,1.19701,0.04068,-1.1326,0.88092,-0.12109,0.36689,-0.03858,0.4151,-0.55278,0.00189,1.46592,-1.11355,-0.37364,1
NP07155,-1.28363,0.71361,1.41148,-1.99945,1.33216,-1.17655,0.93717,-1.43147,1.24734,0.55576,0.88092,1.20568,1.58144,1.26815,1.73448,0.3825,-0.37811,-2.10458,0.68408,1.02527,1
NP06909,-0.92929,0.71361,-1.3263,1.45606,1.33216,-0.83156,0.93717,1.19701,1.24734,-0.56727,0.88092,1.20568,1.58144,-1.55533,-1.11633,-0.73528,-0.56811,-0.38089,0.68408,-0.97317,1
NP08846,1.75043,0.71361,1.41148,1.45606,1.33216,-1.3203,0.93717,-1.1702,1.24734,-0.07833,-1.86587,1.20568,-0.58017,1.26815,-0.61371,-1.98993,1.3319,-0.8349,0.68408,1.02527,1
NP04940,0.53976,-1.40841,0.17458,1.45606,-0.69334,-1.01124,-1.45349,1.19701,1.24734,-0.75826,0.88092,-0.84765,-1.2236,-0.00747,1.73448,0.77791,-0.72644,-0.53479,0.68408,-1.13971,1
NP03800,-0.45683,0.71361,1.41148,1.45606,1.33216,-1.3203,0.93717,-0.31515,-1.4461,-1.39234,0.88092,-1.15565,1.58144,-0.21748,1.73448,0.5726,-0.18019,-1.41972,0.68408,-0.56516,1
NP08593,-0.25751,0.71361,1.41148,1.45606,-1.79179,-2.03904,0.93717,1.19701,1.24734,0.12794,0.88092,1.20568,-0.38498,1.26815,-0.40166,-1.02423,1.3319,-0.62713,0.68408,1.02527,1
NP02943,1.75043,0.71361,-1.71849,-0.51358,1.33216,1.77748,0.93717,-1.05936,1.24734,2.20591,0.88092,1.20568,-0.47896,-0.94863,-0.50376,-1.68577,-0.92436,-1.72752,0.68408,1.02527,1
NP02587,1.75043,-3.00808,-1.6129,-0.7762,-0.29603,1.77748,-0.98455,-0.45766,1.24734,0.60923,-1.03907,-1.34519,1.58144,-0.35749,1.73448,2.02496,-1.22519,-0.14234,-1.55226,1.02527,1
NP06657,-0.56756,0.71361,1.41148,1.45606,1.33216,1.77748,0.93717,1.19701,1.24734,-0.19292,0.88092,1.20568,-2.25741,1.26815,-0.73151,2.02496,1.3319,-2.46624,0.68408,-1.58936,1
NP09845,-1.38698,0.71361,0.20474,1.45606,-0.65439,-1.84498,-1.40752,1.19701,0.09814,-0.2846,-1.46166,1.20568,0.42472,-0.71529,0.47792,0.80832,0.06523,1.46592,-1.02795,1.02527,1
NP09888,-0.16893,0.71361,1.41148,-0.3408,-0.69334,1.77748,-0.57079,-0.10139,0.06941,0.21961,-0.62568,-2.19811,0.39581,-0.75418,-0.87287,0.04793,1.3319,-1.51975,0.68408,-0.34033,1
NP11399,0.05254,-1.16356,-0.3232,0.86862,-0.14023,1.16654,0.15561,-1.57397,-1.93451,1.12109,0.10006,0.5344,-0.55848,-0.79307,0.61929,-0.22581,-0.76603,0.01156,-0.22543,-0.15714,1
NP07335,-0.70044,0.71361,-1.68832,1.45606,-0.35057,-0.60875,-1.04892,-0.51308,1.24734,-0.93397,0.88092,-1.41626,-0.81875,1.26815,1.73448,0.3825,1.3319,-0.19621,0.68408,-0.77333,1
NP01820,-0.41992,-1.14724,1.41148,1.45606,0.23371,0.13874,-0.3593,1.19701,0.2346,-0.44503,0.88092,-2.37975,-0.06688,0.17143,0.62714,-0.21061,-1.75561,-0.79642,0.68408,-0.14882,1
NP05185,0.34044,-2.80404,1.41148,1.45606,-0.15581,0.40468,-0.81905,-0.31515,-1.84832,-0.65894,-0.87371,-0.30273,1.58144,-0.21748,1.73448,-0.24863,-1.03519,1.46592,0.68408,-0.56516,1
NP09901,1.75043,0.71361,1.41148,-1.99945,-0.99717,1.77748,0.93717,-2.21526,1.24734,-0.07833,0.88092,-2.19811,1.58144,-1.05753,-1.65036,2.02496,1.3319,1.46592,0.68408,1.02527,1
