,CTDC_hydrophobicity_PRAM900101.G1,CTDC_hydrophobicity_PRAM900101.G2,CTDC_hydrophobicity_PRAM900101.G3,CTDC_hydrophobicity_ARGP820101.G1,CTDC_hydrophobicity_ARGP820101.G2,CTDC_hydrophobicity_ARGP820101.G3,CTDC_hydrophobicity_ZIMJ680101.G1,CTDC_hydrophobicity_ZIMJ680101.G2,CTDC_hydrophobicity_ZIMJ680101.G3,CTDC_hydrophobicity_PONP930101.G1,CTDC_hydrophobicity_PONP930101.G2,CTDC_hydrophobicity_PONP930101.G3,CTDC_hydrophobicity_CASG920101.G1,CTDC_hydrophobicity_CASG920101.G2,CTDC_hydrophobicity_CASG920101.G3,CTDC_hydrophobicity_ENGD860101.G1,CTDC_hydrophobicity_ENGD860101.G2,CTDC_hydrophobicity_ENGD860101.G3,CTDC_hydrophobicity_FASG890101.G1,CTDC_hydrophobicity_FASG890101.G2,CTDC_hydrophobicity_FASG890101.G3,CTDC_normwaalsvolume.G1,CTDC_normwaalsvolume.G2,CTDC_normwaalsvolume.G3,CTDC_polarity.G1,CTDC_polarity.G2,CTDC_polarity.G3,CTDC_polarizability.G1,CTDC_polarizability.G2,CTDC_polarizability.G3,CTDC_charge.G1,CTDC_charge.G2,CTDC_charge.G3,CTDC_secondarystruct.G1,CTDC_secondarystruct.G2,CTDC_secondarystruct.G3,CTDC_solventaccess.G1,CTDC_solventaccess.G2,CTDC_solventaccess.G3,y
peptide_pm_286,-0.39701,0.50909,-0.17259,-1.06596,1.84444,-0.59791,0.07588,0.68429,-0.72125,-0.57027,1.05965,-0.34071,-1.38369,2.24527,-1.15117,-0.94479,1.25035,-0.24156,-0.88224,-0.59544,1.38369,0.33554,0.04957,-0.34643,-0.34071,0.82219,-0.54408,0.80405,-0.434,-0.34643,0.31322,0.27492,-0.80945,1.51106,-0.83345,-1.20072,1.35849,-0.39701,-1.27213,1
peptide_pm_287,-0.17623,-2.21501,2.51223,-1.70233,-0.66666,2.58574,-2.35046,0.32755,2.6594,-0.62311,-1.82397,2.38768,-1.72406,2.41784,-0.97856,-0.73919,-1.68401,2.42316,-0.37865,-1.55888,1.72406,-2.20507,2.3506,0.14662,2.38768,-2.01446,-0.32273,-1.89832,1.86875,0.14662,0.81964,-0.24212,-0.80945,2.64152,-1.76604,-1.7726,1.41326,-0.17623,-1.58134,1
peptide_pm_288,-1.9165,-0.17557,1.95947,-0.65419,-1.36348,2.079,-1.63267,-0.50038,2.51287,-0.90597,-0.87407,1.82595,-1.13796,0.57029,0.5851,-1.48902,-0.73282,2.27182,-1.64873,0.55691,1.13796,-0.30301,1.76753,-1.12949,1.82595,0.10923,-2.06749,-0.68442,2.1605,-1.12949,-0.92678,1.54091,-0.80945,-0.79736,0.48847,0.5822,1.7064,-1.9165,-0.05345,1
peptide_pm_289,1.40077,-1.22443,0.00251,-0.85383,1.35314,-0.35713,-0.70149,1.94909,-0.89918,0.69793,-0.67052,-0.16277,0.1944,0.00182,-0.21907,0.72936,-0.24805,-0.51722,0.43968,-0.27429,-0.1944,-1.28121,-0.48144,1.55531,-0.16277,-0.98295,1.25834,-0.91564,-0.9654,1.55531,1.64258,-1.0823,-0.80945,1.30342,-1.1042,-0.62884,-0.61296,1.40077,-0.75677,1
peptide_pm_290,0.67292,-0.08145,-0.53625,0.35364,1.39093,-1.76476,1.65781,-0.05663,-2.03518,-0.42394,1.28147,-0.71027,0.90847,-0.74158,-0.12347,0.05157,0.60201,-0.64445,0.77379,0.17037,-0.90847,0.53097,-1.17584,0.45003,-0.71027,0.20725,0.52861,0.48279,-1.08803,0.45003,0.75147,-0.48572,-0.38315,-0.61322,0.43702,0.38294,-0.91626,0.67292,0.41667,1
peptide_pm_291,-1.39052,0.38527,0.87799,0.52497,-1.71751,1.08755,0.2879,-1.43181,0.94683,-0.39193,-0.31007,0.72692,-0.47861,0.75682,-0.37442,-1.86997,1.32059,0.65434,-1.09469,0.68915,0.47861,0.22006,1.11158,-1.08599,0.72692,0.69325,-1.54016,0.68121,0.62881,-1.08599,-0.89745,1.51097,-0.80945,0.05761,-0.76576,0.72937,1.17367,-1.39052,0.04204,1
peptide_pm_292,1.22873,-2.21501,1.21227,-1.70233,0.54919,1.394,-2.14059,1.77219,1.07421,0.55382,-1.82397,1.06662,-0.34569,0.88037,-0.671,0.56915,-1.4059,0.7859,1.02339,-1.55888,0.34569,-2.20507,0.77367,1.40163,1.06662,-2.01446,1.08586,-1.89832,0.29064,1.40163,2.22958,-1.6816,-0.80945,2.43598,-1.49802,-1.7726,0.19354,1.22873,-1.58134,1
peptide_pm_293,-1.77264,-0.08145,1.72654,-0.78857,-0.99,1.86546,-0.8537,-1.31394,2.27617,-1.96041,0.66038,1.58924,-1.4908,0.93106,0.54573,-1.65647,-0.30568,2.02734,-1.97174,0.51622,1.4908,-0.21522,1.39751,-0.91532,1.58924,0.20725,-1.92326,-0.31092,1.48723,-0.91532,-0.78241,1.39352,-0.80945,-0.166,0.14544,0.07501,2.26839,-1.77264,-0.91534,1
peptide_pm_294,0.67292,-0.08145,-0.53625,-0.33168,1.12639,-0.72756,0.05958,0.57203,-0.59807,0.08822,0.03929,-0.13539,0.90847,-1.85667,1.21493,0.62091,-0.30568,-0.34758,1.68897,-0.86718,-0.90847,0.28224,-2.03362,1.36026,-0.13539,-0.34818,0.52861,-0.31092,-1.37418,1.36026,1.6718,-1.11213,-0.80945,-0.61322,1.31176,-0.54086,-1.44704,0.67292,1.08267,1
peptide_pm_295,-0.54986,-0.61484,1.16084,-1.70233,-0.99,2.90266,0.05958,-1.31394,1.12647,-0.42394,-0.5818,1.01436,-0.29116,-1.29912,1.88414,0.62091,0.29944,-0.94131,-0.7515,0.51622,0.29116,-0.71268,-0.88991,1.36026,1.01436,-0.34818,-0.69733,-1.89832,0.34267,1.36026,0.44469,0.14069,-0.80945,-0.61322,0.7286,0.07501,0.14529,-0.54986,0.41667,1
peptide_pm_296,0.67292,-0.08145,-0.53625,-0.10324,0.59729,-0.46825,-0.16874,0.88636,-0.59807,1.11254,-0.5818,-0.71027,0.30865,-0.18403,-0.12347,0.33624,0.29944,-0.64445,1.07885,-0.86718,-0.30865,-0.46395,-0.31805,0.67759,-0.71027,-0.07046,0.8351,-0.04635,-0.80189,0.67759,0.75147,-1.11213,0.46946,0.95204,-0.14615,-1.15673,-0.65087,0.67292,0.08367,1
peptide_pm_297,-0.39701,-1.63717,2.10367,-1.70233,2.00821,-0.03609,-1.19618,1.46263,0.1684,-2.47257,0.19456,2.59527,-1.94066,-0.60219,2.88794,-0.328,-2.12105,2.42316,-0.59897,-1.55888,1.94066,-0.0494,-1.36645,1.1327,2.59527,-2.01446,-0.54408,-1.89832,0.62881,1.1327,0.59808,-0.01591,-0.80945,-0.91136,2.86686,-1.7726,1.02992,-0.39701,-0.85984,1
peptide_pm_298,0.50618,-2.21501,1.88082,-1.70233,-0.07611,2.00689,-1.60093,1.02923,1.07421,-0.05146,-1.82397,1.74602,-1.05457,-0.43746,1.70163,-0.10371,-0.69076,0.7859,0.30234,-1.55888,1.05457,-2.20507,-0.57799,2.47736,1.74602,-2.01446,0.36144,-1.89832,-1.06202,2.47736,1.50447,-0.94129,-0.80945,0.8504,0.56955,-1.7726,0.82082,0.50618,-1.58134,1
peptide_pm_299,0.5965,-1.34825,0.87799,-1.70233,0.43195,1.50892,-2.30924,1.63289,1.4139,0.44033,-1.31934,0.72692,-0.47861,-0.60219,1.25676,0.90558,-1.62938,0.65434,0.39247,-0.99687,0.47861,-1.80088,-0.74694,2.24205,0.72692,-1.56317,0.95003,-1.89832,-0.76613,2.24205,1.59511,-1.03383,-0.80945,0.78433,0.18188,-1.27221,-0.1201,0.5965,-0.49909,1
peptide_pm_300,-0.54986,-1.14823,1.72654,-0.33168,-0.99,1.34685,0.05958,-1.31394,1.12647,-1.44825,0.03929,1.58924,-0.89098,-0.74158,1.88414,-1.08712,-0.30568,1.43361,-0.14138,-0.86718,0.89098,-1.21014,0.2538,0.90514,1.58924,-0.9036,-0.69733,-0.84005,-0.22961,0.90514,-0.16886,0.7671,-0.80945,-0.61322,1.31176,-0.54086,1.20684,-0.54986,-0.91534,1
peptide_pm_301,1.22873,-1.58464,0.54372,-1.70233,0.54919,1.394,-2.68026,1.77219,1.75358,0.55382,-1.82397,1.06662,-0.34569,0.22146,0.11988,1.24202,-2.12105,0.7859,1.02339,-1.55888,0.34569,-2.20507,0.09784,1.9395,1.06662,-2.01446,1.08586,-1.89832,-0.38569,1.9395,2.22958,-1.6816,-0.80945,1.37893,-0.11964,-1.7726,-0.43374,1.22873,-0.79425,1
peptide_pm_302,1.32507,-1.29046,0.14259,-0.51444,1.54966,-0.935,-1.09724,2.41609,-0.82801,0.63452,-0.74742,-0.02042,0.78851,-0.48139,-0.30192,0.65887,-1.07217,0.36489,1.11953,-0.35993,-0.78851,-1.3428,0.86378,0.54105,-0.02042,-1.05172,1.18244,-0.98116,0.38082,0.54105,1.79451,-1.23742,-0.80945,-0.13619,0.33982,-0.17134,-0.3501,1.32507,-1.00414,1
peptide_pm_303,-0.24417,0.71864,-0.53625,-0.10324,0.59729,-0.46825,-0.16874,0.88636,-0.59807,1.36861,-0.89234,-0.71027,0.60856,-0.4628,-0.12347,-0.51778,1.20713,-0.64445,0.77379,-0.17548,-0.60856,0.53097,-0.88991,0.22247,-0.71027,1.04039,-0.39084,0.74735,-1.08803,0.22247,0.75147,-0.17251,-0.80945,-0.166,0.43702,-0.23293,-0.65087,-0.24417,1.08267,1
peptide_pm_304,0.09974,-0.91487,0.87799,-0.9599,1.72162,-0.59791,-0.08312,0.61132,-0.45435,-2.47257,1.70847,1.19401,-0.47861,-1.0552,1.80049,-0.0196,-1.13772,1.13675,-0.10325,-0.43487,0.47861,0.22006,-1.21158,0.76292,1.19401,-1.11189,-0.04605,-1.03848,0.16383,0.76292,1.09659,-0.52487,-0.80945,-0.66912,1.60334,-0.77181,0.74241,0.09974,-1.04021,1
peptide_pm_305,0.7952,-0.36592,-0.34768,0.27749,-0.28454,-0.03609,0.88153,-0.85292,-0.3298,0.19065,0.32913,-0.51864,0.78851,-0.96459,0.27805,0.16544,0.50115,-0.66424,1.6483,-0.9594,-0.78851,-0.48053,0.36817,0.14662,-0.51864,-0.08898,0.65121,-0.06399,-0.11516,0.14662,0.73102,-0.15163,-0.80945,0.63899,-0.67099,-0.17134,-0.3501,0.7952,-0.42694,1
peptide_pm_306,-0.65619,1.10129,-0.56084,0.10533,0.41326,-0.52462,0.41695,0.18937,-0.69804,-0.73568,0.98443,-0.0854,-0.16077,0.422,-0.32714,-0.54253,1.29921,-0.70898,-0.16791,0.00497,0.16077,0.88785,-1.31258,0.23236,-0.0854,0.81098,-0.80393,1.09244,-1.4737,0.23236,-0.0088,0.24963,-0.32754,-0.57433,0.12008,0.6641,0.62991,-0.65619,-0.07559,1
peptide_pm_307,1.22873,-2.21501,1.21227,-1.70233,0.54919,1.394,-2.14059,1.77219,1.07421,0.55382,-1.82397,1.06662,-0.34569,0.88037,-0.671,0.56915,-1.4059,0.7859,1.02339,-1.55888,0.34569,-2.20507,0.77367,1.40163,1.06662,-2.01446,1.08586,-1.89832,0.29064,1.40163,2.22958,-1.6816,-0.80945,2.43598,-1.49802,-1.7726,0.19354,1.22873,-1.58134,1
peptide_pm_308,-1.05935,0.32749,0.63286,0.07951,0.40329,-0.48554,-0.70149,1.32642,-0.3298,0.19065,-1.01656,0.72692,-0.25118,-0.72299,1.14801,-0.82143,-0.02329,0.87946,-0.46678,0.23954,0.25118,1.244,-0.37524,-0.83947,0.72692,0.39239,-1.20813,-0.06399,1.12479,-0.83947,-0.59835,0.93415,-0.43999,-1.49274,1.35064,0.62929,0.33991,-1.05935,0.72747,1
peptide_pm_309,-1.77264,0.45194,1.16084,0.1252,-1.51909,1.34685,0.05958,-1.31394,1.12647,-0.93609,0.03929,1.01436,-0.89098,-0.74158,1.88414,-2.22582,1.50969,0.83988,-0.7515,-0.17548,0.89098,0.28224,0.2538,-0.46021,1.01436,0.76268,-1.92326,0.74735,-0.22961,-0.46021,-0.78241,1.39352,-0.80945,-1.06043,0.7286,0.69088,1.73762,-1.77264,-0.24933,1
peptide_pm_310,-0.54986,-0.61484,1.16084,-0.33168,-0.99,1.34685,-0.8537,-0.05663,1.12647,-0.42394,-0.5818,1.01436,-0.29116,-1.29912,1.88414,-1.08712,0.29944,0.83988,-0.14138,-0.17548,0.29116,-0.71268,0.2538,0.45003,1.01436,-0.34818,-0.69733,-0.31092,-0.22961,0.45003,0.44469,0.14069,-0.80945,-0.61322,0.7286,0.07501,1.20684,-0.54986,-0.91534,1
peptide_pm_311,-0.61779,0.09635,0.46943,-0.38245,-0.28454,0.71301,-0.70149,-0.12648,0.99873,-0.62311,0.41885,0.31173,-0.42446,1.20983,-0.97856,-0.73919,0.06412,0.70794,-1.25993,0.93893,0.42446,-0.0494,1.11158,-0.83947,0.31173,0.39239,-0.76543,0.01244,1.04212,-0.83947,-0.0666,0.6627,-0.80945,0.70359,-1.34487,0.45137,1.41326,-0.61779,-1.10034,1
peptide_pm_312,0.50618,-1.58464,1.21227,-1.70233,-0.07611,2.00689,-2.68026,1.02923,2.43294,-0.05146,-1.82397,1.74602,-1.05457,0.88037,0.11988,0.56915,-2.12105,1.48759,0.30234,-1.55888,1.05457,-2.20507,0.77367,1.40163,1.74602,-2.01446,0.36144,-1.89832,0.29064,1.40163,1.50447,-0.94129,-0.80945,1.37893,-0.11964,-1.7726,0.19354,0.50618,-0.79425,1
peptide_pm_313,-0.24417,0.71864,-0.53625,-0.10324,0.33274,-0.20895,-0.16874,0.57203,-0.31064,1.36861,-0.89234,-0.71027,0.60856,-0.18403,-0.45807,-0.51778,1.20713,-0.64445,0.77379,-0.17548,-0.60856,0.53097,-0.88991,0.22247,-0.71027,1.04039,-0.39084,0.74735,-1.08803,0.22247,0.75147,-0.17251,-0.80945,0.28122,-0.14615,-0.23293,-0.65087,-0.24417,1.08267,1
peptide_pm_314,0.3978,-0.13479,-0.22512,-0.51444,0.51793,0.07628,-1.19618,1.32642,0.29295,1.18936,-1.01656,-0.39409,0.39863,-0.96459,0.71303,0.16544,-0.1544,-0.02103,1.38391,-1.10927,-0.39863,-0.58832,-1.49036,1.72435,-0.39409,-0.20932,0.65121,-0.17863,-1.97507,1.72435,1.3957,-0.83025,-0.80945,0.3483,0.08712,-0.57166,-0.81011,0.3978,0.58317,1
peptide_pm_315,1.85494,-2.21501,0.63286,-0.9104,0.17401,0.86283,-0.70149,0.78158,0.1684,0.63452,-1.2857,0.47781,0.26867,-1.4478,1.438,1.1523,-1.07217,-0.14967,1.11953,-0.9594,-0.26867,-2.20507,-0.12744,2.11879,0.47781,-2.01446,1.71368,-1.89832,-0.61113,2.11879,1.79451,-1.78031,-0.07052,0.63899,0.33982,-1.23885,-0.3501,1.85494,-1.58134,1
peptide_pm_316,0.70689,-1.05933,0.46943,-1.37236,0.86184,0.71301,-1.69087,1.68964,0.58356,0.48657,-0.92685,0.31173,-0.42446,-0.40085,0.95469,0.49439,-0.80995,0.27913,0.94327,-1.55888,0.42446,-1.48651,-0.95345,2.11879,0.31173,-1.21217,1.00536,-1.13402,-1.43776,2.11879,1.70589,-1.14693,-0.80945,1.02658,-0.08135,-1.32781,-0.1201,0.70689,-0.61934,1
peptide_pm_317,0.7952,0.09635,-0.83795,0.27749,0.63256,-0.935,-0.70149,1.87125,-0.82801,2.41,-1.82397,-1.01687,1.82819,-1.4478,-0.30192,0.65887,-0.02329,-0.66424,2.17707,-0.35993,-1.82819,-0.0494,-0.12744,0.14662,-1.01687,0.39239,0.65121,-0.06399,-0.11516,0.14662,1.26277,-0.69452,-0.80945,-0.91136,-0.16558,1.42992,-1.73012,0.7952,1.30468,1
peptide_pm_318,-0.14864,0.16858,-0.04126,0.33936,0.00206,-0.38722,-0.08312,0.35593,-0.22082,0.0242,0.19456,-0.20725,0.25242,-0.37569,0.16931,-0.71349,0.5831,0.17193,-0.35111,0.68915,-0.25242,0.82634,-0.51463,-0.34643,-0.20725,0.46761,-0.29507,0.89617,-0.53364,-0.34643,0.09957,-0.01591,-0.11671,-0.30575,-0.05503,0.47917,0.74241,-0.14864,-0.76965,1
peptide_pm_319,-0.93893,-0.95427,1.88082,-1.16238,-0.7014,2.00689,0.01806,-0.45668,0.39485,-1.26201,-0.35595,1.74602,-1.76344,-0.43746,2.4925,-1.44944,1.45468,0.08422,-1.13976,-0.74141,1.76344,-1.02925,-1.25382,1.9395,1.74602,-0.70163,-1.0874,-0.64764,-1.73835,1.9395,0.05425,0.53932,-0.80945,-0.20666,1.25875,-1.04476,2.07538,-0.93893,-1.58134,1
peptide_pm_320,1.28431,-2.21501,1.16084,-1.70233,0.59729,1.34685,-2.22362,1.82934,1.12647,0.60038,-1.82397,1.01436,-0.29116,0.93106,-0.79267,0.62091,-1.51592,0.83988,1.07885,-1.55888,0.29116,-2.20507,0.82565,1.36026,1.01436,-2.01446,1.14158,-1.89832,0.34267,1.36026,2.28536,-1.73854,-0.80945,2.5173,-1.60405,-1.7726,0.14529,1.28431,-1.58134,1
peptide_pm_321,-0.39701,-0.13479,0.51029,-0.21746,0.17401,0.07628,-0.60255,0.91779,-0.0807,-0.14225,-0.20914,0.35325,0.00874,-0.23979,0.27805,-0.94479,0.63226,0.36489,-0.59897,0.68915,-0.00874,-0.26497,-0.00353,0.24522,0.35325,0.15171,-0.54408,0.1653,-0.48714,0.24522,0.59808,-0.01591,-0.80945,-0.23308,0.84523,-0.57166,0.91492,-0.39701,-0.71554,1
peptide_pm_322,-1.28775,1.13248,-0.00957,1.165,-0.20548,-1.12098,0.59495,0.59371,-1.29185,0.28249,-0.15346,-0.17504,0.94984,-1.41448,0.63804,-1.00859,1.1341,-0.06095,-1.48785,2.78213,-0.94984,2.47793,-1.06738,-1.41752,-0.17504,1.47133,-1.43712,0.94806,0.75708,-1.41752,-1.12093,1.17751,-0.04504,-2.24787,1.73405,1.26428,0.2368,-1.28775,1.10564,1
peptide_pm_323,-0.68087,-0.23384,0.87799,-0.85383,0.86184,0.12443,-0.56015,0.97617,-0.18746,-0.09469,-0.67052,0.72692,-1.1052,1.20983,-0.21907,-1.20913,0.68845,0.58542,0.25084,-1.55888,1.1052,-0.35735,0.58057,-0.13512,0.72692,0.04856,-0.82868,0.06704,0.09741,-0.13512,0.31322,0.27492,-0.80945,0.47288,-0.02118,-0.62884,0.86563,-0.68087,-0.34448,1
peptide_pm_324,-1.62707,0.42654,1.05309,-0.28817,-0.93961,1.24807,-0.98417,0.00325,1.23597,-1.83847,1.25189,0.90486,-1.29086,1.03726,0.1952,-1.0329,0.12655,0.95297,-1.82647,0.5821,1.29086,-0.66531,0.22657,0.42836,0.90486,-0.29528,-0.63895,-0.26052,-0.25686,0.42836,-0.63633,1.24437,-0.80945,0.47288,-0.74319,0.13366,1.68707,-1.62707,-0.34448,1
peptide_pm_325,1.4826,-1.09056,-0.21518,0.22398,-0.1606,-0.09682,0.04723,-0.17556,0.10107,0.58654,-0.29643,-0.38399,1.16785,-1.23885,0.184,1.0056,-1.05799,-0.0106,1.4911,-0.34373,-1.16785,-0.8068,0.20743,0.57303,-0.38399,-0.84356,1.34038,-0.59694,-0.07494,0.57303,0.97534,-1.50152,0.68838,0.13617,-0.13827,-0.04151,-0.77281,1.4826,-0.64534,1
peptide_pm_326,-1.24859,0.09635,1.05309,0.27749,0.043,-0.35713,-0.70149,1.17075,-0.18746,-1.20437,0.48293,0.90486,-0.17691,0.00182,0.1952,-1.7378,0.50115,1.32052,-1.07109,1.01029,0.17691,0.5665,-0.12744,-0.41686,0.90486,0.39239,-1.39786,0.3946,0.09741,-0.41686,-0.25651,0.85659,-0.80945,-0.63451,-0.02118,0.89617,1.68707,-1.24859,-0.75677,1
peptide_pm_327,-1.16125,-0.08145,1.16084,0.58208,-2.04819,1.34685,0.05958,-1.31394,1.12647,0.08822,-1.20288,1.01436,-0.29116,-0.74158,1.21493,-1.65647,0.90457,0.83988,-0.7515,0.51622,0.29116,-0.21522,0.82565,-0.46021,1.01436,0.20725,-1.31029,0.21822,0.34267,-0.46021,-0.78241,1.39352,-0.80945,-1.06043,0.7286,0.69088,0.67607,-1.16125,0.41667,1
peptide_pm_328,-1.77264,0.45194,1.16084,-0.33168,-0.99,1.34685,-0.39706,-1.31394,1.70132,-1.44825,0.66038,1.01436,-0.89098,0.93106,-0.12347,-1.65647,0.29944,1.43361,-1.36162,0.51622,0.89098,0.28224,1.39751,-1.37044,1.01436,0.76268,-1.92326,0.21822,1.48723,-1.37044,-0.78241,1.39352,-0.80945,-0.166,-0.43773,0.69088,1.73762,-1.77264,-0.24933,1
peptide_pm_329,-0.31062,0.49833,-0.2411,-0.41114,1.01136,-0.52462,-0.09925,0.5447,-0.37313,-0.4462,0.98443,-0.41033,-0.83882,0.422,0.42935,-0.54253,0.61516,-0.03781,-0.51276,-0.386,0.83882,0.04432,-0.66614,0.4896,-0.41033,0.49704,-0.11101,0.49429,-1.15024,0.4896,-0.0088,0.24963,-0.32754,0.43677,-0.20953,-0.3802,0.62991,-0.31062,-0.45203,1
peptide_pm_330,1.14845,-1.82978,0.87799,-1.70233,0.47971,1.4621,-2.35046,1.68964,1.4139,0.85646,-1.82397,0.72692,0.00874,0.80716,-0.97856,0.90558,-1.68401,0.70794,0.94327,-1.05932,-0.00874,-1.84579,0.69858,1.1327,0.72692,-1.61331,1.00536,-1.89832,0.62881,1.1327,2.14901,-1.59934,-0.80945,2.31853,-1.76604,-1.32781,-0.1201,1.14845,-1.10034,1
peptide_pm_331,1.59001,-2.21501,0.87799,-1.70233,0.86184,1.08755,0.2879,-1.94259,1.4139,-2.47257,2.2131,0.72692,0.00874,-2.41421,2.88794,0.90558,-2.12105,1.13675,1.38391,-1.55888,-0.00874,-2.20507,-2.60547,4.09096,0.72692,-2.01446,1.44806,-1.89832,-3.09102,4.09096,2.59213,-2.05175,-0.80945,0.05761,1.60334,-1.7726,-0.1201,1.59001,-1.58134,1
peptide_pm_332,0.06153,-1.14823,1.16084,-0.78857,-0.4609,1.34685,-1.76698,0.57203,1.70132,-0.42394,-0.5818,1.01436,-0.29116,-0.74158,1.21493,-0.51778,-0.9108,1.43361,-0.14138,-0.17548,0.29116,-1.21014,0.82565,0.45003,1.01436,-0.9036,-0.08436,-0.84005,0.34267,0.45003,1.05825,-0.48572,-0.80945,0.28122,0.14544,-0.54086,1.20684,0.06153,-1.58134,1
peptide_pm_333,-0.54986,0.98533,-0.53625,-0.10324,0.59729,-0.46825,0.05958,0.57203,-0.59807,0.85646,-0.27125,-0.71027,0.00874,0.09474,-0.12347,-0.80245,1.50969,-0.64445,0.46874,-0.52133,-0.00874,0.53097,-1.17584,0.45003,-0.71027,1.04039,-0.39084,1.01192,-1.66032,0.45003,0.44469,0.14069,-0.80945,0.28122,0.14544,-0.54086,-0.38548,-0.54986,1.08267,1
peptide_pm_334,0.06153,-1.14823,1.16084,-1.70233,-0.4609,2.38406,0.51621,-0.68528,-0.02322,-0.42394,-0.5818,1.01436,-0.29116,-1.85667,2.55334,0.62091,0.90457,-1.53505,-0.14138,-0.17548,0.29116,-1.21014,-1.46176,2.27049,1.01436,-0.9036,-0.08436,-1.89832,-0.80189,2.27049,1.05825,-0.48572,-0.80945,-0.61322,1.31176,-0.54086,0.14529,0.06153,-0.24933,1
peptide_pm_335,-0.72818,0.67419,-0.04126,0.03002,-0.57113,0.52573,0.04055,-0.58051,0.47977,0.30162,-0.14186,-0.20725,0.00874,-0.30019,0.35055,-0.94479,1.1567,-0.14967,0.39247,-0.43487,-0.00874,0.75898,-1.0567,0.14662,-0.20725,0.99411,-0.87611,0.96783,-1.2311,0.14662,-0.0666,0.32339,-0.34762,-0.18463,-0.60782,0.89617,0.45491,-0.72818,0.22242,1
peptide_pm_336,0.67292,-0.61484,0.02945,-1.70233,0.06819,1.86546,-0.8537,-0.05663,1.12647,0.60038,-0.5818,-0.13539,0.90847,-1.29912,0.54573,1.7596,-0.9108,-0.94131,0.46874,0.51622,-0.90847,-0.71268,-0.88991,1.36026,-0.13539,-0.34818,0.52861,-1.89832,0.34267,1.36026,1.6718,-1.11213,-0.80945,0.28122,-0.43773,0.07501,-0.91626,0.67292,0.41667,1
peptide_pm_337,-0.2359,0.22129,-0.01642,0.54504,0.02529,-0.64346,-0.11321,0.70796,-0.50485,0.0467,0.14001,-0.18201,0.32486,-0.25938,-0.05112,-0.59472,0.43028,0.19801,-0.22383,0.62839,-0.32486,0.41669,-0.19441,-0.2265,-0.18201,0.32734,-0.16719,0.51854,-0.27601,-0.2265,-0.10253,0.2592,-0.21032,-0.17809,-0.13827,0.39127,0.34613,-0.2359,-0.17733,1
peptide_pm_338,-0.49163,-0.23384,0.7029,-1.4195,2.00821,-0.35713,0.14655,0.78158,-0.89918,-2.47257,1.25189,1.61661,-1.66217,1.3824,0.1952,0.02445,-0.24805,0.21788,-0.69339,-1.13068,1.66217,-0.66531,-0.48144,0.99183,1.61661,-0.98295,-0.63895,-0.91564,-0.25686,0.99183,0.50313,0.08103,-0.80945,-0.63451,2.14485,-1.39135,0.70134,-0.49163,-0.34448,1
peptide_pm_339,-1.3002,0.93684,0.20944,-0.08247,-0.07611,0.16821,0.01806,-0.45668,0.39485,-1.86729,2.2131,0.04752,-0.70013,-0.43746,1.30619,-0.77657,0.38196,0.43506,-1.13976,0.48478,0.70013,-0.14739,-0.57799,0.59484,0.04752,0.28299,-0.36298,0.29037,-1.06202,0.59484,-0.3083,0.90947,-0.80945,-0.73518,0.91415,0.04701,0.82082,-1.3002,0.3864,1
peptide_pm_340,-0.72818,-0.19257,0.87799,-0.9599,0.00206,1.08755,-0.94883,-0.23998,1.4139,-0.53064,-0.14186,0.72692,-0.96596,0.00182,1.07552,-0.63639,-0.48217,1.13675,-1.25993,0.31448,0.96596,0.22006,-0.12744,-0.09991,0.72692,0.09154,-0.87611,-0.46525,0.62881,-0.09991,-0.0666,0.6627,-0.80945,0.05761,0.33982,-0.43822,1.02992,-0.72818,-0.49909,1
peptide_pm_341,-1.3002,0.62166,0.54372,-0.8924,1.17449,-0.13823,-0.79143,1.02923,0.05517,-1.56465,1.47909,0.38722,-1.76344,0.88037,0.91075,-0.44014,-0.33318,0.7859,-1.50028,-0.33268,1.76344,-0.73529,-0.24007,0.86377,0.38722,-0.37342,-0.00077,-0.33497,-0.72386,0.86377,-0.3083,0.90947,-0.80945,-0.20666,1.60334,-1.40868,0.50718,-1.3002,0.77995,1
peptide_pm_342,-0.46553,1.37158,-1.02392,-0.26866,1.92915,-1.58593,0.79965,0.87552,-1.80723,0.0529,1.23864,-1.20585,-0.39458,1.08486,-0.8619,-1.00859,2.21915,-1.12558,-0.39384,-0.00852,0.39458,1.13993,-0.81103,-0.39743,-1.20585,1.72031,-0.61278,1.65966,-1.29524,-0.39743,0.25428,0.3351,-0.80945,0.35832,-0.09587,-0.3922,0.71267,-0.46553,-0.38713,1
peptide_pm_343,-1.77264,-0.08145,1.72654,-0.33168,-2.04819,2.38406,-1.31034,-1.31394,2.85101,-0.93609,-0.5818,1.58924,-0.89098,0.37351,0.54573,-1.65647,-0.30568,2.02734,-1.36162,0.51622,0.89098,-0.21522,1.39751,-0.91532,1.58924,0.20725,-1.92326,-0.31092,1.48723,-0.91532,-0.78241,1.39352,-0.80945,-0.166,-0.43773,0.69088,1.73762,-1.77264,-0.24933,1
