,CKSAAGP_alphaticr.alphaticr.gap0,CKSAAGP_alphaticr.aromatic.gap0,CKSAAGP_alphaticr.postivecharger.gap0,CKSAAGP_alphaticr.negativecharger.gap0,CKSAAGP_alphaticr.uncharger.gap0,CKSAAGP_aromatic.alphaticr.gap0,CKSAAGP_aromatic.aromatic.gap0,CKSAAGP_aromatic.postivecharger.gap0,CKSAAGP_aromatic.negativecharger.gap0,CKSAAGP_aromatic.uncharger.gap0,CKSAAGP_postivecharger.alphaticr.gap0,CKSAAGP_postivecharger.aromatic.gap0,CKSAAGP_postivecharger.postivecharger.gap0,CKSAAGP_postivecharger.negativecharger.gap0,CKSAAGP_postivecharger.uncharger.gap0,CKSAAGP_negativecharger.alphaticr.gap0,CKSAAGP_negativecharger.aromatic.gap0,CKSAAGP_negativecharger.postivecharger.gap0,CKSAAGP_negativecharger.negativecharger.gap0,CKSAAGP_negativecharger.uncharger.gap0,CKSAAGP_uncharger.alphaticr.gap0,CKSAAGP_uncharger.aromatic.gap0,CKSAAGP_uncharger.postivecharger.gap0,CKSAAGP_uncharger.negativecharger.gap0,CKSAAGP_uncharger.uncharger.gap0,CKSAAGP_alphaticr.alphaticr.gap1,CKSAAGP_alphaticr.aromatic.gap1,CKSAAGP_alphaticr.postivecharger.gap1,CKSAAGP_alphaticr.negativecharger.gap1,CKSAAGP_alphaticr.uncharger.gap1,CKSAAGP_aromatic.alphaticr.gap1,CKSAAGP_aromatic.aromatic.gap1,CKSAAGP_aromatic.postivecharger.gap1,CKSAAGP_aromatic.negativecharger.gap1,CKSAAGP_aromatic.uncharger.gap1,CKSAAGP_postivecharger.alphaticr.gap1,CKSAAGP_postivecharger.aromatic.gap1,CKSAAGP_postivecharger.postivecharger.gap1,CKSAAGP_postivecharger.negativecharger.gap1,CKSAAGP_postivecharger.uncharger.gap1,CKSAAGP_negativecharger.alphaticr.gap1,CKSAAGP_negativecharger.aromatic.gap1,CKSAAGP_negativecharger.postivecharger.gap1,CKSAAGP_negativecharger.negativecharger.gap1,CKSAAGP_negativecharger.uncharger.gap1,CKSAAGP_uncharger.alphaticr.gap1,CKSAAGP_uncharger.aromatic.gap1,CKSAAGP_uncharger.postivecharger.gap1,CKSAAGP_uncharger.negativecharger.gap1,CKSAAGP_uncharger.uncharger.gap1,CKSAAGP_alphaticr.alphaticr.gap2,CKSAAGP_alphaticr.aromatic.gap2,CKSAAGP_alphaticr.postivecharger.gap2,CKSAAGP_alphaticr.negativecharger.gap2,CKSAAGP_alphaticr.uncharger.gap2,CKSAAGP_aromatic.alphaticr.gap2,CKSAAGP_aromatic.aromatic.gap2,CKSAAGP_aromatic.postivecharger.gap2,CKSAAGP_aromatic.negativecharger.gap2,CKSAAGP_aromatic.uncharger.gap2,CKSAAGP_postivecharger.alphaticr.gap2,CKSAAGP_postivecharger.aromatic.gap2,CKSAAGP_postivecharger.postivecharger.gap2,CKSAAGP_postivecharger.negativecharger.gap2,CKSAAGP_postivecharger.uncharger.gap2,CKSAAGP_negativecharger.alphaticr.gap2,CKSAAGP_negativecharger.aromatic.gap2,CKSAAGP_negativecharger.postivecharger.gap2,CKSAAGP_negativecharger.negativecharger.gap2,CKSAAGP_negativecharger.uncharger.gap2,CKSAAGP_uncharger.alphaticr.gap2,CKSAAGP_uncharger.aromatic.gap2,CKSAAGP_uncharger.postivecharger.gap2,CKSAAGP_uncharger.negativecharger.gap2,CKSAAGP_uncharger.uncharger.gap2,CKSAAGP_alphaticr.alphaticr.gap3,CKSAAGP_alphaticr.aromatic.gap3,CKSAAGP_alphaticr.postivecharger.gap3,CKSAAGP_alphaticr.negativecharger.gap3,CKSAAGP_alphaticr.uncharger.gap3,CKSAAGP_aromatic.alphaticr.gap3,CKSAAGP_aromatic.aromatic.gap3,CKSAAGP_aromatic.postivecharger.gap3,CKSAAGP_aromatic.negativecharger.gap3,CKSAAGP_aromatic.uncharger.gap3,CKSAAGP_postivecharger.alphaticr.gap3,CKSAAGP_postivecharger.aromatic.gap3,CKSAAGP_postivecharger.postivecharger.gap3,CKSAAGP_postivecharger.negativecharger.gap3,CKSAAGP_postivecharger.uncharger.gap3,CKSAAGP_negativecharger.alphaticr.gap3,CKSAAGP_negativecharger.aromatic.gap3,CKSAAGP_negativecharger.postivecharger.gap3,CKSAAGP_negativecharger.negativecharger.gap3,CKSAAGP_negativecharger.uncharger.gap3,CKSAAGP_uncharger.alphaticr.gap3,CKSAAGP_uncharger.aromatic.gap3,CKSAAGP_uncharger.postivecharger.gap3,CKSAAGP_uncharger.negativecharger.gap3,CKSAAGP_uncharger.uncharger.gap3,CKSAAGP_alphaticr.alphaticr.gap4,CKSAAGP_alphaticr.aromatic.gap4,CKSAAGP_alphaticr.postivecharger.gap4,CKSAAGP_alphaticr.negativecharger.gap4,CKSAAGP_alphaticr.uncharger.gap4,CKSAAGP_aromatic.alphaticr.gap4,CKSAAGP_aromatic.aromatic.gap4,CKSAAGP_aromatic.postivecharger.gap4,CKSAAGP_aromatic.negativecharger.gap4,CKSAAGP_aromatic.uncharger.gap4,CKSAAGP_postivecharger.alphaticr.gap4,CKSAAGP_postivecharger.aromatic.gap4,CKSAAGP_postivecharger.postivecharger.gap4,CKSAAGP_postivecharger.negativecharger.gap4,CKSAAGP_postivecharger.uncharger.gap4,CKSAAGP_negativecharger.alphaticr.gap4,CKSAAGP_negativecharger.aromatic.gap4,CKSAAGP_negativecharger.postivecharger.gap4,CKSAAGP_negativecharger.negativecharger.gap4,CKSAAGP_negativecharger.uncharger.gap4,CKSAAGP_uncharger.alphaticr.gap4,CKSAAGP_uncharger.aromatic.gap4,CKSAAGP_uncharger.postivecharger.gap4,CKSAAGP_uncharger.negativecharger.gap4,CKSAAGP_uncharger.uncharger.gap4,CKSAAGP_alphaticr.alphaticr.gap5,CKSAAGP_alphaticr.aromatic.gap5,CKSAAGP_alphaticr.postivecharger.gap5,CKSAAGP_alphaticr.negativecharger.gap5,CKSAAGP_alphaticr.uncharger.gap5,CKSAAGP_aromatic.alphaticr.gap5,CKSAAGP_aromatic.aromatic.gap5,CKSAAGP_aromatic.postivecharger.gap5,CKSAAGP_aromatic.negativecharger.gap5,CKSAAGP_aromatic.uncharger.gap5,CKSAAGP_postivecharger.alphaticr.gap5,CKSAAGP_postivecharger.aromatic.gap5,CKSAAGP_postivecharger.postivecharger.gap5,CKSAAGP_postivecharger.negativecharger.gap5,CKSAAGP_postivecharger.uncharger.gap5,CKSAAGP_negativecharger.alphaticr.gap5,CKSAAGP_negativecharger.aromatic.gap5,CKSAAGP_negativecharger.postivecharger.gap5,CKSAAGP_negativecharger.negativecharger.gap5,CKSAAGP_negativecharger.uncharger.gap5,CKSAAGP_uncharger.alphaticr.gap5,CKSAAGP_uncharger.aromatic.gap5,CKSAAGP_uncharger.postivecharger.gap5,CKSAAGP_uncharger.negativecharger.gap5,CKSAAGP_uncharger.uncharger.gap5,y
peptide_nm_11,-1.35851,1.10315,0.04221,-0.64811,-0.11078,0.85116,2.64875,-0.52241,-0.32148,3.29956,0.09514,1.19608,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.04218,1.31594,1.30764,-0.50514,-0.63352,-1.21695,1.16811,-1.01632,-0.6297,-0.0297,3.19746,1.8273,-0.56477,-0.29322,1.86648,-0.97483,3.04147,-0.50958,-0.37427,-0.68146,-0.65439,-0.31424,-0.36969,-0.26509,-0.47704,0.04691,-0.53484,1.19329,-0.51101,0.49455,-1.31413,3.21509,-1.04409,-0.64523,-1.0603,-0.80005,-0.33651,1.5621,-0.29523,5.21904,0.43509,-0.48313,-0.59839,-0.38151,1.29672,-0.57987,-0.28084,-0.42205,-0.27205,-0.46037,0.30678,5.77713,-0.71564,-0.43638,-0.66605,-0.64611,-0.71485,-1.01679,-0.57719,0.42907,1.16001,1.98721,-0.44999,-0.24543,-0.48201,-0.89788,2.0821,-0.61673,-0.39573,1.20332,-0.54595,-0.31128,-0.32663,-0.2865,-0.45368,-0.97915,1.88186,1.44453,-0.44638,0.66493,-0.34269,-0.60726,-1.00483,-0.52997,0.39886,-0.62155,2.7401,1.59257,-0.27934,-0.44415,-0.9654,-0.42718,-0.52747,-0.3637,1.38904,-0.5965,-0.28281,-0.3398,-0.23983,-0.37297,0.47866,5.72066,-0.6224,-0.45474,-0.53597,-1.1654,-0.56849,0.57522,-0.59145,-0.95583,2.12515,3.35035,-0.49316,-0.24915,-0.52469,0.39082,-0.43135,-0.49719,-0.31177,-0.62973,-0.56156,-0.24109,-0.31874,-0.26764,-0.42689,-1.0152,2.35483,-0.59803,-0.39973,2.73263,0
peptide_nm_12,-0.79712,0.17299,-0.54982,0.27421,-0.16142,-0.76325,-0.31118,0.28556,-0.32148,1.31661,0.04697,-0.5271,-0.66495,0.99802,0.17405,0.26488,1.31153,-0.41086,0.89954,0.71749,0.49754,0.32669,0.24991,0.60319,-0.10957,-0.92002,1.00978,-0.56439,0.9946,-0.66915,0.18603,-0.27957,-0.56477,1.60898,0.52959,-0.56807,0.31948,-0.50958,-0.37427,1.19728,0.2187,-0.31424,1.32048,-0.26509,2.10719,0.52546,-0.53484,0.18441,0.68007,-0.08776,-1.04171,0.13914,-0.39019,0.26531,0.67106,1.00755,-0.33651,-0.49013,-0.29523,0.7026,-1.01702,0.47875,-0.08553,-0.38151,1.02844,1.30801,-0.28084,-0.42205,0.90272,-0.46037,0.12201,0.87266,0.05655,1.7877,-0.66605,-1.02731,-0.71485,-1.01679,2.29761,0.75528,-0.87534,0.61279,1.72598,-0.24543,-0.48201,1.28013,-0.41254,-0.61673,-0.39573,0.07862,0.42287,1.5171,-0.32663,-0.2865,-0.45368,0.2339,-0.38967,0.14547,0.66825,0.42808,-0.54306,-0.60726,-0.48621,0.35648,0.03638,0.1623,-0.33931,0.26312,1.89271,-0.44415,-0.00054,-0.42718,-0.52747,3.12565,-0.54897,-0.5965,1.91554,-0.3398,-0.23983,0.57031,0.10922,0.7174,0.33955,-0.45474,0.5167,-0.1937,-0.56849,0.1156,-0.59145,-0.41554,0.34418,1.0112,-0.49316,-0.24915,0.61476,-0.4383,0.52544,-0.49719,1.68097,0.34399,0.39193,-0.24109,1.37489,-0.26764,-0.42689,-0.41226,-0.45603,-0.59803,1.9975,0.57513,0
peptide_nm_13,-1.10789,-0.68562,-0.60838,0.17539,0.79348,-0.76325,-0.31118,-0.52241,1.50144,-0.51381,-0.0769,-0.5271,0.89723,-0.42706,0.88118,0.16921,-0.30483,2.31646,-0.27412,0.58614,0.30829,-0.58647,0.1453,1.47403,0.76991,-0.95301,-0.73181,-0.21288,0.09221,0.23263,-0.70926,-0.27957,-0.56477,-0.29322,0.4039,-0.61326,-0.48976,0.81864,2.61987,0.98854,0.12169,-0.31424,1.13269,-0.26509,1.82005,0.8504,-0.53484,0.84838,-0.51101,0.29547,-0.83216,-0.71529,0.11281,0.16025,-0.54977,-0.80005,-0.33651,-0.49013,-0.29523,0.55784,-0.45851,-0.48313,0.76266,-0.38151,1.61316,0.25515,-0.28084,0.93015,0.76717,0.59125,0.52471,-0.48969,-0.03255,0.54735,0.70259,-1.05898,-0.71485,0.86817,-0.57719,0.02718,-0.14261,-0.33873,-0.44999,-0.24543,-0.48201,-0.259,-0.41254,-0.23321,1.02274,1.35559,2.01174,-0.31128,0.95085,-0.2865,-0.45368,-0.44541,-0.38967,0.82898,1.51537,0.76914,-0.6232,-0.60726,-1.00483,-0.52997,0.90633,0.06432,-0.33931,-0.555,-0.27934,-0.44415,-0.9654,-0.42718,1.01448,2.68948,0.09703,-0.5965,-0.28281,1.37392,-0.23983,2.10314,0.47866,-0.45984,2.74445,0.48948,-0.53597,-0.88375,-0.56849,-0.02429,0.21441,-0.0162,-0.6148,-0.24834,-0.49316,-0.24915,0.46613,-0.10832,-0.43135,0.80943,-0.31177,-0.62973,0.26756,-0.24109,1.15398,0.87967,0.69406,-0.4909,-0.45603,1.1898,0.64254,1.4338,0
peptide_nm_14,-0.18895,-0.68562,-0.3373,1.9139,1.15518,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,-0.30629,-0.5271,-0.66495,-0.42706,0.52405,1.85221,-0.30483,-0.41086,-0.27412,-0.50842,1.18445,-0.58647,0.62961,-0.50514,0.09418,0.45983,-0.73181,-0.3783,-0.6297,1.08137,-0.70926,-0.27957,-0.56477,-0.29322,-0.60162,-0.40057,-0.48976,-0.50958,2.00343,-0.68146,-0.65439,-0.31424,-0.36969,1.39549,1.34712,1.24797,-0.53484,0.53592,-0.51101,0.11513,0.25228,-0.71529,-1.04409,0.66368,0.59892,-0.80005,-0.33651,-0.49013,-0.29523,-0.55197,-0.10945,-0.48313,-0.59839,-0.38151,0.52542,2.13396,-0.28084,-0.42205,-0.27205,-0.46037,-0.22442,-0.48969,1.50442,1.16218,0.0753,0.25705,-0.71485,0.03041,0.82827,-0.14505,-0.87534,-0.33873,-0.44999,-0.24543,-0.48201,-0.89788,-0.41254,0.02247,1.96839,-0.70002,0.87499,-0.31128,-0.32663,-0.2865,1.34368,1.68957,-0.38967,-0.75388,-0.44638,0.14386,-0.22248,-0.60726,0.55102,-0.52997,0.61634,-0.62155,-0.33931,-0.555,-0.27934,-0.44415,0.48189,-0.42718,-0.52747,-0.3637,-0.54897,2.1851,-0.28281,-0.3398,-0.23983,-0.37297,-0.18633,-0.45984,-0.6224,2.7826,0.25353,0.82783,-0.56849,-0.95686,0.83431,-0.12462,-0.6148,-0.24834,-0.49316,-0.24915,-0.52469,-0.88474,-0.43135,-0.49719,2.75399,0.86829,0.90536,-0.24109,-0.31874,-0.26764,-0.42689,0.84,-0.45603,0.98351,-0.39973,0.30703,0
peptide_nm_15,0.87429,-0.68562,-1.09631,-0.64811,1.38535,0.11734,-0.31118,-0.52241,-0.32148,-0.51381,-0.45227,-0.5271,-0.00221,-0.42706,0.29678,-0.628,-0.30483,1.32471,-0.27412,-0.50842,0.06933,0.45121,0.38305,0.75433,-0.03813,0.81914,-0.73181,-1.01632,0.29847,1.26324,-0.70926,-0.27957,-0.56477,-0.29322,0.6912,-0.50996,0.43508,-0.50958,-0.37427,0.39211,-0.65439,-0.31424,-0.36969,-0.26509,-0.47704,1.44458,-0.53484,1.28198,-0.51101,-0.58048,0.25228,-0.71529,0.45987,0.40189,0.93077,-0.80005,-0.33651,-0.49013,-0.29523,0.89078,0.43509,0.62303,-0.59839,-0.38151,-0.7601,-0.57987,-0.28084,-0.42205,-0.27205,-0.46037,1.72333,-0.48969,-0.71564,-0.43638,-0.07297,0.84784,-0.71485,-0.19005,0.53238,-0.32636,-0.87534,-0.33873,0.80978,-0.24543,-0.48201,0.78339,-0.41254,-0.61673,-0.39573,0.20156,-0.54595,-0.31128,-0.32663,-0.2865,-0.45368,0.42544,-0.38967,-0.75388,-0.44638,1.21342,1.05984,-0.60726,-0.39978,-0.52997,0.2297,0.29294,-0.33931,-0.555,-0.27934,-0.44415,-0.9654,-0.42718,-0.52747,-0.3637,2.03504,-0.5965,-0.28281,-0.3398,-0.23983,-0.37297,0.99587,-0.45984,0.49988,0.80422,-0.53597,0.7399,-0.56849,-0.95686,0.49884,0.31544,0.51341,-0.24834,-0.49316,-0.24915,-0.52469,-0.35951,-0.43135,0.3867,-0.31177,0.51582,-0.56156,-0.24109,-0.31874,-0.26764,-0.42689,1.11282,-0.45603,0.61138,-0.39973,0.09676,0
peptide_nm_16,-0.5788,0.50689,-1.09631,0.63289,0.31121,-0.76325,-0.31118,-0.52241,2.51418,-0.51381,-1.10916,-0.5271,-0.66495,-0.42706,0.52405,4.33242,-0.30483,1.71039,-0.27412,1.19423,-1.26881,-0.58647,-0.72645,4.11292,0.09418,-0.79776,-0.73181,-0.3783,2.80999,-0.44635,0.55468,-0.27957,-0.56477,-0.29322,-0.60162,-0.97483,-0.48976,-0.50958,-0.37427,-0.68146,0.57821,2.45652,-0.36969,1.39549,4.99545,0.42224,-0.53484,-0.66926,1.17052,0.11513,-0.53092,-0.71529,-1.04409,0.66368,1.42853,0.49916,-0.33651,-0.49013,-0.29523,-0.55197,-1.01702,-0.48313,-0.59839,-0.38151,-0.7601,0.77704,-0.28084,1.77528,4.79411,-0.46037,-0.22442,1.46869,-0.71564,1.16218,0.0753,-0.51708,-0.71485,-1.01679,2.23372,-0.14505,0.34587,-0.33873,-0.44999,-0.24543,-0.48201,-0.89788,-0.41254,-0.61673,-0.39573,-0.70002,2.29593,-0.31128,-0.32663,-0.2865,4.93841,-0.97915,0.97325,0.56517,2.82321,-0.63774,-0.22248,-0.60726,-0.22691,2.12937,-1.12355,-0.62155,-0.33931,-0.555,-0.27934,1.55563,-0.9654,-0.42718,-0.52747,-0.3637,-0.54897,0.7943,3.01471,-0.3398,1.93872,1.04195,0.70032,-0.45984,-0.6224,1.16393,0.25353,-0.66709,-0.56849,-0.13189,0.83431,0.7066,-0.6148,-0.24834,-0.49316,2.77218,-0.52469,-0.88474,-0.43135,-0.49719,-0.31177,-0.62973,2.37228,-0.24109,-0.31874,3.79205,-0.42689,0.84,1.05751,-0.59803,-0.39973,-0.58661,0
peptide_nm_17,-0.49335,0.49055,-0.72201,-0.64811,0.49619,-0.76325,-0.31118,-0.24571,0.37773,0.11305,-0.31729,-0.5271,-0.26549,0.06098,0.50692,-0.628,-0.30483,-0.41086,0.12782,0.33124,0.74757,-0.58647,1.27977,-0.50514,2.058,-0.82105,0.13899,0.03819,-0.35898,0.41299,-0.41083,-0.27957,-0.56477,-0.29322,0.52959,-0.29689,-0.48976,-0.50958,0.18713,0.88416,-0.36336,-0.31424,-0.36969,-0.26509,0.38437,1.11035,-0.13535,0.46897,-0.11398,1.39041,-0.78464,-0.4385,-0.19678,-0.0553,0.9962,-0.21449,-0.33651,-0.49013,-0.29523,0.26085,-0.40345,-0.48313,-0.43225,-0.38151,0.97806,0.0317,-0.28084,-0.42205,-0.27205,-0.07527,0.88537,0.83428,0.78524,-0.07614,1.00459,-0.54473,-0.42912,-0.34359,-0.27602,0.83916,-0.35197,-0.03968,-0.44999,-0.24543,-0.11106,0.01481,-0.41254,-0.34278,0.11087,0.03413,0.06302,-0.31128,-0.32663,-0.2865,-0.06854,0.16459,0.19443,0.94204,-0.09606,1.70706,-0.40367,-0.08395,-0.21563,-0.52997,0.46505,-0.62155,-0.33931,-0.555,-0.27934,1.17886,-0.52492,-0.42718,0.27703,0.69828,-0.09958,-0.03212,0.38626,-0.3398,-0.23983,-0.37297,0.54612,-0.10155,0.25591,-0.12632,1.70666,-0.49855,-0.06913,-0.64143,-0.31888,0.95107,-0.33275,-0.24834,-0.0447,-0.24915,-0.18956,-0.49082,-0.43135,-0.05525,0.27433,0.51582,-0.56156,0.49453,0.17938,-0.26764,-0.04774,0.75815,-0.16668,0.61138,-0.0472,1.29267,0
peptide_nm_18,-0.77373,1.10315,-1.09631,1.27339,-0.11078,-0.76325,-0.31118,-0.52241,-0.32148,1.39288,-1.10916,-0.5271,-0.66495,-0.42706,-0.72594,3.09232,-0.30483,-0.41086,-0.27412,2.04556,-0.04218,-0.58647,-0.72645,4.11292,0.45804,-0.5691,-0.73181,-1.01632,1.14226,-0.0297,1.2441,-0.27957,-0.56477,-0.29322,-0.60162,-0.97483,-0.48976,-0.50958,-0.37427,-0.68146,1.25053,3.96785,-0.36969,2.30125,-0.47704,0.04691,-0.53484,-0.66926,2.08772,1.56958,-0.061,1.2499,-1.04409,-0.64523,-1.0603,-0.80005,-0.33651,-0.49013,-0.29523,2.33354,-1.01702,-0.48313,-0.59839,-0.38151,-0.7601,1.59119,-0.28084,-0.42205,2.42991,2.27384,0.30678,-0.48969,-0.71564,2.12131,0.5201,-1.29122,1.50752,-1.01679,-0.57719,1.86438,-0.87534,-0.33873,-0.44999,-0.24543,-0.48201,-0.89788,-0.41254,-0.61673,-0.39573,-0.70002,6.55876,-0.31128,-0.32663,-0.2865,-0.45368,0.50347,-0.38967,-0.75388,5.00293,-0.63774,-0.34269,-0.60726,-1.00483,-0.52997,0.39886,-0.62155,-0.33931,-0.555,-0.27934,-0.44415,-0.9654,-0.42718,-0.52747,-0.3637,-0.54897,-0.5965,5.48785,-0.3398,3.57263,2.10314,3.58195,-0.45984,-0.6224,-0.45474,-0.53597,-0.23997,-0.56849,-0.95686,-0.59145,0.58785,-0.6148,-0.24834,-0.49316,-0.24915,-0.52469,-0.88474,-0.43135,-0.49719,-0.31177,-0.62973,2.16272,-0.24109,-0.31874,-0.26764,3.25623,0.70748,2.35483,-0.59803,3.02488,-0.58661,0
peptide_nm_19,0.20091,-0.68562,0.42171,-0.64811,1.15518,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,-0.30629,-0.5271,0.14507,1.55222,0.52405,0.61211,-0.30483,-0.41086,-0.27412,-0.50842,1.18445,-0.58647,0.62961,-0.50514,-0.63352,0.45983,-0.73181,0.89775,-0.6297,-0.44635,-0.70926,-0.27957,-0.56477,-0.29322,-0.60162,0.17368,-0.48976,0.54518,2.00343,-0.68146,-0.65439,-0.31424,-0.36969,-0.26509,1.34712,0.42224,-0.53484,-0.66926,-0.51101,0.81074,-0.13932,-0.71529,-0.10411,0.66368,0.59892,-0.80005,-0.33651,-0.49013,-0.29523,-0.55197,-0.10945,-0.48313,0.13884,-0.38151,1.81093,0.77704,-0.28084,-0.42205,-0.27205,-0.46037,0.66092,-0.48969,1.50442,-0.43638,-0.66605,0.25705,-0.71485,0.03041,-0.57719,0.71613,-0.87534,-0.33873,-0.44999,-0.24543,-0.48201,0.16693,-0.41254,0.02247,1.96839,0.44198,-0.54595,-0.31128,-0.32663,-0.2865,1.34368,0.8,-0.38967,0.56517,-0.44638,-0.63774,-0.22248,-0.60726,0.55102,-0.52997,0.61634,-0.62155,-0.33931,-0.555,-0.27934,-0.44415,1.20553,-0.42718,-0.52747,-0.3637,0.55846,0.7943,-0.28281,-0.3398,-0.23983,-0.37297,-0.18633,-0.45984,0.82053,1.16393,-0.53597,0.32953,-0.56849,-0.13189,0.83431,-0.12462,-0.6148,-0.24834,-0.49316,-0.24915,-0.52469,-0.1979,-0.43135,0.65866,-0.31177,2.36632,0.90536,-0.24109,-0.31874,-0.26764,-0.42689,-0.0876,-0.45603,0.98351,-0.39973,-0.58661,0
peptide_nm_20,-0.5788,-0.68562,1.18073,0.63289,-0.53276,0.31303,-0.31118,-0.52241,-0.32148,-0.51381,-0.30629,-0.5271,-0.66495,1.55222,0.52405,3.09232,-0.30483,-0.41086,1.35596,-0.50842,-0.45106,-0.58647,-0.72645,1.03421,0.09418,-0.37856,-0.73181,-0.3783,1.66343,0.31751,0.55468,-0.27957,-0.56477,-0.29322,-0.60162,-0.97483,-0.48976,0.54518,2.00343,0.64471,0.57821,-0.31424,2.01644,1.39549,-0.47704,1.24797,-0.53484,-0.66926,-0.51101,-0.58048,-0.92253,-0.71529,0.83586,3.28148,-0.23069,-0.80005,-0.33651,0.79252,-0.29523,-0.55197,0.79812,-0.48313,-0.59839,-0.38151,0.52542,2.13396,-0.28084,-0.42205,1.41667,-0.46037,-0.22442,-0.48969,-0.71564,-0.43638,0.0753,0.25705,-0.71485,-1.01679,0.82827,-0.14505,-0.87534,-0.33873,-0.44999,3.36084,-0.48201,0.16693,-0.41254,-0.61673,1.96839,0.44198,0.87499,-0.31128,3.93162,-0.2865,-0.45368,-0.97915,-0.38967,-0.75388,1.18842,0.14386,-0.22248,-0.60726,-0.22691,0.7997,-0.25361,-0.62155,-0.33931,-0.555,2.97873,-0.44415,0.48189,-0.42718,-0.52747,-0.3637,0.55846,0.7943,-0.28281,2.59801,-0.23983,1.04195,-0.18633,-0.45984,-0.6224,1.16393,-0.53597,-0.16878,-0.56849,-0.95686,0.83431,0.7066,0.86056,-0.24834,-0.49316,-0.24915,-0.52469,-0.1979,-0.43135,0.65866,2.75399,-0.62973,0.90536,-0.24109,2.28685,-0.26764,1.55633,-0.0876,-0.45603,-0.59803,-0.39973,-0.58661,0
peptide_nm_21,1.531,-0.68562,-1.09631,-0.64811,1.30411,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,1.32876,-0.58647,-0.72645,-0.50514,2.44853,1.90081,-0.73181,-1.01632,-0.6297,0.41299,-0.70926,-0.27957,-0.56477,-0.29322,-0.60162,-0.97483,-0.48976,-0.50958,-0.37427,-0.68146,-0.65439,-0.31424,-0.36969,-0.26509,-0.47704,1.4028,-0.53484,-0.66926,-0.51101,2.37586,1.60985,-0.71529,-1.04409,-0.64523,0.70954,-0.80005,-0.33651,-0.49013,-0.29523,-0.55197,-1.01702,-0.48313,-0.59839,-0.38151,-0.7601,-0.57987,-0.28084,-0.42205,-0.27205,-0.46037,1.72333,-0.48969,-0.71564,-0.43638,1.70626,1.19707,-0.71485,-1.01679,-0.57719,0.83916,-0.87534,-0.33873,-0.44999,-0.24543,-0.48201,-0.89788,-0.41254,-0.61673,-0.39573,-0.70002,-0.54595,-0.31128,-0.32663,-0.2865,-0.45368,2.83331,-0.38967,-0.75388,-0.44638,1.03712,1.40508,-0.60726,-1.00483,-0.52997,0.75018,-0.62155,-0.33931,-0.555,-0.27934,-0.44415,-0.9654,-0.42718,-0.52747,-0.3637,-0.54897,-0.5965,-0.28281,-0.3398,-0.23983,-0.37297,3.7013,-0.45984,-0.6224,-0.45474,0.31426,1.53377,-0.56849,-0.95686,-0.59145,-0.05535,-0.6148,-0.24834,-0.49316,-0.24915,-0.52469,-0.88474,-0.43135,-0.49719,-0.31177,-0.62973,-0.56156,-0.24109,-0.31874,-0.26764,-0.42689,4.00929,-0.45603,-0.59803,-0.39973,0.3815,0
peptide_nm_22,0.98062,0.50689,-0.3373,0.63289,0.31121,0.31303,-0.31118,-0.52241,-0.32148,-0.51381,-0.30629,-0.5271,-0.66495,-0.42706,-0.72594,1.85221,-0.30483,-0.41086,-0.27412,-0.50842,-0.45106,-0.58647,-0.72645,1.03421,0.09418,1.29822,0.49755,-1.01632,0.51686,0.31751,-0.70926,-0.27957,-0.56477,-0.29322,0.99539,-0.40057,-0.48976,-0.50958,-0.37427,-0.68146,1.8108,-0.31424,-0.36969,-0.26509,-0.47704,-0.40349,-0.53484,0.53592,1.17052,-0.58048,0.64389,-0.71529,-0.10411,1.97258,0.59892,0.49916,-0.33651,-0.49013,-0.29523,-0.55197,-0.10945,-0.48313,-0.59839,-0.38151,-0.7601,-0.57987,2.82844,-0.42205,-0.27205,-0.46037,1.54626,-0.48969,-0.71564,-0.43638,-0.66605,1.03118,-0.71485,-1.01679,2.23372,-0.14505,-0.87534,-0.33873,1.14572,-0.24543,-0.48201,0.16693,-0.41254,-0.61673,-0.39573,-0.70002,0.87499,-0.31128,-0.32663,-0.2865,-0.45368,0.8,0.97325,-0.75388,-0.44638,-0.63774,2.18186,-0.60726,-0.22691,-0.52997,-1.12355,0.55422,-0.33931,-0.555,-0.27934,-0.44415,-0.9654,-0.42718,-0.52747,2.25331,-0.54897,-0.5965,-0.28281,-0.3398,-0.23983,1.04195,0.70032,1.30602,-0.6224,-0.45474,-0.53597,0.82783,0.73752,-0.13189,0.83431,-0.95583,0.86056,-0.24834,-0.49316,-0.24915,-0.52469,-0.1979,-0.43135,-0.49719,-0.31177,-0.62973,0.90536,-0.24109,-0.31874,-0.26764,-0.42689,0.84,-0.45603,-0.59803,-0.39973,0.30703,0
