,Z3__1,Z3__2,Z3__3,Z3__4,Z3__5,Z3__6,Z3__7,Z3__8,Z3__9,Z3__10,Z3__11,Z3__12,Z3__13,Z3__14,Z3__15,Z3__16,Z3__17,Z3__18,Z3__19,Z3__20,Z3__21,Z3__22,Z3__23,Z3__24,Z3__25,Z3__26,Z3__27,Z3__28,Z3__29,Z3__30,y
peptide_pm_243,0.00315,-0.50002,-0.30306,-0.60024,-0.40196,0.58048,0.68539,0.80037,-0.36601,0.00279,0.31511,-0.21953,-0.02253,1.5603,-0.30837,0.04373,-0.75053,0.46957,-1.17157,1.48149,-0.11232,0.74276,0.63155,1.09554,0.31792,-0.57004,0.49661,0.12101,0.49146,-0.03029,1
peptide_pm_244,0.3059,0.33897,-1.72626,-0.2898,1.96732,0.56418,-2.18629,-0.59492,1.10396,1.28474,-0.78566,1.26055,2.00017,0.57914,-0.26343,-0.77657,-0.49597,-1.91845,-0.66727,-0.1545,0.05473,-0.66065,0.5907,0.58426,-0.08944,0.30151,1.60481,1.70638,1.57392,1.64543,1
peptide_pm_245,0.51629,0.93226,-0.15984,-0.37006,0.42255,-0.3133,-0.09944,0.78533,0.58385,0.54919,-0.16226,-0.49968,-0.44414,0.8018,1.48625,1.57647,-0.94147,0.60234,1.10388,-1.58191,-0.43698,-0.12238,0.13822,-0.66171,2.30664,-0.30523,0.26848,0.03564,-0.48041,-0.12184,1
peptide_pm_246,-0.58298,-0.19567,1.03431,-1.27,-0.72619,-0.29529,0.18718,-0.16123,0.45562,-1.66311,-1.07985,-3.16933,0.50152,-1.7542,2.44386,1.1723,0.19395,-1.36623,0.54707,-1.75255,-3.28824,0.08939,1.43232,-1.37313,0.09035,3.16872,-0.46249,-0.50569,-1.73766,-2.86342,1
peptide_pm_247,0.33802,0.11313,-1.53749,0.72075,1.32359,0.90972,-1.33785,-0.44535,1.56482,0.13647,0.21839,-0.17408,0.44552,-0.6449,-0.18236,-0.02553,0.21465,-0.50609,-0.43192,-0.44598,0.89272,-0.9563,0.68237,-0.75899,-0.01338,-0.37757,-0.64381,0.63032,-0.19777,-0.09403,1
peptide_pm_248,0.50134,0.59064,-0.59566,-0.04579,0.44643,-1.39698,0.56804,1.7058,1.33462,0.28195,0.07567,-0.00302,0.25666,-0.01603,-1.03475,0.65438,0.32748,0.41651,-0.09826,-0.13345,0.00725,0.54326,0.94742,0.41839,1.27173,-0.64502,-0.02469,-0.54171,-0.06578,-0.18526,1
peptide_pm_249,0.53673,2.01262,0.72847,1.45729,0.21295,0.8856,1.7933,-0.22714,-0.04297,-0.07996,-0.89013,-0.701,-0.82018,0.6001,2.13794,-0.88434,-0.27739,0.39621,0.40822,-0.85001,-0.74524,-1.5195,-2.16966,-0.98968,0.1511,0.3884,2.40965,1.37302,0.72123,0.50551,1
peptide_pm_250,1.34535,-0.78172,-2.10013,1.33164,1.32268,1.70183,-0.34551,-1.42325,0.72384,0.81975,-1.65938,1.28937,1.98818,-0.58857,-0.66537,-1.44105,-0.1591,-0.85448,-0.17766,0.01426,-1.37574,-0.7719,-0.3739,-1.31012,-1.40146,1.52134,3.11997,2.8467,3.23166,2.95996,1
peptide_pm_251,-0.69613,-0.18593,1.00876,-1.26077,-0.77823,0.28273,0.10498,0.11836,0.37162,-1.05606,-0.80927,-3.20848,0.66424,-1.8082,2.79404,1.21091,0.35175,-0.97422,0.72346,-1.98585,-3.21367,0.18131,1.70623,-1.26894,-0.05853,3.20291,-0.85955,-0.37328,-2.07665,-2.90236,1
peptide_pm_252,2.39366,-0.05518,0.85475,2.83079,1.5483,1.01739,0.11208,-1.00606,-0.29502,1.58538,0.13039,2.97483,1.43898,1.17025,1.83149,-1.22563,-0.65623,-1.32732,0.13291,0.11772,0.13576,0.60675,-0.20764,-1.74038,-0.16435,0.11091,1.07976,1.30555,0.97579,0.8485,1
peptide_pm_253,0.93894,0.72619,1.81754,0.65792,-0.56796,-1.7172,-1.04797,-3.2146,-2.07474,-3.5534,-1.52884,-0.09126,0.10509,0.97305,0.67842,0.2737,1.95568,1.53793,0.09387,0.50091,0.20645,-2.28816,-1.42863,1.0161,0.8845,0.59336,0.12088,-3.02948,0.19816,0.98513,1
peptide_pm_254,-1.17128,-0.07714,0.72342,-1.15778,-1.35934,-0.10867,0.09367,0.15682,0.36006,-0.97253,-1.04294,-3.21826,0.70492,-1.8217,2.88158,1.2636,0.37346,-0.92028,0.74773,-2.01794,-3.13582,0.20429,1.77471,-1.2429,-0.09576,3.23874,-0.95882,-0.34017,-2.16139,-2.91209,1
peptide_pm_255,-0.24408,0.28552,-1.39787,-0.30611,1.50011,0.41248,-1.90659,-0.66062,1.01047,1.53757,-0.64716,1.08051,1.65862,0.44715,-0.26917,-0.7954,-0.13728,-1.63899,-0.67927,0.20376,0.08323,-0.60508,0.46755,0.47681,-0.117,-0.00928,1.3254,1.36461,1.25254,1.26309,1
peptide_pm_256,-0.99071,-0.34351,0.7345,-1.39831,-0.91168,0.58621,2.12548,0.37252,0.73739,-1.39246,-0.58981,-3.68879,1.17048,-2.14087,2.93992,0.52094,0.58368,0.42519,0.15047,-1.5789,-2.85549,0.43594,-0.17753,0.9465,2.02145,3.4357,-1.22814,1.45496,-4.27631,-2.34258,1
peptide_pm_257,-1.89695,0.32831,0.56907,-0.73872,-0.70824,-1.76782,-0.28104,0.94076,-0.64296,-0.48742,0.28423,-0.86872,0.24387,-0.05516,0.79184,1.59303,1.45872,1.6511,0.11465,1.08677,0.0538,-2.22696,-0.02416,-1.88354,-1.17957,1.41448,-1.44108,0.97277,-0.18627,-0.01883,1
peptide_pm_258,-0.6117,-0.51307,-0.34861,-0.07805,0.16679,0.83704,-0.30633,-0.62953,0.22083,-0.15192,0.45829,0.15981,-1.07769,-0.17849,-0.24494,-0.64195,-0.45444,-0.50862,-0.44698,0.19883,0.45332,0.63804,0.43007,-1.1046,0.06135,0.42669,-1.1773,0.00501,-0.60224,0.05811,1
peptide_pm_259,0.23512,-0.82545,-0.83839,-0.12621,-0.37359,-0.79612,1.02845,1.79854,-1.24624,-1.65932,-0.98092,0.09987,0.50506,0.23257,-0.7957,0.84673,0.88137,-0.16959,-1.37839,-1.79793,-0.58996,0.49688,-0.2482,0.23108,0.19699,0.084,0.34721,0.03046,0.38205,-0.24828,1
peptide_pm_260,1.37142,-0.63766,-1.84245,1.3369,0.25508,1.01356,0.4825,-0.13193,0.92752,-1.07441,0.64235,-0.55254,-0.73787,1.45113,0.90839,-0.36986,-1.82432,-0.10801,0.63588,-1.16848,0.52212,0.16546,-0.63179,1.03109,0.61984,-0.37517,0.13847,-0.68361,-0.20941,-0.31079,1
peptide_pm_261,-0.04047,-1.27044,-0.83681,0.72093,-0.02286,0.97916,0.05302,-0.54672,-0.29705,0.36408,-0.58058,-0.22291,0.32276,0.34883,-0.56414,-0.09912,-0.58677,0.06606,0.38751,0.21792,-0.23708,0.99655,0.89785,0.84889,0.20467,0.3899,0.66472,0.87197,0.8856,0.69306,1
peptide_pm_262,0.83488,2.37391,0.33278,-2.18514,-2.74318,-1.362,-1.39434,-1.37673,-1.30406,-1.2975,-2.60476,-1.07125,0.31827,3.55983,4.19148,0.17019,2.68866,2.20116,2.25557,2.0071,-0.58587,-1.53159,-0.84242,-0.00398,-0.95387,1.51317,1.25346,-1.45127,-1.51346,-0.77621,1
peptide_pm_263,0.13167,-0.52608,-1.45831,0.54922,1.09821,0.02337,1.58288,-0.60401,-0.11371,0.84449,-0.00284,-1.08319,0.93711,2.05677,-0.67961,2.14325,-1.36046,2.38499,0.51553,1.72977,-0.56541,1.56001,0.54155,1.33991,0.33358,-0.08326,-0.1493,0.00713,0.61453,0.90375,1
peptide_pm_264,2.19095,0.80396,0.65361,1.90609,2.0761,2.3303,-0.388,-0.12951,0.59273,0.85802,0.56068,2.87309,2.68766,2.00625,1.64177,-1.83105,-0.65659,-0.56025,-0.20344,0.06385,-0.09107,0.93545,0.93855,0.31086,0.26038,0.15335,1.66882,1.70678,1.83592,1.49805,1
peptide_pm_265,-0.1938,-0.09111,-0.46366,-0.72643,0.38675,-0.74704,-0.91122,0.21689,0.10899,0.26347,-0.7904,0.50184,-0.29507,-0.29206,-1.01626,0.59468,-0.48783,0.27483,-0.67966,0.10414,-0.76796,0.32407,-0.61304,-0.12013,0.23132,-0.00356,0.0391,0.58863,0.20388,0.52447,1
peptide_pm_266,1.08637,-0.85336,-1.89692,0.93361,1.00928,1.55793,-0.43815,-1.21919,0.46434,0.55803,-1.83356,0.75905,1.98297,-1.08533,-1.11497,-1.4473,-0.13434,-0.684,-0.31953,-0.12113,-1.33603,-1.14421,-0.43941,-1.53218,-1.63042,1.62365,2.58303,1.99568,3.02548,2.74978,1
peptide_pm_267,0.77706,0.94382,0.60657,0.93221,0.44306,0.18045,0.14741,0.36872,0.78994,-0.10119,0.25214,-0.32648,1.19776,1.31127,-0.88292,-1.60894,0.05636,-0.08594,-0.60142,-0.30922,-0.15201,-0.13124,0.10268,1.19475,0.49913,0.40187,-1.10866,-1.38468,-0.25329,-0.50714,1
peptide_pm_268,2.09036,0.70016,-2.2745,1.25364,3.07663,-1.01938,2.62782,-0.18996,-3.36983,0.28019,-0.79946,0.25331,1.5047,1.62713,-0.76488,0.63061,-1.12736,-1.19847,0.22219,1.51288,-0.56555,2.53593,-0.43906,-0.60593,-1.544,-0.07729,-0.26517,0.04016,-0.72239,1.30411,1
peptide_pm_269,-0.15862,2.102,0.71139,0.75223,0.06721,-0.42197,1.25316,1.53892,-0.41255,-0.40429,-1.76662,-1.49138,-1.81418,-1.82995,-0.92108,-0.98736,-0.57677,-0.83764,1.16077,-0.60724,-0.86891,-1.57831,-1.5594,-0.76227,-1.15866,0.29973,2.57685,2.36142,1.40568,0.65342,1
peptide_pm_270,0.44238,0.03401,-1.60773,-0.06315,1.12006,0.87245,0.84664,0.37625,0.16347,1.03926,0.47526,0.14174,0.33122,0.43764,-0.43524,-0.53909,-0.62673,0.38561,-0.13791,0.05427,0.15721,1.18372,1.05641,1.33775,1.28909,-0.46097,0.55167,0.33651,0.74032,0.47737,1
peptide_pm_271,0.82407,1.90219,0.87528,1.33759,0.98485,0.03465,0.6182,0.45842,1.03983,0.47397,0.5808,0.07693,-0.11495,1.20738,0.07093,-1.6063,-0.29703,0.03186,-0.58197,-0.52117,0.28108,-0.6809,0.90724,0.07271,-0.26166,0.3058,-1.20605,-1.11871,0.26132,-0.63949,1
peptide_pm_272,-0.79195,0.6236,0.23401,0.24971,-0.10333,-0.51543,0.39004,0.9371,-0.72505,0.04101,0.8093,-0.41619,0.03743,-0.25269,-0.51833,-0.04584,0.45694,-0.10349,-0.51642,-1.27546,1.26928,1.37837,0.65879,1.01789,0.1362,-0.98408,0.35232,-0.22321,-0.1392,-0.8247,1
peptide_pm_273,-0.16644,-2.17993,1.40235,-1.19513,0.67579,1.34311,-0.87417,0.49718,0.25647,0.45952,-0.31106,1.42307,0.16875,0.34776,-0.17889,-1.4798,-0.41551,-0.82108,-0.04259,0.60131,-0.49565,0.74754,1.49496,0.37245,-0.36167,-0.04899,0.80837,-0.11525,1.00489,1.36876,1
peptide_pm_274,0.40184,0.04828,-1.70569,0.46924,1.27624,0.57964,-1.48336,-0.36214,2.23653,0.12597,0.31667,-0.17179,0.13701,-0.43771,0.09507,0.66753,0.20974,-0.31033,0.01776,-0.33714,0.72365,-0.13868,0.93258,-0.57424,0.28306,-0.51905,-0.24749,0.65188,-0.00874,-0.10217,1
peptide_pm_275,-0.18667,-0.36801,-1.84614,-0.43617,1.84628,2.11156,-1.63759,-1.03479,0.669,1.65697,-2.25808,-0.97685,2.17057,0.55047,-2.38463,0.06024,0.92035,0.87974,1.07605,3.04924,-3.81575,-4.59477,-1.71782,-2.0379,-3.87744,1.89007,3.08132,1.2381,2.71186,3.93352,1
peptide_pm_276,1.72356,-0.30808,-1.66127,1.51653,1.77493,2.3049,-0.57661,-1.23744,0.6253,1.01767,-0.45469,1.59676,2.22719,0.63633,-0.36638,-1.76924,-0.6346,-1.07918,-0.11763,0.27075,-0.78331,0.05575,0.58481,-0.43274,-1.00482,0.84668,2.99424,2.28979,2.58446,2.82819,1
peptide_pm_277,0.06713,-0.72376,-1.32695,0.92537,0.74638,0.75242,1.21425,-1.7781,0.14624,1.6623,-0.73971,-1.21068,1.54316,0.92734,-1.82552,0.54373,-1.48135,-1.06519,1.40927,-0.59631,-1.07478,0.95134,0.76693,0.09541,0.71132,0.48351,0.30673,0.14914,1.37222,1.35831,1
peptide_pm_278,0.24453,-3.30407,1.96785,-2.98774,1.49039,0.71472,0.49245,0.49348,-0.28354,0.61856,-0.60284,0.20319,-1.31604,1.0189,-1.19951,1.20811,0.94005,-1.13541,0.63117,-0.62476,-0.81209,0.73517,3.086,2.4218,1.87619,0.29621,1.02697,0.56682,0.41438,1.04848,1
peptide_pm_279,0.2997,-0.92,-0.94943,0.65451,0.0644,0.002,-1.01369,0.62989,0.59808,-0.10581,-0.70841,1.25684,-0.32946,-0.78334,0.1134,-0.97895,-0.16375,-0.65826,-0.57838,0.61202,0.03636,-0.57789,0.43192,0.12438,-0.12776,0.0761,0.42907,0.82911,0.59569,0.13818,1
peptide_pm_280,1.00119,1.44272,-0.75836,1.04879,1.8512,-0.50475,0.40951,1.63038,1.25893,1.19265,0.91787,-0.54679,-0.93827,1.1377,0.43299,-0.42574,0.996,1.44577,0.99889,-0.41831,0.92498,0.28412,0.76649,0.23478,0.79175,-1.44072,-0.55512,-0.61231,0.12626,-0.28356,1
peptide_pm_281,-1.85342,0.30188,0.46144,-0.33771,-0.66524,-1.817,-0.49033,0.10683,-0.42518,-0.71926,0.2674,-0.13909,0.52091,-0.09849,0.36598,1.51219,1.4513,0.97007,-0.48398,0.84582,-0.01969,-1.38063,-0.22257,-1.67381,-1.75847,1.39341,-2.32698,0.81763,0.25774,-0.09023,1
peptide_pm_282,1.9785,0.27327,0.22202,1.79479,2.23122,2.31875,-0.55069,-0.30949,0.63868,1.04579,0.09915,2.63648,2.43532,1.36133,1.00016,-1.80296,-0.74306,-0.657,-0.17893,0.14892,-0.40572,0.8017,0.78631,-0.00529,-0.0869,0.4685,1.75548,1.81548,2.04978,1.69307,1
peptide_pm_283,1.56421,1.37434,2.32879,0.89133,-0.37284,-2.77591,-0.86064,-3.33212,-2.20282,-3.82177,-1.62915,-0.00592,-0.58542,0.83321,0.99174,0.24079,1.36793,1.60388,0.64094,0.9263,1.13297,-1.90621,-0.74049,1.23026,0.80988,0.4352,0.06655,-2.71955,0.08651,0.8125,1
peptide_pm_284,1.34615,-0.96968,-1.9282,1.28414,1.42174,1.59091,-0.3681,-1.31248,0.62845,0.80417,-1.7306,1.39247,1.84398,-0.0683,-0.23402,-1.38817,-0.10967,-0.74791,-0.26878,-0.03845,-1.3807,-0.82668,-0.61125,-1.1006,-1.20548,1.5418,2.98877,2.89738,3.0473,2.76682,1
peptide_pm_285,-0.62956,-0.23214,-0.6232,-0.31254,-0.14093,0.61618,-0.50571,-0.76835,-0.2434,0.12311,0.58351,0.25274,-0.47765,-0.28638,0.37777,-0.67275,0.75541,0.17434,-0.41377,0.2098,0.30334,0.47368,-0.55465,-0.23569,0.23168,-0.35913,0.08691,-0.65946,-0.219,-0.39386,1
peptide_pm_286,-0.73793,0.21538,-0.54117,-0.72128,0.52653,0.52532,-1.01156,0.37632,0.83213,0.70509,-0.21458,0.995,0.67078,0.02045,-0.70374,-0.34987,0.42894,-0.72,0.34928,0.86952,0.18958,0.12318,0.54527,0.48097,-0.41482,-0.36215,0.6715,0.65794,0.63728,1.0575,1
peptide_pm_287,2.30303,0.92232,0.59853,2.01616,2.16474,1.52733,-0.93818,0.34303,0.04052,0.28843,0.27208,2.11511,2.36635,0.97937,0.69126,-1.45951,-1.12096,0.04019,-0.7133,-0.43378,0.03007,0.30907,-0.1324,-0.38651,-0.47502,0.14493,1.46323,1.00936,1.66352,1.31831,1
peptide_pm_288,1.16681,2.29003,0.02198,1.54629,2.1416,0.52536,1.40696,1.71977,2.31885,1.49004,1.26493,-0.26804,-0.47017,1.207,1.41974,0.39885,0.83509,1.407,-0.08824,0.92159,1.20908,1.12436,0.9588,0.89173,0.41624,-0.84125,-0.59031,-0.26521,-0.1431,-0.14993,1
peptide_pm_289,0.40331,-0.91815,-0.74282,-0.0085,-0.2315,0.02394,0.72762,0.73439,-0.10377,-0.54193,-1.40303,0.61359,0.60609,-0.92297,-2.02284,-0.27443,1.08718,0.56778,-1.03211,-1.29623,-0.7459,-1.27388,-0.88276,-0.17456,-0.01989,0.57944,1.28356,-0.35729,0.86153,1.22642,1
peptide_pm_290,-0.93936,-0.28618,-0.2579,0.41697,0.11061,0.39578,-0.36352,-0.93125,1.25069,0.76197,-0.80215,-0.3919,0.31633,-1.00393,-1.96919,0.33484,-0.25676,-0.64327,0.00726,-0.47959,-1.52688,0.26094,1.0263,0.16397,-0.74671,1.27558,-2.29621,0.99167,-0.82309,0.86274,1
peptide_pm_291,0.82621,-0.12879,-1.17433,0.1109,1.18897,-0.81185,2.43729,1.22477,0.28908,-0.48687,1.0963,-0.41214,-0.05146,1.439,0.10986,0.74742,-1.17121,0.92065,0.58498,-0.01102,0.78068,1.27447,0.30495,0.42315,-0.20829,-1.20159,-0.20153,-0.23027,-0.06286,0.12674,1
peptide_pm_292,1.69836,0.39397,-1.98676,1.11796,1.18979,0.97961,0.67159,-2.42056,-0.78222,1.56328,-1.38007,1.01347,1.21526,-0.49251,0.75778,-1.13368,-0.29859,-1.01353,-0.02436,0.21344,-0.89401,-0.65125,-1.64902,-2.66357,-0.88558,1.14232,2.60776,1.56421,1.96857,1.74038,1
peptide_pm_293,1.16405,2.03707,-0.38581,1.02025,1.66315,0.26455,1.89537,1.51192,1.66549,1.50515,1.01178,-0.34757,-0.34933,1.86026,1.53193,1.03939,0.3896,1.76811,0.75609,0.47128,0.53235,1.50631,1.6126,1.17244,0.13358,-0.81735,-0.2617,0.06863,0.20236,-0.7655,1
peptide_pm_294,-0.83281,2.06979,0.37255,-1.71925,-1.67587,0.42794,-0.63497,-1.07853,-1.48935,-1.28077,-1.63511,-0.37829,0.70432,2.77479,2.84248,-0.68374,0.74248,-0.33754,0.07004,-0.48058,-2.732,-0.81357,-2.45216,-0.87922,1.04658,2.53571,-0.34536,1.19148,-1.02151,-2.46021,1
peptide_pm_295,1.57839,1.37572,2.32277,0.88293,-0.50823,-2.44184,-1.68566,-2.9618,-4.31329,-2.40863,-1.72626,-0.32246,-0.116,0.17427,2.05435,0.60683,1.94206,1.93664,1.03982,0.31807,0.45321,-1.41071,-1.9403,-0.27297,0.30584,0.62878,0.20613,-2.80111,0.0199,0.24638,1
peptide_pm_296,0.06455,-0.66469,-0.95591,0.76981,0.18773,0.0801,-0.82581,0.33933,0.6482,-0.28392,-0.94867,0.92897,-0.54781,-1.23859,-0.08092,-1.09142,-0.08536,-0.30652,-0.32823,0.44402,-0.10307,-0.55308,0.01202,-0.35465,-0.67991,-0.03422,0.06152,0.39084,0.85307,0.05751,1
peptide_pm_297,-0.39467,-0.53914,1.44633,-1.72309,-1.01347,0.29286,1.73771,0.2778,0.61763,-0.32778,-0.5407,-4.33331,0.59658,-1.96523,3.38259,-0.77577,0.21195,0.31363,0.16114,-0.89319,-2.74358,0.22751,-1.30991,1.36327,2.08239,3.63639,0.01265,1.12923,-4.48794,-3.85447,1
peptide_pm_298,2.71662,1.00674,0.12092,1.76444,2.61584,-1.61546,0.73898,-3.63012,-1.96701,-1.15665,-1.83007,2.78637,2.32657,1.77957,-0.06536,-0.50929,-0.35291,0.2547,0.99115,1.39877,-0.26129,-0.94186,-1.32915,-3.23129,-1.49342,0.52499,0.29536,0.49835,0.06566,1.52911,1
peptide_pm_299,1.80151,-0.623,-1.95884,2.56686,0.98595,-0.03268,-0.31515,-1.11257,0.49334,0.21481,-1.63817,0.23978,2.54723,1.03337,-0.78467,-1.18224,0.18899,-0.01922,-0.05588,-0.35192,-0.41931,-1.18928,-0.27383,-1.63846,-1.00586,0.77949,0.19644,-0.16233,-0.04764,1.00008,1
peptide_pm_300,1.98766,0.88202,-2.11019,1.20182,3.02417,-1.16566,2.87189,-0.04,-3.59412,0.36485,-0.48384,-0.08906,0.9744,1.69647,-0.6747,0.55898,-1.30444,-1.52103,0.32893,1.55942,-0.25918,2.01394,-0.38165,-0.78485,-1.30966,-0.49702,-0.37219,0.23692,-0.65274,0.84826,1
peptide_pm_301,1.26528,0.25619,-2.54255,0.68147,2.41051,1.37674,-0.4717,-1.89149,0.2725,2.22276,-1.48616,0.49516,1.77207,0.07373,-1.20754,-1.40885,-0.2877,-1.05326,-0.68838,0.76312,-1.15755,-1.42954,-0.25719,-0.8684,-1.66221,1.06236,2.39098,1.33798,2.02758,2.73356,1
peptide_pm_302,0.11442,-0.15823,-0.53083,-1.09725,-1.23323,2.01941,0.64676,0.45609,-0.53841,-1.38229,-0.87107,-0.65526,-0.34245,-0.83697,-0.28557,0.20197,-0.42475,-0.07169,-0.08858,-1.6621,-0.80996,0.86638,0.20175,0.35279,1.80457,0.954,1.75118,2.06247,1.56795,0.98564,1
peptide_pm_303,-0.54083,-0.13471,-0.87172,-0.21278,0.01227,0.05859,0.52248,0.24708,-0.37739,0.1768,-0.89105,0.82726,-0.32329,-0.46106,-0.20386,-0.80938,0.67472,-0.21293,-0.50764,-0.65508,0.08045,0.0124,0.22641,0.60391,0.7464,0.15942,0.40803,0.92321,0.25282,0.1678,1
peptide_pm_304,-0.69613,-0.22145,1.17915,-1.36355,-1.07902,0.28273,0.17093,0.20667,0.44485,-0.78154,-0.80927,-3.47774,0.73281,-1.77921,2.89157,1.21091,0.30674,-0.91676,0.90448,-1.9234,-3.21367,0.40608,1.69887,-1.20309,-0.03399,3.20291,-0.7898,-0.36516,-2.1858,-2.96149,1
peptide_pm_305,0.26192,0.78745,0.42871,1.0565,-0.28387,0.06726,1.72682,-0.3482,-0.7504,-0.61276,-0.8731,-0.66308,-0.49012,0.44993,1.90296,0.19019,0.38865,1.08095,1.18218,-0.28824,-1.12783,-1.1266,-2.03562,-0.81706,0.38854,0.15389,2.42517,1.67053,0.83088,0.36516,1
peptide_pm_306,-0.77166,0.08216,-0.37379,-1.22689,-0.81937,-1.64804,0.71817,1.34752,-1.14226,0.28459,-0.06526,-0.81405,0.36724,0.03264,0.11643,1.82374,-1.6566,1.25008,0.25105,0.26381,-0.46468,0.14625,-0.42745,0.23762,2.10312,-0.06,-0.3249,-1.2663,0.14284,-0.23787,1
peptide_pm_307,1.69836,-0.46213,-1.98676,2.06596,1.10116,0.97961,0.09394,-2.58238,-0.28425,1.52234,-1.38007,2.24703,2.22871,-1.15157,0.71254,-1.13368,-0.58031,-1.01353,-0.33754,0.71107,-0.89401,0.08459,-1.12374,-1.28968,-0.27716,1.14232,1.94689,1.56421,3.09766,1.92012,1
peptide_pm_308,-1.1534,1.03323,0.46768,-0.84555,-0.6371,-0.33203,-0.15738,0.27475,0.1173,0.44302,0.63086,-0.0713,-1.03081,-0.37338,-0.55504,-0.27935,0.17606,0.63668,0.08477,0.24339,-0.28073,-1.47447,-0.20678,-1.42057,0.1158,1.2644,-0.89341,-0.84815,-0.48941,-0.41258,1
peptide_pm_309,1.34673,0.64997,-1.56052,1.12981,1.65911,-1.47529,-1.07612,2.10752,2.53392,0.00109,0.75652,0.32848,-0.26996,0.84477,-0.17659,1.36661,0.35737,-0.30494,-1.15762,0.48259,0.53004,-0.5456,0.52775,-0.44311,3.07123,-1.21446,-0.76901,0.03204,-0.4324,-0.3079,1
peptide_pm_310,1.72751,0.40489,-2.26244,0.7451,1.71113,-0.89381,-1.84893,2.37965,2.69299,-2.03974,-0.17373,0.67749,0.23053,0.68137,0.63934,1.2964,-0.88213,-1.03062,-0.5621,-0.975,-0.0926,1.23716,2.42354,-1.21933,1.31903,-0.26388,-0.46801,0.35238,1.42317,-0.83881,1
peptide_pm_311,0.28169,-0.03468,-0.15191,-0.39777,0.87774,0.23661,1.36716,0.12261,-0.6754,1.48721,0.53016,0.40508,0.00829,-0.21687,0.13647,0.98309,0.10495,-0.50411,2.18622,0.374,0.18835,0.78635,1.08733,0.23766,1.06015,-0.47532,-0.01609,-0.15888,0.11151,0.03711,1
peptide_pm_312,1.61293,-0.5999,-1.63578,2.20261,1.65631,1.39563,-1.04934,-1.49864,-0.31707,1.5192,-0.73093,1.72872,2.2101,-0.19043,0.61231,-1.45482,-0.56942,-0.84999,-1.00292,0.40795,-0.64266,-0.6937,0.01492,-0.99789,-0.64585,0.54666,1.73011,1.10961,2.11518,2.05383,1
peptide_pm_313,-0.41433,-0.62448,-0.93888,0.36492,0.31011,-0.08603,0.14788,0.13294,-0.21647,0.4408,-0.8869,1.03488,-0.44595,-0.19497,-0.4291,-0.95835,0.52071,-0.22621,-0.48775,-0.62023,-0.03876,-0.23607,0.25278,0.81169,0.54494,0.1397,0.45411,0.80407,0.25832,0.10735,1
peptide_pm_314,0.73829,-0.65588,-1.39575,0.04032,0.51363,-0.12216,0.14043,0.1737,-0.24874,0.75518,-1.46515,0.64125,-0.60441,0.05168,-0.04247,-1.35078,-0.49787,-0.59899,-0.91836,-0.70233,-0.76673,-0.08063,0.51743,0.28026,-0.37235,0.41903,0.46357,0.75832,-0.41593,0.26868,1
peptide_pm_315,2.00407,-1.71602,-1.54948,1.4236,0.502,-0.41379,-1.57943,-1.52346,0.64993,-0.31203,-1.95044,0.08877,1.27098,1.29287,-0.7981,-0.60429,0.21922,0.75345,0.10909,0.40501,-0.85353,-2.38264,-0.70768,-1.73855,-0.3691,0.79877,1.39835,-0.16139,0.68842,1.0273,1
peptide_pm_316,1.41014,-1.53738,-0.8819,1.47052,-0.34417,-0.01845,0.24063,-0.61155,0.06718,0.76072,-1.60826,-0.05476,1.47304,0.11216,0.21968,-1.12626,0.0202,-0.84535,-0.34752,-0.03486,-0.75746,-1.24354,0.20204,-0.57114,-1.50939,0.65166,0.25138,0.84589,0.67323,0.58636,1
peptide_pm_317,-0.5584,-1.2311,0.6745,-0.55546,-1.75919,1.25917,-0.74598,0.35497,-0.13677,-1.19887,-0.77356,-0.42473,-1.57759,-0.30082,0.63594,-1.02693,-1.01115,-0.99166,0.16971,-0.19118,-0.4503,-0.10843,0.98108,0.29676,0.30652,0.58851,0.11181,-0.4939,0.48182,-0.01584,1
peptide_pm_318,-0.04912,-0.79333,-1.13512,0.08768,1.00958,-0.51592,-0.6294,0.96335,-0.83527,-0.65999,0.30628,0.56745,-0.88749,-0.35477,0.64523,0.91355,0.68327,0.40307,-0.49905,0.72019,-0.17706,-0.07036,-0.09698,1.15769,-0.61801,0.33246,-1.88086,0.88805,-1.04528,0.64816,1
peptide_pm_319,2.49145,-0.05538,2.14672,0.02666,3.28678,-4.14807,2.19158,-2.14816,-1.3856,-1.79176,-1.22892,2.26783,-0.57378,2.26326,-1.89547,1.47445,-2.15405,0.60848,0.3414,0.78837,0.60849,-2.5871,2.01379,-2.76304,1.86845,-0.62582,-1.17276,-0.0574,-0.88053,0.52143,1
peptide_pm_320,1.6434,-0.66899,-1.71209,1.77758,1.60521,1.18031,0.03803,-1.15685,0.87422,1.04356,-1.36551,1.38343,1.56009,-0.31846,-1.10033,-1.22368,0.25954,-0.52997,-0.39679,-0.20998,-0.96412,-1.22386,-1.32026,-1.33707,-1.80444,1.18411,2.29208,2.51061,2.72509,2.55921,1
peptide_pm_321,0.41566,-1.49228,0.1859,0.28804,-0.46551,-0.56145,0.50956,-0.04912,1.13984,1.08502,-0.48437,0.9096,1.18092,0.2448,0.09082,1.39051,2.47467,1.98333,1.04506,0.68333,0.1931,-0.40982,0.46395,0.70581,0.71028,-0.03456,0.69396,0.87516,0.93403,0.2864,1
