,GDPC_alphaticr.alphaticr,GDPC_alphaticr.aromatic,GDPC_alphaticr.postivecharger,GDPC_alphaticr.negativecharger,GDPC_alphaticr.uncharger,GDPC_aromatic.alphaticr,GDPC_aromatic.aromatic,GDPC_aromatic.postivecharger,GDPC_aromatic.negativecharger,GDPC_aromatic.uncharger,GDPC_postivecharger.alphaticr,GDPC_postivecharger.aromatic,GDPC_postivecharger.postivecharger,GDPC_postivecharger.negativecharger,GDPC_postivecharger.uncharger,GDPC_negativecharger.alphaticr,GDPC_negativecharger.aromatic,GDPC_negativecharger.postivecharger,GDPC_negativecharger.negativecharger,GDPC_negativecharger.uncharger,GDPC_uncharger.alphaticr,GDPC_uncharger.aromatic,GDPC_uncharger.postivecharger,GDPC_uncharger.negativecharger,GDPC_uncharger.uncharger,y
peptide_pm_239,-0.54881,0.13996,-0.04537,-0.64811,-0.20816,-0.76325,-0.31118,2.58518,-0.32148,-0.51381,0.55833,1.85883,2.13897,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.13654,-0.58647,-0.72645,-0.50514,-0.12973,1
peptide_pm_240,1.79931,-0.68562,-0.4132,-0.64811,1.66156,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,-0.38658,-0.5271,-0.66495,-0.42706,0.39905,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.93912,-0.58647,0.494,-0.50514,-0.63352,1
peptide_pm_241,1.1477,-0.68562,-0.12044,-0.64811,-1.37673,-0.76325,-0.31118,2.36321,-0.32148,-0.51381,0.95535,2.42691,1.41796,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_242,-1.35851,-0.68562,1.06088,-0.64811,-1.37673,-0.76325,1.55825,3.73008,-0.32148,-0.51381,1.17267,3.82618,0.10244,-0.42706,0.45826,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,0.61505,-0.72645,-0.50514,0.05588,1
peptide_pm_243,1.79931,0.38764,0.95302,-0.64811,-0.61716,0.2054,-0.31118,-0.52241,-0.32148,-0.51381,1.05858,-0.5271,0.06407,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.53283,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_244,0.39584,1.10315,1.18073,-0.64811,-1.37673,-0.76325,-0.31118,1.16086,-0.32148,-0.51381,1.29944,-0.5271,0.55008,-0.42706,1.14904,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.04218,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_245,0.68823,0.20876,1.74999,-0.64811,-1.37673,0.85116,1.16879,-0.52241,-0.32148,-0.51381,1.29944,-0.5271,1.76511,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_246,-0.89069,-0.68562,-0.1855,-0.64811,0.6488,-0.76325,-0.31118,-0.52241,-0.32148,2.53688,0.81772,0.85144,1.2791,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.28751,2.45739,0.90082,-0.50514,-0.63352,1
peptide_pm_247,-0.35603,0.33653,0.20485,-0.64811,0.07007,-0.76325,1.38021,1.40133,-0.32148,-0.51381,1.64352,-0.5271,0.72366,-0.42706,0.34548,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.13305,-0.58647,0.43589,-0.50514,-0.63352,1
peptide_pm_248,0.98062,0.20876,0.04221,-0.64811,-0.74376,0.04396,1.16879,-0.52241,-0.32148,1.39288,0.09514,-0.5271,-0.05743,1.0574,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.6555,0.36474,0.2906,-0.50514,-0.08774,1
peptide_pm_249,0.14521,-0.68562,-0.12044,-0.64811,0.79348,0.62053,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,-0.5271,2.45941,-0.42706,0.88118,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.21741,1.04417,-0.72645,-0.50514,0.3021,1
peptide_pm_250,0.10344,-0.68562,2.31925,-0.64811,-1.37673,-0.76325,-0.31118,0.31922,-0.32148,-0.51381,2.50373,0.33449,2.37263,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_251,-0.89069,-0.68562,-0.1855,-0.64811,0.6488,-0.76325,-0.31118,-0.52241,-0.32148,2.53688,0.81772,0.85144,1.2791,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.6938,0.93546,0.90082,-0.50514,-0.63352,1
peptide_pm_252,0.74671,-0.68562,3.00236,-0.64811,-1.37673,1.17404,-0.31118,-0.52241,-0.32148,-0.51381,1.78116,1.54071,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_253,-0.77373,-0.68562,-1.09631,-0.64811,1.15518,0.85116,-0.31118,2.84414,-0.32148,1.39288,-1.10916,1.19608,0.55008,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,5.12077,-0.72645,-0.50514,-0.63352,1
peptide_pm_254,-0.89069,-0.68562,-0.1855,-0.64811,0.6488,-0.76325,-0.31118,-0.52241,-0.32148,2.53688,0.81772,0.85144,1.2791,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.28751,0.93546,0.90082,-0.50514,0.23972,1
peptide_pm_255,1.1477,0.84761,0.85544,-0.64811,-1.37673,-0.76325,-0.31118,0.9204,-0.32148,-0.51381,0.95535,-0.5271,0.3765,-0.42706,0.88118,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.21741,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_256,-0.81871,-0.68562,-0.04537,-0.64811,0.96042,-0.76325,-0.31118,-0.52241,-0.32148,3.00622,-1.10916,1.06352,1.57818,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.99574,1.1696,1.15117,-0.50514,-0.63352,1
peptide_pm_257,-0.60665,-0.68562,-1.09631,0.17539,1.33603,-0.76325,-0.31118,-0.52241,-0.32148,0.30334,-1.10916,-0.5271,-0.14422,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,0.58614,1.35968,0.22885,0.1453,-0.50514,3.57678,1
peptide_pm_258,-0.35603,0.08099,0.3675,0.99889,0.25092,-0.07136,-0.31118,-0.52241,-0.32148,-0.51381,-0.0769,-0.5271,-0.66495,-0.42706,1.68475,-0.628,-0.30483,-0.41086,-0.27412,1.6807,1.35968,-0.58647,1.01705,-0.50514,-0.63352,1
peptide_pm_259,1.19327,-0.68562,0.76672,-0.64811,-1.37673,-0.76325,-0.31118,0.39574,1.9986,-0.51381,0.20462,-0.5271,0.66054,-0.42706,1.31949,0.38663,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,1.48889,-0.72645,-0.50514,-0.63352,1
peptide_pm_260,-0.48134,0.65595,0.61147,0.79302,0.5222,1.65836,-0.31118,-0.52241,-0.32148,-0.51381,-0.20593,-0.5271,0.24632,-0.42706,-0.72594,0.76712,-0.30483,-0.41086,-0.27412,-0.50842,0.57113,-0.58647,-0.72645,-0.50514,0.18515,1
peptide_pm_261,-0.00031,-0.68562,1.54799,0.0957,-0.39664,-0.13831,-0.31118,0.12918,-0.32148,-0.51381,2.1541,0.13994,-0.19462,-0.42706,-0.00014,-0.628,-0.30483,0.82083,-0.27412,-0.50842,-0.31916,-0.58647,0.06094,-0.50514,-0.63352,1
peptide_pm_262,-0.77373,-0.68562,-1.09631,-0.64811,-0.11078,-0.76325,2.64875,1.16086,-0.32148,1.39288,-1.10916,-0.5271,2.98014,-0.42706,1.14904,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,3.21836,1.30764,-0.50514,-0.63352,1
peptide_pm_263,0.85751,0.44413,1.06088,-0.64811,0.22237,0.25638,-0.31118,-0.52241,-0.32148,-0.51381,1.93328,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.4941,-0.58647,0.55824,-0.50514,-0.63352,1
peptide_pm_264,1.94379,-0.68562,2.922,-0.64811,-1.37673,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,2.29121,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_265,-0.4016,-0.19778,1.07723,-0.12407,0.00431,0.11734,-0.31118,0.39574,-0.32148,-0.51381,1.18996,-0.5271,-0.00221,1.19235,-0.21458,0.89395,0.61355,-0.41086,0.39273,-0.50842,-0.93428,-0.06763,-0.1717,0.12459,-0.63352,1
peptide_pm_266,-0.18895,-0.68562,1.74999,-0.64811,-0.74376,-0.76325,-0.31118,0.31922,-0.32148,-0.51381,2.50373,0.33449,2.37263,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,0.2906,-0.50514,-0.63352,1
peptide_pm_267,0.85751,1.57388,-1.09631,-0.64811,0.22237,0.25638,-0.31118,0.54071,-0.32148,0.69041,-0.34855,-0.5271,0.10244,-0.42706,0.45826,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.28062,-0.58647,0.55824,-0.50514,-0.63352,1
peptide_pm_268,-0.18895,-0.68562,1.18073,-0.64811,-1.37673,2.46557,2.64875,-0.52241,-0.32148,1.39288,0.09514,2.91925,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,1.30764,-0.50514,-0.63352,1
peptide_pm_269,0.39584,3.33911,-1.09631,-0.64811,-1.37673,2.86917,-0.31118,-0.52241,-0.32148,-0.51381,-0.20593,-0.5271,3.89141,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_270,0.98062,-0.68562,1.63614,-0.64811,-0.36397,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,0.81772,-0.5271,-0.66495,-0.42706,0.77404,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.6938,-0.58647,-0.72645,-0.50514,0.23972,1
peptide_pm_271,0.11883,0.44413,-1.09631,-0.64811,1.82147,1.27601,-0.31118,0.54071,-0.32148,-0.51381,-1.10916,-0.5271,0.10244,-0.42706,0.45826,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,1.05533,0.61505,-0.72645,-0.50514,0.05588,1
peptide_pm_272,1.09757,1.4609,-1.09631,-0.64811,-0.61716,0.2054,-0.31118,-0.52241,2.23061,0.6302,-1.10916,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,1.71561,-0.41086,-0.27412,-0.50842,0.93912,-0.58647,-0.72645,-0.50514,1.33129,1
peptide_pm_273,1.94379,-0.68562,2.11833,-0.64811,-1.37673,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,3.1413,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_274,-0.02187,0.33653,0.85544,-0.64811,-0.65333,-0.76325,1.38021,1.40133,-0.32148,-0.51381,1.64352,-0.5271,0.72366,-0.42706,0.34548,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.13305,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_275,-1.35851,4.85379,-1.09631,-0.64811,-1.37673,-0.76325,-0.31118,4.69032,-0.32148,-0.51381,2.62028,-0.5271,2.62739,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_276,0.64646,-0.68562,2.80719,-0.64811,-1.37673,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,3.01986,-0.5271,1.41796,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_277,0.48817,-0.68562,1.06088,-0.64811,0.22237,0.25638,-0.31118,-0.52241,-0.32148,-0.51381,1.93328,0.56122,0.10244,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,1.84292,-0.50514,-0.63352,1
peptide_pm_278,1.11821,-0.68562,2.922,-0.64811,-1.37673,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,3.99139,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_279,-0.51643,-0.68562,1.08965,-0.64811,-0.76907,0.01167,-0.31118,1.09353,-0.32148,-0.51381,-0.53109,0.30003,-0.08174,-0.42706,3.77401,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.49754,1.23985,-0.72645,-0.50514,-0.10957,1
peptide_pm_280,1.5654,1.10315,-1.09631,-0.64811,1.15518,0.85116,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,1.18445,-0.58647,-0.72645,-0.50514,0.45804,1
peptide_pm_281,-0.60665,-0.68562,-1.09631,0.17539,0.79348,-0.76325,-0.31118,-0.52241,-0.32148,0.30334,-1.10916,-0.5271,-0.66495,-0.42706,0.88118,-0.628,-0.30483,-0.41086,-0.27412,0.58614,0.83398,0.22885,1.01705,-0.50514,3.57678,1
peptide_pm_282,1.64894,-0.68562,2.80719,-0.64811,-1.37673,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,3.01986,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_283,-0.77373,-0.68562,-1.09631,-0.64811,1.15518,0.85116,-0.31118,2.84414,-0.32148,1.39288,-1.10916,1.19608,0.55008,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,5.12077,-0.72645,-0.50514,-0.63352,1
peptide_pm_284,0.04497,-0.68562,2.31925,-0.64811,-1.37673,-0.76325,-0.31118,0.48755,-0.32148,-0.51381,2.50373,0.50681,2.25112,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_285,0.57732,0.05456,-0.6252,0.14699,1.24249,-0.76325,-0.31118,-0.52241,-0.32148,0.27517,0.88416,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,0.5484,0.2539,-0.58647,1.79862,-0.50514,-0.18184,1
peptide_pm_286,1.76033,0.10939,0.92772,-0.64811,-0.81409,-0.76325,-0.31118,0.22571,-0.32148,-0.51381,1.03182,-0.5271,-0.12494,-0.42706,0.10738,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.17847,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_287,1.11821,0.57704,2.11833,-0.64811,-1.37673,0.37634,-0.31118,-0.52241,-0.32148,-0.51381,3.1413,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_288,1.7116,-0.68562,-0.24242,-0.64811,1.47167,0.44756,-0.31118,-0.52241,-0.32148,-0.51381,-0.20593,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,1.49111,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_289,0.74671,-0.68562,0.26991,-0.64811,-1.37673,-0.76325,-0.31118,1.49752,-0.32148,-0.51381,1.05858,-0.5271,1.5221,-0.42706,1.52403,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,1.69643,-0.72645,-0.50514,-0.63352,1
peptide_pm_290,-1.07782,-0.68562,-0.00333,-0.64811,1.0539,0.01167,-0.31118,0.28556,-0.32148,-0.51381,-0.53109,0.30003,-0.66495,0.99802,1.97403,0.26488,-0.30483,-0.41086,-0.27412,-0.50842,0.49754,0.32669,3.179,-0.50514,-0.10957,1
peptide_pm_291,0.98062,0.74539,-0.1855,-0.64811,0.6488,0.52828,-0.31118,-0.52241,-0.32148,-0.51381,-0.14572,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.6938,-0.58647,-0.72645,-0.50514,1.11297,1
peptide_pm_292,0.04497,-0.68562,1.63614,-0.64811,-1.37673,1.17404,-0.31118,-0.52241,-0.32148,-0.51381,1.78116,1.54071,2.25112,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_293,2.73497,-0.68562,0.04221,-0.64811,-0.11078,0.85116,-0.31118,-0.52241,-0.32148,-0.51381,0.09514,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.04218,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_294,-1.35851,1.10315,-1.09631,-0.64811,-1.37673,-0.76325,2.64875,1.16086,-0.32148,-0.51381,-1.10916,-0.5271,2.98014,-0.42706,3.02402,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.04218,-0.58647,1.30764,-0.50514,1.5496,1
peptide_pm_295,-0.77373,1.10315,-1.09631,-0.64811,-0.11078,-0.76325,-0.31118,2.84414,-0.32148,3.29956,-1.10916,1.19608,0.55008,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.04218,3.21836,-0.72645,-0.50514,-0.63352,1
peptide_pm_296,-0.51643,-0.68562,1.08965,-0.64811,-0.76907,0.01167,-0.31118,1.09353,-0.32148,-0.51381,-0.53109,0.30003,-0.08174,3.84819,1.07404,1.15775,1.31153,-0.41086,-0.27412,-0.50842,-0.68003,0.32669,-0.72645,-0.50514,-0.10957,1
peptide_pm_297,-1.35851,-0.68562,-1.09631,-0.64811,0.00431,-0.76325,-0.31118,-0.52241,-0.32148,5.72624,-1.10916,1.35273,1.98603,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.06933,3.56425,1.49256,-0.50514,-0.63352,1
peptide_pm_298,-1.35851,1.4609,1.63614,-0.64811,-1.37673,5.04862,-0.31118,1.49752,-0.32148,-0.51381,-1.10916,3.60852,0.79309,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_299,-0.89069,-0.68562,0.72532,-0.64811,-0.36397,0.52828,2.05676,0.82421,-0.32148,-0.51381,0.81772,3.60852,1.2791,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,0.90082,-0.50514,-0.63352,1
peptide_pm_300,-0.18895,-0.68562,0.04221,-0.64811,-0.11078,2.46557,2.64875,-0.52241,-0.32148,1.39288,0.09514,1.19608,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,1.31594,1.30764,-0.50514,-0.63352,1
peptide_pm_301,-0.65677,1.4609,0.26991,-0.64811,-1.37673,1.17404,-0.31118,1.49752,-0.32148,-0.51381,1.78116,1.54071,2.25112,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_302,0.14521,-0.68562,1.83131,-0.64811,-0.29163,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,0.95535,-0.5271,1.41796,-0.42706,0.88118,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.21741,-0.58647,1.01705,-0.50514,-0.63352,1
peptide_pm_303,-0.51643,-0.68562,0.54316,-0.64811,0.44624,0.01167,-0.31118,0.28556,-0.32148,-0.51381,0.04697,0.30003,0.50148,-0.42706,1.07404,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.49754,0.32669,-0.72645,-0.50514,0.93832,1
peptide_pm_304,-0.89069,-0.68562,-0.1855,-0.64811,0.6488,-0.76325,-0.31118,-0.52241,-0.32148,2.53688,0.81772,0.85144,1.2791,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.6938,0.93546,0.90082,-0.50514,-0.63352,1
peptide_pm_305,0.14521,-0.68562,-0.12044,-0.64811,0.79348,0.62053,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,-0.5271,2.45941,-0.42706,0.88118,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.21741,1.04417,-0.72645,-0.50514,0.3021,1
peptide_pm_306,-0.4016,1.26576,0.76672,0.39998,-0.68621,1.87851,1.30333,-0.52241,-0.32148,-0.51381,-0.45227,0.41282,-0.00221,-0.42706,0.29678,0.38663,-0.30483,-0.41086,-0.27412,-0.50842,0.06933,-0.58647,-0.72645,-0.50514,-0.03813,1
peptide_pm_307,0.04497,-0.68562,3.00236,-0.64811,-1.37673,1.17404,-0.31118,-0.52241,-0.32148,-0.51381,1.78116,1.54071,0.79309,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_308,-0.63258,0.05456,-1.09631,0.14699,1.24249,-0.09521,-0.31118,0.17411,-0.32148,-0.51381,-0.61083,-0.5271,-0.66495,-0.42706,0.82577,-0.628,-0.30483,-0.41086,-0.27412,0.5484,1.26905,0.20074,0.95693,-0.50514,1.62488,1
peptide_pm_309,0.98062,2.89192,-1.09631,-0.64811,-0.11078,0.85116,-0.31118,1.16086,-0.32148,-0.51381,0.09514,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.04218,-0.58647,-0.72645,-0.50514,0.45804,1
peptide_pm_310,0.39584,2.89192,1.18073,-0.64811,-1.37673,-0.76325,-0.31118,1.16086,-0.32148,-0.51381,1.29944,-0.5271,-0.66495,-0.42706,1.14904,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.04218,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_311,1.94379,-0.68562,1.31467,-0.64811,-0.48312,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,0.59103,-0.5271,-0.66495,-0.42706,0.59757,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.4629,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_312,-0.65677,1.4609,1.63614,-0.64811,-1.37673,1.17404,-0.31118,1.49752,-0.32148,-0.51381,1.78116,1.54071,0.79309,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_313,-0.51643,-0.68562,0.54316,-0.64811,0.44624,0.01167,-0.31118,0.28556,-0.32148,-0.51381,0.04697,0.30003,0.50148,-0.42706,1.07404,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.49754,0.32669,-0.72645,-0.50514,0.93832,1
peptide_pm_314,-1.35851,-0.68562,1.06088,-0.64811,-0.57718,1.27601,-0.31118,0.54071,-0.32148,-0.51381,-0.34855,2.73786,0.86983,-0.42706,1.64245,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.4941,0.61505,0.55824,-0.50514,0.05588,1
peptide_pm_315,-1.35851,2.38084,-1.09631,0.99889,-1.37673,-0.76325,-0.31118,3.80602,-0.32148,1.12049,1.98761,-0.5271,1.41796,-0.42706,-0.72594,-0.628,-0.30483,2.31646,-0.27412,-0.50842,-1.26881,1.04417,-0.72645,-0.50514,-0.63352,1
peptide_pm_316,-0.94572,0.57704,0.51101,-0.64811,-0.48312,0.37634,-0.31118,1.85398,-0.32148,-0.51381,1.44112,3.12197,1.05039,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,0.70938,-0.50514,-0.63352,1
peptide_pm_317,-1.35851,-0.68562,-0.12044,-0.64811,1.87858,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,0.95535,-0.5271,0.3765,-0.42706,0.88118,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.21741,-0.58647,4.50406,-0.50514,1.23772,1
peptide_pm_318,0.67879,-0.68562,-0.21488,0.0957,0.58346,-0.76325,-0.31118,0.78077,-0.32148,-0.51381,0.28938,0.13994,-0.66495,0.7222,-0.00014,0.09206,-0.30483,0.82083,-0.27412,-0.50842,-0.31916,0.14995,0.06094,-0.50514,-0.21098,1
peptide_pm_319,-0.65677,5.75395,-1.09631,-0.64811,-1.37673,5.04862,-0.31118,3.51745,-0.32148,-0.51381,-1.10916,1.54071,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_320,0.39584,-0.68562,1.18073,-0.64811,-1.37673,-0.76325,-0.31118,1.16086,-0.32148,-0.51381,2.50373,1.19608,1.76511,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_321,1.22684,0.44413,-0.37725,-0.64811,-0.57718,-0.76325,-0.31118,1.60383,-0.32148,-0.51381,1.17267,0.56122,0.10244,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.4941,-0.58647,-0.72645,-0.50514,0.05588,1
peptide_pm_322,-0.60665,-0.68562,-1.09631,0.17539,1.33603,-0.76325,-0.31118,-0.52241,-0.32148,0.30334,-1.10916,-0.5271,-0.66495,0.84534,-0.72594,0.16921,-0.30483,-0.41086,-0.27412,0.58614,0.83398,0.22885,0.1453,-0.50514,3.57678,1
peptide_pm_323,0.26089,-0.68562,1.00557,-0.64811,0.96042,0.72698,-0.31118,-0.52241,-0.32148,-0.51381,1.11416,-0.5271,0.45662,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.13654,1.1696,-0.72645,-0.50514,-0.63352,1
peptide_pm_324,0.74671,1.4609,1.63614,-0.64811,-1.37673,0.2054,1.46478,0.48755,-0.32148,-0.51381,2.50373,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_325,-0.38387,-0.68562,0.04221,-0.00761,-0.53276,-0.22511,0.67546,0.59977,-0.32148,-0.51381,0.09514,-0.5271,0.14507,2.54186,1.14904,-0.628,3.06258,0.64976,-0.27412,0.34291,-0.85993,-0.58647,1.30764,0.26453,-0.63352,1
peptide_pm_326,1.44844,0.38764,0.26991,-0.64811,0.90199,0.2054,-0.31118,-0.52241,-0.32148,-0.51381,0.336,-0.5271,0.06407,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.20315,-0.58647,-0.72645,-0.50514,-0.63352,1
