,RRI_A,RRI_C,RRI_D,RRI_E,RRI_F,RRI_G,RRI_H,RRI_I,RRI_K,RRI_L,RRI_M,RRI_N,RRI_P,RRI_Q,RRI_R,RRI_S,RRI_T,RRI_V,RRI_W,RRI_Y,y
peptide_nm_346,0.38993,-0.96082,-0.76643,-0.8251,-0.5586,-0.68665,0.90502,-1.44572,-0.60849,0.64478,-0.04018,-1.36215,1.62389,-1.11359,-0.91026,1.91617,-0.95204,-0.71188,1.39399,0.61723,0
peptide_nm_347,0.38993,-0.96082,-0.76643,1.09445,1.79018,1.28645,0.90502,0.48997,-0.60849,0.64478,-1.99301,0.13784,-0.55316,-1.11359,1.00738,0.69228,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_348,1.08264,0.64656,-0.76643,1.09445,-0.5586,1.28645,0.90502,-1.44572,1.52179,-1.2963,-1.99301,0.13784,-0.55316,-1.11359,1.00738,1.91617,-0.95204,-0.71188,1.39399,0.61723,0
peptide_nm_349,0.38993,0.64656,-0.76643,1.09445,-0.5586,-0.68665,0.90502,-1.44572,-0.60849,0.64478,-0.04018,0.88783,-0.55316,0.7568,-0.91026,0.69228,-0.95204,-0.71188,-0.69549,0.61723,0
peptide_nm_350,0.38993,1.28951,1.18552,1.09445,-0.5586,-0.68665,-0.81602,1.12875,1.52179,-1.2963,-0.04018,0.13784,1.62389,0.7568,1.00738,0.69228,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_351,0.38993,-0.96082,-0.76643,1.09445,1.79018,1.28645,0.90502,0.48997,-0.60849,0.64478,-1.99301,0.13784,-0.55316,0.7568,1.00738,0.69228,-0.95204,1.32246,1.39399,0.61723,0
peptide_nm_352,0.38993,0.64656,2.16149,1.09445,-0.5586,-0.68665,1.88601,0.48997,-0.60849,0.64478,-0.04018,0.13784,-0.55316,-1.11359,2.2922,-1.13441,-0.95204,1.32246,1.39399,0.61723,0
peptide_nm_353,0.38993,0.64656,1.18552,-0.8251,-0.5586,1.28645,0.90502,0.48997,1.52179,0.64478,-0.04018,0.13784,-0.55316,-1.11359,1.00738,0.69228,-0.95204,-0.71188,1.39399,0.61723,0
peptide_nm_354,0.38993,-0.96082,-0.76643,-0.8251,-0.5586,-0.68665,2.05811,0.48997,-0.60849,0.64478,0.93623,-1.36215,-0.55316,0.7568,1.00738,0.69228,-0.95204,-0.71188,1.39399,0.61723,0
peptide_nm_355,0.38993,0.64656,1.18552,1.09445,-0.5586,1.28645,2.05811,0.48997,1.52179,0.64478,0.93623,0.13784,1.62389,0.7568,-0.91026,1.42296,0.92891,1.32246,-0.69549,-1.30882,0
peptide_nm_356,0.38993,0.64656,-0.76643,-0.8251,-0.5586,-0.68665,0.90502,0.48997,-0.60849,-1.2963,-0.04018,0.13784,-0.55316,0.7568,1.00738,-1.13441,-0.95204,-0.71188,-0.69549,1.90769,0
peptide_nm_357,0.38993,-0.96082,-0.76643,1.09445,-0.5586,1.28645,0.90502,0.48997,-0.60849,0.64478,-0.04018,0.13784,-0.55316,0.7568,1.00738,0.69228,0.92891,1.32246,-0.69549,0.61723,0
peptide_nm_358,1.08264,-0.96082,-0.76643,-0.8251,-0.5586,1.28645,0.90502,-1.44572,1.52179,-1.2963,-0.04018,0.13784,-0.55316,-1.11359,1.00738,0.69228,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_359,-1.34184,0.64656,-0.76643,1.09445,-0.5586,-0.68665,1.76553,0.48997,-0.60849,-1.2963,-0.04018,-1.36215,-0.55316,-1.11359,1.00738,0.69228,0.92891,-0.71188,-0.69549,-1.30882,0
peptide_nm_360,0.38993,0.64656,-0.76643,-0.8251,-0.5586,1.28645,-0.81602,-1.44572,-0.60849,-1.2963,-0.04018,0.13784,-0.55316,0.7568,-0.91026,0.69228,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_361,-1.34184,-0.96082,1.18552,-0.8251,-0.5586,-0.68665,0.90502,-1.44572,-0.60849,-1.2963,-0.04018,-1.36215,-0.55316,0.7568,-0.91026,0.69228,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_362,1.96585,1.45025,-0.76643,1.09445,-0.5586,1.28645,0.90502,0.48997,-0.60849,0.64478,1.69783,-1.36215,-0.55316,0.7568,1.00738,0.69228,0.92891,1.32246,-0.69549,0.61723,0
peptide_nm_363,-1.34184,-0.96082,-0.76643,2.38055,-0.5586,-0.68665,1.88601,1.45782,-0.60849,0.64478,-0.04018,-1.36215,1.62389,0.7568,1.00738,-1.13441,0.92891,-0.71188,1.39399,-1.30882,0
peptide_nm_364,0.38993,-0.96082,1.18552,3.014,-0.5586,-0.68665,0.90502,0.48997,-0.60849,0.64478,-1.99301,0.13784,-0.55316,0.7568,-0.91026,-1.13441,-0.95204,-0.71188,1.39399,0.61723,0
peptide_nm_365,0.38993,-0.96082,1.18552,1.09445,-0.5586,1.28645,0.90502,0.48997,1.52179,0.64478,-0.04018,0.63283,-0.55316,0.7568,1.00738,0.69228,0.92891,-0.71188,-0.69549,-1.30882,0
peptide_nm_366,0.38993,0.64656,-0.76643,1.09445,-0.5586,-0.68665,-0.81602,0.48997,-0.60849,0.64478,-0.04018,-1.36215,-0.55316,0.7568,-0.91026,0.69228,-0.95204,-0.71188,1.39399,1.58026,0
peptide_nm_367,0.38993,-0.96082,-0.76643,1.09445,-0.5586,1.28645,0.90502,0.48997,1.52179,-1.2963,-0.04018,0.13784,1.62389,-1.11359,1.00738,0.69228,-0.95204,1.32246,-0.69549,-1.30882,0
peptide_nm_368,-1.34184,0.64656,-0.76643,1.09445,-0.5586,2.273,-0.81602,-1.44572,-0.60849,-1.2963,1.26821,0.13784,-0.55316,0.7568,-0.91026,-1.13441,0.92891,-0.71188,-0.69549,-1.30882,0
peptide_nm_369,0.38993,0.64656,-0.76643,1.09445,-0.5586,1.28645,-0.81602,0.48997,-0.60849,-1.2963,0.93623,0.13784,-0.55316,0.7568,1.00738,0.69228,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_370,0.38993,0.64656,1.18552,1.09445,-0.5586,-0.68665,-0.81602,0.48997,-0.60849,0.64478,-0.04018,-1.36215,-0.55316,-1.11359,1.00738,1.42296,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_371,0.38993,-0.96082,-0.76643,-0.8251,-0.5586,-0.68665,-0.81602,0.48997,-0.60849,0.64478,-0.04018,0.13784,-0.55316,0.7568,-0.91026,0.69228,0.92891,-0.71188,-0.69549,1.58026,0
peptide_nm_372,0.38993,0.64656,-0.76643,1.09445,-0.5586,1.28645,-0.81602,-1.44572,-0.60849,-1.2963,1.91265,0.13784,-0.55316,-1.11359,-0.91026,0.69228,-0.95204,-0.71188,1.39399,0.61723,0
peptide_nm_373,0.38993,0.64656,1.18552,1.09445,-0.5586,1.28645,-0.81602,0.48997,-0.60849,-1.2963,0.60425,0.13784,-0.55316,-1.11359,-0.91026,0.69228,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_374,0.89215,0.64656,-0.76643,-0.8251,-0.5586,1.28645,0.90502,0.48997,1.52179,0.64478,-0.04018,0.13784,1.62389,0.7568,-0.91026,0.69228,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_375,1.25582,1.1127,1.18552,2.05422,1.79018,-0.68665,0.90502,0.48997,1.52179,0.64478,-0.04018,-1.36215,1.62389,0.7568,1.00738,0.69228,-0.95204,1.32246,1.39399,1.04096,0
peptide_nm_376,0.38993,-0.96082,-0.76643,-0.8251,1.79018,-0.68665,-0.81602,0.48997,-0.60849,0.64478,1.26821,-1.36215,1.62389,0.7568,-0.91026,-1.13441,0.92891,-0.71188,-0.69549,2.81293,0
peptide_nm_377,0.38993,0.64656,1.18552,1.09445,-0.5586,1.28645,-0.81602,0.48997,-0.60849,0.64478,-0.04018,0.88783,1.62389,-1.11359,-0.91026,0.69228,0.92891,1.32246,1.39399,-1.30882,0
peptide_nm_378,0.38993,0.64656,1.18552,1.09445,1.79018,1.28645,0.90502,1.12875,-0.60849,-1.2963,-0.04018,-1.36215,-0.55316,0.7568,-0.91026,0.69228,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_379,0.38993,0.64656,-0.76643,-0.8251,1.79018,-0.68665,0.90502,0.48997,1.52179,-1.2963,-0.04018,-1.36215,-0.55316,-1.11359,1.00738,-1.13441,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_380,0.38993,-0.96082,-0.76643,1.09445,1.79018,-0.68665,3.19399,0.48997,1.52179,0.64478,-0.04018,0.13784,-0.55316,0.7568,1.00738,0.69228,0.92891,1.32246,1.39399,-1.30882,0
peptide_nm_381,0.38993,-0.96082,-0.76643,-0.8251,-0.5586,1.28645,0.90502,0.48997,-0.60849,-1.2963,0.93623,0.13784,-0.55316,-1.11359,-0.91026,-1.13441,1.86938,1.32246,-0.69549,0.61723,0
peptide_nm_382,1.25582,0.64656,-0.76643,1.09445,-0.5586,-0.68665,0.90502,0.48997,-0.60849,0.64478,-1.99301,0.13784,-0.55316,-1.11359,-0.91026,-1.13441,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_383,-1.34184,-0.96082,-0.76643,1.09445,-0.5586,1.28645,0.90502,0.48997,1.52179,0.64478,-0.04018,-1.36215,-0.55316,-1.11359,1.00738,-1.13441,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_384,0.38993,0.64656,1.18552,-0.8251,-0.5586,-0.68665,-0.81602,0.48997,1.52179,-1.2963,-0.04018,-1.36215,1.62389,0.7568,1.00738,-1.13441,-0.95204,-0.71188,1.39399,0.61723,0
peptide_nm_385,0.96142,0.64656,1.18552,1.09445,-0.5586,-0.68665,0.90502,0.48997,-0.60849,-1.2963,-0.04018,0.13784,1.62389,-1.11359,-0.91026,0.69228,-0.95204,-0.71188,-0.69549,-1.30882,0
peptide_nm_386,-1.34184,0.64656,2.16149,-0.8251,-0.5586,-0.68665,-0.81602,0.48997,-0.60849,-1.2963,-1.99301,-1.36215,-0.55316,-1.11359,-0.91026,2.31804,0.92891,-0.71188,-0.69549,-1.30882,0
peptide_nm_387,0.38993,-0.96082,1.18552,1.09445,-0.5586,1.28645,0.90502,0.48997,1.52179,0.64478,-0.04018,-1.36215,-0.55316,-1.11359,-0.91026,-1.13441,-0.95204,1.32246,-0.69549,1.38765,0
peptide_nm_388,0.38993,-0.96082,1.18552,-0.8251,-0.5586,1.28645,0.90502,0.48997,1.52179,0.64478,-0.04018,-1.36215,1.62389,-1.11359,-0.91026,0.69228,0.92891,1.32246,-0.69549,0.61723,0
peptide_nm_389,0.38993,0.64656,-0.76643,1.09445,1.79018,1.28645,0.90502,1.26425,1.52179,0.64478,0.74095,0.13784,3.08252,0.7568,1.00738,0.69228,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_390,0.38993,0.64656,-0.76643,1.09445,-0.5586,-0.68665,0.90502,0.48997,-0.60849,0.64478,-0.04018,0.13784,-0.55316,-1.11359,-0.91026,0.69228,-0.95204,1.32246,-0.69549,0.61723,0
peptide_nm_391,0.89215,-0.96082,-0.76643,-0.8251,-0.5586,-0.68665,-0.81602,1.12875,-0.60849,1.28533,-0.04018,-1.36215,-0.55316,0.7568,-0.91026,-1.13441,0.92891,1.32246,-0.69549,0.61723,0
peptide_nm_392,0.38993,1.7235,1.18552,-0.8251,-0.5586,1.28645,-0.81602,0.48997,1.52179,-1.2963,-1.99301,-1.36215,-0.55316,-1.11359,1.00738,2.20844,0.92891,-0.71188,-0.69549,-1.30882,0
peptide_nm_393,-1.34184,0.64656,-0.76643,1.09445,1.79018,-0.68665,-0.81602,-1.44572,1.52179,-1.2963,-0.04018,-1.36215,-0.55316,-1.11359,-0.91026,0.69228,0.92891,-0.71188,-0.69549,-1.30882,0
peptide_nm_394,-1.34184,0.64656,1.18552,1.09445,-0.5586,-0.68665,0.90502,0.48997,-0.60849,0.64478,-0.04018,0.88783,1.62389,-1.11359,1.00738,-1.13441,0.92891,1.32246,1.39399,0.61723,0
peptide_nm_395,0.38993,-0.96082,-0.76643,1.09445,-0.5586,-0.68665,0.90502,0.48997,1.52179,0.64478,-0.04018,0.13784,-0.55316,-1.11359,1.77443,-1.13441,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_396,-1.34184,0.64656,-0.76643,-0.8251,-0.5586,-0.68665,0.90502,1.45782,-0.60849,0.64478,-0.04018,0.13784,-0.55316,-1.11359,1.00738,-1.13441,-0.95204,-0.71188,1.39399,1.90769,0
peptide_nm_397,0.38993,0.64656,-0.76643,-0.8251,-0.5586,-0.68665,0.90502,0.48997,-0.60849,-1.2963,-0.04018,-1.36215,-0.55316,0.7568,-0.91026,0.69228,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_398,1.01337,-0.96082,-0.76643,1.09445,-0.5586,1.28645,0.90502,-1.44572,-0.60849,0.64478,-0.04018,0.13784,-0.55316,-1.11359,1.00738,0.69228,-0.95204,-0.71188,1.39399,1.38765,0
peptide_nm_399,0.38993,-0.96082,1.18552,1.09445,-0.5586,-0.68665,0.90502,0.48997,-0.60849,-1.2963,-0.04018,0.13784,-0.55316,0.7568,1.00738,-1.13441,-0.95204,-0.71188,1.39399,1.90769,0
peptide_nm_400,0.38993,-0.96082,1.18552,1.09445,-0.5586,-0.68665,0.90502,0.48997,1.52179,0.64478,-0.04018,-1.36215,-0.55316,0.7568,1.00738,0.69228,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_401,0.38993,-0.96082,1.18552,1.09445,1.79018,2.273,2.05811,0.48997,1.52179,-1.2963,0.52614,-1.36215,-0.55316,0.7568,1.00738,0.69228,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_402,0.38993,1.45025,1.18552,1.09445,-0.5586,1.28645,0.90502,-1.44572,-0.60849,0.64478,-0.04018,0.13784,-0.55316,0.7568,1.00738,-1.13441,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_403,0.38993,0.64656,1.18552,1.09445,-0.5586,-0.68665,0.90502,0.48997,1.52179,0.64478,-0.04018,-1.36215,1.62389,0.7568,1.00738,-1.13441,0.92891,-0.71188,-0.69549,1.58026,0
peptide_nm_404,1.55022,-0.96082,-0.76643,1.09445,1.79018,-0.68665,-0.81602,1.45782,-0.60849,0.64478,-0.04018,-1.36215,1.62389,-1.11359,1.00738,0.69228,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_405,-1.34184,0.64656,1.18552,1.09445,-0.5586,1.28645,-0.81602,0.48997,1.52179,0.64478,-0.04018,-1.36215,-0.55316,2.00996,1.00738,0.69228,-0.95204,-0.71188,-0.69549,2.81293,0
peptide_nm_406,0.38993,0.64656,1.18552,-0.8251,1.79018,-0.68665,0.90502,-1.44572,-0.60849,-1.2963,-1.99301,-1.36215,-0.55316,0.7568,1.00738,0.69228,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_407,0.38993,-0.96082,1.18552,1.09445,-0.5586,-0.68665,-0.81602,0.48997,1.52179,-1.2963,-0.04018,-1.36215,-0.55316,0.7568,-0.91026,-1.13441,-0.95204,-0.71188,-0.69549,0.61723,0
peptide_nm_408,1.8273,-0.96082,-0.76643,1.09445,-0.5586,-0.68665,0.90502,-1.44572,-0.60849,0.64478,-0.04018,0.13784,-0.55316,0.7568,1.00738,-1.13441,-0.95204,-0.71188,-0.69549,0.61723,0
peptide_nm_409,-1.34184,-0.96082,1.18552,1.09445,-0.5586,-0.68665,1.59343,-1.44572,2.94907,-1.2963,-0.04018,-1.36215,-0.55316,0.7568,1.9662,0.69228,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_410,1.08264,0.64656,1.18552,1.09445,1.79018,-0.68665,0.90502,1.26425,1.52179,0.64478,-0.04018,0.13784,1.62389,-1.11359,1.00738,0.69228,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_411,0.96142,2.25394,-0.76643,1.09445,-0.5586,-0.68665,0.90502,0.48997,-0.60849,0.64478,-0.04018,1.14283,-0.55316,-1.11359,-0.91026,-1.13441,0.92891,-0.71188,1.39399,1.90769,0
peptide_nm_412,-1.34184,-0.96082,1.18552,2.05422,-0.5586,-0.68665,2.43674,-1.44572,-0.60849,0.64478,-0.04018,0.13784,-0.55316,-1.11359,1.00738,0.69228,0.92891,-0.71188,-0.69549,-1.30882,0
peptide_nm_413,0.38993,0.64656,1.18552,1.09445,-0.5586,1.28645,0.90502,-1.44572,1.52179,0.64478,-0.04018,0.13784,-0.55316,0.7568,1.00738,1.42296,0.92891,1.32246,1.39399,0.61723,0
peptide_nm_414,0.38993,-0.96082,1.18552,1.09445,-0.5586,1.28645,-0.81602,-1.44572,-0.60849,0.64478,1.07293,0.13784,-0.55316,-1.11359,1.00738,0.69228,0.92891,-0.71188,-0.69549,-1.30882,0
peptide_nm_415,0.38993,-0.96082,-0.76643,1.09445,-0.5586,1.28645,0.90502,0.48997,-0.60849,-1.2963,-0.04018,0.13784,1.62389,-1.11359,-0.91026,-1.13441,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_416,0.96142,-0.96082,1.18552,1.09445,-0.5586,1.28645,-0.81602,0.48997,-0.60849,0.64478,-0.04018,-1.36215,-0.55316,-1.11359,-0.91026,0.69228,0.92891,-0.71188,-0.69549,-1.30882,0
peptide_nm_417,0.38993,-0.96082,1.18552,1.09445,-0.5586,-0.68665,0.90502,0.48997,-0.60849,0.64478,-1.99301,-1.36215,-0.55316,0.7568,1.00738,0.69228,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_418,0.38993,0.64656,1.18552,-0.8251,-0.5586,-0.68665,0.90502,0.48997,-0.60849,0.64478,-0.04018,-1.36215,1.62389,-1.11359,1.00738,-1.13441,-0.95204,-0.71188,1.39399,0.61723,0
peptide_nm_419,0.38993,1.45025,-0.76643,1.09445,-0.5586,-0.68665,0.90502,-1.44572,-0.60849,-1.2963,-0.04018,-1.36215,1.62389,0.7568,-0.91026,0.69228,-0.95204,-0.71188,-0.69549,0.61723,0
peptide_nm_420,0.38993,-0.96082,1.18552,-0.8251,-0.5586,-0.68665,-0.81602,0.48997,-0.60849,0.64478,-1.99301,-1.36215,1.62389,0.7568,1.00738,1.60563,0.92891,-0.71188,1.39399,1.38765,0
peptide_nm_421,0.38993,-0.96082,1.18552,1.09445,1.79018,1.28645,-0.81602,-1.44572,1.52179,-1.2963,-1.99301,-1.36215,-0.55316,-1.11359,-0.91026,0.69228,0.92891,-0.71188,1.39399,-1.30882,0
peptide_nm_422,0.38993,-0.96082,1.18552,-0.8251,1.79018,-0.68665,0.90502,0.48997,1.52179,0.64478,-0.04018,-1.36215,1.62389,0.7568,1.00738,1.91617,0.92891,-0.71188,-0.69549,-1.30882,0
peptide_nm_423,0.38993,1.45025,-0.76643,1.09445,-0.5586,1.28645,-0.81602,0.48997,1.52179,0.64478,-1.99301,0.13784,-0.55316,-1.11359,1.9662,1.60563,-0.95204,-0.71188,1.39399,-1.30882,0
peptide_nm_424,1.25582,0.64656,1.18552,1.09445,-0.5586,-0.68665,0.90502,0.48997,-0.60849,1.9453,-0.04018,0.13784,1.62389,0.7568,1.00738,0.69228,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_425,0.38993,0.64656,1.18552,1.09445,-0.5586,1.28645,-0.81602,0.48997,-0.60849,0.64478,-0.04018,0.13784,1.62389,-1.11359,1.00738,0.69228,-0.95204,1.32246,-0.69549,0.61723,0
peptide_nm_426,0.38993,0.64656,1.18552,-0.8251,-0.5586,-0.68665,1.47296,0.48997,-0.60849,-1.2963,-0.04018,0.13784,-0.55316,0.7568,-0.91026,0.69228,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_427,0.38993,0.64656,1.18552,2.05422,-0.5586,1.28645,0.90502,0.48997,1.52179,1.9453,0.44802,-1.36215,-0.55316,-1.11359,1.00738,1.60563,1.86938,1.32246,1.39399,0.61723,0
peptide_nm_428,-1.34184,-0.96082,1.18552,-0.8251,-0.5586,1.28645,0.90502,0.48997,1.52179,0.64478,-0.04018,0.13784,-0.55316,0.7568,-0.91026,0.69228,0.92891,-0.71188,1.39399,-1.30882,0
peptide_nm_429,-1.34184,0.64656,1.18552,-0.8251,-0.5586,1.28645,-0.81602,0.48997,-0.60849,-1.2963,-0.04018,-1.36215,-0.55316,-1.11359,1.00738,-1.13441,-0.95204,1.32246,-0.69549,0.61723,0
peptide_nm_430,-1.34184,0.64656,-0.76643,1.09445,-0.5586,-0.68665,0.90502,0.48997,1.52179,-1.2963,-0.04018,0.13784,1.62389,0.7568,1.00738,-1.13441,-0.95204,-0.71188,1.39399,0.61723,0
peptide_nm_431,0.38993,-0.96082,1.18552,-0.8251,-0.5586,-0.68665,-0.81602,0.48997,-0.60849,0.64478,-0.04018,0.13784,1.62389,0.7568,1.00738,0.69228,-0.95204,1.32246,-0.69549,0.61723,0
peptide_nm_432,1.25582,-0.96082,1.18552,1.09445,1.79018,1.28645,-0.81602,-1.44572,1.52179,-1.2963,-0.04018,-1.36215,-0.55316,-1.11359,1.00738,-1.13441,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_433,-1.34184,0.64656,-0.76643,-0.8251,-0.5586,-0.68665,0.90502,0.48997,-0.60849,-1.2963,-0.04018,0.13784,-0.55316,-1.11359,1.00738,1.42296,0.92891,-0.71188,-0.69549,-1.30882,0
peptide_nm_434,0.38993,0.64656,1.18552,1.09445,1.79018,-0.68665,0.90502,0.48997,1.52179,0.64478,-0.04018,0.13784,1.62389,0.7568,1.00738,1.42296,0.92891,-0.71188,1.39399,-1.30882,0
peptide_nm_435,1.55022,1.17699,1.18552,-0.8251,-0.5586,-0.68665,0.90502,0.48997,1.52179,0.64478,-0.04018,-1.36215,-0.55316,-1.11359,1.00738,0.69228,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_436,0.38993,-0.96082,1.18552,-0.8251,1.79018,-0.68665,-0.81602,-1.44572,2.58693,-1.2963,-0.04018,0.13784,-0.55316,-1.11359,1.00738,0.69228,-0.95204,1.32246,1.39399,0.61723,0
peptide_nm_437,1.55022,0.64656,-0.76643,1.09445,-0.5586,-0.68665,-0.81602,-1.44572,-0.60849,0.64478,-0.04018,0.13784,1.62389,-1.11359,1.00738,0.69228,-0.95204,-0.71188,1.39399,0.61723,0
peptide_nm_438,1.55022,0.64656,-0.76643,-0.8251,-0.5586,-0.68665,0.90502,-1.44572,-0.60849,0.64478,-1.99301,-1.36215,-0.55316,-1.11359,-0.91026,0.69228,-0.95204,-0.71188,-0.69549,-1.30882,0
peptide_nm_439,0.38993,0.64656,-0.76643,1.09445,-0.5586,1.28645,2.05811,0.48997,-0.60849,0.64478,-0.04018,0.13784,1.62389,0.7568,1.00738,0.69228,0.92891,-0.71188,-0.69549,-1.30882,0
peptide_nm_440,-1.34184,-0.96082,-0.76643,1.09445,-0.5586,1.28645,1.59343,-1.44572,1.52179,-1.2963,-1.99301,0.13784,1.62389,0.7568,1.00738,0.69228,-0.95204,-0.71188,1.39399,-1.30882,0
peptide_nm_441,-1.34184,-0.96082,1.18552,-0.8251,-0.5586,1.28645,0.90502,0.48997,-0.60849,0.64478,-0.04018,0.13784,-0.55316,-1.11359,1.00738,0.69228,-0.95204,-0.71188,-0.69549,0.61723,0
peptide_nm_442,-1.34184,-0.96082,1.18552,1.09445,1.79018,1.28645,-0.81602,0.48997,-0.60849,0.64478,-0.04018,0.13784,1.62389,-1.11359,-0.91026,-1.13441,-0.95204,-0.71188,1.39399,-1.30882,0
peptide_pm_1,-1.34184,-0.96082,-0.76643,-0.8251,1.79018,-0.68665,-0.81602,0.48997,-0.60849,0.64478,-0.04018,0.88783,-0.55316,0.7568,-0.91026,0.69228,-0.95204,-0.71188,-0.69549,0.61723,1
peptide_pm_2,-1.34184,-0.96082,-0.76643,-0.8251,-0.5586,-0.68665,-0.81602,-1.44572,1.52179,0.64478,0.52614,0.51283,-0.55316,0.7568,-0.91026,1.42296,0.92891,1.32246,-0.69549,0.61723,1
peptide_pm_3,-1.34184,-0.96082,-0.76643,-0.8251,-0.5586,-0.68665,-0.81602,-1.44572,-0.60849,-1.2963,-1.99301,0.13784,-0.55316,2.00996,-0.91026,-1.13441,-0.95204,-0.71188,-0.69549,-1.30882,1
peptide_pm_4,-1.34184,-0.96082,-0.76643,-0.8251,-0.5586,-0.68665,-0.81602,-1.44572,-0.60849,-1.2963,1.26821,1.14283,-0.55316,-1.11359,-0.91026,-1.13441,-0.95204,-0.71188,-0.69549,-1.30882,1
peptide_pm_5,0.38993,-0.96082,2.16149,-0.8251,1.79018,-0.68665,0.90502,0.48997,-0.60849,0.64478,1.26821,-1.36215,-0.55316,-1.11359,1.00738,0.69228,0.92891,1.32246,1.39399,0.61723,1
peptide_pm_6,0.38993,-0.96082,-0.76643,-0.8251,-0.5586,-0.68665,-0.81602,0.48997,-0.60849,0.64478,-0.04018,0.88783,1.62389,0.7568,-0.91026,-1.13441,-0.95204,-0.71188,-0.69549,0.61723,1
peptide_pm_7,0.38993,0.64656,-0.76643,-0.8251,-0.5586,-0.68665,-0.81602,0.48997,-0.60849,0.64478,-0.04018,0.13784,-0.55316,-1.11359,-0.91026,0.69228,-0.95204,1.32246,-0.69549,0.61723,1
peptide_pm_8,1.8273,-0.96082,-0.76643,1.09445,-0.5586,1.28645,-0.81602,0.48997,1.52179,0.64478,-0.04018,0.73783,1.62389,-1.11359,-0.91026,0.69228,0.92891,1.32246,-0.69549,-1.30882,1
peptide_pm_9,0.38993,-0.96082,1.18552,-0.8251,-0.5586,-0.68665,-0.81602,0.48997,-0.60849,0.64478,-0.04018,1.14283,-0.55316,0.7568,-0.91026,-1.13441,0.92891,-0.71188,-0.69549,0.61723,1
peptide_pm_10,0.82288,-0.96082,1.18552,-0.8251,-0.5586,1.28645,0.90502,1.45782,-0.60849,-1.2963,-0.04018,0.46783,1.62389,0.7568,-0.91026,-1.13441,0.92891,-0.71188,1.39399,1.38765,1
peptide_pm_11,-1.34184,0.64656,-0.76643,1.09445,1.79018,-0.68665,0.90502,-1.44572,-0.60849,-1.2963,-0.04018,0.13784,-0.55316,0.7568,-0.91026,0.69228,-0.95204,1.32246,-0.69549,0.61723,1
peptide_pm_12,0.38993,-0.96082,-0.76643,-0.8251,-0.5586,-0.68665,-0.81602,-1.44572,1.52179,0.64478,-0.04018,1.23283,-0.55316,0.7568,-0.91026,1.42296,0.92891,1.32246,-0.69549,0.61723,1
peptide_pm_13,-1.34184,-0.96082,-0.76643,-0.8251,-0.5586,-0.68665,-0.81602,-1.44572,-0.60849,-1.2963,10.3684,2.13282,-0.55316,-1.11359,-0.91026,-1.13441,-0.95204,-0.71188,-0.69549,-1.30882,1
peptide_pm_14,-1.34184,-0.96082,1.18552,-0.8251,1.79018,-0.68665,0.90502,0.48997,-0.60849,0.64478,-0.04018,-1.36215,-0.55316,0.7568,1.00738,1.42296,0.92891,-0.71188,1.39399,0.61723,1
peptide_pm_15,1.08264,0.64656,1.18552,1.09445,1.79018,-0.68665,-0.81602,0.48997,-0.60849,0.64478,0.74095,0.13784,1.62389,0.7568,-0.91026,0.69228,0.92891,-0.71188,-0.69549,0.61723,1
peptide_pm_16,0.38993,0.64656,-0.76643,-0.8251,-0.5586,-0.68665,-0.81602,0.48997,1.52179,0.64478,-0.04018,0.79783,-0.55316,0.7568,-0.91026,0.69228,-0.95204,-0.71188,1.39399,0.61723,1
peptide_pm_17,1.55022,-0.96082,1.18552,-0.8251,-0.5586,-0.68665,-0.81602,0.48997,-0.60849,0.64478,0.93623,0.13784,-0.55316,-1.11359,-0.91026,0.69228,0.92891,-0.71188,-0.69549,-1.30882,1
