,Z5__1,Z5__2,Z5__3,Z5__4,Z5__5,Z5__6,Z5__7,Z5__8,Z5__9,Z5__10,Z5__11,Z5__12,Z5__13,Z5__14,Z5__15,Z5__16,Z5__17,Z5__18,Z5__19,Z5__20,Z5__21,Z5__22,Z5__23,Z5__24,Z5__25,Z5__26,Z5__27,Z5__28,Z5__29,Z5__30,Z5__31,Z5__32,Z5__33,Z5__34,Z5__35,Z5__36,Z5__37,Z5__38,Z5__39,Z5__40,Z5__41,Z5__42,Z5__43,Z5__44,Z5__45,Z5__46,Z5__47,Z5__48,Z5__49,Z5__50,Z5__51,Z5__52,Z5__53,Z5__54,Z5__55,Z5__56,Z5__57,Z5__58,Z5__59,Z5__60,Z5__61,Z5__62,Z5__63,Z5__64,Z5__65,Z5__66,Z5__67,Z5__68,Z5__69,Z5__70,Z5__71,Z5__72,Z5__73,Z5__74,Z5__75,y
peptide_pm_198,-0.63734,-0.79332,-1.35436,1.05614,0.18586,0.66514,0.33668,-0.79353,-0.33723,0.51387,0.0787,-0.71471,0.30269,0.55955,-0.85346,0.79033,0.74587,-0.52172,0.11959,0.5061,-0.00445,0.01024,-0.35146,0.54928,0.42638,0.30995,-0.2245,0.76699,0.52368,0.33206,0.50353,1.28706,1.26979,1.77626,-0.24069,-0.24343,-0.8748,0.03759,0.1092,0.31812,0.40452,-0.88687,-0.49653,-0.32838,-0.13452,0.04471,0.79789,0.84372,0.72445,0.56908,-0.46209,1.1491,0.51052,-0.07647,0.29387,-0.03233,-0.32805,-0.76989,-0.53669,-0.63742,-0.91019,-0.71804,-0.77557,-0.20315,-0.36055,0.8445,-0.66741,0.38326,0.29511,0.3315,-1.18657,0.08558,-0.06565,-0.13125,-0.13769,1
peptide_pm_199,2.29317,-0.90918,-2.38606,1.11216,1.99007,-1.06784,0.67208,-0.67356,-0.03448,0.74138,0.99424,0.80611,-2.5648,0.21123,1.13699,-2.30831,0.032,1.57414,1.74912,-1.6866,1.50204,-0.0545,0.86407,-1.063,1.232,0.07289,-1.03879,0.42638,-0.58367,-1.22277,0.48728,-0.78954,-1.01118,0.93113,0.61463,1.1915,-1.649,2.66118,-2.24069,-1.2763,-1.17383,2.01064,-2.50184,-0.05692,-0.50531,0.28019,-0.89904,-1.38184,-0.42858,0.04945,-0.43195,-0.14411,2.82924,-1.65816,-0.38536,-0.56092,0.1342,-0.48236,1.03735,-0.13575,2.11169,-2.56738,1.36783,-1.31244,-0.63408,-3.38357,2.28233,-2.34504,0.59199,-0.07315,0.46633,-1.33892,0.80025,-1.5722,-0.83576,1
peptide_pm_200,0.25378,-0.41711,-0.41246,-0.05831,-0.78567,1.20968,-0.02251,0.89146,-0.29098,0.09037,0.27469,0.56384,-0.36648,-0.05605,0.42466,0.21469,0.14653,0.38519,0.03984,1.21683,-0.15255,0.48204,-0.56331,0.6358,0.72654,-0.50753,-0.87573,-0.59536,-0.27797,-0.12981,0.16999,0.97571,-0.37013,0.12443,0.57354,-0.3286,-0.33462,-0.21725,-0.46747,0.06945,-0.35948,0.59175,0.49315,0.60089,0.5961,-0.24269,0.31675,0.73427,0.47896,0.2477,0.64908,0.51252,0.27668,1.00487,0.97717,0.03807,-0.24794,-0.7753,-0.33484,-0.34465,0.20834,-0.62213,-0.68387,0.04721,-1.38649,-0.56895,-0.67269,0.58781,-0.07684,0.67262,-0.4043,0.70497,0.3732,0.13543,-0.25606,1
peptide_pm_201,-0.73549,0.40172,-0.57957,0.13436,-0.62485,-0.33514,-0.59598,0.34036,0.54149,0.35556,-3.40782,-0.06142,0.90082,-2.00981,-1.05784,1.34316,0.34535,0.27319,0.7373,0.21517,0.70329,1.28246,0.7204,-1.35781,-1.38012,-1.52906,-0.16014,0.19168,-0.10507,0.10056,-1.62961,-0.27119,-1.22612,-2.2048,-1.29638,-0.26017,0.50529,0.81979,1.37953,1.02315,0.0657,0.99645,1.02967,1.98157,1.77615,1.55465,0.09684,-0.69648,2.1888,1.35144,-2.96522,-1.26775,-1.57175,-2.42534,-1.85309,0.30137,-1.79964,-1.09349,0.26331,0.73595,-0.57586,1.23235,1.11779,1.66596,1.23951,1.86174,1.51483,1.38748,0.96877,0.78375,-0.5123,0.20723,-0.19584,-1.46463,-1.30784,1
peptide_pm_202,1.39666,0.83099,-1.8137,0.91614,2.54147,-1.76872,2.14694,0.23792,-2.7134,-0.36457,-0.29279,-0.00832,0.51346,0.7947,-0.31405,-0.46208,2.39202,-0.25668,-2.46564,0.88046,1.03518,-0.70821,-0.00827,1.70237,-0.25044,0.34954,-0.35829,-1.60923,0.852,0.86759,1.02627,1.48589,0.08568,-0.54496,-0.72128,0.66216,-0.68685,-1.83347,1.93466,0.63944,-0.7625,-0.51159,1.78957,-0.66352,-0.29618,-0.57112,-0.34864,0.20133,-0.70722,0.43289,0.94475,0.00996,-0.87361,1.27606,-0.57959,-0.43512,1.01177,0.17496,0.20594,-0.52774,-0.39051,-0.93221,-1.69699,1.11298,0.23433,-0.95936,-0.20004,1.89426,-0.61089,-0.37495,-0.82751,-0.67208,-0.94757,0.17911,0.17925,1
peptide_pm_203,0.70643,-0.3331,-1.17358,1.70321,0.50903,-0.57084,-1.67111,-0.14388,-0.71993,-0.57514,-1.2541,-0.00915,1.8364,0.21318,-0.55394,0.89368,-2.2081,-1.03046,-0.17147,-0.78576,0.35514,0.22629,-0.63143,1.24187,0.01604,-1.0765,-1.12207,0.64921,-1.09623,0.26687,0.19622,-1.73356,-0.07886,-0.85795,0.47193,0.54487,-0.7501,1.17073,-0.58436,0.57548,-0.67773,0.89879,-0.16231,1.28374,0.35723,0.27147,-0.61397,0.60238,0.30751,0.72382,-0.51664,-1.10481,-0.25384,-2.5374,0.39928,-0.22548,0.04291,-0.78075,-0.35857,0.10131,0.3651,-0.20424,1.5824,0.71366,1.01871,0.40304,1.29618,-0.33955,1.3806,0.46703,-0.43398,-0.51162,-0.26003,-0.05306,-0.22794,1
peptide_pm_204,-0.04899,-1.1628,-0.5553,1.25237,-0.15787,1.34627,-0.48634,-1.56362,0.77225,0.87997,-0.92152,-0.10415,0.47443,-0.96122,-0.69236,1.92564,-0.43016,-1.02646,1.37643,0.88798,-0.78579,-0.02193,0.43749,0.03188,0.47462,1.43823,-0.5492,-1.99319,0.07072,0.72427,-1.31839,0.90043,2.62136,1.21275,-0.11556,1.04298,-0.97112,-2.08812,0.22514,0.88591,-0.10255,-0.68531,0.95645,0.19335,-0.09066,0.93142,2.28363,1.28881,1.02441,1.18179,-1.40873,-0.38446,-0.12823,-1.20403,-0.89726,0.28499,-0.23892,-0.50995,-0.22692,-0.03383,-0.21786,-0.5097,-1.45645,0.66932,0.85373,0.84453,-0.36402,0.56203,0.41896,0.30034,-1.04465,-0.47419,-0.93011,0.12538,-0.41454,1
peptide_pm_205,-0.07408,1.10961,0.74168,0.73189,-0.18778,0.40335,1.74556,0.7652,0.74989,0.6157,0.25076,-0.04578,-0.01644,0.87286,0.95106,0.54501,1.26842,0.16752,-0.01629,0.05527,-0.74409,-0.49407,-0.02477,1.07221,0.19859,0.78438,1.90981,2.14761,2.10864,1.27036,0.26214,0.30387,-0.29491,-0.0221,1.31105,0.63678,0.8249,0.76736,0.71786,0.08387,-0.13847,-0.68842,-0.44972,-1.25786,-0.20051,-0.09237,1.52482,0.98137,0.70926,0.56927,0.743,0.28201,-0.18918,0.39792,0.88194,0.22842,-0.34828,-0.01486,-0.08154,-0.59844,-0.59845,0.25275,0.41269,0.0277,-0.36307,0.08636,0.12833,0.22222,-0.4593,-0.04338,-0.62226,0.17157,0.05592,-0.46426,-0.70762,1
peptide_pm_206,-0.42697,-0.20507,0.94156,-1.80888,-1.63714,0.6059,2.8615,0.42065,0.15555,-2.8014,-1.24848,-4.36136,1.24338,-1.72673,3.17465,1.50713,1.33802,0.93862,-0.28212,-1.35871,-1.05546,3.78466,-1.4599,2.08601,-2.79784,0.19585,0.65998,0.20059,-1.52907,-2.51685,-3.77435,-0.72658,-2.10789,1.56782,2.02927,-0.00471,0.93182,0.477,-0.679,-0.86919,2.23434,0.13609,0.72945,-1.91823,-2.75401,4.4923,-0.54693,0.33722,-4.16623,-3.42844,-1.33833,-1.6287,-0.19887,2.55163,1.67369,-4.8362,0.70909,-1.09692,3.02212,4.34305,-1.03592,0.97375,0.57857,-0.25776,-0.73923,-0.05316,0.21994,-1.62587,-1.86594,-3.32795,4.10155,2.44868,4.94152,0.14999,1.18381,1
peptide_pm_207,-0.25627,0.19537,-0.65466,1.07329,0.12387,0.11617,0.74994,-0.51674,-0.18164,1.41554,0.38792,0.55785,-0.87538,-0.45675,0.80392,0.81652,-0.046,-0.91511,-0.32553,0.66612,-0.42658,0.02709,-1.1191,-0.85789,0.16787,-0.13463,-0.46351,-0.81795,0.47699,-0.25252,0.63888,-0.082,-0.5825,1.75304,-0.40338,-0.16755,-0.30525,-1.32761,-0.51386,0.24792,-0.18255,-0.67007,-0.91632,-0.56592,0.23919,-0.55957,-0.48926,-0.23694,-0.29289,-0.38365,0.85528,1.0513,-0.53947,0.25919,0.69973,0.49547,-0.1895,-0.45052,0.01712,-0.53019,-0.58942,-0.08326,-1.1025,-0.30613,0.17209,0.96029,0.45957,-0.60147,0.01776,1.07836,-0.10407,0.20804,1.23007,0.61529,0.25226,1
peptide_pm_208,-0.42276,-0.46885,-0.93886,0.95458,0.62841,0.92042,-0.75979,-0.50051,0.56754,0.7537,-0.12444,-0.52234,-1.22018,0.50498,-0.44959,1.03827,-0.14942,0.88706,0.568,0.17818,-0.01802,-0.47236,0.64369,1.13377,-0.65643,-0.65115,0.05775,-0.45246,-0.13942,0.47415,-0.42939,0.76863,0.408,-0.15054,1.75592,-0.21781,0.02624,0.07449,1.08947,-0.26964,0.15433,-0.70987,-0.53122,-0.70981,-0.07773,0.34693,0.83114,0.86494,1.02549,0.26374,-1.1094,-0.48081,-0.57766,-0.58463,0.10925,0.25669,-1.69962,-0.81819,-0.65197,-0.94206,-0.79834,0.09237,0.4784,0.30019,-0.22702,0.50983,0.118,-0.13084,0.08924,-0.11431,-0.77408,0.44956,0.0203,0.2739,0.62749,1
peptide_pm_209,-0.11499,-0.28464,-0.27929,0.46941,-0.09779,0.80729,-1.04765,1.13905,1.17169,-0.3147,-1.06381,0.27101,0.74639,-0.07441,0.96845,1.02121,-0.94049,0.28632,1.04091,-0.01776,0.60953,0.05247,-1.1116,0.79844,1.06902,0.75107,0.6753,-0.70879,-0.29999,-0.76898,-0.27134,0.63672,0.40601,-0.60954,-0.85586,0.73249,0.43262,-0.15764,0.10468,0.31057,-0.53354,1.44027,0.12791,-0.03302,1.6577,0.72076,1.43436,1.46717,0.34495,-0.53595,-0.87239,-0.41957,-1.53481,-1.28289,0.13572,0.48464,0.02762,0.78153,0.09113,-0.07335,-0.4307,0.15207,0.04868,-0.01039,-0.16713,0.2632,0.90077,0.05476,0.24286,1.05593,-0.33416,-0.86203,-1.76074,0.26606,0.19932,1
peptide_pm_210,-1.57648,1.58655,1.39072,1.16214,0.59076,0.96186,0.40662,0.07376,0.34899,0.08961,-2.92078,-2.31472,-1.91546,-2.94753,-2.5023,1.35467,1.11542,0.73461,1.65776,1.40049,0.25296,0.41968,0.69736,0.22675,0.77243,-0.43898,-0.32575,-0.60712,-0.51316,-1.03396,-2.29102,-0.16454,0.13991,-0.34583,0.29444,0.24101,-0.68023,-0.4864,0.58165,-0.31094,0.40122,0.35792,-0.31122,-0.23789,0.57939,1.64752,2.62496,2.43149,2.38865,2.03971,-3.1235,-0.74107,-1.40713,-1.83173,-0.66161,0.14476,-0.82224,-0.1343,-0.21817,-0.25306,0.24952,0.45074,-0.74739,0.22622,-0.59604,1.5602,0.59124,0.14235,-0.52392,0.37873,-1.267,-0.14205,-0.33529,-0.64442,-0.12509,1
peptide_pm_211,-0.09577,-0.16339,1.15209,-1.4559,-1.10995,0.51924,0.88444,-0.20964,0.49291,-1.89272,-1.54907,-3.35728,1.06948,-1.55653,2.81147,1.61121,0.70824,0.7941,0.14772,-0.73535,-1.2979,2.67245,-2.0631,0.35081,-3.33115,1.4263,-0.01549,-0.89665,0.59943,-2.46287,-3.73793,0.32426,1.27829,-0.2339,-0.10089,0.64961,-0.09604,-0.16086,0.25523,-1.00039,1.84995,0.44348,-1.18137,-0.7783,0.67288,3.65923,-0.66337,-0.86589,-2.28594,-2.69943,-1.96517,-0.77403,0.26948,0.58139,1.11953,-3.22442,0.82111,0.86044,3.19492,3.49873,-0.79838,0.17712,0.12803,0.17548,-0.7722,0.1603,0.45054,-2.23332,-1.41548,-1.77955,2.37865,1.02647,3.07091,-0.43742,0.92969,1
peptide_pm_212,-0.2322,0.16587,-0.68043,1.06533,0.10582,0.45315,0.15361,-0.88551,0.15542,0.98986,0.19967,0.89165,-0.64834,-0.72196,1.08608,0.97288,-0.42983,-1.1118,-0.12159,0.40941,-0.32702,-0.09992,-1.23457,-0.72686,0.06308,-0.71814,-0.78802,-0.57999,0.27945,-0.24163,0.60218,0.64729,-1.41483,1.12241,0.18902,-0.27445,-0.33909,-1.2087,-0.65977,0.44816,-0.28355,0.17429,-0.31243,-0.36907,1.28593,-0.33855,-0.5084,-0.08176,0.22726,-0.70155,0.60493,0.62787,-0.29451,0.01993,0.63155,0.45183,-1.05584,-0.68368,-0.25451,-1.10303,-0.5122,-0.10555,-1.21327,-0.18976,0.63583,0.98219,0.99283,-0.35131,0.25773,1.91213,-0.10886,0.48256,1.15117,0.70025,0.39815,1
peptide_pm_213,-0.56544,0.42518,-0.04536,-0.00438,0.85589,0.33377,-1.27079,0.02405,0.97708,1.10373,0.22957,0.52743,0.68986,0.38435,0.43634,0.26092,-0.91458,-0.42794,0.52054,0.51867,0.03085,0.5096,0.40115,-0.40304,-0.54076,-0.34903,0.10146,-1.04211,-0.07115,0.90109,0.2661,1.02622,0.51473,-0.22438,0.09749,-0.23953,0.18235,-1.59902,-1.03012,-0.03457,-1.46861,-1.83731,-0.94224,-0.49926,-0.56329,-0.64236,0.5203,0.402,0.67043,0.28495,0.38905,-0.37345,-0.3511,0.03476,-0.22199,0.13602,-0.78933,-0.69775,-0.879,-1.24511,-0.68288,-0.06659,-1.2108,-0.80967,-0.15344,-0.63299,-0.39953,0.55232,1.18462,0.96803,0.26358,1.76876,0.72766,0.58854,0.88564,1
peptide_pm_214,-0.41055,1.05407,0.19597,0.55677,0.22085,-0.36357,0.45826,1.20306,1.27436,1.35224,0.20431,-0.53993,-0.34559,1.96935,-0.89412,0.37023,0.48976,0.05438,0.19795,0.7182,-0.46858,-0.84158,-1.10205,-1.4124,0.29024,-0.54281,0.62072,0.45111,-0.06743,-0.71276,0.00082,-0.35703,0.09977,-0.36349,-0.8606,-0.91241,0.18736,0.00833,0.07933,-0.84022,0.2136,-2.08029,-0.09113,-0.74545,-0.26013,0.19823,-0.92638,-1.19701,-0.07345,-1.10157,0.6941,-0.06087,-0.70339,-0.16542,0.32544,-0.57159,0.51339,2.54667,0.79372,-0.13794,-1.58468,-0.29627,-0.31287,-0.29691,-0.65056,0.60619,-0.82598,-0.19698,-0.62744,0.23683,1.38184,0.13118,-0.44807,0.39454,-0.42391,1
peptide_pm_215,-0.64712,-0.66245,-0.98188,0.04056,0.74348,-0.36902,-0.59113,0.66648,-0.6043,-0.74192,0.54093,0.36269,-1.15205,-0.51588,0.56001,0.23624,-0.03139,0.7509,0.11223,-0.44041,-0.73342,-0.83447,1.49806,0.82594,-0.92268,0.5205,1.20533,0.53933,-0.00617,0.65469,-0.11074,0.85779,0.04615,0.49639,0.17639,-0.28991,0.0091,-0.01436,-0.12787,1.15389,0.76045,-0.02214,-0.36738,0.27576,-0.61953,0.04632,-0.89246,0.13359,-0.73124,0.32446,0.04745,1.46864,0.52264,0.39866,-0.2098,-0.77546,0.13579,0.79647,-0.0828,0.64871,-0.82092,0.07428,-0.32787,-0.80809,-0.31556,0.77337,-0.4543,0.03819,0.91768,0.28712,-0.13772,-0.03897,-0.65826,0.14023,0.35739,1
peptide_pm_216,0.35807,-0.04748,-0.73261,-0.48078,0.71784,0.55253,1.02765,0.27926,-0.57056,1.42801,1.2221,0.20005,0.05346,0.5687,-0.33426,0.86701,-0.0409,-0.29797,-0.37011,0.67387,-1.2651,0.06643,0.66846,-0.59168,-0.73486,0.51932,0.79984,0.28245,1.83821,1.06811,0.41873,0.74653,1.17333,1.36081,1.97716,-0.37704,-0.14329,0.38566,0.84262,-0.25433,0.09742,-1.41638,-1.75174,-1.07506,-1.19696,-0.56906,0.72938,-0.25208,0.23597,0.43385,0.30057,0.73107,0.18517,-0.27058,0.56958,-0.11449,-0.15183,-0.33615,-1.3197,-1.36373,-1.36501,-0.18642,-0.08346,-0.07561,-0.36791,0.24125,-0.79707,-0.44862,-0.24848,-0.02174,-0.52568,1.01834,0.03839,0.27102,0.64546,1
peptide_pm_217,-0.87221,-0.47321,-0.91902,0.2064,0.628,0.14658,-0.86538,0.03312,0.22086,-0.20813,0.64428,0.09715,-1.53714,0.0183,0.97237,-0.31424,-0.33416,1.09534,0.64971,-0.95716,0.11638,-0.22122,1.0919,0.7767,-0.13246,-0.09006,0.52583,-0.70314,-0.22035,0.65854,0.05736,0.65042,-0.46814,-0.26166,0.57364,-0.92977,-0.22423,-0.38873,1.20359,0.11843,1.26463,0.32355,0.81548,-0.59289,-0.72681,-0.00904,-1.06879,-0.48069,-0.77419,0.27535,0.2006,-0.04862,0.78192,0.2853,-0.43035,-0.63963,0.24013,0.15336,-0.17165,0.62482,-0.64248,-0.00853,-0.19203,-0.24481,0.12678,-0.24192,-0.12588,0.16966,-0.63223,-0.51115,0.52827,0.42408,1.26268,1.02564,0.55021,1
peptide_pm_218,0.82489,0.91533,-1.37228,0.00038,1.9855,0.35207,1.4036,0.83028,0.99629,0.4212,0.8395,-0.20095,-0.99738,1.81822,2.25761,0.80525,1.29606,-0.11223,-0.19263,0.37506,-1.5281,-1.28198,-0.06301,0.65727,-0.7847,0.82931,-0.07674,1.60114,1.05601,0.63861,0.4372,1.58079,1.6993,1.89595,0.09309,0.10834,-0.32443,0.80344,-0.03048,0.92149,-0.13299,-0.69956,0.29595,0.21036,-0.70199,-0.32408,0.35044,-0.06344,-0.09162,-0.31434,0.799,1.04471,0.07895,0.24373,1.3836,0.44948,0.45393,0.56866,0.16017,-0.1165,-1.38086,-0.11714,-0.03119,-0.54628,0.03919,0.5626,0.0346,0.61386,0.14316,-0.44758,-0.39297,0.85237,-0.65371,-0.6837,-0.49017,1
peptide_pm_219,0.55008,-0.01865,-2.29416,0.10922,2.36436,2.03928,-0.12447,-1.78867,0.23635,1.98007,0.36164,0.79828,1.58365,1.18923,0.06244,2.04073,-0.22101,-2.12046,-0.07331,2.17571,-0.37583,-0.03911,-0.34189,-0.31799,0.13626,-1.07318,0.03295,-1.15029,-0.54341,0.74916,0.54081,1.13362,1.90869,1.73708,1.13896,-0.16137,-0.17492,-1.77961,-1.10051,0.64745,0.59365,-0.0489,-0.16279,-0.09987,0.06198,0.93115,3.91453,3.51021,2.86865,2.94034,-0.6618,-0.89964,-0.62826,-0.76284,-1.0263,-0.40863,-1.01866,-0.79751,-0.85769,-0.75128,-0.88336,-0.07805,-1.74113,-0.39233,1.17988,1.3795,0.30759,0.2588,0.23577,0.44667,-1.674,-0.09386,-0.225,-0.13733,-0.1447,1
peptide_pm_220,-0.51953,-1.17357,-0.78064,0.65992,0.10142,0.51977,0.1749,-0.6704,0.06885,0.04633,-0.19251,-0.22748,0.19774,0.66126,-0.70782,0.81176,0.32838,-0.39389,0.19063,0.12522,-0.02421,0.15873,-0.72737,0.74301,-0.10377,-0.03813,-0.33085,0.41054,0.60759,-9e-05,0.47789,1.04437,0.68916,1.20849,0.01186,-0.30635,-0.7781,-0.07734,0.28693,0.08028,0.40906,-0.57353,-0.55678,0.00257,0.1742,0.15238,0.68001,0.50724,0.44128,0.58585,-0.46384,0.87251,0.36529,-0.24407,0.29465,0.08472,-0.74321,-0.75249,-0.73797,-0.21411,-0.93734,-0.7006,-0.63941,-0.02756,-0.54489,1.04315,-0.28576,0.23719,0.63132,0.39103,-0.98792,-0.0029,-0.02206,-0.12559,-0.13092,1
peptide_pm_221,1.32596,-1.03244,-0.73843,-0.10495,1.32136,0.32587,1.07877,-2.19112,0.51304,1.4739,1.00686,1.45688,0.1134,-0.34006,-0.12986,0.69551,1.5911,-2.90396,-0.46762,1.20585,-0.62815,-1.37646,0.50017,0.48375,-1.54741,0.27257,-0.40701,-2.03499,-0.60324,-1.19593,0.7076,0.76462,1.28752,0.02896,0.11581,0.98469,0.44438,-1.64001,-0.97742,-2.6083,-0.7545,-2.29581,0.82042,0.7558,0.33063,-0.67517,0.54789,0.50822,-0.03844,0.28636,0.7209,-0.97817,-2.40421,-0.19462,0.0915,-0.3513,-1.15642,0.47839,0.09946,-0.59643,0.82535,-0.75207,-1.58775,-0.17453,-0.40287,-1.24655,0.0944,2.43348,0.97242,0.27073,0.00438,0.30727,-1.26064,0.28971,0.77272,1
peptide_pm_222,-1.94162,0.41477,0.57322,-0.92557,-0.74966,-1.26942,-0.07641,0.98167,-0.50101,-0.48039,0.19689,-0.41081,0.27775,-0.04281,0.3863,-0.5982,-0.48933,0.53021,0.03807,0.18,-0.73372,-0.46418,0.92084,0.64209,0.16859,1.34609,1.50071,1.04822,0.8408,0.84396,-0.78362,-1.15308,-0.30143,-1.54997,-1.2534,0.1906,0.52326,0.38286,0.8602,0.44423,2.72627,2.98365,0.9811,1.58634,1.11671,1.12935,-2.09048,0.45674,0.22509,-0.19771,1.09539,-0.9471,0.90185,-0.94642,0.02835,-1.81953,1.68514,-2.27808,2.37158,-2.29893,-0.58916,-0.29821,-0.09731,0.48861,-0.28888,0.55349,2.07453,-0.23512,0.42687,0.82695,2.78681,-1.24883,-0.04412,-2.01831,-0.13081,1
peptide_pm_223,1.73094,1.96459,2.13164,0.75664,-0.36183,2.50684,0.06459,0.53695,-0.37364,-1.19629,0.10595,0.28546,2.15741,2.37289,2.29504,1.84003,-0.57696,-0.01513,-0.9474,-1.68705,-3.61552,-3.2854,-3.38174,-3.08181,-2.11241,-1.63132,-0.29867,-0.09082,-0.53145,-0.96703,-0.16753,-0.68629,0.42379,0.81157,1.41421,-0.21308,-0.40711,-0.21032,-0.66954,-1.29714,-0.14561,-1.24942,-1.16285,-0.5652,-0.2615,1.05928,0.79961,-1.2476,0.64846,1.50322,0.09727,-1.75851,0.28556,0.31576,-0.7597,0.8072,-1.43902,-2.40339,-0.64765,-0.24132,-1.08269,-0.44546,0.08089,-0.49392,-1.06431,1.0651,-0.56119,-0.18831,0.07991,0.43055,0.78666,3.00547,1.87437,3.11234,3.07671,1
peptide_pm_224,-1.19792,0.7077,0.44486,-0.98251,-0.48055,-0.65929,-0.65871,-0.47738,-0.00092,0.26077,0.65136,0.01492,-0.98998,-0.18276,-0.3957,-0.36098,-0.86232,0.22528,0.1014,0.86567,-0.00246,-0.01345,0.24071,-0.70622,0.04998,0.32994,0.52779,-0.17823,-0.67466,0.55406,-1.01775,-1.68568,-1.05543,-0.56804,-0.91787,-0.27827,0.24667,0.17887,-0.63717,0.05714,1.74365,1.88843,0.93065,0.34139,0.70516,1.24839,-1.04379,-0.90247,0.19935,-0.31034,0.44668,-0.23523,-0.22665,-0.13722,-0.69498,-1.94065,-1.55083,1.41198,0.62087,0.8833,-0.67298,-0.39182,0.1501,-0.527,-0.78841,-0.16652,0.95648,1.04968,-0.56191,1.50723,2.62734,-0.77292,-0.46859,-1.33968,-1.58308,1
peptide_pm_225,0.44777,1.03521,-0.11276,-0.49781,0.32239,0.14954,-0.37537,0.28654,0.2252,0.69196,-0.66968,-0.19314,-0.46341,0.34567,1.16451,1.68983,-0.17098,-0.19666,0.44943,1.25916,-0.16289,0.28499,1.1569,0.38705,0.04015,1.81244,-0.82598,0.23773,1.39801,-1.14351,-0.82356,0.02403,0.17185,-0.87739,2.30399,2.15854,-1.11987,-0.39175,-0.08063,-1.09821,-0.46694,0.10811,-0.68087,-0.52507,-0.02554,0.01913,0.85563,0.4205,0.16777,0.07284,-0.30482,-2.67511,-1.38722,-0.96992,-0.94896,0.24277,0.18111,-0.20633,-0.02228,0.23242,1.77835,-0.1588,0.17172,1.21049,1.07741,0.17494,0.63572,0.32986,0.11779,0.54401,-0.94434,-0.31615,-0.40994,0.18733,-0.11414,1
peptide_pm_226,1.57392,-1.33956,-1.73667,0.40152,1.01353,-1.296,0.28132,-0.81658,-0.09176,0.96397,0.69085,0.8939,-2.14789,-0.38406,0.61168,-2.45807,-0.16924,1.10132,1.25787,-1.89151,1.88977,-1.18895,1.17496,-1.06339,1.41394,0.4056,-1.03593,0.57508,-0.56628,-1.54828,0.3612,-0.24584,-0.95905,1.44776,0.26478,1.20268,-1.3805,2.96944,-1.67588,-1.44258,-1.30603,2.50262,-2.2989,0.51369,-1.138,0.17771,-0.29034,-1.14021,-0.54359,-0.38882,-0.54178,-0.07045,2.24806,-1.76121,-0.65523,-0.35992,-0.67398,-0.71925,1.30252,-0.17643,2.08363,-2.32225,1.05858,-1.10394,-0.78269,-3.27172,2.93879,-2.79416,1.33252,-0.61065,0.57248,-2.35728,1.27935,-2.2314,-0.06941,1
peptide_pm_227,-0.49428,-0.27773,1.07311,-1.73014,-1.10305,0.15585,2.69505,-0.40095,1.09391,-0.61565,-1.21277,-3.9359,0.819,-1.13145,3.6899,1.3819,1.22704,0.77195,-0.05117,-0.62735,-0.53462,3.31298,-0.43164,1.0478,-3.15964,0.29765,-0.46957,0.41948,0.20639,-1.54746,-3.3606,1.03786,-1.91125,2.23243,2.00667,-0.14883,0.92102,0.36639,-0.13833,-0.72089,1.59954,-1.79083,0.12386,-2.40916,-3.19316,3.93812,0.30864,0.40786,-4.82339,-3.92346,-1.15824,-1.41179,-0.09575,1.37331,0.82909,-4.47435,-1.76415,-1.27887,3.8143,4.97409,-1.1433,0.88157,0.5579,-0.01674,-0.48398,0.02234,-0.41946,-1.63297,-2.49117,-3.73832,3.9807,4.67171,4.72111,0.21851,1.10247,1
peptide_pm_228,-1.27608,0.07135,0.79908,-1.02949,-0.60282,-0.70973,-0.3165,0.56914,0.10971,-0.14869,-0.47839,0.05186,-0.4946,-0.32468,-1.05327,0.00812,-0.42397,0.35217,-0.37497,0.42752,0.72511,-0.17028,0.30337,0.10266,0.51177,-0.03466,-0.82134,-0.66337,-0.39892,-0.64869,0.36734,0.07161,-0.38731,0.02197,-0.28733,-0.23805,0.48039,0.17861,-0.43989,0.71888,0.58898,0.53323,0.59491,0.22152,0.99263,-0.57367,0.49036,0.7189,0.46435,-0.00151,0.8677,-0.36183,-0.42883,0.4087,-0.22103,-0.17077,1.38017,0.06361,0.67476,0.07374,0.30408,-0.59192,-0.08953,0.6954,0.25909,0.94298,1.35285,0.21687,1.06113,0.62165,-0.16023,-0.69732,-0.08936,-0.56165,-0.49922,1
peptide_pm_229,-0.21242,0.51556,0.87305,0.27089,0.24917,-0.35996,1.41813,1.18094,0.18102,1.21281,0.09351,-0.1856,-0.44678,2.2822,-0.26428,0.59287,0.62529,0.6827,-0.04369,0.61335,-1.09412,-0.23615,-1.823,-1.21815,0.01351,-0.72237,-0.21656,-0.14288,0.25315,-0.2096,0.04185,0.32286,1.51167,0.09014,-1.14244,-0.64926,-0.27815,-0.69003,-0.12844,-0.99865,0.21814,-2.06399,0.30105,-0.03652,0.46252,0.33403,-0.81991,-1.32097,-0.51087,-0.22687,0.69286,-0.30487,-0.18687,-0.56898,0.01552,-0.82119,0.72651,2.01254,0.26669,-0.02208,-1.46972,-0.16098,-0.40011,-0.27193,-0.63065,0.89012,-1.10451,-0.35342,-0.08667,0.35672,1.01435,0.54688,-0.42637,0.83989,-0.16805,1
