,QSO3_SC_A,QSO3_SC_R,QSO3_SC_N,QSO3_SC_D,QSO3_SC_C,QSO3_SC_Q,QSO3_SC_E,QSO3_SC_G,QSO3_SC_H,QSO3_SC_I,QSO3_SC_L,QSO3_SC_K,QSO3_SC_M,QSO3_SC_F,QSO3_SC_P,QSO3_SC_S,QSO3_SC_T,QSO3_SC_W,QSO3_SC_Y,QSO3_SC_V,QSO3_G_A,QSO3_G_R,QSO3_G_N,QSO3_G_D,QSO3_G_C,QSO3_G_Q,QSO3_G_E,QSO3_G_G,QSO3_G_H,QSO3_G_I,QSO3_G_L,QSO3_G_K,QSO3_G_M,QSO3_G_F,QSO3_G_P,QSO3_G_S,QSO3_G_T,QSO3_G_W,QSO3_G_Y,QSO3_G_V,QSO3_SC1,QSO3_SC2,QSO3_SC3,QSO3_G1,QSO3_G2,QSO3_G3,y
peptide_pm_229,0.67908,-0.76872,-0.63027,-0.68258,1.01479,-0.57588,-0.61313,-0.32065,-0.5072,-0.16328,0.96802,0.8781,-0.48417,1.75958,1.13621,-0.07293,0.15931,-0.53919,-0.59176,-0.17984,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-0.25206,0.34987,0.34824,-0.25206,0.34987,0.34824,1
peptide_pm_230,-0.29487,-0.34616,-0.00605,-0.1045,0.37549,0.05664,-0.16792,1.26566,0.28948,-0.08266,0.03168,0.29499,0.45973,0.12177,-0.73055,0.01029,0.25689,-0.53919,-0.59176,-0.09348,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,1.18891,1.0553,1.20942,1.18891,1.0553,1.20942,1
peptide_pm_231,-0.36962,-0.76872,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,-1.00122,0.87802,-0.18878,0.08209,2.19175,-0.48417,0.83265,0.17044,-0.82819,-0.7263,0.52027,-0.59176,-0.96356,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,2.08097,-0.09562,2.09867,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.7851,1.06629,-1.1834,0.7851,1.06629,-1.1834,1
peptide_pm_232,-0.86711,-0.76872,1.89241,-0.68258,-0.42241,-0.57588,-0.61313,-1.00122,-0.5072,2.38781,-0.19253,1.64469,-0.48417,1.10394,-0.73055,0.01883,-0.7263,-0.53919,-0.59176,-0.08462,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,2.14426,-0.63248,0.73679,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-0.36682,0.45064,-0.47479,-0.36682,0.45064,-0.47479,1
peptide_pm_233,3.96656,-0.76872,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,-1.00122,-0.5072,-0.89497,0.17915,3.44099,-0.48417,1.86902,-0.73055,-0.82819,-0.7263,1.17634,-0.59176,-0.96356,3.7886,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,2.08097,-0.09562,2.09867,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-1.75253,-0.74767,-0.82809,-1.75253,-0.74767,-0.82809,1
peptide_pm_234,0.82889,-0.76872,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,-1.00122,-0.5072,-0.89497,-1.13714,2.10803,-0.48417,3.4374,-0.73055,-0.82819,-0.7263,0.36368,-0.59176,-0.96356,1.65101,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,2.08097,-0.09562,2.09867,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.73621,0.91421,-0.01108,0.73621,0.91421,-0.01108,1
peptide_pm_235,-0.86711,-0.76872,-0.63027,-0.68258,1.27184,-0.57588,-0.61313,-1.00122,-0.5072,-0.89497,2.33684,1.21882,-0.48417,-0.84053,-0.73055,-0.82819,-0.7263,0.75465,-0.59176,-0.96356,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,1.78517,0.73679,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.72559,-0.46,-0.89233,0.72559,-0.46,-0.89233,1
peptide_pm_236,2.62406,0.26252,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,4.5301,-0.5072,0.09623,0.57402,-1.02775,1.81937,1.50765,-0.73055,1.21784,0.47342,-0.53919,-0.59176,0.09813,1.65101,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,2.3541,-0.17418,-0.41783,0.57635,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.04974,-0.96571,-0.88832,0.04974,-0.96571,-0.88832,1
peptide_pm_237,0.45804,0.29879,-0.1045,-0.43913,-0.08639,1.2884,0.51159,0.43025,-0.17168,-0.55288,-0.44821,0.08595,-0.08666,-0.03027,-0.29409,0.40748,0.30858,0.74353,0.38272,0.31868,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,1.79037,1.59765,2.21513,1.79037,1.59765,2.21513,1
peptide_pm_238,0.3291,-0.76872,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,-0.21161,-0.5072,1.65199,0.81729,0.07815,-0.48417,2.17671,1.43589,1.80081,0.3012,-0.53919,-0.59176,-0.05427,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,2.14426,0.57635,-0.60739,-0.09562,2.09867,-0.27718,2.31328,-0.23061,-0.23344,-0.12128,-0.38751,-0.59636,0.25825,-0.30818,-0.59636,0.25825,-0.30818,1
peptide_pm_239,-0.86711,0.93807,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,0.01599,0.56558,-0.34806,0.43633,1.46518,-0.48417,1.75054,0.66472,-0.26366,-0.7263,-0.53919,-0.59176,-0.37775,-0.48659,2.00174,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,0.73679,-0.09562,2.09867,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,1.21441,1.13958,-0.19978,1.21441,1.13958,-0.19978,1
peptide_pm_240,-0.25803,-0.76872,-0.63027,-0.68258,1.27633,0.77059,-0.61313,3.82439,-0.5072,-0.03037,1.35098,0.09858,-0.48417,-0.84053,-0.73055,0.95694,-0.7263,-0.53919,-0.59176,-0.03747,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,2.3541,-0.17418,-0.41783,0.57635,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-0.17767,-0.50764,-0.00907,-0.17767,-0.50764,-0.00907,1
peptide_pm_241,-0.26985,-0.76872,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,-0.21262,-0.5072,-0.04715,-0.16143,2.28499,-0.48417,0.16384,-0.73055,-0.82819,-0.7263,0.73275,-0.59176,0.85244,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,2.08097,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,2.44035,0.61082,0.40667,-1.60094,0.61082,0.40667,-1.60094,1
peptide_pm_242,-0.86711,0.94782,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,-0.48967,0.57157,-0.34501,-0.82064,0.76329,-0.48417,0.46249,-0.02888,-0.82819,-0.06064,1.11096,1.49795,-0.96356,-0.48659,2.00174,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,0.73679,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,2.06241,-1.45127,1.80562,2.06241,-1.45127,1.80562,1
peptide_pm_243,1.51887,-0.76872,0.41088,-0.68258,-0.42241,-0.57588,-0.61313,0.25899,-0.5072,0.45989,1.20188,0.73689,-0.48417,-0.84053,-0.73055,-0.82819,-0.7263,-0.53919,0.69527,-0.96356,1.65101,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,0.73679,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-0.02252,0.31872,0.66341,-0.02252,0.31872,0.66341,1
peptide_pm_244,0.29134,-0.76872,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,-1.00122,-0.5072,-0.89497,0.75572,1.11438,-0.48417,-0.84053,-0.73055,-0.82819,0.26902,0.6945,-0.59176,-0.08275,1.65101,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,0.73679,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-0.39445,0.61372,-0.6414,-0.39445,0.61372,-0.6414,1
peptide_pm_245,0.31759,0.98092,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,1.08427,3.89078,1.34716,-0.49198,-0.29763,-0.48417,0.48753,-0.73055,-0.82819,-0.7263,0.3019,-0.59176,-0.96356,1.65101,2.00174,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,2.3541,5.74121,2.14426,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.37916,0.86108,0.76578,0.37916,0.86108,0.76578,1
peptide_pm_246,-0.86711,3.02912,-0.63027,-0.68258,2.44621,-0.57588,-0.61313,0.35688,-0.5072,-0.89497,-0.71694,-1.02775,-0.48417,0.88918,-0.73055,-0.82819,-0.7263,-0.53919,0.79545,-0.18147,-0.48659,2.00174,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-0.68987,0.06403,1.08898,-0.68987,0.06403,1.08898,1
peptide_pm_247,-0.43977,0.49352,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,-0.43698,4.25236,0.92488,-0.78804,-0.63268,-0.48417,1.31534,0.0434,-0.82819,0.74216,-0.53919,-0.59176,0.9857,-0.48659,2.00174,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,5.74121,2.14426,-0.63248,-0.60739,-0.09562,2.09867,-0.27718,-0.26905,3.61143,-0.23344,-0.12128,2.44035,0.17726,1.37778,-0.03316,0.17726,1.37778,-0.03316,1
peptide_pm_248,0.52205,-0.76872,-0.63027,0.25307,-0.42241,-0.57588,-0.61313,0.83296,-0.5072,-0.23758,0.37589,0.68453,-0.48417,1.49552,-0.73055,1.88561,-0.7263,0.44704,-0.59176,-0.25942,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,0.73679,-0.09562,-0.33007,-0.27718,2.31328,-0.23061,-0.23344,-0.12128,-0.38751,-0.2393,0.61005,0.73567,-0.2393,0.61005,0.73567,1
peptide_pm_249,-0.18097,1.25817,-0.63027,-0.68258,-0.42241,2.45808,-0.61313,-1.00122,-0.5072,1.05322,0.54455,0.24106,-0.48417,-0.84053,0.5121,0.17717,-0.7263,0.92202,-0.59176,-0.96356,-0.48659,2.00174,-0.18714,-0.23173,-0.14829,4.4748,-0.19485,-0.41009,-0.17418,2.14426,0.57635,0.73679,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-1.82479,-0.35373,0.37033,-1.82479,-0.35373,0.37033,1
peptide_pm_250,-0.86711,-0.76872,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,-1.00122,-0.5072,-0.89497,2.05708,3.24444,-0.48417,-0.84053,-0.73055,-0.82819,-0.7263,0.21789,-0.59176,-0.96356,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,1.78517,3.42515,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.89561,2.64023,-1.1553,0.89561,2.64023,-1.1553,1
peptide_pm_251,-0.86711,3.05473,-0.63027,-0.68258,2.46547,-0.57588,-0.61313,0.36601,-0.5072,-0.16001,-0.71418,-1.02775,-0.48417,0.03013,-0.73055,-0.82819,-0.7263,-0.53919,0.80455,-0.17634,-0.48659,2.00174,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-0.71962,0.06403,1.0689,-0.71962,0.06403,1.0689,1
peptide_pm_252,-0.86711,-0.76872,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,-1.00122,-0.5072,-0.89497,3.04747,1.00184,-0.48417,-0.84053,-0.73055,-0.82819,-0.7263,1.0191,-0.59176,-0.96356,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,4.20282,2.08097,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,3.80827,-0.12128,-0.38751,0.26652,-0.54429,-1.99239,0.26652,-0.54429,-1.99239,1
peptide_pm_253,-0.86711,1.26724,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,-1.00122,-0.5072,0.08337,-0.01096,-0.39058,-0.48417,-0.84053,3.01436,-0.82819,-0.7263,3.86438,1.26695,-0.96356,-0.48659,2.00174,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,-0.60739,-0.09562,-0.33007,3.60775,-0.26905,-0.23061,3.80827,-0.12128,-0.38751,-0.46884,-1.18376,-0.04119,-0.46884,-1.18376,-0.04119,1
peptide_pm_254,-0.86711,3.04657,-0.63027,-0.68258,2.45926,-0.57588,-0.61313,0.36317,-0.5072,-0.89497,-0.71506,-1.02775,-0.48417,0.02833,-0.73055,-0.82819,0.16142,-0.53919,0.80165,-0.17797,-0.48659,2.00174,-0.18714,-0.23173,6.74342,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-0.74088,0.119,1.04682,-0.74088,0.119,1.04682,1
peptide_pm_255,1.30612,-0.76872,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,-1.00122,-0.5072,-0.89497,0.63822,0.98141,-0.48417,-0.84053,-0.73055,-0.82819,0.20731,0.61801,-0.59176,-0.13736,1.65101,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,0.73679,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-0.66224,0.82993,-0.15561,-0.66224,0.82993,-0.15561,1
peptide_pm_256,-0.86711,2.85479,-0.63027,-0.68258,2.99861,-0.57588,-0.61313,-0.19134,-0.5072,-0.89497,-0.63606,-1.02775,-0.48417,0.19095,-0.73055,-0.82819,-0.7263,-0.53919,1.06245,0.90168,-0.48659,2.00174,-0.18714,-0.23173,6.74342,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-1.55275,-0.83196,1.58882,-1.55275,-0.83196,1.58882,1
peptide_pm_257,-0.86711,0.12016,0.68281,-0.68258,4.61238,-0.57588,0.32338,2.97175,-0.5072,-0.89497,-0.64546,-0.47133,-0.48417,-0.84053,2.53926,0.05369,4.44364,0.74255,-0.59176,1.78156,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-0.65374,-0.59926,0.6353,-0.65374,-0.59926,0.6353,1
peptide_pm_258,0.67263,-0.76872,1.88906,0.87271,0.65094,-0.57588,-0.61313,-0.49292,-0.5072,-0.34849,-0.19378,0.75165,0.78584,-0.19315,-0.73055,-0.82819,1.25776,-0.53919,-0.59176,0.79223,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,1.82012,0.71999,-0.30818,1.82012,0.71999,-0.30818,1
peptide_pm_259,-0.09118,-0.76872,1.06257,-0.68258,-0.42241,-0.57588,-0.00933,0.53564,-0.5072,-0.34413,-0.18626,1.48306,2.0756,-0.84053,-0.73055,-0.82819,-0.7263,1.11325,-0.59176,-0.96356,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,0.73679,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.95725,1.1744,-0.03115,0.95725,1.1744,-0.03115,1
peptide_pm_260,-0.28136,-0.76872,1.92589,0.50087,-0.42241,-0.57588,-0.61313,-0.22782,-0.5072,2.43118,-0.65863,0.59697,-0.48417,1.12975,-0.73055,0.03008,-0.7263,-0.53919,-0.59176,-0.07295,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,2.14426,-0.63248,0.73679,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-0.02252,0.31505,-0.75181,-0.02252,0.31505,-0.75181,1
peptide_pm_261,0.05142,-0.76872,-0.63027,-0.06388,-0.42241,0.10109,-0.61313,-0.19276,-0.5072,-0.02579,-0.38677,1.80292,-0.48417,0.18914,-0.73055,0.06899,-0.7263,-0.53919,-0.59176,1.82964,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,0.73679,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,2.44035,1.90301,1.52803,-0.24394,1.90301,1.52803,-0.24394,1
peptide_pm_262,-0.86711,1.02399,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,-1.00122,-0.5072,-0.03342,-0.64132,0.65558,-0.48417,-0.84053,2.56706,-0.82819,-0.7263,3.33841,-0.59176,-0.96356,-0.48659,2.00174,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,0.73679,-0.09562,-0.33007,3.60775,-0.26905,-0.23061,3.80827,-0.12128,-0.38751,-1.66539,-0.20715,1.095,-1.66539,-0.20715,1.095,1
peptide_pm_263,-0.40585,1.27517,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,1.4353,-0.5072,0.41479,-0.00657,-0.60132,-0.48417,-0.06486,0.10483,-0.15233,-0.7263,-0.53919,-0.59176,1.14067,-0.48659,2.00174,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,2.3541,-0.17418,-0.41783,0.57635,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,2.44035,1.07201,0.53493,-0.40052,1.07201,0.53493,-0.40052,1
peptide_pm_264,-0.86711,-0.76872,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,-1.00122,-0.5072,-0.89497,4.61944,1.47795,-0.48417,-0.84053,-0.73055,-0.82819,-0.7263,-0.53919,-0.59176,-0.96356,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,5.41165,2.08097,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.68733,0.43049,-0.97865,0.68733,0.43049,-0.97865,1
peptide_pm_265,-0.02778,-0.45883,-0.63027,-0.25864,-0.42241,-0.11201,0.69287,0.6611,-0.5072,-0.89497,0.06278,1.106,0.20806,-0.13481,-0.35053,0.09418,-0.7263,-0.09233,-0.02586,-0.64451,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,0.73679,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,1.66073,1.25135,1.54867,1.66073,1.25135,1.54867,1
peptide_pm_266,-0.86711,-0.76872,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,-1.00122,-0.5072,-0.89497,1.77519,3.25693,-0.48417,-0.84053,-0.08476,-0.82819,-0.7263,0.22018,-0.59176,-0.96356,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,1.78517,3.42515,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.86586,2.55044,-1.04289,0.86586,2.55044,-1.04289,1
peptide_pm_267,1.04057,-0.76872,-0.63027,-0.68258,1.35081,-0.57588,-0.61313,-1.00122,-0.5072,0.00776,1.97959,0.7359,-0.48417,2.36747,0.42119,0.10363,-0.7263,-0.53919,-0.59176,-0.96356,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-0.63249,-0.25662,-0.2058,-0.63249,-0.25662,-0.2058,1
peptide_pm_268,-0.86711,0.85284,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,-0.27626,-0.5072,-0.11556,-0.24018,-0.52014,-0.48417,1.92917,-0.73055,-0.02368,-0.7263,0.6301,-0.59176,-0.12873,-0.48659,2.00174,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,-0.60739,-0.09562,2.09867,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-0.13091,0.74198,-0.63739,-0.13091,0.74198,-0.63739,1
peptide_pm_269,3.85512,-0.76872,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,-1.00122,-0.5072,-0.89497,0.1488,3.33796,-0.48417,1.80656,-0.73055,-0.82819,-0.7263,1.13679,-0.59176,-0.96356,3.7886,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,2.08097,-0.09562,2.09867,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-1.76315,-0.45084,-0.90237,-1.76315,-0.45084,-0.90237,1
peptide_pm_270,0.28044,-0.76872,0.62152,-0.68258,-0.42241,-0.57588,-0.61313,-0.24363,-0.5072,-0.08048,1.67538,0.56376,-0.48417,-0.84053,-0.73055,0.01254,0.25953,-0.53919,-0.59176,-0.96356,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,0.73679,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-0.16492,0.36636,-0.51895,-0.16492,0.36636,-0.51895,1
peptide_pm_271,-0.10161,-0.76872,-0.63027,-0.68258,1.7123,-0.57588,-0.61313,-1.00122,-0.5072,-0.89497,3.24033,0.38765,-0.48417,3.0213,2.0422,1.41509,-0.7263,-0.53919,-0.59176,0.20035,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-1.42523,-0.27128,-1.13523,-1.42523,-0.27128,-1.13523,1
peptide_pm_272,1.28371,-0.76872,-0.63027,-0.68258,0.57731,2.59381,0.50251,-0.05454,-0.5072,0.12281,1.20552,-1.02775,-0.48417,-0.84053,-0.73055,-0.82819,2.96911,0.98772,3.2751,1.21653,1.65101,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,3.61143,-0.23344,-0.12128,-0.38751,-0.98316,-0.50215,-0.66349,-0.98316,-0.50215,-0.66349,1
peptide_pm_273,2.0532,-0.76872,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,-1.00122,-0.5072,-0.89497,1.64616,1.22208,-0.48417,-0.84053,-0.73055,-0.82819,-0.7263,-0.53919,-0.59176,-0.96356,1.65101,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,1.78517,0.73679,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.91049,0.22527,-0.23792,0.91049,0.22527,-0.23792,1
peptide_pm_274,-0.45481,0.44932,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,0.08774,4.08567,0.86103,-0.80033,-0.64658,-0.48417,1.23971,-0.73055,-0.82819,0.69073,-0.53919,-0.59176,0.91732,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,5.74121,2.14426,-0.63248,-0.60739,-0.09562,2.09867,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,2.44035,0.24527,1.38877,0.08527,0.24527,1.38877,0.08527,1
peptide_pm_275,-0.86711,4.87284,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,-1.00122,-0.5072,-0.89497,0.42317,-1.02775,-0.48417,-0.84053,-0.73055,-0.82819,-0.7263,-0.53919,4.55923,-0.96356,-0.48659,6.8576,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,1.78517,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,13.26519,-0.38751,0.03061,3.44643,0.30408,0.03061,3.44643,0.30408,1
peptide_pm_276,-0.86711,-0.76872,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,-1.00122,-0.5072,-0.89497,2.84771,1.97861,-0.48417,-0.84053,-0.73055,-0.82819,-0.7263,-0.53919,-0.59176,-0.96356,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,2.994,2.08097,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.09012,1.46207,-1.54273,0.09012,1.46207,-1.54273,1
peptide_pm_277,-0.0089,1.13235,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,0.13192,-0.5072,-0.28596,0.26492,0.1623,-0.48417,-0.11906,0.04645,-0.19956,-0.7263,-0.53919,-0.59176,0.34132,-0.48659,2.00174,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,0.73679,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,1.14215,1.4529,-1.04891,1.14215,1.4529,-1.04891,1
