,Geary_CIDH920105.lag1,Geary_CIDH920105.lag2,Geary_CIDH920105.lag3,Geary_BHAR880101.lag1,Geary_BHAR880101.lag2,Geary_BHAR880101.lag3,Geary_CHAM820101.lag1,Geary_CHAM820101.lag2,Geary_CHAM820101.lag3,Geary_CHAM820102.lag1,Geary_CHAM820102.lag2,Geary_CHAM820102.lag3,Geary_CHOC760101.lag1,Geary_CHOC760101.lag2,Geary_CHOC760101.lag3,Geary_BIGC670101.lag1,Geary_BIGC670101.lag2,Geary_BIGC670101.lag3,Geary_CHAM810101.lag1,Geary_CHAM810101.lag2,Geary_CHAM810101.lag3,Geary_DAYM780201.lag1,Geary_DAYM780201.lag2,Geary_DAYM780201.lag3,y
peptide_pm_226,1.11054,0.58371,-0.49778,0.75583,0.29694,-0.09652,1.47651,-1.31852,0.39244,0.81604,0.07632,-0.7884,1.23466,-1.07935,0.39407,0.85026,-0.48411,0.26072,-0.01931,0.26741,-0.73688,1.45967,-0.36284,0.52021,1
peptide_pm_227,-2.04916,-0.63418,2.44129,-1.12614,0.07974,2.08001,0.76728,-1.33028,-0.20686,-2.30033,0.21917,2.78935,1.1986,-1.28193,-0.07738,2.11133,-1.97613,0.47205,-0.90862,-2.19782,-0.08753,-0.63099,-1.03531,2.16249,1
peptide_pm_228,0.28759,-1.10894,0.88514,-0.72641,-0.98929,-0.13671,-0.37535,0.26346,0.28111,0.98333,-0.69409,0.48421,-0.12033,0.24064,0.16286,-0.92891,-0.18201,0.29389,-0.34733,-0.68944,-0.31823,1.5446,-1.26955,1.48696,1
peptide_pm_229,-0.48116,-0.39863,0.68408,-0.63344,0.32435,1.0602,-0.32415,1.09504,-0.8084,-1.20001,-0.28014,-0.2507,-0.07523,1.38333,-0.88185,-0.13991,1.51923,-1.17785,-0.21114,0.74563,-0.55203,-1.22656,-0.12358,-0.57501,1
peptide_pm_230,-0.18161,0.62161,0.62799,0.2835,0.92817,-0.99915,-1.02406,0.49338,0.78755,-1.30678,-0.20556,-0.21795,-0.60815,0.2003,0.85773,-0.82596,0.3679,1.01536,-1.03009,0.47615,0.90377,-0.00585,1.43313,0.26105,1
peptide_pm_231,0.8653,0.18791,-1.5079,-0.74512,-0.67591,0.12743,-0.19685,-0.04438,-1.76351,0.43486,-0.09914,0.13099,-0.53218,0.59323,-1.50098,-0.1857,-0.22661,-1.28147,1.66594,-0.37412,2.14937,0.26543,-1.06858,0.15696,1
peptide_pm_232,0.22087,1.88266,-0.92155,-0.45656,0.12597,-1.2306,-1.09385,0.03855,0.34796,0.1724,1.95535,-1.01518,-1.11052,-0.34853,0.89102,-1.04351,0.81658,0.63603,0.00833,0.64318,-0.82171,-1.73968,-1.47712,-0.31046,1
peptide_pm_233,-1.27823,-0.42569,-1.02281,-3.47569,-2.83162,-2.19122,0.79881,1.19564,-2.96139,0.1493,1.0682,-1.13992,0.04552,0.48353,-3.12821,-0.35856,0.33931,-2.90037,-2.65947,-0.1636,0.32274,-0.27969,0.69525,-2.28796,1
peptide_pm_234,0.49578,-0.07187,0.38362,0.49529,0.57413,-0.19744,-0.32026,0.057,0.09244,0.16425,-0.22236,0.47195,-0.43831,0.19218,-0.25256,-0.47241,0.0477,-0.21187,-0.36816,-0.3254,-0.17961,-0.41986,-0.01872,-0.13195,1
peptide_pm_235,1.49197,-0.00056,0.19469,1.81477,-0.35367,-0.12819,-0.26733,0.25199,0.13848,-0.63763,-1.73091,-1.19942,-0.16254,-0.04318,-0.83521,-1.48928,-1.15929,-0.87093,-1.3605,1.44482,0.22131,1.01205,-0.97738,-0.40613,1
peptide_pm_236,0.26966,-0.851,-0.53227,0.56102,0.27961,-0.05942,0.2615,0.65687,-0.7298,-0.99429,-0.56086,-0.18176,0.6873,0.66863,-0.81745,0.28425,0.47974,-0.5299,1.87373,-0.07369,-0.46685,-0.76653,-1.56316,-0.3398,1
peptide_pm_237,-0.34691,0.07408,0.08969,0.15527,0.15379,0.42968,0.0022,0.05987,-0.08698,-0.49698,0.4732,0.32562,0.2406,-0.04362,-0.20935,0.04012,0.10128,-0.4668,0.34902,0.44494,-0.70382,-1.25141,-0.04645,-0.3622,1
peptide_pm_238,-0.44935,1.82105,-0.1331,-1.27413,-0.15421,-0.43439,-0.62353,0.81869,-0.91641,-0.03412,1.30542,0.33519,-0.72877,0.54159,-0.82781,-0.65215,0.89512,-0.80029,-0.85511,0.64817,0.02696,-1.0434,0.18513,0.23497,1
peptide_pm_239,0.34108,0.36549,-1.1005,0.22392,0.63717,-1.27001,-2.10089,-1.38626,-1.51495,0.82601,0.64068,-1.48023,-2.28908,-1.66396,-1.4875,-1.99371,-1.45425,-1.09798,-0.64961,-0.83535,-1.01758,0.08094,-0.31824,-1.01387,1
peptide_pm_240,-0.08272,0.96996,-0.3919,0.7672,0.20289,-0.12799,-0.0266,1.04545,0.54863,-0.86054,-0.35259,0.04233,-0.04523,0.73089,0.58978,0.13563,1.23247,0.20909,0.85485,0.85085,-0.84317,0.68083,-0.21216,1.32459,1
peptide_pm_241,1.61107,0.40213,-2.65357,0.80085,-0.03336,-0.71703,-2.08901,-1.22642,-0.68138,0.73489,0.42066,-2.06855,-2.59628,-1.07292,0.04072,-2.31597,-0.45351,0.547,0.1334,0.47103,0.97351,0.06341,-0.8583,-1.02285,1
peptide_pm_242,1.13812,-1.10057,1.45085,-0.61664,0.29441,0.17808,-1.03775,0.65327,1.40147,0.69769,-0.8309,-0.2333,-0.69488,0.77445,1.47272,-0.83659,0.54095,1.41404,-0.46603,0.60046,0.98347,-0.45448,-0.89898,-1.55356,1
peptide_pm_243,0.81154,0.18096,0.25048,-0.52027,-0.63667,0.18518,0.48549,-0.00148,-0.0942,0.11013,0.17016,-0.59283,0.60989,-0.13654,0.25293,0.29029,-0.01037,-0.43406,-0.23475,0.54086,-0.10699,0.15671,0.22567,-1.24412,1
peptide_pm_244,-0.14789,2.57039,-0.25368,0.06504,1.0347,-0.36791,-0.92318,1.67221,-1.19075,-0.68567,2.10153,-0.98308,-0.89171,1.45853,-0.70818,-1.17812,0.99358,-1.18031,-0.10061,0.9324,0.57542,-0.6962,1.66927,-1.05492,1
peptide_pm_245,-0.70778,0.59922,1.2742,0.79821,-0.46819,0.60281,-0.14402,-0.36787,-1.32126,-1.67062,-0.57774,-0.15789,0.06077,-0.15919,-1.09753,0.10407,0.27297,-0.92255,-0.25691,1.59513,1.38253,-1.12334,0.41884,-0.81498,1
peptide_pm_246,-2.75467,-1.32413,1.06932,-2.35872,-0.97775,0.59431,-0.34188,0.20654,-1.03616,-1.86489,-0.62899,1.9559,-0.11578,0.14036,-1.06992,-0.14839,-0.01154,-0.5967,-1.98386,0.16544,-0.20875,0.22462,-0.14084,0.29048,1
peptide_pm_247,-0.72345,0.86979,-0.61665,-0.0984,-1.50416,0.18696,-1.82564,-1.04018,-0.27324,-0.12603,0.59594,0.52052,-1.63604,-1.1338,-0.40538,-1.48302,-1.17897,0.01801,-1.3942,-0.73224,0.61354,-0.93769,0.67457,0.27697,1
peptide_pm_248,-0.73491,0.60101,-0.46382,0.17119,0.69615,-0.58883,-0.02507,0.64692,-0.52373,-0.35865,0.33384,-0.13343,0.12324,0.67108,-0.21583,0.00961,0.96995,-0.15319,-0.53326,1.28204,0.72738,0.71642,0.20364,-1.51042,1
peptide_pm_249,-1.40266,-0.49915,-1.30115,-0.44586,-0.43923,-1.1538,0.47908,-0.40048,-1.06984,-0.153,1.16778,-0.19766,-0.28121,-1.03874,-1.27474,0.29369,0.48129,-0.89144,-0.46091,2.36409,-0.43075,0.79727,-0.13584,-0.77923,1
peptide_pm_250,0.67784,1.56523,-1.3867,0.80096,1.79516,-1.61041,-0.46013,-1.52024,-1.18187,0.72716,1.88332,-1.45462,-0.72342,0.16206,-0.89623,-0.33964,-1.81197,-1.37583,-0.25335,1.99112,-1.02973,0.87935,1.30431,-1.905,1
peptide_pm_251,-2.79752,-1.501,0.74964,-1.90696,-0.6193,1.34624,-0.4306,0.17264,-1.20531,-1.82076,-0.64205,1.98985,-0.19203,0.14157,-1.20008,-0.15346,0.05283,-0.65733,-2.08306,-0.28344,-0.39666,0.3559,-1.45031,0.62258,1
peptide_pm_252,1.75323,0.1053,-0.73016,1.70366,0.18495,-0.41992,0.18916,1.29485,1.13132,1.74596,0.24334,-0.55615,0.1419,1.80248,0.05163,0.17112,1.05193,1.36041,0.78747,1.6175,-1.92551,1.42127,0.09873,0.57522,1
peptide_pm_253,1.51582,-1.60654,-0.43386,2.1619,-1.72419,0.22843,1.51042,-0.85755,1.57175,1.84855,0.05066,-0.39612,1.02327,-0.50508,1.43112,2.15059,-0.41226,0.87605,0.25959,0.70073,-1.08138,0.33101,-1.93503,0.44987,1
peptide_pm_254,-2.27457,-0.68517,1.5403,-1.96671,-0.64643,1.29287,-0.63941,-0.00519,-1.34838,-1.69692,-0.69029,2.05988,-0.37468,0.0435,-1.34326,-0.40618,0.02182,-0.9075,-1.96459,0.29229,-0.19157,0.33993,-1.46915,0.61246,1
peptide_pm_255,-0.26687,2.36375,-0.07484,-0.25243,1.20133,-0.0223,-1.84249,0.72116,-1.02248,-1.38692,1.02671,-0.73956,-1.87056,0.66663,-0.56317,-2.31527,-0.02257,-0.80952,-0.9861,0.15028,0.83025,-1.71976,0.51618,-0.70582,1
peptide_pm_256,-1.83538,-0.65693,1.65901,-1.71682,-0.14277,1.70419,-0.40134,-1.72024,-0.29616,-1.52316,-0.39752,1.98515,0.01665,-1.88781,-0.0066,0.68987,-2.33935,0.1899,0.33918,-2.18653,-0.7056,0.77382,-1.37559,1.55904,1
peptide_pm_257,0.40055,-0.80444,1.64227,0.64973,0.08551,1.2949,-0.30359,-0.63216,-0.00787,0.85132,0.10629,1.32134,-0.49849,-0.49347,-0.12815,-0.40993,-0.60969,-0.21646,0.12451,-0.38969,0.55919,1.65509,-0.26598,0.26655,1
peptide_pm_258,1.0452,0.06172,0.40779,0.18324,1.1622,-1.35395,0.68238,-0.38384,0.0488,-0.28423,-1.344,0.46633,0.68231,-0.34837,-0.22817,0.68779,-0.4167,0.04401,-1.25522,-0.66318,-0.21692,-0.14804,-0.50246,1.10922,1
peptide_pm_259,1.43598,0.68238,-0.82021,0.82766,1.12159,-0.53283,0.46438,-0.3071,-0.12808,-0.96078,0.42593,0.22459,-0.01048,-0.47232,-0.01499,0.57468,-0.69829,-0.16601,0.81975,0.56943,-0.52635,1.59043,-1.07081,0.65226,1
peptide_pm_260,0.41442,1.79343,-1.10974,0.42269,-0.05791,-1.66567,0.6223,0.59993,-0.85686,-0.69258,0.73324,-0.98631,0.92492,0.09572,-1.03561,0.48404,1.08805,-0.81738,-0.18424,0.11605,-1.5744,-2.47803,-0.70009,0.0546,1
peptide_pm_261,0.72484,0.96004,-0.66025,0.90566,0.44521,-0.33262,-0.00888,-0.13296,-0.20148,-0.66543,-0.43825,0.3424,0.29105,0.1043,-0.01688,-0.05253,0.15106,0.07993,-0.31147,1.21528,0.8793,-0.45477,0.03757,-0.17161,1
peptide_pm_262,-1.46532,-0.38869,0.54225,0.52915,-0.14203,-0.85083,-0.05489,0.0536,-1.51073,1.63379,0.69194,-1.40949,0.21949,0.33689,-1.49246,1.23203,0.9022,-1.49559,-0.56109,0.26146,-1.41174,-0.89405,-0.97137,-1.13239,1
peptide_pm_263,0.13152,1.70507,-0.7948,0.59211,1.98993,-1.13746,1.54382,-0.66355,-0.31942,0.9155,2.04808,-1.63312,1.32632,-0.76117,-0.43698,1.1746,-0.4023,-0.73227,0.74426,0.14859,-0.58816,0.07715,0.86895,1.78396,1
peptide_pm_264,1.05015,0.6161,-0.59873,1.05663,0.92601,-0.71928,1.12382,1.24075,-0.7135,1.04181,0.92103,-0.66036,1.15765,1.20667,-0.73421,1.01916,1.16996,-0.75067,1.05793,0.91583,-0.70916,0.96463,1.1809,-0.83781,1
peptide_pm_265,-0.41895,0.56714,0.42395,-0.60877,0.62176,0.4073,0.48788,-0.59207,0.47453,-0.71505,0.62437,0.89266,0.43566,-0.3621,0.87471,0.22203,-0.40822,0.55553,-0.61927,0.153,1.12191,0.25116,0.9712,-0.50469,1
peptide_pm_266,0.7246,1.22375,-0.92441,0.78445,0.99488,-0.63779,-0.49673,-1.27051,-1.22371,0.47916,0.15617,0.48206,-0.70016,0.36066,-1.06602,-0.3478,-0.82358,-0.78511,0.02303,0.73267,0.66196,0.86187,0.85598,-1.46367,1
peptide_pm_267,-0.1436,0.12214,-0.23168,-0.23157,0.84084,0.23476,-0.72213,-1.28499,0.06395,-0.84235,-0.89611,-0.49041,-0.66551,-1.34983,0.30826,0.10538,-1.19195,0.07007,1.7754,-0.24752,-0.51862,0.36289,-0.73625,-0.58341,1
peptide_pm_268,-0.13486,2.01597,-0.55906,-0.46197,2.26768,-0.51648,0.10952,1.88892,-0.12666,-0.02976,2.74673,-0.52813,0.44834,1.57092,0.18191,0.37562,1.89981,0.87175,0.19533,0.82242,1.19147,0.16758,2.02749,0.42739,1
peptide_pm_269,-1.64383,-0.27836,-1.55173,-3.38553,-2.79999,-2.12969,1.03437,2.26753,-2.62035,0.50224,1.92343,-1.43315,0.39244,1.52815,-2.69099,0.34525,1.72594,-2.41924,0.40636,0.42363,-0.11688,0.70037,2.173,-1.98666,1
peptide_pm_270,-1.1139,1.39139,-0.21478,0.3807,1.58081,-1.4359,-0.00551,1.40076,1.23568,-0.95019,1.74346,0.39334,0.67742,1.24267,0.70597,-0.40808,1.42986,1.26272,-0.81598,1.54831,0.18298,-1.4469,0.60973,0.58307,1
peptide_pm_271,-0.5317,0.78376,-0.29143,0.09518,1.24089,-0.58382,-0.63336,0.32089,-0.47768,-0.83328,-0.32502,-0.42411,-0.85695,0.2878,-0.57715,-0.41547,0.85866,-0.72695,0.86657,0.04319,0.28871,-0.84855,0.95531,0.00432,1
peptide_pm_272,-0.89296,0.05056,-0.8519,0.0899,1.62974,-1.13409,-0.0937,0.42331,0.62903,0.0545,0.12571,-0.14186,-0.66835,0.56208,0.93906,-0.65003,0.54153,0.58432,-1.55277,-0.43067,0.34605,-0.93979,0.25836,0.29501,1
peptide_pm_273,2.88138,-2.0489,1.44128,0.86482,1.23276,-0.26605,0.1878,2.44963,-0.75858,2.51162,-1.69226,1.06676,0.01153,2.8041,-0.95967,0.33756,1.91417,-0.58661,2.42384,-1.34218,1.01094,1.08495,0.54751,-0.02975,1
peptide_pm_274,-0.59021,1.04299,-0.37756,-0.91765,-1.03604,0.5327,-1.38889,-0.82359,-0.16413,-0.27135,1.34626,-0.17687,-0.94924,-0.79137,-0.11383,-0.86855,-0.89895,0.29027,-0.53919,-0.37114,0.95329,-0.15419,-0.38128,0.19232,1
peptide_pm_275,-0.08765,2.63293,-0.028,0.15783,2.90368,0.00927,1.66673,0.89323,1.23804,0.62772,2.06435,0.41625,1.75262,0.78788,1.31124,2.1982,-0.21893,1.75845,1.33901,1.01415,0.99782,-0.145,3.59153,-0.2478,1
peptide_pm_276,0.4257,1.6726,-1.11515,0.47481,2.101,-1.25427,0.48865,2.52249,-1.25819,0.41706,2.10604,-1.15464,0.51478,2.4806,-1.29487,0.39193,2.42582,-1.30438,0.38391,2.06755,-1.24635,0.35484,2.44498,-1.37061,1
peptide_pm_277,0.41037,1.49658,-1.69535,0.68623,2.01238,-1.41794,1.72248,0.41373,-1.49272,0.71636,1.94853,-2.16614,1.38861,0.41822,-1.78338,1.44775,0.64218,-1.91488,0.22424,0.55153,-1.17966,0.54922,0.82769,0.30804,1
peptide_pm_278,2.31362,-2.02585,2.65534,2.19721,-0.16952,0.09039,-1.1116,2.30743,1.63822,0.4784,0.04447,1.88389,-0.97398,2.26798,1.43923,-1.20561,2.20223,1.72046,0.57913,-0.03529,2.34667,3.90104,-3.93523,3.39483,1
peptide_pm_279,0.40399,1.08544,-0.98115,0.15511,0.44992,-1.62827,-0.49956,0.42779,-0.61741,0.55606,0.84597,-0.71833,-0.65135,0.40626,-0.11345,-0.67656,0.71719,-0.00015,-0.25587,1.22078,0.52303,-0.70673,0.80906,0.09331,1
peptide_pm_280,-0.29545,2.1772,-0.49297,0.01919,0.13926,-0.55243,-1.4723,-0.08492,-0.34539,-0.3577,1.31391,-1.69527,-0.99168,0.22831,-0.75951,-0.85155,1.2056,-0.86786,0.74244,2.25925,-1.79213,-0.6084,-0.15403,1.54649,1
peptide_pm_281,0.6395,-0.77805,1.15131,0.73666,0.05209,0.99583,0.10329,-0.47156,0.25254,0.85928,0.09441,1.31527,-0.02523,-0.23249,0.05643,0.11702,-0.44202,0.04249,0.04206,-0.42479,0.44914,0.94137,-0.89634,0.41506,1
peptide_pm_282,0.83673,0.51175,-0.91893,0.85778,0.80995,-1.051,0.90673,1.11415,-1.05123,0.82828,0.80399,-0.96683,0.93794,1.08085,-1.08184,0.80479,1.04591,-1.09399,0.82757,0.80207,-1.04224,0.75622,1.05605,-1.16817,1
peptide_pm_283,1.4977,-1.53743,-0.29783,2.86449,-1.61973,0.39312,2.2717,-0.72319,0.68048,2.70762,-0.10638,-0.33914,1.89902,-0.35079,0.82711,2.47598,-0.30243,0.38227,0.25959,0.70073,-1.08138,0.44659,-2.08073,0.347,1
peptide_pm_284,0.81113,1.33833,-1.32553,0.93091,1.53257,-1.56229,-0.42915,-1.61421,-1.09452,0.86473,1.62278,-1.40446,-0.76036,-0.17889,-0.72862,-0.30066,-1.82979,-1.30094,-0.25451,1.7313,-0.84556,1.00419,1.01234,-1.88267,1
peptide_pm_285,-0.07413,0.32227,-0.69801,0.28457,0.55656,-0.38628,-0.69382,-0.16768,-0.44026,-1.34018,-0.02737,0.56147,-0.82634,-0.41133,-0.33377,-0.60926,-0.10235,-0.74976,-0.75333,-0.66939,0.03662,1.22692,-0.88296,-0.66488,1
peptide_pm_286,-0.48413,0.95481,0.37142,0.82787,0.17865,0.5662,-1.3047,0.72237,-1.17238,-1.3003,0.84067,-0.68288,-1.10113,0.72397,-0.82762,-1.49412,0.47876,-1.0231,-0.69476,0.95358,0.11788,-1.41489,0.35462,-0.91032,1
peptide_pm_287,0.72354,1.02103,-0.70165,0.57915,1.5755,-0.8298,0.75169,-0.42748,1.22352,0.6078,1.49618,-0.76561,1.42552,-1.03836,1.13847,0.45281,-0.17094,1.14969,1.68516,-0.42151,0.04345,0.02173,2.17411,-0.74759,1
peptide_pm_288,-0.3783,1.72779,-0.65863,-0.449,0.55736,0.79014,-0.50734,0.70915,0.29914,0.55426,1.61071,-0.28189,0.10793,0.69661,0.26206,-0.18523,1.47616,0.31734,0.51421,1.74947,-0.43831,0.65909,-0.36566,1.60625,1
peptide_pm_289,1.00526,0.49718,-0.88868,0.73562,0.40347,-0.44145,-0.04468,-0.54788,-0.50631,0.54751,0.14482,-0.54277,-0.68665,-0.67033,-0.07183,-0.5325,-0.80974,-0.11321,-0.60292,0.35067,0.08616,0.93281,-0.47521,0.55491,1
peptide_pm_290,-0.09743,0.88365,-0.75014,0.03449,0.70807,-0.61036,-0.74166,-0.40013,-0.28557,0.69872,-0.60481,0.72452,-0.33172,-0.52899,-0.2766,-0.56825,-0.67206,-0.22654,-0.74835,-0.78753,0.42787,-0.60579,0.55431,-1.17583,1
peptide_pm_291,-0.2369,1.22274,-0.18807,0.94736,1.65175,-1.06056,2.31486,0.17085,0.54965,1.04626,0.97167,0.05501,2.47017,0.12943,0.29276,1.79626,0.36934,0.18083,0.02406,1.19812,-0.51403,-0.9515,0.48939,0.86106,1
peptide_pm_292,-0.3517,1.42869,-0.59268,-0.17344,1.68619,-0.45337,0.37466,0.95089,1.44654,-0.31456,1.75069,-0.51906,0.14237,1.39438,0.65727,0.31673,0.81605,1.56751,-0.60597,2.04231,-1.14877,-0.0917,1.54782,0.18202,1
peptide_pm_293,0.07127,1.73506,-0.74103,-0.8174,1.081,0.29401,0.21516,0.22085,0.21365,0.54111,1.79991,-1.29317,0.67052,0.38178,0.18601,0.16778,1.02187,-0.11801,0.78535,1.532,-0.72745,1.77347,-2.41946,0.67921,1
peptide_pm_294,-2.59454,-1.05337,1.80359,0.21696,-0.26348,1.66307,-2.08306,-1.20018,-1.02031,0.76718,0.10235,-0.22053,-1.91306,-1.23051,-0.67839,-2.0777,-1.47883,-0.67969,-1.3478,-0.93847,1.03664,-0.21786,-0.47388,-1.18922,1
peptide_pm_295,1.48135,-1.53853,-0.30118,1.9922,-1.63815,0.09385,1.94417,-0.78195,0.61595,2.39706,-0.3868,-0.55528,1.34877,-0.43356,0.70286,2.39088,-0.29226,0.39381,0.25959,0.70073,-1.08138,0.29862,-1.96771,0.30386,1
peptide_pm_296,0.36517,1.05181,-1.24491,0.16282,0.4042,-1.20972,-0.71881,-0.48705,-1.28826,0.56825,-1.32488,0.55881,-1.07244,-1.04244,-1.13311,-0.80215,-0.20159,-1.27012,0.38799,1.3162,-0.79834,-1.45253,0.63889,-0.92366,1
peptide_pm_297,-1.99531,-0.80571,2.47113,-1.67356,-0.48451,2.57649,0.68931,-1.36029,-0.14566,-1.23498,-0.41908,2.39123,0.81037,-1.41225,0.24646,2.03871,-2.00027,0.54585,-0.90862,-2.19782,-0.08753,-0.63099,-1.03531,2.16249,1
peptide_pm_298,0.14554,0.1346,-0.0205,0.31198,-0.12797,0.16981,2.06866,-0.08922,1.62587,0.30124,0.50402,0.18277,2.14612,0.46014,1.00015,1.73354,0.19727,1.86626,1.53852,0.91567,-1.68845,0.65781,0.71863,1.26324,1
peptide_pm_299,0.43806,1.43323,-1.75076,-1.29493,0.05805,0.27338,-1.15665,-0.71013,-0.39766,-0.13111,0.64984,-0.14396,-1.24068,-0.4911,-0.53531,-1.04541,-0.09304,-0.31519,0.59538,-0.21913,1.22334,-0.63167,-0.18693,0.5251,1
peptide_pm_300,0.22736,2.00006,-0.97874,-0.62168,2.28412,-0.22512,0.71357,2.26969,-0.55733,-1.16046,2.37719,0.76223,0.95355,1.89703,-0.05137,0.69804,2.16899,0.45538,0.19533,0.82242,1.19147,0.27864,2.39223,-0.38555,1
peptide_pm_301,-0.29196,1.99491,-1.07955,-0.3098,1.68785,1.24501,0.97431,0.0991,1.04207,0.18433,-1.6536,-1.21634,0.62417,0.95312,0.18312,0.91583,-0.16153,0.83366,-0.382,1.79218,0.1933,0.12753,-0.22518,2.263,1
peptide_pm_302,0.28719,-0.05676,1.26038,-0.01339,-0.24312,0.5457,0.72339,-0.54166,0.45126,0.00999,0.27452,1.83152,0.55639,-0.5414,0.54319,1.04884,-0.75336,1.23539,0.75628,0.53616,2.27272,-0.16809,0.64903,0.68958,1
peptide_pm_303,-0.32402,1.16934,-0.65097,0.71398,1.07324,-1.72198,-1.47878,-0.67694,-0.74816,0.20079,0.45942,-0.64415,-1.63593,-0.6018,-0.13745,-1.68428,-0.36852,0.13469,-0.55444,0.78691,-0.21931,-1.47744,-0.31442,1.12636,1
peptide_pm_304,-2.60187,-1.47544,1.0637,-1.69735,-0.35043,0.82992,-0.38406,0.01918,-1.41751,-1.89988,-0.65002,2.09086,-0.12629,0.05356,-1.39647,0.02688,-0.07823,-0.95105,-1.7668,-0.11217,-0.46061,1.19674,-0.91891,0.04182,1
peptide_pm_305,-0.62047,-0.57171,-1.01154,0.37514,-1.0083,-0.14452,-0.51835,-1.33232,-1.99157,0.28042,0.19658,-0.33965,-1.26488,-1.98254,-2.21863,-0.54386,-1.10239,-2.2646,-0.23044,-0.5429,-2.02603,0.91618,1.10667,-1.50209,1
peptide_pm_306,-0.14332,0.71307,0.79235,0.28474,0.95702,-0.92492,0.4698,-0.74115,-0.49874,-0.97449,0.47065,0.59105,0.30681,-0.76819,-0.61239,0.32644,-0.41326,-0.88495,0.17187,0.41544,-0.86274,-0.72939,0.35955,0.90722,1
peptide_pm_307,0.37432,1.42869,-1.98205,0.42694,1.68619,-2.18849,0.43639,0.95089,-0.72412,0.36566,1.75069,-2.00752,0.46189,1.39438,-0.50127,0.34032,0.81605,-0.89298,0.32845,2.04231,-1.15286,0.30467,1.54782,-2.23442,1
peptide_pm_308,-0.57137,-0.38162,0.85208,0.0159,-0.60359,1.12145,0.03042,-0.15459,-0.19498,0.58707,-0.88739,0.95605,0.27935,-0.20451,-0.58341,-0.03154,0.19321,-0.58371,0.88056,-0.49872,-0.62381,-0.28974,0.52144,0.94613,1
peptide_pm_309,-0.28657,1.68046,-0.61765,0.93618,-1.1167,0.81262,-0.33993,2.14298,1.20087,-0.51041,2.02072,-0.16198,-0.171,1.8553,1.26999,-0.35308,1.99299,0.93875,0.02448,1.04522,0.11266,-1.12535,1.53825,1.47336,1
peptide_pm_310,-0.34913,2.07122,-0.46673,-0.42081,0.40309,0.34129,0.09246,1.72578,0.38742,-0.22374,2.00883,-0.44721,0.53318,1.7002,-0.09497,0.53711,1.80191,-0.44891,0.87668,1.09877,-0.5385,1.02472,-0.51197,1.03843,1
peptide_pm_311,0.36324,0.12981,0.14266,-0.29624,1.13218,0.19061,0.07353,1.26536,-0.90919,-0.41606,1.35724,0.50802,0.11965,1.20805,-1.10722,-0.10778,1.1331,-0.8003,-0.60733,0.74208,-0.57518,-1.13559,0.07859,-0.85079,1
peptide_pm_312,0.84701,1.9267,-1.8179,0.36316,1.0531,-0.29336,0.75221,-0.31753,1.58319,0.54911,-1.66756,-1.24157,0.60844,-0.00049,0.69409,0.70777,-0.44787,1.24234,0.28844,0.80311,0.77059,0.12494,-0.58985,1.80028,1
peptide_pm_313,0.33207,1.17301,-1.32748,-0.28287,1.13064,-1.42919,-1.51092,-0.62231,-0.6766,0.23907,0.41427,-1.19713,-1.71915,-0.58121,0.0409,-1.62325,-0.34749,0.09944,0.53871,0.84404,-0.63491,-1.78099,-0.08221,0.48125,1
peptide_pm_314,-0.28678,1.11836,0.16021,0.81741,0.20521,-0.28045,-0.68665,0.79576,1.50974,-0.62806,1.5387,0.64679,-0.62278,0.82651,1.79448,-1.19064,1.1137,2.15073,-0.25237,1.32764,0.63451,-0.50668,1.05815,2.31846,1
peptide_pm_315,0.85286,0.51534,-1.0147,0.86895,-0.11784,0.14674,2.26468,-2.19928,0.60104,0.73581,0.88746,-0.78432,2.80641,-2.05406,0.17003,2.4933,-1.70575,-0.04309,1.27265,0.942,0.12455,2.51862,-1.30015,0.14613,1
peptide_pm_316,1.07075,0.28401,-1.15977,-0.51232,-0.49257,-0.22881,-0.37004,0.08211,-0.36928,0.85953,-0.43071,-0.31177,-0.54372,0.61739,-0.10137,-0.19692,-0.02481,0.48033,1.60105,-0.34189,2.25896,-1.03816,-0.23864,1.35356,1
peptide_pm_317,1.37982,-0.85851,1.28225,-0.28382,-0.45605,-0.4868,0.79708,1.67668,-0.37138,-0.07274,0.29127,2.06187,0.85923,1.65589,-0.50209,0.71283,1.30485,0.08971,0.60033,0.27361,2.5392,0.08918,2.31669,-0.88512,1
peptide_pm_318,0.98065,0.93055,-0.4186,0.58054,1.63835,-0.89621,0.04404,-0.20641,0.54388,-0.22292,-0.794,-0.07675,0.06721,-0.43634,0.82973,0.34578,-0.25602,0.71271,-0.02777,0.16,0.27427,0.67872,-0.07369,0.20947,1
peptide_pm_319,2.23552,-1.45814,1.54199,1.35705,-0.23801,1.12975,2.76059,-1.07593,0.24581,2.79306,-1.67272,0.91318,2.17973,-0.4761,-0.44009,2.19947,-0.2626,-0.4884,1.37984,1.14669,-1.58127,2.73285,-1.7271,0.02694,1
peptide_pm_320,0.75746,1.05365,-1.64135,0.97865,1.20633,-1.87391,-0.45396,-1.75416,-0.86797,0.87395,1.2983,-1.7005,-1.29807,-0.9818,-0.57059,-0.23533,-1.80794,-1.04783,-1.22272,1.10161,-0.91654,1.22359,0.65889,-2.06669,1
