,SEP_A,SEP_C,SEP_D,SEP_E,SEP_F,SEP_G,SEP_H,SEP_I,SEP_K,SEP_L,SEP_M,SEP_N,SEP_P,SEP_Q,SEP_R,SEP_S,SEP_T,SEP_V,SEP_W,SEP_Y,y
peptide_nm_343,-0.41714,0.51032,-0.50976,-0.43136,-0.16677,0.17598,0.57191,-0.66185,0.43254,0.84626,0.53568,-1.50316,0.85284,0.65443,-1.21187,-0.80144,-1.11429,-0.6561,0.65087,-2.355,0
peptide_nm_344,0.01022,0.51032,-1.52252,-1.40807,-1.11051,1.34979,0.57191,-1.4091,0.25638,-0.12653,-1.64249,0.72336,0.85284,-1.88958,-1.02398,1.06474,0.89747,-0.18511,0.65087,0.65328,0
peptide_nm_345,-1.39721,0.51032,-0.50976,-0.43136,-0.16677,0.17598,-1.0483,-0.66185,-0.14399,-0.33912,0.53568,-1.50316,0.85284,0.65443,-0.16424,1.06474,-1.62564,1.22158,-0.72469,0.65328,0
peptide_nm_346,-1.26046,0.51032,0.77128,-1.22696,1.02697,1.34979,0.57191,-1.57584,1.45213,0.05386,-2.51765,0.72336,0.85284,0.65443,0.92323,-1.72517,0.89747,-0.7503,0.65087,-1.86565,0
peptide_nm_347,-0.26329,-1.31439,-1.05303,-0.95529,1.02697,-1.11459,0.57191,-0.49511,0.00015,2.07674,0.53568,0.72336,-1.83105,-1.36888,0.92323,-0.63293,-0.93262,-0.48654,0.65087,0.65328,0
peptide_nm_348,-1.67642,0.51032,-0.40916,-1.83498,1.02697,1.34979,-0.92106,1.18466,0.51261,2.07674,0.53568,0.72336,-1.00781,-0.65477,-1.39976,-0.67038,0.89747,0.11632,0.65087,-1.57686,0
peptide_nm_349,-0.08095,0.51032,-0.83841,-2.05491,-0.47301,1.34979,0.57191,-1.05709,-0.90735,-0.26181,0.53568,0.72336,0.85284,0.65443,-0.44323,-1.2009,0.89747,-0.28559,0.65087,0.65328,0
peptide_nm_350,0.39769,0.51032,-0.90548,0.80409,0.05198,-1.21907,-0.7514,1.18466,0.61938,0.46617,-0.98126,-2.0691,-0.19127,0.65443,-1.21187,-0.93251,-0.15214,-0.34839,0.65087,-1.91379,0
peptide_nm_351,0.01022,-0.99238,-0.7311,-0.64481,-1.11051,-0.02682,0.57191,-0.19868,0.25638,2.07674,0.53568,0.72336,-0.64639,-1.01182,0.92323,-1.55666,0.89747,-0.92613,-0.96235,-2.09027,0
peptide_nm_352,-0.67925,0.51032,-0.38233,-2.06784,1.02697,0.29275,0.57191,-0.49511,0.00015,-0.14585,0.53568,-1.84571,-0.96766,0.65443,-1.04106,1.06474,0.89747,0.14144,-0.58785,-0.72652,0
peptide_nm_353,-0.16643,0.51032,0.77128,-0.84533,1.02697,-0.21734,-0.78533,-1.43998,0.59802,-0.37778,0.53568,-1.70422,-1.32908,-0.53575,0.01226,0.06611,0.89747,-0.82565,0.65087,-1.39235,0
peptide_nm_354,-0.66216,0.51032,0.77128,-1.40807,-0.37301,-0.02682,0.57191,-1.4091,1.45213,-1.30547,0.53568,0.72336,-0.64639,0.65443,0.92323,-0.33334,0.89747,-0.18511,0.65087,-1.14367,0
peptide_nm_355,-0.71914,0.51032,-0.40916,-0.9941,-0.07302,0.26816,-0.92106,0.09775,-0.03188,-0.19095,-1.17574,-1.34679,0.85284,-0.65477,-0.07884,-1.48176,-0.97299,1.22158,-0.61666,0.65328,0
peptide_nm_356,-1.29465,0.51032,0.77128,-0.81299,-1.31676,-0.18661,0.57191,1.18466,0.11759,0.46617,0.53568,0.72336,-1.65703,0.65443,-0.50017,1.06474,0.89747,-1.91835,0.65087,0.65328,0
peptide_nm_357,-1.03823,0.51032,-0.40916,-0.9941,-0.07302,-0.81346,0.57191,0.09775,-0.42691,-0.19095,0.53568,0.72336,-0.32513,-1.41351,0.92323,-0.67038,-0.97299,0.11632,-0.61666,0.65328,0
peptide_nm_358,-1.51117,0.51032,0.77128,-0.7483,1.02697,1.34979,-2.50734,1.18466,-0.48563,0.53059,0.53568,0.72336,-0.75348,-1.13084,0.92323,-1.2009,-0.71732,-0.28559,0.65087,-1.27202,0
peptide_nm_359,1.28659,0.51032,-1.23412,-2.43007,1.02697,-0.48774,0.57191,1.18466,1.45213,-1.14441,0.53568,0.72336,-1.14837,0.65443,-0.77915,-0.80144,-1.11429,1.22158,0.65087,0.65328,0
peptide_nm_360,-0.50261,0.51032,0.77128,0.80409,-0.93551,1.34979,0.57191,1.18466,-0.22406,0.05386,0.53568,0.72336,0.85284,-2.67064,-0.86456,-1.72517,-1.21521,-0.7503,0.65087,0.65328,0
peptide_nm_361,1.28659,0.51032,0.77128,-1.12994,-1.66675,1.34979,0.57191,1.18466,1.45213,0.15049,0.53568,-2.99993,0.85284,0.65443,0.92323,-0.80144,-1.11429,-1.48504,0.65087,-1.74532,0
peptide_nm_362,-1.53397,0.51032,-0.3555,-0.28258,-0.02302,0.31733,0.57191,0.14716,1.45213,-0.95114,0.53568,0.72336,-0.9275,-0.59526,-1.0069,0.01618,-0.23288,-0.44886,-0.55904,0.65328,0
peptide_nm_363,1.28659,0.51032,-1.52252,-2.47535,-1.11051,-1.23136,0.57191,-0.19868,1.45213,0.63367,-1.64249,0.72336,-1.43617,0.65443,0.92323,1.06474,-0.60967,1.22158,0.65087,-1.14367,0
peptide_nm_364,-1.16929,0.51032,-2.66942,-0.69656,-1.17301,-0.07599,0.57191,-0.24808,0.21367,2.07674,0.53568,-1.00424,0.85284,0.65443,0.92323,1.06474,0.89747,-0.98893,0.65087,-1.20784,0
peptide_nm_365,0.32931,0.51032,-0.3555,-0.91648,-1.09176,-0.28494,-0.8532,-0.45805,-0.88066,-0.1072,0.53568,-1.80103,-0.27159,-1.32425,0.92323,-0.59548,-0.23288,1.22158,0.65087,0.65328,0
peptide_nm_366,-1.62514,0.51032,-0.59025,0.80409,-0.93551,-0.57993,0.57191,-0.06899,1.45213,-0.44864,0.53568,0.72336,0.85284,0.65443,-0.86456,-0.20227,0.89747,-1.24012,0.65087,-0.9752,0
peptide_nm_367,-0.78182,0.51032,-1.66337,-1.54391,1.02697,-0.12515,-1.46396,1.18466,0.17097,-0.77076,-1.79808,0.72336,-0.75348,-1.13084,0.92323,-0.4332,0.89747,1.22158,-1.07758,0.65328,0
peptide_nm_368,1.28659,0.51032,-2.22676,0.80409,-0.93551,1.34979,0.57191,1.18466,-0.22406,-0.80297,0.53568,0.72336,0.85284,-3.14671,-0.86456,1.06474,-1.21521,1.22158,0.65087,0.65328,0
peptide_nm_369,-0.78182,0.51032,-1.66337,0.80409,-0.47301,-0.12515,0.57191,1.18466,0.17097,-0.77076,0.53568,0.72336,-0.75348,-1.13084,-1.14354,-0.4332,-0.71732,-0.28559,0.65087,0.65328,0
peptide_nm_370,0.25523,0.51032,-0.44269,0.80409,1.02697,-0.4017,0.57191,0.06688,1.45213,-1.0671,0.53568,-1.39891,-1.05467,0.65443,-1.43961,-1.52545,-0.32035,0.08492,0.65087,-0.79872,0
peptide_nm_371,-0.8502,0.51032,0.77128,0.80409,-0.53551,-1.43416,0.57191,-1.13119,0.11759,-0.33912,0.53568,0.72336,0.85284,0.65443,0.92323,-0.49562,-0.7846,-1.62319,0.65087,0.65328,0
peptide_nm_372,-0.03537,0.51032,-1.58959,0.80409,1.02697,1.34979,0.57191,1.18466,-0.42691,-1.3248,0.53568,0.72336,0.85284,-1.96397,-0.39768,-0.38327,0.89747,-0.98893,0.65087,-1.20784,0
peptide_nm_373,0.12988,0.51032,-1.85787,0.80409,1.02697,-0.57993,0.57191,1.18466,0.36848,-1.05422,0.53568,-0.78829,0.85284,-0.85561,-0.23257,-0.89507,-0.46837,-0.7503,0.65087,-1.86565,0
peptide_nm_374,-1.4257,0.51032,0.77128,-0.30846,-0.04802,-1.11459,-0.88713,-0.49511,0.53396,0.96867,-1.13685,0.72336,0.85284,-1.9119,-1.04106,-0.00879,-0.2598,-0.48654,0.65087,0.65328,0
peptide_nm_375,-0.19492,-0.30811,-0.97255,0.01496,0.26448,-0.24806,-0.46299,-0.421,1.45213,0.40174,-0.65065,-0.76595,-0.48576,0.65443,-1.28588,-0.8701,0.89747,-1.5604,-0.22776,-0.95114,0
peptide_nm_376,-0.33737,-1.4016,0.77128,0.80409,-0.75426,-0.4017,0.57191,-0.57539,1.45213,-0.59681,-2.23565,0.72336,0.85284,0.65443,0.92323,1.06474,-1.02009,-2.06278,0.65087,0.65328,0
peptide_nm_377,0.16406,0.51032,-1.28107,0.80409,1.02697,0.13911,0.57191,-0.70508,-0.59239,-0.39066,-1.37995,-0.74361,0.85284,-0.81098,-0.81901,-1.32572,-0.428,1.22158,-0.7679,-0.92707,0
peptide_nm_378,-0.29748,-0.67037,-0.40916,-1.47276,-1.17301,-1.42187,0.57191,1.18466,1.45213,-0.19095,0.53568,-0.58723,0.85284,-0.65477,-0.07884,-0.67038,-0.97299,0.11632,0.65087,-0.75861,0
peptide_nm_379,-0.41714,-1.49552,0.77128,-1.12994,1.02697,-1.29896,-1.96444,1.18466,1.45213,0.15049,0.53568,0.72336,-1.14837,0.65443,-0.77915,1.06474,-1.11429,-1.48504,0.65087,0.65328,0
peptide_nm_380,0.30652,-0.64354,-1.54264,-1.42748,-1.47925,-0.77044,-0.88713,0.12246,-0.38954,-0.14585,0.53568,0.72336,-0.29836,0.65443,0.92323,-0.00879,-0.2598,1.22158,-0.58785,-0.72652,0
peptide_nm_381,-0.26329,0.51032,0.77128,-0.95529,1.02697,-0.32181,0.57191,1.18466,0.00015,-0.9898,0.53568,0.72336,0.85284,-1.36888,0.92323,1.06474,-2.30519,-1.29664,-1.30804,0.65328,0
peptide_nm_382,-1.16929,0.51032,-2.11945,-0.69656,1.02697,-0.81346,0.57191,-0.24808,0.21367,2.07674,0.53568,0.72336,0.85284,0.65443,-1.82108,1.06474,-1.47089,-0.23535,0.65087,0.65328,0
peptide_nm_383,1.28659,0.51032,-1.14022,-1.03938,1.02697,-1.20063,-1.84568,-0.57539,1.45213,-1.0671,0.53568,0.72336,-1.05467,-1.46558,0.92323,1.06474,-1.02009,-0.56818,0.65087,0.65328,0
peptide_nm_384,-0.26329,0.51032,0.77128,0.80409,-1.47925,-0.32181,-1.73541,1.18466,1.45213,-0.50662,-2.10924,-2.26272,-0.96766,0.65443,-0.62543,1.06474,0.89747,-0.48654,0.65087,-1.52873,0
peptide_nm_385,-1.48268,0.51032,-0.59025,-1.73149,1.02697,-0.57993,0.57191,1.18466,0.36848,-0.44864,-1.43829,-0.78829,0.85284,0.65443,-1.62181,-0.20227,0.89747,1.22158,0.65087,0.65328,0
peptide_nm_386,1.28659,0.51032,0.77128,0.80409,1.02697,-0.48774,0.57191,1.18466,1.45213,2.07674,0.53568,-2.99993,0.85284,0.65443,-0.77915,-2.05597,-1.11429,1.22158,0.65087,0.65328,0
peptide_nm_387,-1.10661,0.51032,-0.7311,-1.40807,1.02697,-0.02682,-1.32823,-0.19868,1.45213,-0.62903,0.53568,-0.94467,0.85284,-1.01182,0.92323,1.06474,0.89747,-1.74879,-0.96235,0.65328,0
peptide_nm_388,-0.8502,0.51032,0.77128,-0.81299,1.02697,-0.18661,-2.60913,-0.35924,1.45213,0.46617,-1.89532,-2.0691,0.85284,-1.20523,0.92323,-0.49562,-0.7846,-0.34839,-1.1496,0.65328,0
peptide_nm_389,0.32931,-0.6167,-1.01279,-0.28258,-0.02302,-1.07157,-0.8532,0.14716,0.55532,-0.46153,-2.0509,0.72336,-0.27159,-0.59526,-0.03329,0.01618,-0.23288,-0.44886,0.65087,-2.06621,0
peptide_nm_390,-0.99835,0.51032,-1.05303,-0.95529,1.02697,-0.32181,0.57191,-0.49511,-0.68848,0.32444,0.53568,0.72336,0.85284,0.65443,-0.62543,-0.63293,0.89747,-1.29664,-1.30804,0.65328,0
peptide_nm_391,-1.49408,0.51032,0.77128,0.80409,-0.75426,-1.45875,0.57191,-1.6376,1.45213,0.24069,0.53568,0.72336,0.85284,0.65443,0.92323,1.06474,-1.51798,-0.56818,-0.65267,0.65328,0
peptide_nm_392,0.09569,0.51032,0.77128,0.80409,1.02697,0.06536,-1.20099,1.18466,1.45213,2.07674,0.53568,-2.26272,-1.83105,-0.90024,-0.9158,-2.24321,-0.50874,1.22158,0.65087,0.65328,0
peptide_nm_393,1.28659,-2.2737,-1.14022,0.80409,1.02697,1.34979,-1.84568,1.18466,1.45213,-1.0671,0.53568,0.72336,0.85284,0.65443,-1.85524,-1.52545,-1.02009,1.22158,0.65087,0.65328,0
peptide_nm_394,1.28659,0.51032,-1.74385,-0.43136,1.02697,0.17598,0.57191,-1.47703,-0.54969,0.84626,-1.3216,-0.69893,-0.42552,0.65443,-0.77915,1.06474,-0.38763,-1.13337,-0.72469,-0.87894,0
peptide_nm_395,0.01022,0.51032,-0.7311,-0.64481,1.02697,-0.02682,-1.32823,-0.9274,0.25638,0.63367,0.53568,0.72336,-2.31295,0.65443,0.92323,1.06474,-1.4036,-1.41596,0.65087,-1.14367,0
peptide_nm_396,1.28659,0.51032,0.77128,-1.03938,1.02697,-1.64926,0.57191,-1.37822,-0.06925,0.24069,0.53568,0.72336,-1.05467,0.65443,-0.69944,1.06474,0.89747,-1.38456,0.65087,-1.63301,0
peptide_nm_397,-0.41714,0.51032,0.77128,-1.12994,-0.84176,-1.72301,0.57191,1.18466,1.45213,0.15049,0.53568,0.72336,0.85284,0.65443,-0.77915,-1.62531,-1.11429,-0.6561,0.65087,0.65328,0
peptide_nm_398,-1.71061,0.51032,-0.38233,-0.95529,1.02697,1.34979,0.57191,0.12246,0.00015,0.32444,0.53568,0.72336,-0.96766,-0.62501,0.92323,-1.08855,0.89747,-1.29664,0.65087,-0.72652,0
peptide_nm_399,-0.5539,0.51032,-1.91824,-0.54779,-0.99176,-1.11459,0.57191,1.18466,-0.2721,0.7303,0.53568,-0.83297,-1.309,0.65443,0.92323,1.06474,0.89747,-0.80681,0.65087,-1.93785,0
peptide_nm_400,0.01022,0.51032,-2.04567,-0.64481,-0.37301,-0.02682,-1.32823,-1.4091,1.45213,-0.62903,0.53568,-0.94467,-0.64639,0.65443,0.92323,-0.33334,-0.60967,-0.18511,0.65087,0.65328,0
peptide_nm_401,-0.26329,-1.31439,-0.38233,-0.95529,-0.04802,-0.32181,-1.73541,1.18466,1.45213,-0.9898,0.53568,-0.55745,-0.29836,-1.9119,0.92323,-0.63293,-0.93262,0.14144,0.65087,0.65328,0
peptide_nm_402,-0.45703,0.51032,-0.55001,-1.17521,-0.88551,1.34979,0.57191,-0.03193,-0.18135,0.1054,0.53568,-0.74361,-0.46568,-2.19457,-1.25742,1.06474,-0.428,-0.70006,0.65087,0.65328,0
peptide_nm_403,-0.33737,0.51032,-0.44269,-0.36667,-0.10427,-0.85648,-0.96347,0.06688,1.45213,-0.59681,-1.22436,-0.62447,-1.05467,0.65443,-1.43961,1.06474,-0.32035,-1.03289,0.65087,0.65328,0
peptide_nm_404,-0.50261,-0.8515,-0.59025,0.80409,1.02697,-1.05928,0.57191,-0.06899,1.45213,0.05386,-3.27612,0.72336,-1.24876,0.65443,0.92323,-0.89507,-0.46837,-1.24012,0.65087,-0.9752,0
peptide_nm_405,1.28659,0.51032,-1.39509,0.80409,-0.99176,0.06536,-1.20099,-1.29176,1.45213,0.7303,0.53568,-1.68188,-1.309,-0.90024,-0.26673,-0.23972,0.89747,-1.64203,0.65087,0.65328,0
peptide_nm_406,-0.08095,-1.92486,0.77128,-1.54391,-1.24176,1.34979,0.57191,1.18466,1.45213,2.07674,0.53568,-2.56802,-0.75348,0.65443,-1.14354,-0.4332,-0.71732,-1.05801,0.65087,0.65328,0
peptide_nm_407,-0.99835,0.51032,-1.05303,0.80409,-1.47925,-0.32181,-2.82968,1.18466,1.45213,-0.50662,0.53568,-2.82121,0.85284,0.65443,0.92323,1.06474,0.89747,-0.48654,0.65087,0.65328,0
peptide_nm_408,-1.70491,0.51032,-0.7311,-1.40807,-0.37301,1.34979,0.57191,-0.19868,0.25638,0.63367,0.53568,0.72336,-1.43617,0.65443,0.92323,1.06474,0.89747,-0.92613,0.65087,0.65328,0
peptide_nm_409,1.28659,0.51032,-1.91824,-2.14546,-0.99176,1.34979,-2.16803,1.18466,1.45213,-0.00412,0.53568,-0.83297,-1.83105,0.65443,0.92323,-0.23972,-0.50874,-0.80681,0.65087,0.65328,0
peptide_nm_410,-0.02397,-0.0599,-0.77134,-1.29164,1.02697,-0.80117,-1.03133,-0.23573,0.44322,-0.3198,-1.70084,-0.68404,-0.68655,0.65443,-1.06953,-0.11489,-0.37418,0.03468,0.65087,-0.48586,0
peptide_nm_411,-1.60234,0.51032,-0.7311,-1.40807,1.02697,-0.02682,0.57191,-0.19868,-0.37353,0.63367,0.53568,0.72336,0.85284,0.65443,-0.35213,1.06474,-1.4036,-0.92613,0.65087,-1.14367,0
peptide_nm_412,1.28659,0.51032,-2.62247,-2.46888,1.02697,1.34979,0.57191,-1.1806,0.40051,0.80761,0.53568,-0.74361,-0.46568,0.65443,0.92323,-1.32572,-0.428,1.22158,0.65087,0.65328,0
peptide_nm_413,-0.47412,0.51032,-0.83841,-0.16615,0.08948,1.34979,-0.70051,-0.7236,0.65141,0.08607,0.53568,-0.39362,-0.75348,-2.04579,0.06919,-1.2009,-1.18157,0.2796,-0.42941,-1.27202,0
peptide_nm_414,-0.2291,0.51032,-1.5024,0.80409,1.02697,1.34979,0.57191,-1.24853,0.03217,-0.73855,0.53568,-1.25743,-0.9275,-2.27639,0.92323,-1.0511,-0.89226,1.22158,0.65087,0.65328,0
peptide_nm_415,-0.66216,0.51032,-1.52252,-0.64481,1.02697,-0.02682,0.57191,1.18466,-0.37353,-0.97047,-2.78992,0.72336,0.85284,-1.88958,0.92323,1.06474,-0.60967,-0.18511,0.65087,-1.14367,0
peptide_nm_416,-1.7334,0.51032,-1.14022,0.80409,1.02697,-0.4017,0.57191,-0.57539,1.45213,0.24069,0.53568,-1.39891,0.85284,-1.46558,0.92323,-0.71407,-1.02009,1.22158,0.65087,0.65328,0
peptide_nm_417,-0.13794,0.51032,-0.90548,-0.81299,-1.80425,-0.18661,0.57191,-1.61289,1.45213,2.07674,0.53568,-1.13828,-0.82041,0.65443,0.92323,-0.49562,-0.7846,-0.34839,0.65087,-1.35224,0
peptide_nm_418,-0.99835,0.51032,0.77128,-0.95529,1.02697,-0.32181,0.57191,-0.49511,1.45213,0.32444,-2.10924,-1.30211,-0.96766,0.65443,-1.3599,1.06474,0.89747,-1.29664,0.65087,-1.52873,0
peptide_nm_419,-0.99835,0.51032,-1.91824,-1.7897,-0.67301,1.34979,0.57191,1.18466,1.45213,0.32444,-2.10924,0.72336,0.85284,0.65443,-1.78692,-0.63293,0.89747,-0.48654,0.65087,0.65328,0
peptide_nm_420,-0.89578,0.51032,0.77128,0.80409,-0.20427,-1.00397,0.57191,-0.70508,1.45213,2.07674,-2.43986,-0.74361,-0.46568,0.65443,0.92323,-1.32572,-1.16139,-1.53528,0.65087,-0.92707,0
peptide_nm_421,-1.4257,-1.31439,-1.05303,0.80409,1.02697,1.34979,-1.73541,1.18466,1.45213,2.07674,0.53568,-1.30211,0.85284,-1.36888,0.92323,-1.43807,-1.80057,1.22158,0.65087,-2.56357,0
peptide_nm_422,-0.71914,-1.04605,0.77128,-0.69656,-0.42301,-0.07599,-1.39609,-0.24808,1.45213,-0.19095,-1.72028,-1.00424,-1.5031,0.65443,0.92323,-1.13224,-1.47089,1.22158,0.65087,0.65328,0
peptide_nm_423,0.12988,0.51032,-0.59025,0.80409,1.02697,0.10223,-2.09168,-0.06899,-1.14223,2.07674,0.53568,0.72336,-1.77082,-0.85561,-1.30866,-1.3819,0.89747,1.22158,0.65087,-0.9752,0
peptide_nm_424,-0.57099,0.51032,-0.30185,-0.84533,0.02698,-0.21734,0.57191,-0.39012,0.09089,-0.02345,-1.94394,-0.46809,-0.85388,0.65443,-0.93288,0.06611,-1.29595,-0.37979,0.65087,-0.63025,0
peptide_nm_425,0.01022,0.51032,-0.7311,0.80409,1.02697,-0.02682,0.57191,-0.19868,0.25638,-0.12653,-1.64249,-0.94467,-0.64639,-1.01182,-1.02398,-1.06983,0.89747,-1.41596,-0.96235,0.65328,0
peptide_nm_426,-1.16929,0.51032,0.77128,-2.24249,-1.31676,0.17598,0.57191,1.18466,-0.84863,0.84626,0.53568,-0.69893,0.85284,0.65443,-0.77915,-0.12737,-0.38763,0.02213,0.65087,0.65328,0
peptide_nm_427,0.39769,0.51032,-1.37497,-0.20496,1.02697,0.39108,-0.7514,-0.35924,1.45213,-1.01556,0.53568,-1.13828,-0.19127,-0.506,0.03503,-0.93251,-1.25558,-0.34839,-1.1496,-0.59817,0
peptide_nm_428,1.28659,0.51032,0.77128,-2.33951,-0.24177,-1.05928,-1.15009,-0.06899,-0.22406,0.05386,0.53568,-1.61486,0.85284,-0.85561,0.92323,-0.89507,-0.46837,1.22158,0.65087,-0.9752,0
peptide_nm_429,1.28659,0.51032,0.77128,0.80409,1.02697,-1.39729,0.57191,1.18466,1.45213,0.05386,0.53568,-1.61486,-1.24876,-2.67064,-0.86456,1.06474,0.89747,-1.58552,-1.61052,0.65328,0
peptide_nm_430,1.28659,0.51032,-1.74385,-1.62153,-0.53551,-0.18661,-1.54878,1.18466,0.11759,0.46617,-3.11081,0.72336,-0.82041,0.65443,-1.21187,1.06474,0.89747,-0.34839,0.65087,-1.35224,0
peptide_nm_431,0.09569,0.51032,0.77128,0.80409,-0.27927,-0.63524,0.57191,-0.10604,0.33645,-0.50662,-1.49663,-0.83297,-0.546,0.65443,0.92323,-1.78135,0.89747,-1.64203,-0.85432,0.65328,0
peptide_nm_432,-1.10661,-0.99238,-1.52252,0.80409,1.02697,1.34979,-1.32823,1.18466,1.45213,-0.12653,0.53568,-0.94467,-0.64639,-1.01182,0.92323,1.06474,-1.4036,-1.41596,0.65087,-2.09027,0
peptide_nm_433,1.28659,0.51032,0.77128,-1.7897,1.02697,-0.32181,0.57191,1.18466,-0.68848,0.32444,0.53568,0.72336,-0.96766,0.65443,-0.62543,-2.15583,-1.80057,1.22158,0.65087,0.65328,0
peptide_nm_434,-0.13794,-0.5362,-0.90548,-0.20496,-0.53551,-0.18661,-0.7514,-0.35924,-0.54969,1.07174,-0.98126,-0.4383,-0.19127,0.65443,-0.50017,-1.27579,-1.25558,1.22158,0.65087,-1.35224,0
peptide_nm_435,-0.5539,0.51032,0.77128,-0.54779,1.02697,0.06536,-1.20099,-0.10604,1.45213,-0.00412,0.53568,-0.83297,-0.546,0.65443,-1.88371,-1.43807,-1.27577,-0.09091,0.65087,0.65328,0
peptide_nm_436,-0.13794,-1.1668,0.77128,0.80409,1.02697,1.34979,-3.27079,1.18466,0.11759,-0.33912,0.53568,-1.13828,-1.65703,0.65443,0.92323,-0.49562,0.89747,-0.34839,-1.1496,-2.355,0
peptide_nm_437,-0.99835,0.51032,-1.05303,0.80409,1.02697,1.34979,0.57191,-1.29176,0.00015,0.32444,-2.10924,0.72336,-0.96766,0.65443,-0.62543,-1.43807,0.89747,-0.48654,0.65087,-1.52873,0
peptide_nm_438,-1.722,0.51032,0.77128,-1.98375,1.02697,1.34979,0.57191,-1.47703,1.45213,2.07674,0.53568,0.72336,0.85284,0.65443,-1.53071,-1.62531,0.89747,1.22158,0.65087,0.65328,0
peptide_nm_439,0.12988,0.51032,-0.59025,-1.22696,-0.24177,0.10223,0.57191,-0.06899,-0.93404,0.76896,-1.43829,0.72336,-1.24876,-0.85561,-0.23257,-1.72517,-0.46837,1.22158,0.65087,0.65328,0
peptide_nm_440,1.28659,0.51032,-2.04567,-2.25542,-0.37301,1.34979,-1.32823,1.18466,0.25638,2.07674,-1.64249,0.72336,-0.64639,-1.88958,0.92323,-1.06983,0.89747,1.22158,0.65087,-2.71599,0
peptide_nm_441,1.28659,0.51032,0.77128,-1.22696,1.02697,-0.57993,0.57191,-0.75448,-0.22406,0.05386,0.53568,-2.60526,-1.24876,-1.6813,0.92323,-0.89507,0.89747,-0.7503,0.65087,0.65328,0
peptide_nm_442,1.28659,-1.4016,-2.50175,0.80409,1.02697,-0.4017,0.57191,-0.57539,-0.06925,0.24069,-3.49977,-1.39891,0.85284,-1.46558,0.92323,1.06474,0.89747,1.22158,0.65087,-1.63301,0
peptide_pm_1,1.28659,-1.65652,0.77128,0.80409,-0.27927,-1.82133,0.57191,-0.81006,-0.68848,-0.50662,0.53568,0.72336,0.85284,0.65443,0.92323,-0.23972,0.89747,-1.29664,0.65087,0.65328,1
peptide_pm_2,1.28659,0.51032,0.77128,0.80409,-0.75426,1.34979,-0.96347,0.06688,-1.27035,-1.0671,0.53568,0.72336,0.85284,0.65443,0.92323,-1.52545,-1.51798,0.08492,-0.65267,0.65328,1
peptide_pm_3,1.28659,0.51032,0.77128,0.80409,-1.41051,1.34979,0.57191,1.18466,-1.36643,2.07674,0.53568,0.72336,0.85284,0.65443,0.92323,1.06474,0.89747,1.22158,0.65087,0.65328,1
peptide_pm_4,1.28659,0.51032,0.77128,0.80409,1.02697,1.34979,0.57191,1.18466,-1.21696,-1.14441,0.53568,0.72336,0.85284,0.65443,0.92323,1.06474,0.89747,1.22158,0.65087,0.65328,1
peptide_pm_5,-0.19492,-2.60242,0.77128,-0.25671,1.02697,-0.24806,0.57191,-0.421,1.45213,0.40174,0.53568,-1.7489,-0.88734,0.65443,0.92323,-1.00741,-0.85189,-0.86333,-0.53024,-0.66234,1
peptide_pm_6,-0.5539,0.51032,0.77128,0.80409,-1.47925,-1.11459,0.57191,-0.10604,-1.34508,0.7303,-1.49663,0.72336,0.85284,0.65443,0.92323,1.06474,0.89747,-0.09091,0.65087,0.65328,1
peptide_pm_7,-0.66216,0.51032,0.77128,0.80409,1.02697,-0.752,0.57191,-1.4091,-0.78991,-0.62903,0.53568,0.72336,0.85284,0.65443,-1.02398,-0.33334,0.89747,-0.92613,-0.96235,0.65328,1
peptide_pm_8,-1.51117,0.51032,-0.23478,0.80409,1.02697,-0.88106,-0.70051,0.25832,-0.48563,-0.54528,-1.79808,0.72336,0.85284,-1.13084,0.92323,0.12852,-1.5449,1.22158,-0.42941,0.65328,1
peptide_pm_9,-0.26329,0.51032,0.77128,0.80409,-0.67301,-0.32181,0.57191,-0.49511,-0.68848,-1.24749,0.53568,-2.26272,0.85284,0.65443,0.92323,1.06474,-0.93262,-0.48654,0.65087,0.65328,1
peptide_pm_10,-1.35733,0.51032,0.77128,-0.14675,-0.87301,-0.51847,0.57191,1.18466,-1.14757,0.55636,-0.89375,-0.37128,0.85284,-1.60691,0.92323,1.06474,-0.09159,-1.02661,0.65087,-0.52597,1
peptide_pm_11,1.28659,-1.04605,-2.11945,-0.69656,-0.42301,1.34979,0.57191,1.18466,0.21367,-1.02845,0.53568,0.72336,0.85284,0.65443,-0.39768,-1.13224,0.89747,-0.23535,-2.45313,0.65328,1
peptide_pm_12,-0.75903,0.51032,0.77128,0.80409,-0.75426,1.34979,-0.96347,0.06688,-1.33974,-0.23605,0.53568,0.72336,0.85284,0.65443,0.92323,-1.52545,-1.02009,0.08492,-0.65267,0.65328,1
peptide_pm_13,1.28659,0.51032,0.77128,0.80409,1.02697,1.34979,0.57191,1.18466,-1.37177,-0.77076,0.53568,0.72336,0.85284,0.65443,0.92323,1.06474,0.89747,1.22158,0.65087,0.65328,1
peptide_pm_14,1.28659,-2.60242,0.77128,-0.25671,0.00198,-1.0347,0.57191,-0.86564,1.45213,1.02021,0.53568,-1.21275,-0.88734,0.65443,0.92323,-1.35693,-0.20597,-1.215,0.65087,-0.66234,1
peptide_pm_15,-0.99835,-1.31439,-1.05303,0.80409,-0.04802,-0.32181,0.57191,0.12246,-0.91802,-0.50662,-1.13685,-0.55745,0.85284,0.65443,-0.05607,-0.00879,-0.2598,-0.48654,0.65087,0.65328,1
