,DDR_A,DDR_R,DDR_N,DDR_D,DDR_C,DDR_Q,DDR_E,DDR_G,DDR_H,DDR_I,DDR_L,DDR_K,DDR_M,DDR_F,DDR_P,DDR_S,DDR_T,DDR_W,DDR_Y,DDR_V,y
peptide_nm_342,-0.28349,1.46223,-0.63213,-0.68066,-0.41977,0.69298,0.95243,-1.1224,-0.51434,0.55331,0.14341,-1.07641,0.25471,0.98078,0.70234,0.2441,-0.77851,-0.57674,0.54364,0.23682,0
peptide_nm_343,0.75683,0.41725,1.54966,1.31683,-0.41977,-0.56496,0.86486,1.0602,-0.51434,0.98929,0.67316,2.46103,-0.4832,1.96491,-0.73372,0.65505,0.42498,-0.57674,0.52481,0.11018,0
peptide_nm_344,1.54353,0.37388,-0.63213,0.51729,-0.41977,0.81221,0.63822,-1.1224,-0.51434,0.04238,-0.13392,1.59461,0.73,0.61426,-0.73372,-0.93464,-0.77851,-0.57674,-0.56951,0.55658,0
peptide_nm_345,0.00635,0.89987,0.30789,1.06543,-0.41977,-0.56496,0.95114,1.40999,2.04622,0.64357,0.02786,1.22179,-0.4832,1.3308,-0.73372,-0.93464,0.14005,0.91572,-0.56951,-1.05964,0
peptide_nm_346,-0.31282,-0.78441,-0.63213,-0.68066,-0.41977,-0.56496,-0.00694,-1.1224,-0.51434,-0.2391,-0.1908,-1.07641,0.30852,-0.83024,-0.73372,-0.33503,-0.77851,-0.57674,0.13898,0.37929,0
peptide_nm_347,0.00808,-0.78441,-0.63213,0.15323,1.19884,0.47863,0.46437,-0.3535,-0.51434,0.82714,-1.28942,0.48664,-0.4832,-0.83024,0.06114,0.20462,0.16176,-0.57674,-0.56951,0.03737,0
peptide_nm_348,-0.32144,0.27036,-0.63213,2.05731,-0.41977,2.10497,-0.04686,-1.1224,2.45226,-1.01927,-1.28942,1.94468,-0.4832,-0.83024,1.20524,0.89343,-0.77851,-0.57674,1.62855,1.67258,0
peptide_nm_349,0.71715,1.07473,-0.63213,0.7577,-0.41977,-0.56496,-0.22199,-1.1224,-0.51434,0.21371,-0.03436,0.2766,-0.4832,0.13995,-0.73372,-0.01183,-0.77851,-0.57674,-0.56951,0.30014,0
peptide_nm_350,1.8282,0.43123,0.74624,0.92393,-0.41977,-0.56496,-0.68558,1.07148,1.92468,-1.01927,0.78693,2.01469,2.90018,2.97822,1.38405,0.83494,1.43037,-0.57674,1.34354,1.27842,0
peptide_nm_351,0.67229,-0.78441,-0.63213,0.62032,0.92855,1.47935,1.07605,0.67655,-0.51434,1.07343,-1.28942,0.49014,-0.4832,0.09302,0.82527,0.21778,-0.77851,0.70347,0.81251,-0.0307,0
peptide_nm_352,0.17887,0.58791,1.51241,1.16846,-0.41977,-0.56496,0.73609,3.07515,-0.51434,0.54413,0.01719,1.89217,-0.4832,-0.83024,1.52235,-0.93464,-0.77851,2.69207,2.04665,1.13912,0
peptide_nm_353,0.81376,1.39088,0.781,-0.68066,-0.41977,3.07355,1.60273,0.45249,1.81143,0.01178,0.53272,1.47559,-0.4832,-0.83024,0.62411,1.95225,-0.77851,-0.57674,0.86898,0.23999,0
peptide_nm_354,-0.04368,-0.78441,-0.63213,-0.68066,-0.41977,-0.56496,0.52361,1.62599,-0.51434,-0.31712,-0.18547,-1.07641,-0.4832,0.58509,0.82527,1.29707,-0.77851,-0.57674,1.2696,0.89059,0
peptide_nm_355,1.03632,0.97681,0.59474,2.27025,-0.41977,1.12167,2.41015,1.08599,2.94393,1.07649,0.13274,0.38512,1.46279,1.89389,-0.73372,-0.00159,0.36392,1.36589,-0.56951,-1.05964,0
peptide_nm_356,0.00808,0.7278,-0.63213,-0.68066,-0.41977,-0.56496,0.5455,0.25744,-0.51434,-1.01927,0.89893,0.42188,-0.4832,-0.06931,0.10445,-0.93464,-0.77851,-0.57674,-0.56951,-0.0117,0
peptide_nm_357,-0.004,-0.78441,-0.63213,2.50517,-0.41977,1.95493,1.23058,-0.07785,-0.51434,1.17898,0.26073,0.14183,-0.4832,0.79435,1.01526,2.0517,0.85509,2.80833,-0.56951,1.02831,0
peptide_nm_358,0.45146,-0.78441,-0.63213,-0.68066,-0.41977,0.45988,0.34461,-1.1224,0.59883,-1.01927,0.3834,-0.19074,-0.4832,-0.83024,0.38384,0.26311,0.24317,-0.57674,0.83805,0.80195,0
peptide_nm_359,-1.08917,0.39346,-0.63213,0.01723,-0.41977,-0.56496,-0.10609,-0.30353,-0.51434,-1.01927,-0.84499,-1.07641,-0.4832,-0.83024,0.11562,-0.14199,0.58915,-0.57674,-0.56951,-1.05964,0
peptide_nm_360,-0.27314,0.25777,-0.63213,-0.68066,-0.41977,-0.0157,-0.68558,-1.1224,-0.51434,-1.01927,-0.1908,-0.15398,-0.4832,0.32257,-0.73372,-0.27653,-0.16116,-0.57674,-0.56951,0.11968,0
peptide_nm_361,-1.08917,-0.78441,-0.22234,-0.68066,-0.41977,-0.56496,-0.03141,-1.1224,-0.51434,-1.01927,0.2074,-1.07641,-0.4832,-0.20755,-0.73372,-0.14199,0.58915,-0.57674,0.38231,-0.10985,0
peptide_nm_362,-0.29384,2.45965,-0.63213,1.94328,-0.41977,2.16928,2.33417,2.16761,-0.51434,2.32477,-0.1268,-1.07641,-0.4832,1.59206,0.86718,1.08209,1.28927,1.4835,-0.56951,1.22935,0
peptide_nm_363,-1.08917,-0.78441,-0.63213,0.60933,-0.41977,-0.56496,-0.11897,0.77327,-0.51434,0.86538,0.52561,-1.07641,0.94651,0.13487,0.36009,-0.93464,0.89308,-0.57674,1.72266,-1.05964,0
peptide_nm_364,0.51702,-0.78441,1.14112,-0.06245,-0.41977,-0.56496,0.63822,0.5347,-0.51434,0.72312,-1.28942,1.42308,-0.4832,-0.09975,-0.73372,-0.93464,-0.77851,-0.57674,1.58956,-0.18425,0
peptide_nm_365,2.20602,-0.78441,0.2694,1.51741,-0.41977,2.01388,1.37996,0.82968,1.96197,0.84397,0.27673,-0.13823,-0.4832,0.2693,1.39523,1.09672,1.39238,-0.57674,-0.56951,-1.05964,0
peptide_nm_366,-0.35767,0.38787,-0.63213,0.84974,-0.41977,-0.56496,-0.68558,0.15105,-0.51434,0.93422,-0.40946,-1.07641,-0.4832,1.13804,-0.73372,1.49158,-0.77851,-0.57674,1.66081,0.23049,0
peptide_nm_367,0.06501,-0.78441,-0.63213,0.80441,-0.41977,0.5858,0.03041,0.77327,1.5656,-1.01927,-0.60145,0.32386,0.49684,-0.83024,1.12282,0.44153,-0.77851,0.58451,-0.56951,-1.05964,0
peptide_nm_368,-1.08917,0.08011,-0.63213,-0.28226,-0.41977,0.17989,-0.68558,-1.1224,-0.51434,-1.01927,-0.34724,-0.2485,-0.4832,-0.2532,-0.73372,-0.93464,0.45483,-0.57674,-0.56951,-1.05964,0
peptide_nm_369,-0.12994,-0.11154,-0.63213,0.59834,-0.41977,1.45256,-0.68558,0.56532,-0.51434,-1.01927,-0.12858,0.32386,-0.4832,0.25916,0.72888,0.18414,1.26484,-0.57674,-0.56951,1.04414,0
peptide_nm_370,2.18187,0.32212,0.39109,2.13562,-0.41977,-0.56496,-0.68558,0.23165,-0.51434,1.67003,-0.56056,-1.07641,-0.4832,-0.83024,1.98195,0.09493,1.794,-0.57674,1.25616,2.18547,0
peptide_nm_371,-0.10061,-0.78441,-0.63213,-0.68066,-0.41977,-0.56496,-0.68558,-0.53565,-0.51434,-0.06012,0.01363,0.81571,-0.4832,0.95288,-0.73372,0.20754,0.1794,-0.57674,-0.56951,0.35396,0
peptide_nm_372,1.10532,1.21322,-0.63213,0.07905,-0.41977,0.5858,-0.68558,-1.1224,-0.51434,-1.01927,-0.38635,-0.15048,-0.4832,-0.83024,-0.73372,0.92561,-0.77851,-0.57674,0.81251,-0.07186,0
peptide_nm_373,0.95695,1.33353,0.68291,0.34282,-0.41977,1.87723,-0.68558,0.21391,-0.51434,-1.01927,-0.19258,2.11446,-0.4832,-0.83024,-0.73372,0.44446,0.58508,-0.57674,0.54498,0.04053,0
peptide_nm_374,-0.08336,0.32911,-0.63213,-0.68066,-0.41977,0.54293,1.82036,-0.01337,1.58217,0.99847,1.28113,1.90617,2.39415,1.09492,-0.73372,1.41114,1.53349,-0.57674,-0.56951,0.93333,0
peptide_nm_375,3.34813,0.3515,1.68501,2.46945,6.00314,-0.56496,4.60832,2.52063,2.67738,0.8455,2.05977,-1.07641,3.23455,1.94843,1.86041,0.87881,-0.77851,4.27781,1.67023,0.43628,0
peptide_nm_376,0.29101,-0.78441,-0.63213,-0.68066,0.54109,-0.56496,-0.68558,-0.00692,-0.51434,0.41564,-0.03081,-1.07641,0.93626,0.35935,-0.73372,-0.93464,-0.00648,-0.57674,-0.56951,-0.3473,0
peptide_nm_377,1.10187,0.64667,1.36588,0.99949,-0.41977,0.85641,-0.68558,0.79745,-0.51434,0.10051,0.01363,0.57416,1.04259,-0.83024,-0.73372,0.37426,2.07621,1.79849,2.01439,-1.05964,0
peptide_nm_378,1.30545,1.34052,2.03519,1.13137,1.72068,1.91608,1.07605,-0.19714,-0.51434,-1.01927,-0.25124,-1.07641,-0.4832,-0.07946,-0.73372,0.64628,0.75061,-0.57674,2.79682,2.61129,0
peptide_nm_379,-0.04023,0.20601,-0.63213,-0.68066,0.42703,-0.56496,0.3987,-0.12621,0.46348,-1.01927,0.2074,-1.07641,-0.4832,-0.83024,-0.02407,-0.93464,0.58915,-0.57674,-0.56951,-0.45494,0
peptide_nm_380,1.85063,-0.78441,-0.63213,0.97339,3.64865,-0.56496,0.98333,0.60723,1.30595,1.76182,0.61805,0.69493,-0.4832,-0.14033,2.18451,2.8736,1.00976,1.47539,1.24002,-1.05964,0
peptide_nm_381,-0.04196,-0.78441,-0.63213,-0.68066,-0.41977,1.052,0.64852,-0.09719,-0.51434,-1.01927,-0.56412,0.0368,-0.4832,-0.83024,-0.73372,-0.93464,0.00166,0.3601,-0.56951,0.4252,0
peptide_nm_382,-0.00055,-0.1689,-0.63213,-0.0707,-0.41977,-0.56496,1.15331,0.18651,-0.51434,0.31467,-1.28942,0.33436,-0.4832,-0.83024,-0.73372,-0.93464,0.05186,-0.57674,-0.56951,0.42678,0
peptide_nm_383,-1.08917,-0.78441,-0.63213,0.41837,-0.41977,0.50676,0.20554,-0.24872,0.33504,-0.14884,-0.80411,-1.07641,-0.4832,-0.83024,0.8141,-0.93464,-0.02684,-0.57674,-0.56951,0.4252,0
peptide_nm_384,0.45146,0.30533,0.22718,-0.68066,-0.41977,-0.56496,-0.68558,-0.00531,0.56154,-1.01927,-0.30457,-1.07641,1.06309,-0.2253,0.11423,-0.93464,-0.77851,-0.57674,0.28551,0.58033,0
peptide_nm_385,-0.00573,-0.18009,0.68291,0.84974,-0.41977,-0.56496,0.37681,0.70395,-0.51434,-1.01927,0.56828,0.71419,1.15276,-0.83024,-0.73372,1.09233,-0.77851,-0.57674,-0.56951,-1.05964,0
peptide_nm_386,-1.08917,0.39346,-0.27201,-0.68066,-0.41977,-0.56496,-0.68558,0.01887,-0.51434,-1.01927,-1.28942,-1.07641,-0.4832,-0.83024,-0.73372,-0.68456,0.58915,-0.57674,-0.56951,-1.05964,0
peptide_nm_387,-0.25761,-0.78441,0.54383,0.85249,-0.41977,1.47935,0.63822,0.2526,1.84044,0.34986,-0.09658,-1.07641,-0.4832,-0.83024,-0.73372,-0.93464,-0.77851,0.80351,-0.56951,-0.47552,0
peptide_nm_388,-0.00745,-0.78441,0.5935,-0.68066,-0.41977,0.88321,0.41673,0.05594,0.49801,0.44317,0.09896,-1.07641,0.61342,-0.83024,-0.73372,0.86565,0.1794,0.37767,-0.56951,1.16603,0
peptide_nm_389,2.68219,1.1167,-0.63213,1.30584,2.56436,1.69906,2.33417,0.38478,1.69542,2.10295,1.27402,1.29005,1.29625,1.75819,1.24156,1.08209,2.88894,-0.57674,0.83402,0.63098,0
peptide_nm_390,-0.26624,0.46481,-0.63213,0.19307,-0.41977,-0.56496,0.09608,-0.00531,-0.51434,0.04085,0.85626,-0.2415,-0.4832,-0.83024,-0.73372,0.83055,-0.77851,0.63047,-0.56951,-0.4027,0
peptide_nm_391,-0.28349,-0.78441,-0.63213,-0.68066,-0.41977,-0.56496,-0.68558,0.62819,-0.51434,-0.10907,0.20385,-1.07641,-0.4832,0.27565,-0.73372,-0.93464,1.11559,2.67315,-0.56951,0.51068,0
peptide_nm_392,2.1974,0.90127,0.40102,-0.68066,-0.41977,1.16989,-0.68558,0.41219,0.91924,-1.01927,-1.28942,-1.07641,-0.4832,-0.83024,0.23716,-0.44325,0.72076,-0.57674,-0.56951,-1.05964,0
peptide_nm_393,-1.08917,-0.32697,-0.63213,0.10103,0.16612,-0.56496,-0.68558,-1.1224,0.25079,-1.01927,-0.61034,-1.07641,-0.4832,-0.83024,-0.73372,0.10078,0.05593,-0.57674,-0.56951,-1.05964,0
peptide_nm_394,-1.08917,0.7362,1.87748,0.0131,-0.41977,-0.56496,1.70189,1.86618,-0.51434,0.00107,0.76204,0.66518,1.25141,-0.83024,0.83226,-0.93464,1.19429,0.98331,2.3935,0.18458,0
peptide_nm_395,0.67229,-0.78441,-0.63213,1.41575,-0.41977,-0.56496,0.6292,0.2526,1.84044,0.14487,0.90071,1.31806,-0.4832,-0.83024,0.02622,-0.93464,0.40463,-0.57674,0.93082,-0.40745,0
peptide_nm_396,-1.08917,0.01156,-0.63213,-0.68066,-0.41977,-0.56496,0.20554,-0.35994,-0.51434,-0.39513,-0.27791,0.32386,-0.4832,-0.83024,0.23297,-0.93464,-0.77851,-0.57674,0.25728,0.53601,0
peptide_nm_397,-0.04023,0.20601,-0.63213,-0.68066,-0.41977,-0.56496,0.3987,-0.49374,-0.51434,-1.01927,-0.03081,-1.07641,-0.4832,0.44812,-0.73372,-0.37598,-0.04312,-0.57674,-0.56951,0.53601,0
peptide_nm_398,-0.54573,-0.78441,-0.63213,2.18919,-0.41977,1.18195,0.7451,-1.1224,-0.51434,1.43445,1.27758,0.46564,-0.4832,-0.83024,0.55985,0.71355,-0.77851,-0.57674,1.29783,0.90326,0
peptide_nm_399,0.57568,-0.78441,1.30751,0.08592,-0.41977,-0.56496,1.76756,-0.05367,-0.51434,-1.01927,0.55583,0.43763,-0.4832,-0.0376,0.23716,-0.93464,-0.77851,-0.57674,0.57993,1.03781,0
peptide_nm_400,0.67229,-0.78441,0.63572,0.40189,-0.41977,-0.56496,1.07605,0.3203,1.59322,-0.10142,-0.3899,-1.07641,-0.4832,1.33207,0.58919,0.86711,1.29198,-0.57674,-0.56951,0.30647,0
peptide_nm_401,2.32334,-0.78441,1.16347,2.64117,2.69404,0.88321,1.53706,0.52502,0.88748,-1.01927,-0.29924,-1.07641,-0.4832,0.93132,1.10746,0.52782,1.41273,-0.57674,-0.56951,1.34332,0
peptide_nm_402,1.77299,0.32072,0.71767,2.2098,-0.41977,0.30314,0.63178,-1.1224,-0.51434,1.92091,0.30162,0.53915,-0.4832,0.25916,1.0404,-0.93464,1.07353,-0.57674,-0.56951,0.53126,0
peptide_nm_403,0.73267,0.35849,1.5509,2.36779,-0.41977,-0.56496,0.88418,0.26711,1.74376,0.96329,0.7976,-1.07641,1.76897,1.10633,0.81969,-0.93464,1.16851,-0.57674,-0.56951,0.13393,0
peptide_nm_404,0.5705,-0.78441,-0.63213,2.07379,1.23478,-0.56496,-0.68558,-0.14717,-0.51434,1.76947,0.75849,-1.07641,0.27905,-0.83024,0.29024,1.14059,1.47243,-0.57674,1.14726,-0.13359,0
peptide_nm_405,-1.08917,1.8805,0.16881,0.83738,-0.41977,0.7613,-0.68558,0.55081,0.91924,-0.08459,0.67494,-1.07641,-0.4832,0.57114,0.30701,0.45762,-0.77851,-0.57674,-0.56951,0.70855,0
peptide_nm_406,0.20993,-0.00662,0.01359,-0.68066,0.85981,-0.56496,-0.06617,-1.1224,-0.51434,-1.01927,-1.28942,-1.07641,-0.4832,0.5407,0.46626,0.59656,0.25945,-0.57674,-0.56951,-0.00062,0
peptide_nm_407,-0.02815,-0.78441,-0.22855,0.15323,-0.41977,-0.56496,-0.68558,0.54759,0.25079,-1.01927,-0.30457,-1.07641,-0.4832,-0.30393,-0.73372,-0.93464,-0.77851,-0.57674,-0.56951,0.85102,0
peptide_nm_408,-0.29902,-0.78441,-0.63213,0.62032,-0.41977,-0.56496,0.13729,-1.1224,-0.51434,1.07343,0.69449,1.31806,-0.4832,0.30482,0.34472,-0.93464,-0.77851,-0.57674,-0.56951,0.51384,0
peptide_nm_409,-1.08917,-0.78441,0.84558,0.44722,-0.41977,-0.56496,0.75283,-1.1224,0.90129,-1.01927,0.07052,-1.07641,-0.4832,-0.01224,0.7666,0.47225,1.1468,-0.57674,-0.56951,0.40462,0
peptide_nm_410,5.43912,0.42984,3.19127,2.48868,5.1454,-0.56496,0.94084,1.69853,3.89689,1.57978,1.01803,3.75103,1.74719,-0.83024,3.68623,1.87036,3.1006,-0.57674,3.26332,3.55475,0
peptide_nm_411,-0.21448,1.60072,-0.63213,0.85249,-0.41977,-0.56496,0.32272,0.52341,-0.51434,0.3009,0.90071,0.72294,-0.4832,-0.83024,-0.73372,-0.93464,0.93243,-0.57674,1.2696,0.32072,0
peptide_nm_412,-1.08917,-0.78441,1.36588,0.09004,-0.41977,-0.56496,-0.17821,-1.1224,-0.51434,0.59768,1.13714,2.60631,-0.4832,-0.83024,1.72072,0.38889,0.64885,-0.57674,-0.56951,-1.05964,0
peptide_nm_413,0.54462,1.55735,1.76697,1.40888,-0.41977,0.73986,2.75784,-1.1224,3.90932,0.32385,0.34962,2.86186,-0.4832,1.73917,2.40662,1.87767,0.61629,2.30544,1.29649,1.86887,0
peptide_nm_414,1.55389,-0.78441,0.45442,0.40876,-0.41977,0.56303,-0.68558,-1.1224,-0.51434,0.18617,0.90071,0.47964,-0.4832,-0.83024,0.84763,0.82031,0.52538,-0.57674,-0.56951,-1.05964,0
peptide_nm_415,0.22373,-0.78441,-0.63213,0.66978,-0.41977,0.69298,0.6292,0.86354,-0.51434,-1.01927,-0.41124,0.2556,0.2355,-0.83024,-0.73372,-0.93464,0.37885,-0.57674,0.63371,0.89059,0
peptide_nm_416,-0.74413,-0.78441,0.36129,0.8415,-0.41977,0.1973,-0.68558,0.38962,-0.51434,0.41564,-0.19613,-1.07641,-0.4832,-0.83024,-0.73372,-0.03523,0.30694,-0.57674,-0.56951,-1.05964,0
peptide_nm_417,1.03459,-0.78441,0.43083,0.63269,-0.41977,-0.56496,0.70647,0.62013,-0.51434,-0.04635,-1.28942,-1.07641,-0.4832,-0.42314,0.3573,0.09786,0.21332,-0.57674,1.08542,0.17667,0
peptide_nm_418,-0.26624,-0.11714,0.33521,-0.68066,-0.41977,-0.56496,0.20683,0.54759,-0.51434,-0.04635,-0.1588,-1.07641,1.06309,-0.83024,0.23436,-0.93464,-0.77851,-0.57674,0.47776,0.20675,0
peptide_nm_419,-0.13339,-0.09615,-0.63213,0.60796,-0.41977,-0.56496,0.02783,-1.1224,-0.51434,-1.01927,0.29807,-1.07641,0.51478,-0.06043,-0.73372,0.07885,-0.77851,-0.57674,-0.56951,-0.05286,0
peptide_nm_420,1.14501,-0.78441,0.77107,-0.68066,-0.41977,-0.56496,-0.68558,-0.20197,-0.51434,0.18311,-1.28942,-1.07641,0.87348,0.51534,1.17311,0.72233,0.43583,-0.57674,0.89183,0.00887,0
peptide_nm_421,0.10469,-0.78441,0.15764,0.38952,1.19884,0.47863,-0.68558,-1.1224,0.91648,-1.01927,-1.28942,-1.07641,-0.4832,-0.83024,-0.73372,-0.32772,-0.00648,-0.57674,0.00992,-1.05964,0
peptide_nm_422,1.20366,-0.78441,1.36215,-0.68066,1.56756,-0.56496,0.63822,0.71362,0.78252,0.55331,-0.34902,-1.07641,0.63392,0.21984,0.89372,0.16659,0.32322,-0.57674,-0.56951,-1.05964,0
peptide_nm_423,0.67574,0.22979,-0.63213,0.7,-0.41977,1.87723,-0.68558,0.67332,0.78804,1.29677,-1.28942,-0.15223,-0.4832,-0.83024,1.0893,0.00865,-0.77851,-0.57674,2.12597,-1.05964,0
peptide_nm_424,2.39753,0.79775,2.97272,1.63281,-0.41977,-0.56496,0.55452,0.45249,-0.51434,1.14839,0.17007,0.98374,2.25451,1.14184,1.10606,1.18885,0.54031,-0.57674,1.59897,2.53372,0
peptide_nm_425,1.27095,0.29554,0.43952,0.62032,-0.41977,0.57777,-0.68558,1.62599,-0.51434,1.31513,-0.29213,0.87697,1.26934,-0.83024,0.82527,0.26019,-0.77851,0.58992,-0.56951,0.11335,0
peptide_nm_426,-0.03678,1.90428,1.31869,-0.68066,-0.41977,-0.56496,-0.11253,0.9264,-0.51434,-1.01927,2.62863,0.05781,-0.4832,-0.16696,-0.73372,0.70478,1.53349,-0.57674,-0.56951,0.84627,0
peptide_nm_427,1.71951,1.58113,0.64193,0.99125,-0.41977,2.97307,1.97489,3.71832,1.57941,1.68533,-0.58545,-1.07641,-0.4832,-0.83024,2.51838,0.83494,1.2255,1.26315,3.21626,1.33066,0
peptide_nm_428,-1.08917,-0.78441,0.16012,-0.68066,-0.41977,1.87723,-0.20654,0.07851,2.00341,0.79501,0.35317,1.37407,-0.4832,0.78927,-0.73372,0.5132,0.58508,-0.57674,1.14726,-1.05964,0
peptide_nm_429,-1.08917,-0.12273,0.49664,-0.68066,-0.41977,-0.17646,-0.68558,-0.59045,-0.51434,-1.01927,0.32651,-1.07641,-0.4832,-0.83024,0.00247,-0.93464,-0.77851,0.25871,-0.56951,-0.50559,0
peptide_nm_430,-1.08917,0.57672,-0.63213,0.67527,-0.41977,-0.56496,0.15532,0.01564,0.80599,-1.01927,0.23229,0.2906,0.11507,0.09683,0.77638,-0.93464,-0.77851,-0.57674,0.37962,1.16603,0
peptide_nm_431,0.5705,-0.78441,1.50868,-0.68066,-0.41977,-0.56496,-0.68558,0.23971,-0.51434,0.6711,-0.14814,0.60742,0.73641,0.67894,1.92747,-0.37452,-0.77851,0.7616,-0.56951,-0.01329,0
peptide_nm_432,0.67747,-0.78441,0.47926,0.27275,1.96441,0.80283,-0.68558,-1.1224,0.79356,-1.01927,0.26073,-1.07641,-0.4832,-0.83024,0.47185,-0.93464,0.01251,-0.57674,0.24518,-0.16525,0
peptide_nm_433,-1.08917,0.66485,-0.63213,-0.68066,-0.41977,-0.56496,-0.1898,-0.14394,-0.51434,-1.01927,0.29807,-0.2415,-0.4832,-0.83024,0.71352,0.15489,-0.25614,-0.57674,-0.56951,-1.05964,0
peptide_nm_434,1.51593,1.1195,1.79304,1.24265,3.70645,-0.56496,2.94069,1.22784,2.90803,1.91173,2.00466,0.14358,2.4992,2.1729,1.38405,0.30553,0.68277,-0.57674,0.79235,-1.05964,0
peptide_nm_435,1.19676,0.26896,1.73344,-0.68066,-0.41977,-0.56496,1.32587,0.42831,1.01178,0.43705,0.44384,-1.07641,-0.4832,-0.83024,0.64926,0.00426,1.20921,-0.57674,-0.56951,0.82411,0
peptide_nm_436,1.03459,-0.78441,0.89649,-0.68066,0.68326,-0.56496,-0.68558,-1.1224,0.44276,-1.01927,0.20385,0.42188,-0.4832,-0.83024,0.29024,0.46347,-0.77851,1.32398,0.27341,0.05795,0
peptide_nm_437,-0.13339,0.90406,-0.63213,0.54614,-0.41977,-0.56496,-0.68558,-1.1224,-0.51434,0.03932,-0.05747,0.2871,0.33158,-0.83024,0.71352,-0.1025,-0.77851,-0.57674,0.47776,0.35396,0
peptide_nm_438,-0.74413,-0.38852,-0.63213,-0.68066,-0.41977,-0.56496,-0.14859,-1.1224,-0.51434,-0.68732,-1.28942,-1.07641,-0.4832,-0.83024,-0.73372,-0.32479,-0.77851,-0.57674,-0.56951,-1.05964,0
peptide_nm_439,0.95695,1.76579,-0.63213,1.82376,-0.41977,2.12105,0.54035,1.31811,-0.51434,1.10097,1.65978,-0.17324,0.82736,1.08984,0.42435,-0.39645,0.83067,-0.57674,-0.56951,-1.05964,0
peptide_nm_440,-1.08917,-0.78441,-0.63213,-0.00201,-0.41977,1.12435,-0.04943,-1.1224,1.02697,-1.01927,-1.28942,1.90792,1.09511,0.26423,0.58919,0.7311,-0.77851,-0.57674,0.17393,-1.05964,0
peptide_nm_441,-1.08917,-0.78441,-0.123,-0.68066,-0.41977,0.14104,0.27379,-0.2729,-0.51434,0.12039,0.32651,0.0053,-0.4832,-0.83024,-0.07296,-0.03084,-0.77851,-0.57674,-0.56951,-0.31089,0
peptide_nm_442,-1.08917,-0.78441,0.13156,-0.03086,0.66139,0.91938,-0.68558,-0.2052,-0.51434,-0.17179,0.37806,5e-05,0.42382,-0.83024,-0.73372,-0.93464,-0.77851,-0.57674,0.50599,-1.05964,0
peptide_pm_1,-1.08917,-0.78441,-0.63213,-0.68066,1.30665,-0.56496,-0.68558,-0.64849,-0.51434,0.77819,-0.42901,0.04731,-0.4832,1.15072,-0.73372,1.14059,-0.77851,-0.57674,-0.56951,-0.14309,1
peptide_pm_2,-1.08917,-0.78441,-0.63213,-0.68066,-0.41977,-0.56496,-0.68558,-1.1224,1.3612,2.11672,-0.61212,-0.35002,-0.4832,0.76264,-0.73372,0.42545,0.03015,2.42305,-0.56951,0.91909,1
peptide_pm_3,-1.08917,-0.78441,-0.63213,-0.68066,-0.41977,-0.56496,-0.68558,-1.1224,-0.51434,-1.01927,-1.28942,-0.77711,-0.4832,-0.73512,-0.73372,-0.93464,-0.77851,-0.57674,-0.56951,-1.05964,1
peptide_pm_4,-1.08917,-0.78441,-0.63213,-0.68066,-0.41977,-0.56496,-0.68558,-1.1224,-0.51434,-1.01927,-0.97299,-0.76485,-0.4832,-0.83024,-0.73372,-0.93464,-0.77851,-0.57674,-0.56951,-1.05964,1
peptide_pm_5,1.15881,-0.78441,1.40313,-0.68066,0.30517,-0.56496,2.46037,0.87804,-0.51434,1.3549,1.11403,-1.07641,-0.4832,-0.83024,1.5014,0.56438,1.0464,1.96882,2.30343,0.11018,1
peptide_pm_6,-0.0109,-0.78441,-0.63213,-0.68066,-0.41977,-0.56496,-0.68558,0.11558,-0.51434,1.61802,0.82604,-0.70009,1.51788,-0.25574,-0.73372,-0.93464,-0.77851,-0.57674,-0.56951,0.99032,1
peptide_pm_7,0.01325,1.21322,-0.63213,-0.68066,-0.41977,-0.56496,-0.68558,1.17948,-0.51434,-0.10142,-0.30635,-0.02621,-0.4832,-0.83024,-0.73372,0.45031,-0.77851,0.80351,-0.56951,0.17984,1
peptide_pm_8,0.31689,-0.78441,-0.63213,2.24827,-0.41977,3.10436,-0.68558,0.02209,1.71614,2.62001,-0.00414,0.7527,1.46535,-0.83024,-0.73372,2.75222,0.50775,3.25986,-0.56951,-1.05964,1
peptide_pm_9,0.10641,-0.78441,0.05581,-0.68066,-0.41977,-0.56496,-0.68558,0.13332,-0.51434,0.56555,-0.83611,0.32386,-0.4832,0.48363,-0.73372,-0.93464,0.16176,-0.57674,-0.56951,-0.09877,1
peptide_pm_10,-0.22138,-0.78441,2.61758,-0.68066,-0.41977,1.21276,3.56782,1.52444,-0.51434,-1.01927,2.3762,-0.44454,3.50614,2.01311,-0.73372,-0.93464,1.49279,-0.57674,2.41905,0.41887,1
peptide_pm_11,-1.08917,0.80894,-0.63213,-0.05421,0.87387,-0.56496,0.43733,-1.1224,-0.51434,-1.01927,-0.79166,1.73464,-0.4832,0.98078,-0.73372,0.59656,-0.77851,0.26006,-0.56951,0.42678,1
peptide_pm_12,0.22545,-0.78441,-0.63213,-0.68066,-0.41977,-0.56496,-0.68558,-1.1224,1.3612,2.11672,-0.11258,-0.43229,-0.4832,0.76264,-0.73372,0.42545,0.29608,2.42305,-0.56951,0.91909,1
