,PAAC_Xc1.A,PAAC_Xc1.R,PAAC_Xc1.N,PAAC_Xc1.D,PAAC_Xc1.C,PAAC_Xc1.Q,PAAC_Xc1.E,PAAC_Xc1.G,PAAC_Xc1.H,PAAC_Xc1.I,PAAC_Xc1.L,PAAC_Xc1.K,PAAC_Xc1.M,PAAC_Xc1.F,PAAC_Xc1.P,PAAC_Xc1.S,PAAC_Xc1.T,PAAC_Xc1.W,PAAC_Xc1.Y,PAAC_Xc1.V,PAAC_Xc2.lambda1,PAAC_Xc2.lambda2,PAAC_Xc2.lambda3,y
peptide_pm_223,-0.85632,0.6913,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.16584,1.62436,-0.54254,-0.51075,-0.86036,1.95381,-0.8015,-0.74592,-0.59113,-0.52788,-0.93585,-0.50027,-0.77987,0.55574,1
peptide_pm_224,-0.35597,-0.00331,1.55935,-0.65651,4.1127,-0.56687,0.13267,0.95231,-0.49941,2.1235,-1.21276,-0.08816,-0.51075,-0.86036,1.10494,2.09061,-0.74592,0.75802,0.66838,0.55676,-0.88968,-0.81842,0.39776,1
peptide_pm_225,0.51232,1.90037,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,1.36491,4.17537,1.85576,-0.33552,-0.57433,-0.51075,0.82981,-0.68437,-0.8015,-0.74592,0.639,-0.52788,-0.93585,0.25574,0.42,0.80138,1
peptide_pm_226,-0.4309,-0.11101,-0.63272,1.72882,0.21501,-0.56687,0.02002,-0.96038,-0.49941,-0.26654,-0.39473,-0.60182,-0.51075,-0.07232,-0.68437,0.42799,-0.74592,2.85018,-0.52788,-0.30131,1.84275,0.75804,0.95457,1
peptide_pm_227,-0.85632,1.17715,-0.63272,-0.65651,2.23716,-0.56687,-0.61951,-0.96038,-0.49941,-0.91171,-0.78919,-0.98168,-0.51075,-0.04428,-0.68437,-0.8015,-0.74592,-0.59113,1.57872,-0.27874,-0.56451,0.26454,2.85416,1
peptide_pm_228,-0.36223,-0.72246,0.44961,-0.65651,0.31889,2.7391,0.86603,0.92838,2.03205,-0.1624,-0.73772,1.22418,1.18108,0.97014,0.19909,-0.08752,1.88718,-0.59113,3.016,1.27505,0.31949,-1.3577,0.30379,1
peptide_pm_229,0.66117,-0.72246,-0.63272,-0.65651,1.10181,-0.56687,-0.61951,-0.31584,-0.49941,-0.14459,1.21887,0.82494,-0.51075,1.95062,1.12453,-0.07056,0.15263,-0.59113,-0.52788,-0.18137,-0.88843,-0.45449,-0.41765,1
peptide_pm_230,0.09168,-0.04119,0.40559,0.2294,1.00551,0.49031,0.09305,2.66354,0.71485,0.52597,1.06585,1.13448,1.11228,0.8957,-0.68437,0.5684,0.9381,-0.59113,-0.52788,0.47815,-0.00432,0.095,0.23269,1
peptide_pm_231,-0.40088,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,0.6673,-0.22101,0.10087,1.86494,-0.51075,0.82694,0.12998,-0.8015,-0.74592,0.63692,-0.52788,-0.93585,1.09141,1.04085,-0.70751,1
peptide_pm_232,-0.85632,-0.72246,1.45457,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,1.97842,-0.29664,1.14535,-0.51075,0.90472,-0.68437,-0.11304,-0.74592,-0.59113,-0.52788,-0.22522,0.00204,0.72605,-0.70274,1
peptide_pm_233,2.20424,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.91171,-0.23191,1.75109,-0.51075,1.02943,-0.68437,-0.8015,-0.74592,0.78429,-0.52788,-0.93585,-0.7815,-0.27934,-1.02433,1
peptide_pm_234,0.82857,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.91171,-1.21276,2.02719,-0.51075,3.82125,-0.68437,-0.8015,-0.74592,0.54466,-0.52788,-0.93585,1.48335,1.31365,0.91782,1
peptide_pm_235,-0.85632,-0.72246,-0.63272,-0.65651,0.94845,-0.56687,-0.61951,-0.96038,-0.49941,-0.91171,1.85037,0.64389,-0.51075,-0.86036,-0.68437,-0.8015,-0.74592,0.63611,-0.52788,-0.93585,1.15836,0.35157,0.08157,1
peptide_pm_236,1.79618,0.04002,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,3.09553,-0.49941,-0.10718,0.31738,-0.98168,1.30575,1.10503,-0.68437,0.73169,0.19646,-0.59113,-0.52788,-0.14457,-0.97915,-1.07994,-1.25733,1
peptide_pm_237,4.21917,3.2566,1.38875,0.20587,0.96742,6.63684,3.54232,4.33113,0.6826,0.48779,1.89257,3.13824,1.06917,2.55848,0.96568,3.86579,3.3523,5.62961,2.78159,3.8817,0.32027,0.18304,0.67059,1
peptide_pm_238,0.16769,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.30797,-0.49941,1.41772,0.75629,-0.06734,-0.51075,1.98493,1.14661,1.4181,0.1636,-0.59113,-0.52788,-0.17216,-1.04035,-0.19287,-1.00806,1
peptide_pm_239,-0.85632,1.28756,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,0.22762,0.69477,-0.20475,1.02818,1.93197,-0.51075,2.5937,0.98268,-0.12788,-0.74592,-0.59113,-0.52788,-0.24054,1.00749,0.51946,-0.72755,1
peptide_pm_240,-0.33125,-0.72246,-0.63272,-0.65651,1.16,0.6042,-0.61951,3.05397,-0.49941,-0.11542,1.31134,-0.04402,-0.51075,-0.86036,-0.68437,0.71598,-0.74592,-0.59113,-0.52788,-0.15268,-1.31725,-1.04147,-0.60473,1
peptide_pm_241,-0.3929,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.36988,-0.49941,-0.20891,-0.32166,1.50103,-0.51075,-0.00193,-0.68437,-0.8015,-0.74592,0.65843,-0.52788,0.44658,1.36128,0.838,-1.26868,1
peptide_pm_242,-0.85632,1.02915,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.44275,0.54124,-0.29564,-0.82219,0.83194,-0.51075,0.64464,0.04199,-0.8015,-0.02429,1.5996,1.41459,-0.93585,2.50853,-0.06569,2.61438,1
peptide_pm_243,1.51371,-0.72246,0.40561,-0.65651,-0.42851,-0.56687,-0.61951,0.24761,-0.49941,0.526,1.52162,0.71128,-0.51075,-0.86036,-0.68437,-0.8015,-0.74592,-0.59113,0.6054,-0.93585,-0.02727,-0.19462,0.60463,1
peptide_pm_244,0.02127,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.91171,0.47475,0.58553,-0.51075,-0.86036,-0.68437,-0.8015,0.03356,0.59205,-0.52788,-0.28136,0.43974,1.71579,0.24453,1
peptide_pm_245,0.5499,1.29868,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,1.42876,4.30373,1.93175,-0.31143,-0.14461,-0.51075,0.87622,-0.68437,-0.8015,-0.74592,0.67278,-0.52788,-0.93585,-0.0977,0.15923,0.60465,1
peptide_pm_246,-0.85632,2.3039,-0.63272,-0.65651,2.11958,-0.56687,-0.61951,0.11283,-0.49941,-0.91171,-0.80788,-0.98168,-0.51075,0.6998,-0.68437,-0.8015,-0.74592,-0.59113,0.47896,-0.30772,0.6634,1.06061,2.02641,1
peptide_pm_247,-0.38139,0.64276,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.35521,4.36715,1.24904,-0.75614,-0.55762,-0.51075,1.7789,0.16483,-0.8015,0.9414,-0.59113,-0.52788,1.18931,-0.20721,0.64597,-0.30019,1
peptide_pm_248,0.60861,-0.72246,-0.63272,0.25615,-0.42851,-0.56687,-0.61951,0.90629,-0.49941,-0.17116,0.66517,0.76237,-0.51075,1.85327,-0.68437,2.02102,-0.74592,0.72556,-0.52788,-0.2075,-0.51799,-0.02789,-0.0972,1
peptide_pm_249,-0.35941,0.70595,-0.63272,-0.65651,-0.42851,1.64969,-0.61951,-0.96038,-0.49941,0.59547,0.22049,-0.0943,-0.51075,-0.86036,0.20414,-0.08344,-0.74592,0.74874,-0.52788,-0.93585,-0.96751,-0.27364,0.04919,1
peptide_pm_250,-0.85632,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.91171,3.47406,4.1624,-0.51075,-0.86036,-0.68437,-0.8015,-0.74592,0.60381,-0.52788,-0.93585,0.9692,1.97683,-0.88282,1
peptide_pm_251,-0.85632,2.32004,-0.63272,-0.65651,2.13317,-0.56687,-0.61951,0.11856,-0.49941,-0.26965,-0.80572,-0.98168,-0.51075,-0.07611,-0.68437,-0.8015,-0.74592,-0.59113,0.48433,-0.30437,0.61669,1.01184,1.97733,1
peptide_pm_252,-0.85632,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.91171,1.82813,0.22865,-0.51075,-0.86036,-0.68437,-0.8015,-0.74592,0.6272,-0.52788,-0.93585,1.59371,0.74296,-0.58866,1
peptide_pm_253,-0.85632,0.53144,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.25018,-0.37399,-0.59219,-0.51075,-0.86036,1.6555,-0.8015,-0.74592,2.93742,0.51502,-0.93585,1.48393,-0.27256,1.81289,1
peptide_pm_254,-0.85632,2.32317,-0.63272,-0.65651,2.13581,-0.56687,-0.61951,0.11967,-0.49941,-0.91171,-0.8053,-0.98168,-0.51075,-0.07531,-0.68437,-0.8015,0.00692,-0.59113,0.48537,-0.30372,0.57737,1.05472,1.93393,1
peptide_pm_255,0.93904,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.91171,0.51338,0.62139,-0.51075,-0.86036,-0.68437,-0.8015,0.0514,0.61912,-0.52788,-0.26638,-0.04564,1.45151,0.34964,1
peptide_pm_256,-0.85632,1.7756,-0.63272,-0.65651,2.20059,-0.56687,-0.61951,-0.40671,-0.49941,-0.91171,-0.795,-0.98168,-0.51075,-0.05547,-0.68437,-0.8015,-0.74592,-0.59113,0.51097,0.36035,-0.31816,0.41188,2.84946,1
peptide_pm_257,-0.85632,0.0504,0.54517,-0.65651,4.45186,-0.56687,0.18884,2.46552,-0.49941,-0.91171,-0.69578,-0.50155,-0.51075,-0.86036,2.20004,-0.02448,4.03007,0.85878,-0.52788,1.47027,-1.5271,-1.53776,-0.66453,1
peptide_pm_258,1.1429,-0.72246,2.65183,1.21178,1.08359,-0.56687,-0.61951,-0.32351,-0.49941,-0.15373,0.22885,1.24971,1.20065,0.06548,-0.68437,-0.8015,1.91764,-0.59113,-0.52788,1.30063,-0.15578,-0.30088,-0.90327,1
peptide_pm_259,0.04302,-0.72246,1.33732,-0.65651,-0.42851,-0.56687,0.05648,0.75857,-0.49941,-0.22976,0.08423,1.82888,2.5687,-0.86036,-0.68437,-0.8015,-0.74592,1.83385,-0.52788,-0.93585,0.43354,1.00857,0.3637,1
peptide_pm_260,-0.37542,-0.72246,1.47415,0.2423,-0.42851,-0.56687,-0.61951,-0.3476,-0.49941,2.00553,-0.7504,0.30651,-0.51075,0.92128,-0.68437,-0.10658,-0.74592,-0.59113,-0.52788,-0.21855,0.13364,0.43448,-0.78293,1
peptide_pm_261,0.54027,-0.72246,-0.63272,0.21358,-0.42851,0.47142,-0.61951,0.22601,-0.49941,0.50029,0.12999,3.17505,-0.51075,0.86434,-0.68437,0.54393,-0.74592,-0.59113,-0.52788,3.23037,1.05485,0.49955,-0.70642,1
peptide_pm_262,-0.85632,0.50438,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.26446,-0.80243,0.16156,-0.51075,-0.86036,1.605,-0.8015,-0.74592,2.86126,-0.52788,-0.93585,-0.32013,0.9923,2.67656,1
peptide_pm_263,-0.42638,1.13139,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,1.23101,-0.49941,0.39235,0.02733,-0.59778,-0.51075,-0.06394,0.08439,-0.18022,-0.74592,-0.59113,-0.52788,0.98801,1.72923,1.12602,0.31091,1
peptide_pm_264,-0.85632,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.91171,4.74052,1.1448,-0.51075,-0.86036,-0.68437,-0.8015,-0.74592,-0.59113,-0.52788,-0.93585,0.5594,0.33156,-0.75818,1
peptide_pm_265,0.94461,-0.07535,-0.63272,0.18498,-0.42851,0.4373,2.08783,2.48184,-0.49941,-0.91171,1.81735,3.44045,1.0309,0.80766,0.12067,1.15031,-0.74592,0.62288,0.54856,-0.2643,0.88799,0.29467,0.74762,1
peptide_pm_266,-0.85632,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.91171,3.08147,4.20283,-0.51075,-0.86036,0.11426,-0.8015,-0.74592,0.61321,-0.52788,-0.93585,0.88979,1.74848,-0.76736,1
peptide_pm_267,0.6887,-0.72246,-0.63272,-0.65651,1.12957,-0.56687,-0.61951,-0.96038,-0.49941,-0.13067,1.75814,0.39787,-0.51075,2.00162,0.23649,-0.05729,-0.74592,-0.59113,-0.52788,-0.93585,-1.14251,-0.5925,-0.63061,1
peptide_pm_268,-0.85632,0.42063,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.45367,-0.49941,-0.30864,-0.44811,-0.62661,-0.51075,1.34949,-0.68437,-0.22687,-0.74592,0.48111,-0.52788,-0.34272,1.82925,2.69208,0.52376,1
peptide_pm_269,2.19733,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.91171,-0.23412,1.74493,-0.51075,1.02517,-0.68437,-0.8015,-0.74592,0.78119,-0.52788,-0.93585,-0.89817,-0.05484,-1.10405,1
peptide_pm_270,0.11528,-0.72246,0.43144,-0.65651,-0.42851,-0.56687,-0.61951,-0.34136,-0.49941,-0.17497,1.58965,0.31963,-0.51075,-0.86036,-0.68437,-0.0995,0.11705,-0.59113,-0.52788,-0.93585,-0.16989,0.35653,-0.72841,1
peptide_pm_271,-0.31653,-0.72246,-0.63272,-0.65651,1.20454,-0.56687,-0.61951,-0.96038,-0.49941,-0.91171,2.42006,-0.01773,-0.51075,2.13933,1.24597,0.75853,-0.74592,-0.59113,-0.52788,-0.13072,-1.66323,-0.9737,-1.35577,1
peptide_pm_272,0.69887,-0.72246,-0.63272,-0.65651,0.35566,1.74554,0.1598,-0.29982,-0.49941,-0.12553,0.78088,-0.98168,-0.51075,-0.86036,-0.68437,-0.8015,2.01671,0.80668,1.95094,0.6106,-1.05708,-0.84592,-0.63852,1
peptide_pm_273,1.92704,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.91171,1.90929,1.08937,-0.51075,-0.86036,-0.68437,-0.8015,-0.74592,-0.59113,-0.52788,-0.93585,0.92655,0.06212,0.05891,1
peptide_pm_274,-0.3881,0.62347,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,0.23286,4.29841,1.21852,-0.76259,-0.56361,-0.51075,1.74162,-0.68437,-0.8015,0.91757,-0.59113,-0.52788,1.15929,-0.03053,0.81921,-0.22324,1
peptide_pm_275,-0.85632,7.97599,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.91171,1.69657,-0.98168,-0.51075,-0.86036,-0.68437,-0.8015,-0.74592,-0.59113,6.70681,-0.93585,1.30369,3.71513,1.12126,1
peptide_pm_276,-0.85632,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.91171,2.68949,1.43435,-0.51075,-0.86036,-0.68437,-0.8015,-0.74592,-0.59113,-0.52788,-0.93585,0.64846,1.79938,-0.89008,1
peptide_pm_277,-0.00131,1.12088,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,0.1291,-0.49941,-0.26338,0.43133,0.16348,-0.51075,-0.06845,0.08003,-0.18374,-0.74592,-0.59113,-0.52788,0.33945,1.75029,1.97143,-0.56554,1
peptide_pm_278,0.44908,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,0.70301,-0.49941,3.0477,-1.21276,1.34951,-0.51075,-0.86036,-0.68437,-0.8015,-0.74592,-0.59113,-0.52788,-0.93585,1.80838,-0.75951,2.15989,1
peptide_pm_279,-0.37747,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,0.72728,-0.1855,1.08919,2.01129,-0.51075,0.91369,-0.68437,1.96635,1.80597,0.70005,-0.52788,-0.22161,0.35784,0.45702,-0.88788,1
peptide_pm_280,0.23778,-0.72246,-0.63272,-0.65651,-0.42851,0.65324,-0.61951,-0.26331,-0.49941,0.74755,0.36511,-0.98168,-0.51075,1.16634,0.29379,-0.01099,-0.74592,-0.59113,-0.52788,-0.93585,-1.94986,-1.05372,-1.4767,1
peptide_pm_281,-0.85632,0.03935,1.68941,-0.65651,4.38214,-0.56687,0.1773,2.41658,-0.49941,-0.91171,-0.70316,-0.50841,-0.51075,-0.86036,2.15883,-0.03558,3.96184,0.83806,-0.52788,0.64531,-1.15149,-1.23897,-0.866,1
peptide_pm_282,-0.85632,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.91171,3.29292,1.11055,-0.51075,-0.86036,-0.68437,-0.8015,-0.74592,-0.59113,-0.52788,-0.93585,0.81091,0.59587,-0.79812,1
peptide_pm_283,-0.85632,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.24291,-0.36477,0.19962,-0.51075,-0.86036,1.68121,-0.8015,-0.74592,4.1653,-0.52788,-0.93585,1.78994,-0.46705,1.42398,1
peptide_pm_284,-0.85632,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.91171,2.60803,3.35525,-0.51075,-0.86036,-0.68437,-0.8015,-0.74592,0.59949,-0.52788,-0.93585,1.13278,1.82879,-0.75303,1
peptide_pm_285,2.15656,-0.72246,0.46726,0.28201,0.33108,0.55309,-0.61951,-0.32053,-0.49941,2.13441,0.71838,0.81179,-0.51075,-0.86036,-0.68437,1.37537,1.0381,-0.59113,0.67268,-0.18687,-0.79402,-0.21474,-0.54786,1
peptide_pm_286,3.41686,-0.72246,0.40735,-0.65651,-0.42851,-0.56687,-0.61951,-0.35538,-0.49941,-0.91171,1.52619,1.562,-0.51075,-0.86036,-0.68437,-0.8015,0.09751,0.68912,-0.52788,1.18873,-0.24972,0.47537,-0.04378,1
peptide_pm_287,-0.85632,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.91171,4.11118,1.07848,-0.51075,-0.86036,-0.68437,-0.8015,-0.74592,0.65314,-0.52788,-0.93585,0.85715,0.60924,-0.36887,1
peptide_pm_288,-0.85632,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,0.40287,-0.49941,1.52203,1.35876,-0.50404,-0.51075,0.13054,1.2286,-0.0285,-0.74592,-0.59113,-0.52788,0.65991,-1.48341,-0.79687,-1.41263,1
peptide_pm_289,0.03303,-0.72246,1.31544,-0.65651,-0.42851,-0.56687,-0.61951,-0.39376,-0.49941,-0.23734,0.06983,2.19472,2.5345,-0.86036,-0.68437,-0.8015,-0.74592,1.80692,-0.52788,-0.93585,0.54491,1.32749,0.21086,1
peptide_pm_290,0.01202,3.64571,1.26941,0.15496,0.88501,-0.56687,-0.61951,-0.40715,-0.49941,-0.91171,-1.21276,-0.98168,0.9759,-0.05611,-0.68437,1.08068,0.79659,0.57957,-0.52788,1.00692,1.46703,1.17084,0.22265,1
peptide_pm_291,-0.36138,-0.72246,0.45146,-0.65651,-0.42851,-0.56687,-0.61951,0.30095,-0.49941,-0.16111,1.64237,-0.53975,-0.51075,-0.86036,-0.68437,0.62891,0.13329,0.74343,-0.52788,-0.93585,-0.04037,-0.49685,-0.44593,1
peptide_pm_292,-0.85632,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.91171,0.83785,0.92274,-0.51075,-0.86036,-0.68437,-0.8015,-0.74592,0.55907,-0.52788,-0.93585,0.62248,2.38224,0.09592,1
peptide_pm_293,-0.37262,-0.02725,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,0.2723,-0.49941,0.55539,0.64743,-0.98168,-0.51075,0.03564,0.18051,-0.8015,-0.74592,-0.59113,-0.52788,-0.21439,-0.39002,0.05914,-0.01164,1
peptide_pm_294,-0.85632,1.1693,-0.63272,-0.65651,0.89882,-0.56687,-0.61951,-0.96038,-0.49941,-0.24634,-1.21276,-0.19819,-0.51075,-0.04765,-0.68437,0.46648,0.03345,-0.59113,0.52107,-0.93585,-0.8478,0.8012,2.60423,1
peptide_pm_295,-0.85632,0.51123,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.26084,-0.38751,-0.59847,-0.51075,-0.86036,1.61779,-0.8015,-0.74592,4.03778,-0.52788,-0.93585,1.79384,-0.13892,1.8304,1
peptide_pm_296,0.57432,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,1.53119,-0.96038,0.72223,-0.18849,0.16272,1.99897,-0.51075,0.90639,-0.68437,0.57673,0.94834,0.69474,-0.52788,-0.22455,0.38291,0.57509,-0.92046,1
peptide_pm_297,-0.85632,1.17148,-0.63272,-0.65651,2.22921,-0.56687,-0.61951,-0.96038,-0.49941,-0.91171,-0.79046,-0.98168,-0.51075,0.76693,-0.68437,-0.8015,-0.74592,-0.59113,0.52228,-0.2807,-0.65033,0.09852,3.22796,1
peptide_pm_298,-0.85632,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.91171,-0.00081,0.51905,-0.51075,0.69634,-0.68437,-0.8015,-0.74592,1.67485,-0.52788,-0.93585,1.52022,1.3996,0.84893,1
peptide_pm_299,-0.85632,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,0.65581,-0.22782,0.08793,1.43425,-0.51075,1.64566,0.12196,-0.8015,-0.74592,0.62482,-0.52788,-0.93585,0.70824,1.78507,-0.92949,1
peptide_pm_300,-0.85632,0.4543,-0.63272,-0.65651,-0.42851,0.34616,-0.61951,-0.43875,-0.49941,-0.29088,-0.42559,-0.98168,-0.51075,1.41458,-0.68437,-0.20994,-0.74592,0.5127,-0.52788,-0.32525,1.29084,2.24671,0.7853,1
peptide_pm_301,-0.85632,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.25522,0.03582,0.95094,-0.51075,-0.05848,-0.68437,-0.8015,-0.74592,-0.59113,0.50708,-0.93585,0.41595,2.42207,-0.18297,1
peptide_pm_302,-0.85632,-0.0808,0.34523,-0.65651,-0.42851,-0.56687,-0.61951,-0.39151,-0.49941,0.44239,-0.78353,1.01145,-0.51075,-0.86036,-0.68437,-0.15638,-0.74592,-0.59113,-0.52788,1.06183,0.25689,0.9797,0.79041,1
peptide_pm_303,0.57923,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,0.53968,-0.29263,2.00918,-0.51075,0.02604,0.17124,1.96441,1.80418,0.69914,-0.52788,0.49162,-0.27078,0.31792,-0.08669,1
peptide_pm_304,-0.85632,2.31952,-0.63272,-0.65651,2.13273,-0.56687,-0.61951,0.11837,-0.49941,-0.26976,-0.80579,-0.98168,-0.51075,-0.07625,-0.68437,-0.8015,-0.74592,-0.59113,0.48415,-0.30448,0.64236,0.97173,2.00595,1
peptide_pm_305,-0.36242,0.69728,-0.63272,-0.65651,-0.42851,1.63625,-0.61951,-0.33104,-0.49941,0.58633,-0.26305,-0.09968,-0.51075,-0.86036,-0.68437,0.62591,-0.74592,0.74062,-0.52788,-0.93585,-0.72439,-0.25893,0.00115,1
peptide_pm_306,0.48872,-0.07806,-0.63272,0.18146,0.2497,-0.56687,-0.61951,1.32482,-0.49941,-0.91171,-0.35064,0.21931,-0.51075,-0.02984,-0.68437,0.49426,-0.74592,0.6178,1.61598,0.40163,0.42197,0.23333,1.40274,1
peptide_pm_307,-0.85632,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.91171,0.86667,0.9495,-0.51075,-0.86036,-0.68437,-0.8015,-0.74592,0.57524,-0.52788,-0.93585,1.37654,2.4597,-1.13874,1
peptide_pm_308,-0.32713,-0.72246,0.52649,-0.65651,4.37444,-0.56687,0.17602,0.38824,-0.49941,0.69337,-0.19519,0.43585,-0.51075,0.1199,1.20806,2.25729,0.19413,-0.59113,0.73733,1.4321,-1.24417,-1.47144,-0.43699,1
peptide_pm_309,-0.38937,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,0.22963,-0.49941,1.21275,-0.31487,-0.56474,-0.51075,0.00462,-0.68437,0.54803,-0.74592,0.66796,-0.52788,-0.93585,-0.32324,0.9226,0.02238,1
peptide_pm_310,-0.85632,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,0.13805,-0.49941,1.04926,-0.38397,0.17288,-0.51075,-0.06195,-0.68437,-0.17867,-0.74592,0.57106,-0.52788,-0.93585,0.90843,1.91199,0.08366,1
peptide_pm_311,0.12786,-0.72246,0.44523,-0.65651,-0.42851,-0.56687,-0.61951,0.92075,-0.49941,-0.16543,1.62595,0.33649,-0.51075,-0.86036,0.19552,-0.8015,-0.74592,-0.59113,-0.52788,-0.20186,-0.28745,0.06345,-0.68951,1
peptide_pm_312,-0.85632,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.23952,0.49183,0.60139,-0.51075,-0.03931,-0.68437,-0.8015,-0.74592,-0.59113,0.53183,-0.93585,1.22288,1.91884,-1.06404,1
peptide_pm_313,0.58588,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.18265,0.63604,2.02305,-0.51075,0.03015,0.17521,1.97723,1.816,0.70513,-0.52788,-0.2188,-0.17065,0.36555,-0.39292,1
peptide_pm_314,-0.39963,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,0.67051,-0.21911,-0.33459,1.87278,-0.51075,2.52353,-0.68437,1.17832,0.06535,-0.59113,-0.52788,-0.93585,0.45405,0.72114,0.21201,1
peptide_pm_315,-0.85632,-0.11634,0.29105,-0.65651,-0.42851,-0.56687,0.01445,-0.96038,-0.49941,-0.27216,-0.40186,0.90104,-0.51075,0.70199,-0.68437,-0.8015,-0.74592,1.68308,-0.52788,-0.93585,1.82747,1.67908,0.10867,1
peptide_pm_316,-0.40818,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,0.6486,-0.23208,0.07982,1.81931,-0.51075,1.63002,-0.68437,-0.15392,-0.74592,0.61723,-0.52788,-0.93585,1.301,1.20726,-0.6138,1
peptide_pm_317,-0.85632,-0.72246,0.43775,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,0.5705,-1.21276,1.20002,-0.51075,-0.86036,0.18941,2.02314,-0.74592,-0.59113,-0.52788,0.52194,0.05432,-0.18175,-0.49154,1
peptide_pm_318,0.57327,-0.72246,0.41114,1.12477,1.01317,-0.56687,-0.61951,2.07569,-0.49941,0.53365,1.07803,1.57128,-0.51075,0.90508,-0.68437,-0.11289,0.94709,-0.59113,-0.52788,-0.22507,0.11878,-0.1874,0.28191,1
peptide_pm_319,-0.44104,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.43122,-0.49941,-0.91171,-0.41423,-0.24008,-0.51075,0.67815,-0.68437,-0.8015,-0.74592,2.76813,-0.52788,-0.93585,2.74483,-0.3365,2.09521,1
