,AAC_A,AAC_R,AAC_N,AAC_D,AAC_C,AAC_Q,AAC_E,AAC_G,AAC_H,AAC_I,AAC_L,AAC_K,AAC_M,AAC_F,AAC_P,AAC_S,AAC_T,AAC_W,AAC_Y,AAC_V,y
peptide_nm_340,-0.9492,0.17972,1.04469,0.71066,-0.42846,-0.57537,0.52832,0.01309,-0.4973,0.15396,0.03091,0.20175,-0.49469,-0.78908,-0.7232,0.31317,2.03153,-0.50082,-0.55741,0.19931,0
peptide_nm_341,-0.9492,-0.7064,1.04469,3.43974,-0.42846,-0.57537,-0.62828,1.10446,-0.4973,-0.90428,-0.54631,-0.37975,-0.49469,0.3083,2.05043,0.31317,-0.75343,-0.50082,1.24246,0.19931,0
peptide_nm_342,1.68544,-0.01719,-0.63081,-0.65388,-0.42846,0.7026,0.27129,-1.07829,-0.4973,-0.08121,-0.67459,-0.96126,3.4769,0.06444,0.35543,0.05112,-0.75343,-0.50082,0.84249,1.81783,0
peptide_nm_343,0.03879,0.84431,1.32393,0.1421,-0.42846,-0.57537,0.0464,-0.44165,-0.4973,0.33033,-0.78683,-0.62205,-0.49469,-0.14894,-0.7232,0.50971,0.87113,-0.50082,2.59236,0.40162,0
peptide_nm_344,-0.32521,0.59946,-0.63081,1.35702,-0.42846,1.84605,1.07618,-1.07829,-0.4973,1.43499,-0.27289,-0.53278,1.38659,0.82811,-0.7232,-0.86606,-0.75343,-0.50082,-0.55741,-0.12014,0
peptide_nm_345,1.52078,-0.18949,1.32393,0.1421,-0.42846,-0.57537,0.0464,-0.44165,0.63328,0.33033,-0.11339,-0.28284,-0.49469,-0.14894,-0.7232,-0.86606,1.68341,0.24749,-0.55741,-1.01459,0
peptide_nm_346,1.20642,-0.7064,-0.63081,-0.65388,-0.42846,-0.57537,0.84375,-1.07829,-0.4973,1.78942,-0.38889,-0.96126,2.75479,-0.78908,-0.7232,2.13561,-0.75343,-0.50082,1.73333,0.53037,0
peptide_nm_347,-0.10235,-0.7064,-0.63081,0.71066,0.67421,1.06774,0.52832,1.10446,-0.4973,0.15396,-1.12354,-0.37975,-0.49469,-0.78908,2.05043,0.31317,0.63905,-0.50082,-0.55741,0.19931,0
peptide_nm_348,2.56366,1.13148,-0.63081,0.05366,-0.42846,0.27661,1.77059,-1.07829,0.50766,-0.90428,-1.12354,-0.65974,-0.49469,-0.78908,0.71498,0.35684,-0.75343,-0.50082,1.30912,-0.38516,0
peptide_nm_349,-0.2518,0.02335,-0.63081,0.46986,-0.42846,-0.57537,2.2292,-1.07829,-0.4973,0.8387,-0.17281,0.4754,-0.49469,0.11465,-0.7232,1.0762,-0.75343,-0.50082,-0.55741,-0.01491,0
peptide_nm_350,-0.57871,0.84431,2.30131,0.54009,-0.42846,-0.57537,-0.62828,1.3091,0.35063,-0.90428,-0.61847,-0.70685,0.62232,-0.30897,-0.11647,0.68168,-0.14422,-0.50082,1.80492,0.04757,0
peptide_nm_351,-0.32521,-0.7064,-0.63081,0.35157,0.38404,0.63534,0.22395,-0.27412,-0.4973,-0.12453,-1.12354,-0.53278,-0.49469,0.82811,0.29866,1.74065,-0.75343,0.44441,2.09503,0.77431,0
peptide_nm_352,0.32107,0.62278,1.88243,0.02839,-0.42846,-0.57537,2.26321,-0.5326,-0.4973,0.15396,-0.2577,-0.37975,-0.49469,-0.78908,0.66361,-0.86606,-0.75343,0.14059,0.34253,-0.40764,0
peptide_nm_353,-0.18431,-0.30621,1.63922,-0.65388,-0.42846,0.16668,0.41639,-0.09253,0.37799,1.48529,-0.08081,-0.69865,-0.49469,-0.78908,1.15571,-0.3335,-0.75343,-0.50082,1.06828,0.63004,0
peptide_nm_354,0.29879,-0.7064,-0.63081,-0.65388,-0.42846,-0.57537,1.07618,-0.27412,-0.4973,1.43499,1.42841,-0.96126,-0.49469,0.01952,0.29866,0.00285,-0.75343,-0.50082,0.76881,-0.12014,0
peptide_nm_355,0.36812,-0.24693,1.10674,0.05366,-0.42846,0.27661,0.57115,-0.51239,0.50766,-0.35556,-0.22563,-0.35822,0.82917,-0.22006,-0.7232,1.57975,0.69063,0.16434,-0.55741,-1.01459,0
peptide_nm_356,1.27378,0.06896,-0.63081,-0.65388,-0.42846,-0.57537,0.38374,-0.12334,-0.4973,-0.90428,-0.61847,-0.45244,-0.49469,1.13134,1.70372,-0.86606,-0.75343,-0.50082,-0.55741,3.23405,0
peptide_nm_357,0.80723,-0.7064,-0.63081,0.05366,-0.42846,1.12859,0.57115,0.61941,-0.4973,-0.35556,-0.22563,-0.0567,-0.49469,-0.22006,-0.00411,0.35684,0.69063,0.16434,-0.55741,-0.38516,0
peptide_nm_358,1.84042,-0.7064,-0.63081,-0.65388,-0.42846,0.77777,0.32421,-1.07829,2.69493,-0.90428,-0.64818,-0.00349,-0.49469,-0.78908,0.41888,1.0762,0.39332,-0.50082,0.92484,-0.01491,0
peptide_nm_359,-0.9492,0.32741,-0.63081,0.93808,-0.42846,-0.57537,3.41981,0.19498,-0.4973,-0.90428,0.89675,-0.96126,-0.49469,-0.78908,0.89475,0.50971,0.87113,-0.50082,-0.55741,-1.01459,0
peptide_nm_360,0.12861,0.42139,-0.63081,-0.65388,-0.42846,3.60709,-0.62828,-1.07829,-0.4973,-0.90428,-0.38889,-0.22116,-0.49469,0.60759,-0.7232,2.13561,1.01882,-0.50082,-0.55741,0.53037,0
peptide_nm_361,-0.9492,-0.7064,5.23343,-0.65388,-0.42846,-0.57537,0.72108,-1.07829,-0.4973,-0.90428,-0.45011,-0.96126,-0.49469,1.77147,-0.7232,0.50971,0.87113,-0.50082,1.54244,1.81783,0
peptide_nm_362,1.91257,0.57695,-0.63081,0.00486,-0.42846,0.21785,-0.06993,-0.55142,-0.4973,-0.39341,0.54843,-0.96126,-0.49469,-0.25931,0.61579,-0.29678,-0.0812,0.11847,-0.55741,0.15745,0
peptide_nm_363,-0.9492,-0.7064,-0.63081,1.35702,-0.42846,-0.57537,3.63287,1.33423,-0.4973,-0.12453,-0.69822,-0.96126,1.38659,0.82811,1.32053,-0.86606,0.27261,-0.50082,0.76881,-1.01459,0
peptide_nm_364,1.02678,-0.7064,0.67235,4.65266,-0.42846,-0.57537,0.27129,-0.22944,-0.4973,-0.08121,-1.12354,-0.50898,-0.49469,0.91796,-0.7232,-0.86606,-0.75343,-0.50082,0.84249,0.87369,0
peptide_nm_365,-0.54038,-0.7064,1.79577,0.00486,-0.42846,1.01108,0.48843,-0.02455,0.43835,0.11747,-0.28756,0.44238,-0.49469,0.80023,-0.0537,0.27251,-0.0812,-0.50082,-0.55741,-1.01459,0
peptide_nm_366,2.28423,0.42139,-0.63081,0.21446,-0.42846,-0.57537,-0.62828,0.31074,-0.4973,-0.23086,-0.02156,-0.96126,-0.49469,0.60759,-0.7232,-0.11564,-0.75343,-0.50082,0.58796,1.30285,0
peptide_nm_367,0.44561,-0.7064,-0.63081,1.5936,-0.42846,0.77777,1.2767,-0.17951,1.09881,-0.90428,0.30255,-0.48237,1.60792,-0.78908,0.41888,0.10507,-0.75343,0.55562,-0.55741,-1.01459,0
peptide_nm_368,-0.9492,0.42139,-0.63081,2.81949,-0.42846,5.69831,-0.62828,-1.07829,-0.4973,-0.90428,0.34576,-0.22116,-0.49469,0.60759,-0.7232,-0.86606,1.01882,-0.50082,-0.55741,-1.01459,0
peptide_nm_369,0.44561,0.75309,-0.63081,1.5936,-0.42846,0.77777,-0.62828,-0.17951,-0.4973,-0.90428,0.30255,-0.48237,-0.49469,0.11465,0.41888,0.10507,0.39332,-0.50082,-0.55741,-0.01491,0
peptide_nm_370,-0.49321,1.20217,1.17357,0.08087,-0.42846,-0.57537,-0.62828,0.09704,-0.4973,-0.33446,0.74135,-0.96126,-0.49469,-0.78908,0.77029,1.67382,-0.00363,-0.50082,0.41175,-0.36095,0
peptide_nm_371,0.53279,-0.7064,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,1.78658,-0.4973,0.94764,-0.11339,-0.45244,-0.49469,0.17113,-0.7232,0.16577,0.46499,-0.50082,-0.55741,2.17189,0
peptide_nm_372,-0.29054,-0.01719,-0.63081,1.46874,-0.42846,1.98057,-0.62828,-1.07829,-0.4973,-0.90428,1.57019,-0.0567,-0.49469,-0.78908,-0.7232,0.05112,-0.75343,-0.50082,0.84249,0.87369,0
peptide_nm_373,-0.4103,-0.1425,0.43541,1.95115,-0.42846,0.47024,-0.62828,0.31074,-0.4973,-0.90428,0.71309,-0.59121,-0.49469,-0.78908,-0.7232,0.63478,0.1327,-0.50082,1.73333,0.53037,0
peptide_nm_374,1.59135,0.62278,-0.63081,-0.65388,-0.42846,1.88929,-0.04998,1.10446,0.47177,0.15396,-0.83493,-0.67051,0.78189,-0.24039,-0.7232,-0.27644,-0.05719,-0.50082,-0.55741,0.19931,0
peptide_nm_375,-0.15881,0.94769,0.41172,0.61969,-0.0854,-0.57537,-0.26845,-0.05967,0.10567,0.08341,-0.5848,-0.96126,0.29963,-0.44767,0.13971,0.60142,-0.75343,-0.10172,0.56251,2.00666,0
peptide_nm_376,-0.03721,-0.7064,-0.63081,-0.65388,0.75903,-0.57537,-0.62828,0.09704,-0.4973,0.23536,0.11972,-0.96126,2.25487,0.39272,-0.7232,-0.86606,0.74617,-0.50082,-0.55741,4.2145,0
peptide_nm_377,-0.43373,0.37236,0.38906,1.0073,-0.42846,0.42478,-0.62828,-0.41397,-0.4973,0.38401,-0.06947,0.10062,1.05941,-0.78908,-0.7232,1.28731,0.09417,0.28002,0.53816,-1.01459,0
peptide_nm_378,-0.07099,-0.24693,0.23796,0.05366,0.1433,0.27661,1.17087,1.75121,-0.4973,-0.90428,-0.22563,-0.96126,-0.49469,0.91796,-0.7232,0.35684,0.69063,-0.50082,0.37586,-0.38516,0
peptide_nm_379,0.03879,0.32741,-0.63081,-0.65388,0.85799,-0.57537,0.72108,1.46826,1.76386,-0.90428,-0.45011,-0.96126,-0.49469,-0.78908,0.89475,-0.86606,0.87113,-0.50082,-0.55741,1.81783,0
peptide_nm_380,-0.52578,-0.7064,-0.63081,1.39293,0.12288,-0.57537,1.10661,0.55878,0.47177,-0.37516,-0.2577,-0.089,-0.49469,1.40568,-0.02979,-0.27644,-0.05719,0.14059,0.34253,-1.01459,0
peptide_nm_381,-0.10235,-0.7064,-0.63081,-0.65388,-0.42846,1.06774,0.52832,0.01309,-0.4973,-0.90428,0.60814,-0.37975,-0.49469,-0.78908,-0.7232,-0.86606,3.42402,0.782,-0.55741,1.4132,0
peptide_nm_382,1.02678,2.05042,-0.63081,2.53004,-0.42846,-0.57537,0.27129,0.61941,-0.4973,-0.08121,-1.12354,-0.50898,-0.49469,-0.78908,-0.7232,-0.86606,1.41265,-0.50082,-0.55741,-0.07045,0
peptide_nm_383,-0.9492,-0.7064,-0.63081,0.81562,-0.42846,1.19413,0.61728,1.27237,1.58993,0.23536,0.74135,-0.96126,-0.49469,-0.78908,0.77029,-0.86606,0.74617,-0.50082,-0.55741,0.29268,0
peptide_nm_384,-0.10235,0.17972,2.72018,-0.65388,-0.42846,-0.57537,-0.62828,0.01309,1.44084,-0.90428,0.03091,-0.96126,2.05848,1.40568,0.66361,-0.86606,-0.75343,-0.50082,1.24246,0.19931,0
peptide_nm_385,1.74532,1.54918,0.43541,0.21446,-0.42846,-0.57537,1.57977,0.31074,-0.4973,-0.90428,-0.02156,-0.59121,1.13005,-0.78908,-0.7232,-0.11564,-0.75343,-0.50082,-0.55741,-1.01459,0
peptide_nm_386,-0.9492,0.32741,5.23343,-0.65388,-0.42846,-0.57537,-0.62828,0.19498,-0.4973,-0.90428,-1.12354,-0.96126,-0.49469,-0.78908,-0.7232,7.38853,0.87113,-0.50082,-0.55741,-1.01459,0
peptide_nm_387,0.92278,-0.7064,0.60376,0.35157,-0.42846,0.63534,1.07618,-0.27412,0.9308,-0.12453,0.15243,-0.96126,-0.49469,-0.78908,-0.7232,-0.86606,-0.75343,0.44441,-0.55741,2.56321,0
peptide_nm_388,0.53279,-0.7064,2.30131,-0.65388,-0.42846,0.86235,0.38374,-0.12334,2.89445,0.02168,-0.61847,-0.96126,1.73933,-0.78908,-0.7232,0.16577,0.46499,0.62164,-0.55741,0.04757,0
peptide_nm_389,-0.54038,-0.27861,-0.63081,0.66361,0.10387,0.21785,-0.06993,1.0292,0.43835,-0.39341,-0.0089,-0.68053,1.97044,-0.25931,-0.0537,-0.29678,-0.0812,-0.50082,2.0493,0.15745,0
peptide_nm_390,0.7445,0.17972,-0.63081,0.71066,-0.42846,-0.57537,0.52832,0.01309,-0.4973,0.15396,-0.54631,0.20175,-0.49469,-0.78908,-0.7232,0.31317,-0.75343,0.782,-0.55741,1.4132,0
peptide_nm_391,1.78678,-0.7064,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,1.86003,-0.4973,1.94483,-0.50191,-0.96126,-0.49469,0.39272,-0.7232,-0.86606,1.49596,0.18992,-0.55741,0.29268,0
peptide_nm_392,-0.38464,0.4751,2.72018,-0.65388,-0.42846,0.52003,-0.62828,-0.35071,0.79479,-0.90428,-1.12354,-0.96126,-0.49469,-0.78908,2.05043,5.42315,0.17489,-0.50082,-0.55741,-1.01459,0
peptide_nm_393,-0.9492,2.15645,-0.63081,0.81562,1.94653,-0.57537,-0.62828,-1.07829,1.58993,-0.90428,0.74135,-0.96126,-0.49469,-0.78908,-0.7232,1.67382,0.74617,-0.50082,-0.55741,-1.01459,0
peptide_nm_394,-0.9492,0.32741,0.34656,1.73406,-0.42846,-0.57537,0.0464,-0.44165,-0.4973,1.56494,-0.78683,0.05638,0.99466,-0.78908,0.08578,-0.86606,0.05885,0.24749,0.49251,1.10973,0
peptide_nm_395,-0.32521,-0.7064,-0.63081,0.35157,-0.42846,-0.57537,0.22395,-0.27412,0.9308,0.65523,-0.69822,-0.53278,-0.49469,-0.78908,3.36425,-0.86606,1.29865,-0.50082,0.76881,1.66876,0
peptide_nm_396,-0.9492,0.24789,-0.63081,-0.65388,-0.42846,-0.57537,0.61728,2.4477,-0.4973,1.375,-0.50191,-0.33502,-0.49469,-0.78908,0.77029,-0.86606,-0.75343,-0.50082,1.38091,1.59996,0
peptide_nm_397,0.03879,0.32741,-0.63081,-0.65388,-0.42846,-0.57537,0.72108,2.74153,-0.4973,-0.90428,-0.45011,-0.96126,-0.49469,0.4912,-0.7232,1.88547,0.87113,-0.50082,-0.55741,0.40162,0
peptide_nm_398,2.86163,-0.7064,-0.63081,0.02839,-0.42846,0.24618,0.52832,-1.07829,-0.4973,-0.37516,-0.54631,-0.37975,-0.49469,-0.78908,0.66361,0.90278,-0.75343,-0.50082,0.34253,1.4132,0
peptide_nm_399,0.17993,-0.7064,0.48619,2.0752,-0.42846,-0.57537,0.14278,1.10446,-0.4973,-0.90428,-0.73872,-0.18592,-0.49469,0.6741,1.12589,-0.86606,-0.75343,-0.50082,1.84242,0.60394,0
peptide_nm_400,-0.32521,-0.7064,0.60376,2.36247,-0.42846,-0.57537,0.22395,-0.27412,0.9308,1.43499,0.15243,-0.96126,-0.49469,0.01952,0.29866,0.00285,0.27261,-0.50082,-0.55741,-0.12014,0
peptide_nm_401,-0.10235,-0.7064,0.20694,0.02839,0.67421,1.88929,0.52832,0.01309,1.44084,-0.90428,0.60814,-0.96126,-0.49469,-0.24039,-0.02979,0.31317,0.63905,-0.50082,-0.55741,-0.40764,0
peptide_nm_402,0.08175,0.91173,0.38906,0.17671,-0.42846,2.42509,0.77975,-1.07829,-0.4973,-0.26014,-0.42083,-0.25334,-0.49469,0.54686,0.12095,-0.86606,0.09417,-0.50082,-0.55741,0.4632,0
peptide_nm_403,-0.03721,1.20217,0.27138,0.08087,-0.42846,-0.57537,-0.0055,0.6847,0.54631,-0.33446,0.11972,-0.96126,0.88009,-0.19818,0.77029,-0.86606,-0.00363,-0.50082,-0.55741,0.94632,0
peptide_nm_404,0.12861,-0.7064,-0.63081,0.21446,0.27324,-0.57537,-0.62828,1.00525,-0.4973,-0.23086,-0.38889,-0.96126,4.37953,-0.78908,1.04184,0.63478,0.1327,-0.50082,0.58796,1.30285,0
peptide_nm_405,-0.9492,-0.11565,1.60318,1.1655,-0.42846,0.52003,-0.62828,-0.35071,0.79479,1.2122,-0.73872,-0.96126,-0.49469,0.6741,1.12589,-0.07991,-0.75343,-0.50082,-0.55741,2.22247,0
peptide_nm_406,-0.2518,0.75309,3.50865,-0.65388,1.38771,-0.57537,1.2767,-1.07829,-0.4973,-0.90428,-1.12354,-0.96126,-0.49469,1.01837,0.41888,0.10507,0.39332,-0.50082,-0.55741,0.98477,0
peptide_nm_407,0.7445,-0.7064,4.39568,0.71066,-0.42846,-0.57537,-0.62828,0.01309,3.37898,-0.90428,0.03091,-0.96126,-0.49469,1.40568,-0.7232,-0.86606,-0.75343,-0.50082,-0.55741,0.19931,0
peptide_nm_408,4.04276,-0.7064,-0.63081,0.35157,-0.42846,-0.57537,1.07618,-1.07829,-0.4973,-0.12453,-0.69822,-0.53278,-0.49469,0.01952,1.32053,-0.86606,-0.75343,-0.50082,-0.55741,0.77431,0
peptide_nm_409,-0.9492,-0.7064,0.48619,2.0752,-0.42846,-0.57537,2.45598,-1.07829,2.08689,-0.90428,-0.35391,-0.96126,-0.49469,0.6741,2.05043,-0.07991,0.17489,-0.50082,-0.55741,0.60394,0
peptide_nm_410,-0.29956,0.65313,0.33317,0.39289,-0.21699,-0.57537,0.92441,0.59615,0.61779,-0.09248,-0.12723,-0.6267,1.4639,-0.78908,0.34066,-0.1876,0.04773,-0.50082,0.13295,-0.31618,0
peptide_nm_411,2.17077,-0.05347,-0.63081,0.35157,-0.42846,-0.57537,1.07618,-0.27412,-0.4973,-0.12453,-0.69822,-0.1043,-0.49469,-0.78908,-0.7232,-0.86606,1.29865,-0.50082,0.76881,0.77431,0
peptide_nm_412,-0.9492,-0.7064,0.38906,4.32965,-0.42846,-0.57537,3.59582,-1.07829,-0.4973,1.02816,-0.77219,-0.6073,-0.49469,-0.78908,0.12095,1.28731,0.09417,-0.50082,-0.55741,-1.01459,0
peptide_nm_413,0.09691,-0.34152,0.0591,0.46986,-0.42846,2.13092,-0.15204,-1.07829,0.30075,0.40296,-0.4105,-0.72182,-0.49469,-0.33721,0.41888,1.0762,0.9667,0.0274,0.92484,-0.51475,0
peptide_nm_414,-0.13155,-0.7064,0.98691,1.32235,-0.42846,2.59753,-0.62828,-1.07829,-0.4973,1.13922,0.26977,-0.39981,-0.49469,-0.78908,0.61579,0.84179,0.59104,-0.50082,-0.55741,-1.01459,0
peptide_nm_415,0.29879,-0.7064,-0.63081,1.35702,-0.42846,1.84605,0.22395,-0.27412,-0.4973,-0.90428,0.57776,-0.1043,3.26787,-0.78908,-0.7232,-0.86606,0.27261,-0.50082,0.76881,-0.12014,0
peptide_nm_416,3.61076,-0.7064,1.17357,0.81562,-0.42846,1.19413,-0.62828,0.09704,-0.4973,0.23536,-0.50191,-0.96126,-0.49469,-0.78908,-0.7232,0.40388,0.74617,-0.50082,-0.55741,-1.01459,0
peptide_nm_417,-0.20821,-0.7064,0.83525,0.54009,-0.42846,-0.57537,0.38374,-0.12334,-0.4973,1.8736,-1.12354,-0.96126,-0.49469,2.09154,0.49026,0.16577,0.46499,-0.50082,1.01748,0.04757,0
peptide_nm_418,0.7445,1.06584,1.04469,-0.65388,-0.42846,-0.57537,0.52832,0.01309,-0.4973,0.15396,-0.54631,-0.96126,2.05848,-0.78908,0.66361,-0.86606,-0.75343,-0.50082,1.24246,1.4132,0
peptide_nm_419,0.7445,1.95196,-0.63081,2.0752,-0.42846,-0.57537,1.68491,-1.07829,-0.4973,-0.90428,-0.54631,-0.96126,2.05848,0.3083,-0.7232,0.31317,-0.75343,-0.50082,-0.55741,0.19931,0
peptide_nm_420,0.59722,-0.7064,0.38906,-0.65388,-0.42846,-0.57537,-0.62828,0.91466,-0.4973,0.38401,-1.12354,-0.96126,2.61351,-0.12111,0.12095,1.28731,0.94177,-0.50082,0.53816,1.94098,0
peptide_nm_421,1.59135,-0.7064,1.04469,0.71066,0.67421,1.06774,-0.62828,-1.07829,1.44084,-0.90428,-1.12354,-0.96126,-0.49469,-0.78908,-0.7232,1.4924,2.03153,-0.50082,3.04233,-1.01459,0
peptide_nm_422,0.36812,-0.7064,0.67235,-0.65388,0.42918,-0.57537,0.27129,-0.22944,1.01014,-0.08121,-0.22563,-0.96126,1.49111,0.06444,1.43407,0.9683,1.41265,-0.50082,-0.55741,-1.01459,0
peptide_nm_423,-0.4103,0.98529,-0.63081,0.21446,-0.42846,0.47024,-0.62828,-0.38378,1.96942,-0.23086,-1.12354,0.88899,-0.49469,-0.78908,1.92435,1.38519,-0.75343,-0.50082,0.58796,-1.01459,0
peptide_nm_424,0.19814,0.49415,0.12586,-0.03764,-0.42846,-0.57537,0.41639,-0.09253,-0.4973,0.05155,-0.34149,-0.43603,1.81139,-0.29349,0.52941,-0.3335,1.13316,-0.50082,0.25543,0.08183,0
peptide_nm_425,-0.32521,0.59946,0.60376,0.35157,-0.42846,0.63534,-0.62828,-0.27412,-0.4973,-0.12453,-0.27289,-0.53278,1.38659,-0.78908,0.29866,0.87175,-0.75343,0.44441,-0.55741,1.66876,0
peptide_nm_426,1.02678,0.32741,0.34656,-0.65388,-0.42846,-0.57537,2.74513,-0.44165,-0.4973,-0.90428,-0.78683,0.39559,-0.49469,1.13134,-0.7232,-0.17818,0.05885,-0.50082,-0.55741,-0.30648,0
peptide_nm_427,-0.57871,-0.31872,0.83525,1.13708,-0.42846,0.14349,-0.12227,-0.60081,0.35063,0.02168,0.64422,-0.96126,-0.49469,-0.78908,-0.11647,0.68168,1.0742,0.62164,0.23003,0.04757,0
peptide_nm_428,-0.9492,-0.7064,1.50164,-0.65388,-0.42846,0.47024,3.0518,1.00525,0.73606,-0.23086,-0.38889,-0.22116,-0.49469,-0.09074,-0.7232,0.63478,0.1327,-0.50082,0.58796,-1.01459,0
peptide_nm_429,-0.9492,0.42139,1.50164,-0.65388,-0.42846,3.60709,-0.62828,1.69976,-0.4973,-0.90428,-0.38889,-0.96126,-0.49469,-0.78908,1.04184,-0.86606,-0.75343,1.13186,-0.55741,2.07533,0
peptide_nm_430,-0.9492,0.84431,-0.63081,1.73406,-0.42846,-0.57537,1.39576,-0.12334,1.19857,-0.90428,-0.61847,-0.45244,3.97335,0.17113,0.49026,-0.86606,-0.75343,-0.50082,1.01748,0.04757,0
peptide_nm_431,-0.38464,-0.7064,0.48619,-0.65388,-0.42846,-0.57537,-0.62828,0.37688,-0.4973,-0.19879,0.03091,-0.57359,1.20742,-0.05749,0.20134,2.27855,-0.75343,0.35439,-0.55741,2.22247,0
peptide_nm_432,0.92278,-0.7064,0.60376,1.35702,0.38404,0.63534,-0.62828,-1.07829,0.9308,-0.90428,-0.27289,-0.96126,-0.49469,-0.78908,0.29866,-0.86606,1.29865,-0.50082,2.09503,1.66876,0
peptide_nm_433,-0.9492,0.17972,-0.63081,-0.65388,-0.42846,-0.57537,1.68491,0.01309,-0.4973,-0.90428,-0.54631,0.20175,-0.49469,-0.78908,0.66361,3.85085,2.03153,-0.50082,-0.55741,-1.01459,0
peptide_nm_434,-0.20821,0.06896,0.10222,0.54009,0.05396,-0.57537,-0.12227,-0.12334,0.35063,0.02168,-0.871,0.05638,0.62232,0.17113,-0.11647,1.19759,1.0742,-0.50082,1.01748,-1.01459,0
peptide_nm_435,0.17993,2.24733,0.48619,-0.65388,-0.42846,-0.57537,0.14278,-0.35071,0.79479,-0.19879,-0.35391,-0.96126,-0.49469,-0.78908,0.20134,1.4924,1.10321,-0.50082,-0.55741,-0.20532,0
peptide_nm_436,-0.20821,-0.7064,0.83525,-0.65388,0.53638,-0.57537,-0.62828,-1.07829,4.59032,-0.90428,-0.11339,-0.45244,-0.49469,-0.78908,1.70372,0.16577,-0.75343,0.62164,2.59236,0.04757,0
peptide_nm_437,0.7445,0.17972,-0.63081,0.71066,-0.42846,-0.57537,-0.62828,-1.07829,-0.4973,1.2122,-0.54631,-0.37975,2.05848,-0.78908,0.66361,1.4924,-0.75343,-0.50082,1.24246,0.19931,0
peptide_nm_438,3.00277,1.36121,-0.63081,-0.65388,-0.42846,-0.57537,2.07045,-1.07829,-0.4973,1.56494,-1.12354,-0.96126,-0.49469,-0.78908,-0.7232,1.88547,-0.75343,-0.50082,-0.55741,-1.01459,0
peptide_nm_439,-0.4103,-0.1425,-0.63081,0.21446,-0.42846,0.47024,0.84375,-0.38378,-0.4973,-0.23086,-0.75622,0.51894,1.13005,-0.09074,1.04184,2.13561,0.1327,-0.50082,-0.55741,-1.01459,0
peptide_nm_440,-0.9492,-0.7064,-0.63081,2.36247,-0.42846,1.84605,2.78064,-1.07829,0.9308,-0.90428,-1.12354,-0.53278,1.38659,0.01952,0.29866,0.87175,-0.75343,-0.50082,3.42125,-1.01459,0
peptide_nm_441,-0.9492,-0.7064,3.63409,-0.65388,-0.42846,1.51586,0.84375,0.31074,-0.4973,0.44257,-0.38889,-0.22116,-0.49469,-0.78908,1.04184,0.63478,-0.75343,-0.50082,-0.55741,0.53037,0
peptide_nm_442,-0.9492,-0.7064,1.17357,3.75463,0.75903,1.19413,-0.62828,0.09704,-0.4973,0.23536,-0.50191,-0.33502,5.00443,-0.78908,-0.7232,-0.86606,-0.75343,-0.50082,1.38091,-1.01459,0
peptide_pm_1,-0.9492,-0.7064,-0.63081,-0.65388,1.04177,-0.57537,-0.62828,3.28722,-0.4973,0.50671,0.03091,0.20175,-0.49469,-0.05749,-0.7232,-0.07991,-0.75343,-0.50082,-0.55741,1.4132,1
peptide_pm_2,-0.9492,-0.7064,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,-1.07829,0.54631,-0.33446,0.74135,1.23057,-0.49469,0.39272,-0.7232,1.67382,1.49596,0.18992,-0.55741,-0.36095,1
peptide_pm_3,-0.9492,-0.7064,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,-1.07829,-0.4973,-0.90428,-1.12354,1.75244,-0.49469,9.45312,-0.7232,-0.86606,-0.75343,-0.50082,-0.55741,-1.01459,1
peptide_pm_4,-0.9492,-0.7064,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,-1.07829,-0.4973,-0.90428,2.91705,3.10929,-0.49469,-0.78908,-0.7232,-0.86606,-0.75343,-0.50082,-0.55741,-1.01459,1
peptide_pm_5,-0.15881,-0.7064,1.71488,-0.65388,2.65902,-0.57537,-0.08854,-0.05967,-0.4973,0.08341,-0.5848,-0.96126,-0.49469,-0.78908,0.57116,0.78486,0.54622,0.09782,0.28253,0.68487,1
peptide_pm_6,0.17993,-0.7064,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,1.10446,-0.4973,-0.19879,-0.73872,2.52778,1.20742,1.40568,-0.7232,-0.86606,-0.75343,-0.50082,-0.55741,-0.20532,1
peptide_pm_7,0.29879,0.59946,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,0.53006,-0.4973,1.43499,0.15243,0.32417,-0.49469,-0.78908,-0.7232,0.00285,-0.75343,0.44441,-0.55741,0.77431,1
peptide_pm_8,1.84042,-0.7064,-0.63081,-0.09201,-0.42846,0.77777,-0.62828,0.71927,0.30075,-0.46854,0.06487,-0.00349,1.60792,-0.78908,-0.7232,-0.38049,1.54007,0.0274,-0.55741,-1.01459,1
peptide_pm_9,-0.10235,-0.7064,2.72018,-0.65388,-0.42846,-0.57537,-0.62828,0.01309,-0.4973,0.15396,1.18537,0.20175,-0.49469,0.3083,-0.7232,-0.86606,0.63905,-0.50082,-0.55741,0.19931,1
peptide_pm_10,1.42198,-0.7064,0.03939,-0.65388,-0.42846,1.39636,-0.16564,0.23136,-0.4973,-0.90428,-0.66176,0.89956,0.52658,0.52778,-0.7232,-0.86606,-0.19643,-0.50082,0.16254,0.92764,1
