,DDR_A,DDR_R,DDR_N,DDR_D,DDR_C,DDR_Q,DDR_E,DDR_G,DDR_H,DDR_I,DDR_L,DDR_K,DDR_M,DDR_F,DDR_P,DDR_S,DDR_T,DDR_W,DDR_Y,DDR_V,y
NP09899,6.93,8.93,0.0,0.0,0.0,4.15,0.0,12.07,0.0,12.07,0.0,0.0,0.0,10.36,6.36,6.07,6.93,7.79,10.36,4.77,1
NP07177,4.55,0.0,0.0,6.18,0.0,5.27,0.0,4.5,0.0,0.0,3.3,0.0,0.0,7.45,0.0,2.9,0.0,0.0,9.09,0.0,1
NP07968,8.0,0.0,6.15,0.0,0.0,0.0,4.55,0.0,9.38,0.0,3.27,0.0,11.08,6.15,5.69,0.0,0.0,0.0,0.0,8.0,1
NP03028,7.68,11.61,21.37,12.07,0.0,0.0,13.96,8.22,17.77,0.0,8.96,17.77,0.0,22.83,14.83,11.42,0.0,0.0,14.03,24.43,1
NP11069,0.0,0.0,7.08,0.0,3.82,0.0,5.42,9.09,0.0,0.0,0.0,6.08,0.0,5.08,0.0,0.0,6.08,5.42,7.08,10.08,1
NP07138,3.45,3.45,0.0,0.0,0.0,0.0,0.0,2.9,0.0,6.0,0.0,0.0,0.0,6.08,8.42,10.08,0.0,0.0,0.0,0.0,1
NP09927,7.79,17.05,12.32,3.88,0.0,0.0,0.0,5.83,0.0,13.68,8.12,0.0,0.0,0.0,0.0,6.72,0.0,0.0,0.0,0.0,1
NP06880,0.0,7.31,0.0,7.06,0.0,0.0,0.0,7.06,0.0,0.0,2.92,7.07,0.0,0.0,8.4,10.36,0.0,0.0,9.56,7.81,1
NP02061,6.67,0.0,0.0,4.15,0.0,6.93,6.53,7.73,11.33,0.0,5.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.36,7.07,1
NP07955,6.04,9.77,10.9,13.81,0.0,18.53,12.06,7.54,0.0,0.0,0.0,0.0,0.0,23.28,11.38,22.32,0.0,0.0,14.69,20.66,1
NP02234,0.0,10.36,0.0,6.92,0.0,8.93,4.15,0.0,0.0,6.36,12.07,0.0,6.07,6.07,5.08,0.0,0.0,0.0,8.0,0.0,1
NP04032,14.96,14.47,32.7,20.07,0.0,10.95,26.86,14.68,26.29,38.56,12.6,21.25,49.27,22.52,16.09,15.63,44.68,60.5,59.86,0.0,1
NP03458,5.36,11.33,0.0,3.69,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,8.67,6.67,0.0,0.0,5.69,0.0,1
NP03805,15.68,0.0,0.0,14.66,0.0,12.03,14.69,6.23,19.39,0.0,13.55,15.03,27.39,31.03,10.1,15.76,17.03,14.78,22.85,0.0,1
NP07021,0.0,9.62,0.0,6.59,0.0,8.45,11.75,12.95,15.62,9.52,5.16,0.0,0.0,9.62,0.0,8.45,0.0,0.0,10.25,0.0,1
NP07937,18.23,10.52,13.65,0.0,0.0,16.09,7.86,8.95,9.95,21.04,14.78,14.78,0.0,0.0,7.14,13.65,17.57,0.0,11.86,6.95,1
NP02162,17.21,19.39,13.22,16.38,0.0,10.22,28.38,23.09,0.0,0.0,16.73,9.03,16.42,17.21,8.65,10.22,0.0,0.0,8.53,24.24,1
NP01817,7.88,21.03,10.38,0.0,26.17,22.03,24.36,14.15,0.0,19.36,10.03,14.29,25.69,11.14,12.0,11.27,13.59,0.0,34.03,0.0,1
NP09350,6.92,0.0,10.36,0.0,4.31,0.0,0.0,10.36,6.07,7.79,6.36,6.93,6.92,6.36,0.0,0.0,0.0,0.0,8.93,0.0,1
NP07077,5.08,0.0,0.0,4.0,0.0,0.0,0.0,1.9,0.0,0.0,5.75,0.0,0.0,6.92,0.0,0.0,0.0,0.0,0.0,0.0,1
NP11323,36.57,11.86,31.43,22.31,16.71,30.66,30.0,30.5,35.19,17.32,16.89,15.6,0.0,33.25,14.7,20.8,24.39,25.52,42.57,12.11,1
NP04783,10.38,9.9,9.9,0.0,5.5,0.0,7.25,19.05,9.45,0.0,0.0,13.25,0.0,11.9,9.62,9.25,0.0,0.0,15.62,16.25,1
NP04803,23.51,21.14,17.51,0.0,9.38,0.0,8.42,18.31,0.0,11.73,27.61,18.03,0.0,0.0,17.66,14.47,15.14,0.0,16.7,14.76,1
NP06923,9.39,5.18,0.0,11.65,0.0,0.0,16.06,6.47,0.0,0.0,10.24,0.0,0.0,0.0,8.72,5.19,9.39,0.0,6.31,0.0,1
NP04694,6.36,13.07,0.0,7.73,0.0,13.07,0.0,0.0,9.87,6.5,7.07,0.0,0.0,8.67,5.08,6.67,0.0,0.0,7.73,0.0,1
NP01905,7.79,0.0,0.0,0.0,4.31,0.0,0.0,3.3,5.69,0.0,0.0,0.0,0.0,3.85,0.0,3.85,0.0,0.0,0.0,0.0,1
NP07102,12.31,8.0,9.31,6.69,0.0,5.56,10.47,0.0,0.0,0.0,15.06,0.0,7.65,7.06,8.56,0.0,0.0,0.0,0.0,7.53,1
NP04220,11.86,10.14,24.43,16.9,0.0,8.32,7.65,0.0,0.0,0.0,11.68,11.59,0.0,14.43,13.45,6.12,20.03,0.0,0.0,28.03,1
NP06794,13.15,35.03,28.11,19.46,0.0,17.66,6.85,12.31,0.0,0.0,10.8,0.0,31.35,0.0,13.76,8.79,12.25,21.89,0.0,15.6,1
NP06193,31.35,17.19,20.16,8.84,0.0,25.3,12.63,35.03,0.0,11.6,6.79,0.0,15.58,0.0,9.16,17.81,26.65,0.0,18.38,17.73,1
NP11352,26.9,19.23,43.07,27.01,17.17,23.01,22.89,33.19,39.19,40.03,16.62,28.25,27.16,18.84,19.23,9.18,11.48,48.84,21.41,17.59,1
NP07659,10.0,18.61,23.14,10.91,0.0,17.36,11.97,22.03,0.0,22.03,16.86,0.0,12.46,0.0,12.77,0.0,13.83,0.0,8.48,12.74,1
NP07217,0.0,0.0,2.73,0.0,0.0,8.0,0.0,11.08,0.0,0.0,4.75,5.54,0.0,0.0,9.38,6.92,11.08,4.42,0.0,0.0,1
NP06221,11.24,20.87,14.26,10.42,0.0,0.0,9.2,34.33,0.0,15.69,15.82,22.72,16.56,0.0,14.92,11.87,23.95,27.18,19.12,13.23,1
NP02644,13.07,11.33,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,6.67,0.0,7.07,8.93,4.07,9.87,11.33,6.53,9.87,7.73,1
NP04807,0.0,15.94,0.0,30.03,9.68,20.66,8.82,14.7,15.37,15.78,21.91,13.03,0.0,21.91,23.28,17.87,16.65,0.0,26.41,15.41,1
NP08519,5.69,0.0,0.0,8.0,0.0,0.0,11.08,3.45,0.0,9.38,5.75,0.0,0.0,6.92,0.0,2.73,0.0,0.0,0.0,0.0,1
NP07423,5.54,6.07,11.08,6.36,0.0,10.36,0.0,0.0,0.0,10.36,3.85,0.0,6.93,0.0,8.93,7.79,0.0,0.0,6.07,0.0,1
NP03854,17.67,8.48,50.63,21.93,0.0,18.51,38.74,19.3,50.39,30.58,21.63,39.76,37.1,72.22,16.11,34.72,75.76,68.06,33.61,29.68,1
NP05739,10.47,14.05,0.0,31.54,0.0,24.52,10.87,15.92,32.62,0.0,7.38,19.32,0.0,0.0,10.44,26.82,21.12,0.0,0.0,7.3,1
NP07825,8.42,2.7,0.0,0.0,0.0,5.08,0.0,0.0,0.0,0.0,4.91,0.0,0.0,9.09,4.0,5.42,0.0,0.0,0.0,0.0,1
NP06922,4.91,5.54,11.08,5.69,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,9.38,6.08,0.0,0.0,11.08,9.38,1
NP11149,49.36,17.06,64.86,40.92,6.66,45.59,18.16,9.8,0.0,34.14,24.6,39.36,0.0,31.67,10.21,30.09,34.66,0.0,48.6,60.33,1
NP07969,9.56,0.0,0.0,4.4,0.0,0.0,0.0,7.31,10.81,6.67,12.31,0.0,0.0,5.5,0.0,5.73,7.06,0.0,14.06,7.81,1
NP03476,13.29,0.0,0.0,4.21,0.0,0.0,2.0,5.31,0.0,0.0,11.39,0.0,0.0,8.28,0.0,0.0,0.0,0.0,0.0,0.0,1
NP11398,25.18,36.52,17.56,41.69,19.63,10.59,42.27,0.0,0.0,14.04,30.62,8.7,35.51,27.81,21.46,21.91,19.75,46.28,28.68,25.79,1
NP06078,0.0,4.73,7.45,5.27,0.0,0.0,5.27,0.0,0.0,7.45,4.1,5.3,0.0,6.18,4.73,0.0,0.0,0.0,0.0,0.0,1
NP05764,8.79,0.0,0.0,0.0,0.0,0.0,19.52,14.54,7.83,16.64,7.33,11.84,0.0,0.0,10.04,12.79,0.0,0.0,0.0,3.45,1
NP00850,0.0,0.0,0.0,4.18,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,5.08,2.22,0.0,5.27,0.0,0.0,1
NP03810,20.66,0.0,0.0,7.3,0.0,12.45,17.66,13.16,18.91,0.0,13.03,14.52,14.53,31.03,9.94,15.76,17.03,14.78,22.85,0.0,1
NP07095,0.0,0.0,0.0,0.0,0.0,8.93,3.85,6.07,4.75,0.0,10.36,0.0,0.0,0.0,6.36,6.15,10.36,0.0,0.0,6.15,1
NP05540,21.28,17.28,55.38,29.03,0.0,20.61,13.56,16.61,0.0,36.18,11.81,16.78,38.11,85.27,22.99,18.63,27.08,0.0,49.63,26.66,1
NP05514,0.0,8.46,13.68,0.0,0.0,11.84,7.12,22.19,15.27,6.12,12.96,6.61,0.0,18.0,20.5,14.35,16.35,0.0,0.0,22.19,1
NP06895,7.2,5.07,0.0,7.31,0.0,14.06,0.0,6.0,0.0,9.56,4.4,0.0,0.0,0.0,8.56,9.56,7.06,0.0,14.06,12.31,1
NP10723,7.45,0.0,0.0,6.18,0.0,9.09,0.0,6.18,0.0,0.0,7.45,4.73,9.09,4.73,5.27,0.0,4.55,0.0,5.27,0.0,1
NP09536,8.23,29.15,0.0,9.54,0.0,16.34,18.0,10.9,0.0,0.0,8.39,0.0,0.0,24.24,14.82,29.15,0.0,25.76,0.0,16.48,1
NP00776,7.08,0.0,0.0,0.0,0.0,0.0,5.42,4.55,0.0,0.0,6.08,7.08,3.45,0.0,5.42,10.08,0.0,8.42,0.0,8.42,1
NP03795,10.69,19.48,22.03,24.26,0.0,29.02,32.02,10.76,28.24,30.17,8.6,18.47,56.08,0.0,21.93,11.71,20.78,24.78,25.93,31.42,1
NP09906,4.08,6.92,5.42,9.38,0.0,0.0,0.0,11.08,0.0,0.0,0.0,0.0,0.0,9.38,5.69,5.69,6.15,8.0,8.0,0.0,1
NP11106,24.94,34.33,22.89,26.06,6.65,28.43,32.09,10.85,36.43,13.39,42.55,76.3,43.04,64.84,18.29,66.58,35.56,0.0,82.01,20.41,1
NP05789,26.2,20.93,11.56,0.0,21.93,0.0,20.7,8.13,0.0,13.28,14.73,10.98,13.64,16.21,17.88,18.88,0.0,20.34,18.17,30.02,1
NP08721,0.0,7.45,0.0,0.0,0.0,0.0,0.0,5.3,0.0,4.55,4.73,0.0,0.0,5.27,6.18,2.89,9.09,0.0,0.0,0.0,1
NP10756,0.0,6.18,0.0,0.0,0.0,4.55,0.0,2.9,0.0,0.0,7.45,9.09,9.09,4.5,5.1,0.0,0.0,0.0,0.0,0.0,1
NP02949,5.61,7.5,6.5,12.05,0.0,0.0,11.05,18.05,0.0,0.0,3.53,0.0,0.0,16.25,0.0,7.05,0.0,0.0,0.0,9.65,1
NP08551,27.83,21.89,20.0,17.75,0.0,17.84,19.39,18.14,15.89,22.0,10.75,14.51,69.35,34.96,32.65,18.21,76.3,50.06,0.0,16.58,1
NP11076,11.08,0.0,8.0,0.0,4.42,0.0,5.69,9.38,0.0,0.0,6.92,6.92,0.0,5.69,0.0,6.15,0.0,6.15,8.0,11.08,1
NP06084,9.09,0.0,0.0,0.0,0.0,0.0,6.18,0.0,0.0,0.0,5.3,3.62,0.0,0.0,4.73,0.0,5.27,0.0,0.0,7.45,1
NP04661,15.37,20.29,41.3,27.55,0.0,17.92,24.2,31.54,52.4,69.35,19.74,22.77,54.15,46.73,13.54,17.99,27.75,25.49,40.27,47.49,1
NP06696,15.16,8.7,16.71,15.41,10.9,0.0,26.41,5.96,0.0,11.68,5.39,14.77,15.41,18.53,0.0,10.55,0.0,19.53,0.0,0.0,1
NP07706,9.82,12.12,11.26,20.29,0.0,14.8,17.69,22.03,20.14,21.66,24.36,14.0,17.14,34.03,16.09,18.69,27.14,0.0,13.56,18.69,1
NP09301,0.0,8.42,0.0,10.08,0.0,0.0,0.0,8.42,0.0,0.0,5.08,7.08,6.08,6.08,4.91,0.0,0.0,0.0,5.08,4.73,1
NP05130,14.24,30.15,0.0,9.87,0.0,16.16,0.0,16.15,0.0,20.26,19.39,13.52,0.0,16.48,12.3,18.66,10.52,21.32,11.33,10.13,1
NP07932,13.68,11.16,7.88,0.0,0.0,0.0,5.18,0.0,0.0,8.28,5.83,7.28,0.0,0.0,15.26,12.32,8.63,0.0,0.0,9.39,1
NP05743,9.65,11.79,0.0,0.0,0.0,0.0,8.72,0.0,0.0,0.0,6.7,17.58,0.0,0.0,5.3,5.65,15.12,0.0,0.0,9.68,1
NP07455,8.28,0.0,8.59,0.0,0.0,4.94,0.0,6.5,0.0,14.28,10.28,9.39,0.0,0.0,0.0,7.33,0.0,0.0,0.0,0.0,1
NP10630,9.47,8.95,8.53,12.32,0.0,11.16,8.63,9.83,0.0,8.17,15.26,0.0,17.05,5.83,10.21,5.06,12.32,0.0,0.0,0.0,1
NP04767,14.03,11.03,22.23,17.56,10.91,22.48,17.34,15.82,16.57,16.38,12.18,20.17,33.03,23.43,21.14,0.0,17.03,0.0,26.17,12.3,1
NP04424,13.42,10.63,34.13,24.86,0.0,13.68,0.0,17.24,36.03,29.08,16.59,8.59,18.34,27.61,0.0,21.31,26.24,0.0,7.49,12.03,1
NP09415,6.94,13.68,0.0,6.5,0.0,6.39,4.82,0.0,0.0,0.0,11.16,0.0,8.63,0.0,5.5,0.0,17.05,0.0,9.41,15.26,1
NP05023,16.09,14.35,17.58,14.35,6.87,12.8,0.0,12.04,0.0,0.0,7.83,0.0,0.0,0.0,14.0,12.04,7.12,0.0,12.8,0.0,1
NP06998,6.36,4.77,12.07,0.0,0.0,6.93,12.07,8.93,0.0,0.0,7.85,0.0,0.0,6.93,8.93,4.15,6.07,0.0,0.0,0.0,1
NP01307,23.74,21.19,37.01,20.8,13.16,27.99,14.48,30.79,0.0,29.19,11.83,27.87,41.07,12.45,25.61,43.63,25.48,0.0,22.9,53.55,1
NP08712,0.0,8.42,0.0,0.0,0.0,0.0,0.0,2.67,0.0,5.08,5.08,0.0,0.0,6.08,0.0,7.45,5.27,0.0,0.0,0.0,1
NP11360,13.8,14.92,22.4,56.9,17.14,38.37,21.66,0.0,36.9,25.23,20.47,15.17,64.07,18.47,21.32,18.07,15.98,47.9,19.67,25.7,1
NP05225,0.0,0.0,0.0,0.0,0.0,5.08,0.0,10.08,0.0,0.0,0.0,4.18,0.0,5.27,0.0,3.27,10.08,8.42,7.08,6.08,1
NP07337,13.07,8.67,6.67,6.36,0.0,0.0,0.0,5.79,0.0,0.0,0.0,0.0,0.0,2.92,0.0,4.77,0.0,0.0,0.0,7.07,1
NP01339,25.83,19.57,22.61,18.31,13.16,34.73,22.17,22.99,31.39,24.84,13.94,27.58,59.69,21.9,21.67,28.27,27.47,0.0,14.06,30.07,1
NP11366,15.36,15.98,17.57,0.0,14.77,18.94,17.8,0.0,41.51,18.35,34.43,11.2,26.12,19.52,23.52,20.4,18.1,30.41,22.55,12.8,1
NP06570,0.0,6.15,0.0,0.0,0.0,7.08,6.92,0.0,5.69,8.0,6.15,0.0,0.0,0.0,4.73,8.0,0.0,4.92,0.0,0.0,1
NP08080,16.0,10.59,15.24,13.25,0.0,9.54,11.41,24.18,0.0,0.0,20.41,15.24,0.0,10.96,14.62,10.04,13.79,0.0,16.04,13.19,1
NP04210,20.77,14.33,21.3,11.56,0.0,13.48,27.39,33.54,26.54,65.07,30.0,20.63,25.54,17.46,32.78,14.14,15.02,47.54,33.25,45.1,1
NP01536,7.77,10.61,8.59,0.0,0.0,0.0,19.22,3.95,11.14,12.7,19.22,11.3,21.04,10.61,10.52,21.04,16.09,12.7,0.0,7.32,1
NP06072,5.69,6.36,0.0,4.15,0.0,0.0,0.0,4.92,8.93,6.93,0.0,8.93,0.0,9.38,0.0,7.79,0.0,0.0,0.0,0.0,1
NP05037,18.31,14.65,36.59,16.18,16.68,24.23,23.73,16.64,0.0,35.61,25.2,30.19,49.79,18.39,19.32,23.32,22.75,0.0,21.31,21.72,1
NP07292,7.45,0.0,0.0,4.1,0.0,4.73,6.18,0.0,0.0,4.55,0.0,0.0,0.0,9.09,5.27,6.5,0.0,0.0,0.0,5.27,1
NP07808,0.0,3.93,7.31,7.06,0.0,0.0,0.0,0.0,0.0,0.0,8.56,0.0,0.0,6.36,8.56,7.5,0.0,0.0,14.06,9.87,1
NP02911,7.83,13.68,0.0,8.95,0.0,0.0,11.16,12.31,0.0,0.0,4.82,0.0,9.47,7.17,5.83,6.28,0.0,0.0,0.0,0.0,1
NP06400,6.94,11.39,0.0,15.26,0.0,0.0,7.28,5.5,0.0,0.0,9.47,0.0,0.0,11.16,8.72,17.05,7.61,12.32,0.0,9.83,1
NP04286,15.1,0.0,13.97,17.68,0.0,25.42,9.56,19.63,14.17,0.0,10.5,7.54,22.32,8.14,0.0,14.69,19.74,19.74,15.1,17.68,1
NP11078,16.22,15.59,26.77,22.68,0.0,24.26,11.39,11.07,46.02,42.27,10.93,0.0,33.02,0.0,14.28,10.48,37.74,0.0,15.63,23.27,1
NP11251,3.69,16.25,13.25,9.47,0.0,14.65,5.94,9.58,0.0,0.0,10.21,0.0,0.0,9.65,0.0,0.0,0.0,0.0,0.0,0.0,1
NP06545,7.79,0.0,6.36,0.0,0.0,3.45,0.0,0.0,6.36,8.93,0.0,0.0,0.0,0.0,4.91,0.0,0.0,4.77,0.0,0.0,1
NP09337,9.87,11.33,13.07,0.0,0.0,0.0,0.0,2.7,0.0,0.0,6.36,0.0,0.0,7.73,9.87,6.53,0.0,7.07,0.0,0.0,1
NP07166,0.0,0.0,0.0,0.0,0.0,25.04,0.0,1.5,0.0,0.0,0.0,0.0,5.04,0.0,15.19,0.0,0.0,23.19,3.59,0.0,1
NP07429,8.93,6.07,6.07,0.0,0.0,0.0,6.93,6.36,0.0,0.0,3.25,8.93,0.0,0.0,0.0,6.92,0.0,0.0,9.38,6.36,1
NP06898,9.06,8.95,6.06,0.0,0.0,17.05,12.32,5.29,0.0,11.16,8.28,8.94,10.21,0.0,0.0,10.21,0.0,0.0,0.0,13.68,1
NP07272,0.0,12.72,0.0,8.59,0.0,8.12,8.06,0.0,0.0,12.72,9.56,0.0,11.39,0.0,7.65,15.06,6.24,0.0,0.0,8.28,1
NP03716,0.0,0.0,5.42,0.0,0.0,0.0,0.0,4.18,0.0,8.42,0.0,6.18,0.0,4.73,4.73,7.08,10.08,0.0,0.0,0.0,1
NP07236,12.11,0.0,5.94,0.0,0.0,6.11,6.63,12.32,0.0,0.0,7.17,0.0,0.0,0.0,7.05,18.05,0.0,7.72,0.0,0.0,1
NP01400,0.0,14.73,15.58,14.97,0.0,15.58,17.72,0.0,16.74,0.0,6.76,21.32,10.97,11.88,17.27,9.16,12.34,0.0,20.26,19.32,1
NP06964,3.75,0.0,0.0,0.0,0.0,0.0,0.0,3.75,10.08,9.38,5.75,5.54,6.92,0.0,0.0,3.58,0.0,0.0,0.0,0.0,1
NP06749,6.7,16.86,0.0,31.7,0.0,23.72,12.31,19.67,33.65,0.0,11.21,42.21,0.0,0.0,22.49,12.8,51.28,49.28,0.0,21.39,1
NP04811,10.25,9.25,9.65,0.0,5.76,0.0,7.05,18.05,12.05,0.0,0.0,13.68,0.0,12.11,9.05,9.25,0.0,0.0,9.65,15.26,1
NP04871,0.0,9.9,14.65,11.05,5.5,12.95,8.45,19.05,10.38,8.25,0.0,9.62,11.9,0.0,0.0,9.62,0.0,0.0,9.45,15.62,1
NP05088,7.79,7.07,4.62,0.0,13.07,11.33,0.0,5.5,0.0,8.67,0.0,13.07,0.0,0.0,6.67,0.0,9.87,0.0,7.73,0.0,1
NP09695,6.19,13.29,8.59,8.0,0.0,0.0,11.76,5.5,0.0,0.0,15.06,7.53,8.0,9.41,11.76,0.0,10.47,8.59,0.0,0.0,1
NP07591,10.45,19.05,10.38,14.19,0.0,7.05,16.25,9.05,0.0,15.62,6.55,6.45,0.0,11.05,0.0,13.05,9.9,0.0,0.0,0.0,1
NP07242,7.07,10.81,0.0,0.0,0.0,0.0,0.0,14.06,10.81,0.0,6.53,0.0,0.0,0.0,3.69,7.73,0.0,0.0,8.56,6.53,1
NP07679,10.32,18.0,12.58,18.0,0.0,15.36,15.92,22.03,20.16,25.3,24.05,29.68,0.0,0.0,16.97,12.4,17.69,17.73,12.5,17.19,1
NP05172,16.64,12.71,0.0,0.0,7.77,12.71,23.04,8.96,11.6,15.44,12.88,18.0,15.44,0.0,0.0,5.5,0.0,0.0,21.2,11.52,1
NP04180,9.38,0.0,0.0,0.0,0.0,10.38,15.44,5.59,14.4,10.79,6.52,6.23,11.52,0.0,21.2,18.0,12.8,21.2,0.0,12.24,1
NP10812,26.92,7.58,30.05,7.31,0.0,12.41,18.66,28.26,0.0,33.28,8.91,0.0,0.0,20.97,34.33,9.3,0.0,0.0,0.0,14.45,1
NP06711,0.0,20.62,19.32,14.12,11.44,25.21,0.0,6.57,16.74,13.56,10.0,25.03,0.0,20.17,10.91,13.22,0.0,0.0,0.0,13.56,1
NP05166,11.18,26.52,19.13,15.25,8.64,20.23,16.9,9.42,0.0,13.94,20.44,17.96,28.69,0.0,22.67,19.13,21.58,0.0,40.09,25.94,1
NP04870,0.0,0.0,13.07,0.0,2.92,0.0,0.0,13.07,6.36,5.36,8.67,6.67,0.0,7.73,6.53,0.0,0.0,0.0,9.87,0.0,1
NP09204,5.61,0.0,0.0,11.39,0.0,8.95,10.21,0.0,0.0,8.53,0.0,15.26,8.63,13.68,6.06,5.31,0.0,0.0,5.61,13.68,1
NP09659,6.31,13.29,8.19,0.0,0.0,0.0,7.81,4.53,0.0,0.0,15.06,7.53,8.0,9.41,11.76,9.41,0.0,8.59,0.0,0.0,1
NP05202,19.32,6.74,22.76,21.12,13.08,0.0,30.05,9.41,0.0,14.71,7.51,0.0,38.02,14.26,22.92,26.82,19.23,17.49,16.26,0.0,1
NP00048,17.8,17.15,20.81,24.9,23.39,11.6,0.0,12.5,24.02,20.61,18.9,14.26,25.02,22.08,33.35,25.49,15.31,0.0,23.52,0.0,1
NP07546,23.45,16.9,0.0,9.85,0.0,14.11,9.04,13.79,14.14,12.18,10.12,0.0,0.0,0.0,14.62,8.96,6.89,27.03,17.93,25.17,1
NP01832,17.24,7.65,16.25,8.53,0.0,14.19,11.05,0.0,7.45,0.0,11.9,0.0,9.75,0.0,7.65,7.37,0.0,0.0,0.0,10.38,1
NP00037,13.63,0.0,34.09,12.22,0.0,30.31,25.52,21.36,0.0,74.71,11.43,7.88,41.6,28.42,31.34,27.76,30.04,43.58,32.96,25.35,1
NP05034,12.88,10.83,0.0,27.48,15.11,34.36,15.22,9.08,23.57,0.0,14.65,27.91,0.0,23.11,11.69,24.3,0.0,23.69,0.0,13.72,1
NP08700,0.0,7.45,0.0,0.0,0.0,0.0,0.0,2.67,0.0,4.55,4.73,0.0,0.0,5.27,0.0,3.3,5.3,0.0,0.0,0.0,1
NP07017,15.1,22.5,13.81,18.5,0.0,16.03,6.89,20.26,30.15,0.0,17.27,16.38,32.03,0.0,12.97,12.78,17.79,0.0,19.32,17.15,1
NP03208,10.08,8.42,5.42,5.08,0.0,6.08,0.0,0.0,0.0,7.08,0.0,0.0,0.0,6.18,5.1,5.08,0.0,0.0,0.0,0.0,1
NP03601,9.94,13.58,13.25,0.0,0.0,14.65,11.05,9.65,9.25,0.0,12.05,0.0,6.95,9.47,9.58,7.05,9.25,0.0,0.0,0.0,1
NP03600,8.21,11.81,25.04,0.0,0.0,7.76,8.19,19.93,0.0,0.0,8.35,15.19,0.0,13.58,6.96,6.0,0.0,8.64,0.0,0.0,1
NP06150,8.55,22.39,0.0,19.84,0.0,13.72,26.79,43.84,25.17,0.0,22.6,0.0,0.0,30.05,21.78,32.0,0.0,31.78,62.02,34.45,1
NP01244,37.77,32.9,14.56,15.69,12.15,24.72,15.02,17.74,0.0,33.84,46.01,14.03,34.01,15.79,56.72,27.91,24.95,0.0,36.29,23.49,1
NP09110,0.0,6.31,0.0,14.06,0.0,0.0,0.0,13.29,7.31,0.0,0.0,7.31,8.59,7.53,10.81,5.81,0.0,8.0,10.47,0.0,1
NP01724,13.29,5.08,0.0,0.0,0.0,0.0,0.0,5.19,0.0,0.0,0.0,0.0,0.0,9.31,6.27,10.47,11.33,0.0,0.0,0.0,1
NP09018,5.58,0.0,7.25,0.0,0.0,0.0,5.72,10.38,0.0,0.0,0.0,15.62,0.0,12.95,7.68,9.9,0.0,0.0,12.95,11.06,1
NP00759,0.0,0.0,4.59,8.63,0.0,0.0,0.0,5.94,0.0,10.21,8.72,0.0,0.0,11.17,6.39,11.39,9.47,0.0,11.16,0.0,1
NP10994,4.55,9.09,0.0,0.0,0.0,9.09,0.0,3.3,0.0,0.0,0.0,5.27,7.45,4.5,7.45,4.73,0.0,0.0,0.0,0.0,1
NP03491,10.08,7.08,5.42,0.0,0.0,0.0,0.0,6.08,0.0,0.0,8.42,6.08,0.0,4.73,4.73,7.08,0.0,0.0,8.42,0.0,1
NP02643,0.0,8.42,0.0,5.42,0.0,0.0,3.09,10.08,0.0,6.5,5.08,0.0,7.08,0.0,4.18,0.0,0.0,0.0,0.0,0.0,1
NP06920,6.36,6.07,12.07,0.0,0.0,6.07,0.0,8.93,0.0,0.0,3.58,0.0,6.93,0.0,8.93,3.42,0.0,0.0,0.0,10.36,1
NP02813,9.09,6.18,4.55,5.27,0.0,0.0,0.0,6.5,0.0,0.0,5.27,0.0,0.0,4.1,4.73,6.18,0.0,0.0,0.0,0.0,1
NP09675,0.0,13.29,0.0,0.0,0.0,0.0,7.06,2.64,0.0,0.0,15.06,7.53,8.0,8.56,11.76,9.41,6.19,8.59,0.0,0.0,1
NP08186,5.42,0.0,0.0,5.08,0.0,6.18,2.5,0.0,0.0,0.0,4.18,6.08,0.0,0.0,8.42,10.08,0.0,0.0,0.0,0.0,1
NP09661,7.31,13.29,8.59,0.0,0.0,0.0,7.06,4.53,0.0,0.0,15.06,7.53,8.0,9.41,11.76,9.56,0.0,8.59,0.0,0.0,1
NP06409,0.0,15.06,0.0,4.36,0.0,0.0,0.0,0.0,13.29,0.0,4.69,6.13,0.0,4.81,11.76,0.0,0.0,0.0,5.56,11.76,1
NP10955,5.27,9.09,0.0,0.0,0.0,0.0,0.0,3.3,5.27,0.0,0.0,0.0,7.45,4.73,7.45,4.1,0.0,0.0,0.0,9.09,1
NP07000,3.09,4.77,12.07,0.0,0.0,0.0,0.0,0.0,0.0,6.93,6.07,0.0,9.38,0.0,0.0,3.85,0.0,0.0,7.79,0.0,1
NP03950,15.4,12.02,35.43,21.83,0.0,24.29,0.0,14.74,46.29,17.5,17.14,21.44,29.88,50.66,25.32,22.58,13.77,61.36,20.63,19.01,1
NP06296,8.06,0.0,0.0,8.28,0.0,6.12,6.31,9.39,0.0,0.0,9.31,0.0,12.31,0.0,12.72,0.0,8.28,0.0,8.12,0.0,1
NP09593,8.0,9.38,11.08,0.0,0.0,9.38,6.92,3.58,0.0,11.08,0.0,0.0,0.0,6.15,5.75,0.0,5.54,5.69,0.0,0.0,1
NP07076,6.18,5.08,0.0,7.08,0.0,5.08,4.91,10.08,0.0,5.42,0.0,0.0,6.08,8.42,0.0,0.0,0.0,0.0,6.08,0.0,1
