,formula_C,formula_H,formula_N,formula_O,formula_S,y
Neg_1668,320,497,87,112,7,0
Neg_1025,256,419,79,86,2,0
Neg_164,200,309,53,68,1,0
Neg_2016,487,802,150,140,1,0
Neg_2102,277,468,94,92,0,0
Neg_247,166,273,57,45,0,0
Neg_488,205,307,49,65,2,0
Neg_679,266,422,78,86,1,0
Neg_818,97,163,27,32,0,0
Neg_2499,239,401,79,61,0,0
Neg_1976,293,461,83,96,6,0
Neg_2906,255,386,58,67,5,0
Neg_1983,140,202,34,36,1,0
Neg_2100,515,816,136,147,5,0
Neg_2451,226,368,60,73,1,0
Neg_888,275,442,92,81,6,0
Neg_402,496,761,117,125,12,0
Neg_569,248,352,64,74,1,0
Neg_1480,250,363,67,67,1,0
Neg_2632,503,832,158,144,4,0
Neg_1799,463,720,138,149,0,0
Neg_1198,461,683,123,145,2,0
Neg_105,89,140,22,23,1,0
Neg_536,126,166,24,34,1,0
Neg_382,194,328,56,48,3,0
Neg_2073,192,302,46,52,1,0
Neg_530,276,465,93,92,2,0
Neg_1566,91,158,30,32,0,0
Neg_1996,157,260,42,48,2,0
Neg_827,111,178,38,36,1,0
Neg_800,430,674,122,141,2,0
Neg_1849,230,369,77,69,3,0
Neg_6,180,287,47,57,1,0
Neg_174,311,527,97,101,23,0
Neg_2072,140,225,33,40,0,0
Neg_1934,167,286,72,52,0,0
Neg_615,116,181,31,38,4,0
Neg_425,422,685,121,137,7,0
Neg_1646,274,433,69,78,3,0
Neg_738,73,133,25,20,0,0
Neg_1286,117,190,30,33,0,0
Neg_963,286,460,82,106,2,0
Neg_2190,204,332,52,61,0,0
Neg_212,391,635,109,118,2,0
Neg_730,321,505,87,101,0,0
Neg_319,340,499,99,95,4,0
Neg_1401,357,583,115,107,10,0
Neg_1035,304,498,74,92,2,0
Neg_1190,242,393,67,70,2,0
Neg_1508,371,599,113,117,4,0
Neg_1653,303,440,78,87,1,0
Neg_2304,132,206,36,43,2,0
Neg_1355,50,87,15,17,0,0
Neg_1434,232,349,71,70,0,0
Neg_2485,120,197,35,25,2,0
Neg_367,169,267,55,48,1,0
Neg_1625,308,510,96,92,3,0
Neg_2700,100,174,34,36,0,0
Neg_150,351,549,95,108,5,0
Neg_30,378,622,112,116,3,0
Neg_452,482,781,131,138,3,0
Neg_905,384,547,89,107,7,0
Neg_2519,357,577,129,91,7,0
Neg_1361,237,402,70,76,1,0
Neg_2014,366,593,93,93,3,0
Neg_2510,144,218,44,45,0,0
Neg_2920,121,193,33,38,0,0
Neg_1963,97,150,26,30,0,0
Neg_311,282,447,61,74,6,0
Neg_134,451,715,127,152,3,0
Neg_194,311,525,105,94,1,0
Neg_947,384,589,103,111,7,0
Neg_1215,214,328,60,74,5,0
Neg_882,175,266,46,43,4,0
Neg_1465,67,120,18,20,2,0
Neg_1711,302,497,83,91,4,0
Neg_956,485,814,164,149,8,0
Neg_99,449,733,121,155,4,0
Neg_2313,455,725,121,148,4,0
Neg_1819,227,362,64,71,1,0
Neg_1891,167,287,61,50,0,0
Neg_119,218,342,58,78,1,0
Neg_2288,353,568,104,103,1,0
Neg_2253,375,560,98,116,4,0
Neg_2736,277,462,86,95,0,0
Neg_2730,431,698,124,118,1,0
Neg_2856,471,727,135,123,2,0
Neg_1186,102,169,33,33,1,0
Neg_850,158,264,52,52,1,0
Neg_1774,128,226,46,38,0,0
Neg_1923,127,214,30,35,0,0
Neg_1266,312,507,113,95,0,0
Neg_652,407,601,105,134,1,0
Neg_1259,110,191,47,30,0,0
Neg_2822,132,210,32,38,2,0
Neg_804,332,500,88,102,4,0
Neg_1565,493,809,121,143,10,0
Neg_1331,84,140,24,24,1,0
Neg_1375,227,370,72,75,1,0
Neg_1537,92,154,24,36,1,0
Neg_304,351,555,97,96,3,0
Neg_1554,160,247,43,46,1,0
Neg_466,96,163,25,36,1,0
Neg_1562,102,167,37,32,0,0
Neg_2565,193,288,54,51,2,0
Neg_394,336,559,105,113,0,0
Neg_2558,487,789,141,156,4,0
Neg_544,269,419,71,73,4,0
Neg_179,174,280,54,63,2,0
Neg_1057,104,163,33,31,0,0
Neg_2837,504,810,144,154,4,0
Neg_1053,291,440,64,75,5,0
Neg_2283,123,212,30,34,1,0
Neg_1612,107,170,28,36,3,0
Neg_700,484,774,118,124,8,0
Neg_2176,143,234,34,40,2,0
Neg_1761,76,117,17,20,1,0
Neg_2213,350,552,84,98,4,0
Neg_1829,370,561,89,100,2,0
Neg_1338,302,486,84,93,1,0
Neg_1346,345,545,99,104,0,0
Neg_441,456,762,140,157,2,0
Neg_1743,499,773,125,153,3,0
Neg_2367,431,627,103,149,4,0
Neg_337,205,333,57,57,2,0
Neg_1371,312,520,98,94,3,0
Neg_2743,88,157,35,28,0,0
Neg_500,123,181,27,30,0,0
Neg_408,46,74,14,19,0,0
Neg_2761,288,458,78,80,2,0
Neg_2584,301,471,65,70,1,0
Neg_142,495,777,125,142,7,0
Neg_225,81,143,25,23,0,0
Neg_1476,522,759,113,126,4,0
Neg_1498,300,476,94,97,5,0
Neg_1385,324,535,87,103,1,0
Neg_2698,493,737,123,163,6,0
Neg_295,288,425,71,92,3,0
Neg_2362,396,608,98,117,2,0
Neg_867,322,540,84,88,6,0
Neg_1314,171,284,50,53,3,0
Neg_1398,248,403,73,69,0,0
Neg_817,204,339,63,61,6,0
Neg_1403,508,785,143,139,3,0
Neg_959,184,306,62,48,3,0
Neg_108,140,208,32,34,2,0
Neg_2110,115,194,34,34,0,0
Neg_2117,350,568,98,91,2,0
Neg_2310,226,392,68,74,0,0
Neg_1813,99,152,26,28,1,0
Neg_869,245,394,78,60,3,0
Neg_1682,276,413,77,89,1,0
Neg_902,349,523,79,93,8,0
Neg_1135,100,172,24,25,0,0
Neg_485,74,125,19,21,1,0
Neg_1645,486,745,123,130,5,0
Neg_221,448,743,145,152,9,0
Neg_838,205,318,56,59,2,0
Neg_2064,196,322,52,58,5,0
Neg_1339,248,395,69,69,4,0
Neg_2271,262,417,79,88,8,0
Neg_1951,382,589,107,112,4,0
Neg_1856,262,428,80,99,2,0
Neg_1003,416,644,114,130,1,0
Neg_1901,358,579,111,105,2,0
Neg_1563,336,545,99,124,2,0
Neg_2201,464,712,102,112,5,0
Neg_2575,444,629,113,130,6,0
Neg_1221,498,824,156,159,1,0
Neg_340,202,316,48,55,1,0
Neg_1074,82,129,21,31,0,0
Neg_1374,121,204,34,39,1,0
Neg_2571,336,524,94,92,8,0
Neg_1183,498,823,159,153,1,0
Neg_2870,363,557,97,113,3,0
Neg_1083,358,540,92,105,3,0
Neg_167,146,235,37,56,1,0
Neg_344,64,114,16,20,1,0
Neg_1326,145,220,34,44,0,0
Neg_1370,73,116,18,16,3,0
Neg_2695,398,643,111,119,3,0
Neg_1058,120,183,31,34,1,0
Neg_1678,104,159,23,26,0,0
Neg_610,217,341,55,66,0,0
Neg_897,389,638,112,117,2,0
Neg_132,243,371,63,82,5,0
Neg_677,161,268,38,48,3,0
Neg_813,368,586,116,110,0,0
Neg_1019,226,350,52,58,3,0
Neg_828,464,724,116,138,5,0
Neg_1816,366,553,99,106,4,0
Neg_253,396,677,143,129,0,0
Neg_1690,210,326,54,55,3,0
Neg_467,444,720,128,161,3,0
Neg_1677,232,381,59,64,3,0
Neg_1184,346,567,99,110,5,0
Neg_2363,428,652,134,156,4,0
Neg_2801,160,264,48,50,1,0
Neg_1607,301,457,73,83,4,0
Neg_2193,289,456,82,93,1,0
Neg_427,295,498,100,92,0,0
Neg_792,324,526,82,86,2,0
Neg_1150,241,377,61,66,0,0
Neg_1620,95,154,20,41,0,0
Neg_329,54,96,16,19,0,0
Neg_412,475,748,130,154,2,0
Neg_2107,448,694,124,131,2,0
Neg_1347,483,722,140,128,16,0
Neg_2649,91,142,22,23,3,0
Neg_1559,454,635,105,124,5,0
Neg_176,440,683,103,111,7,0
Neg_826,95,141,23,30,0,0
Neg_1461,96,153,29,28,1,0
Neg_281,55,89,15,17,0,0
Neg_2733,289,474,80,93,2,0
Neg_2492,480,763,129,134,3,0
Neg_623,398,609,119,124,8,0
Neg_2280,243,401,65,68,3,0
Neg_751,275,465,85,73,4,0
Neg_2711,501,789,157,145,2,0
Neg_844,127,198,28,37,2,0
Neg_2577,148,251,43,42,1,0
Neg_1087,523,795,131,139,4,0
Neg_388,246,384,62,73,1,0
Neg_670,283,452,86,69,3,0
Neg_1159,442,671,117,108,3,0
Neg_2772,439,690,130,153,2,0
Neg_1736,227,356,62,70,1,0
Neg_339,474,741,133,128,3,0
Neg_2366,439,680,120,142,5,0
Neg_331,241,382,66,73,2,0
Neg_1388,338,542,84,88,3,0
Neg_2112,371,595,93,100,1,0
Neg_1610,168,262,46,50,3,0
Neg_2146,434,662,114,157,4,0
Neg_525,484,756,128,185,1,0
Neg_2300,194,288,50,51,2,0
Neg_714,487,831,139,137,2,0
Neg_236,282,452,84,94,3,0
Neg_1515,162,251,41,48,3,0
Neg_985,337,522,98,103,2,0
Neg_198,274,422,68,82,1,0
Neg_2591,72,113,23,29,3,0
Neg_1102,318,494,96,92,1,0
Neg_1654,420,668,130,150,3,0
Neg_2167,440,693,121,145,1,0
Neg_1270,140,218,36,40,1,0
Neg_590,422,693,135,148,3,0
Neg_1115,292,440,70,78,3,0
Neg_2846,78,117,19,25,1,0
Neg_1838,478,719,143,121,1,0
Neg_548,171,286,52,64,1,0
Neg_2526,225,360,62,72,1,0
Neg_1922,388,600,112,117,6,0
Neg_2471,236,375,59,70,2,0
Neg_1459,308,457,77,83,1,0
Neg_2356,142,236,42,66,0,0
Neg_801,522,819,143,153,1,0
Neg_553,280,416,60,70,6,0
Neg_1811,297,467,87,100,8,0
Neg_1158,351,547,91,94,2,0
Neg_391,88,150,28,20,2,0
Neg_269,128,211,29,38,0,0
Neg_2109,535,845,145,144,3,0
Neg_1279,484,738,124,145,4,0
Neg_197,85,149,27,31,2,0
Neg_2312,310,493,113,77,0,0
Neg_1754,407,614,108,120,8,0
Neg_61,98,168,30,31,0,0
Neg_587,203,309,61,59,2,0
Neg_35,151,227,39,50,1,0
Neg_1452,115,194,30,39,1,0
Neg_341,151,208,36,46,2,0
Neg_709,185,292,56,51,5,0
Neg_1623,405,636,114,131,3,0
Neg_1835,180,280,44,51,2,0
Neg_1499,290,428,74,93,3,0
Neg_2701,205,347,57,65,0,0
Neg_185,361,596,104,104,0,0
Neg_532,130,228,36,36,2,0
Neg_1049,398,634,84,101,4,0
Neg_2203,216,323,57,65,3,0
Neg_351,485,746,146,147,4,0
Neg_1511,423,670,96,126,6,0
Neg_432,115,194,44,41,0,0
Neg_1708,238,404,68,76,5,0
Neg_1616,229,365,71,88,3,0
Neg_316,138,198,34,32,0,0
Neg_1845,87,143,29,24,1,0
Neg_1042,369,589,103,116,3,0
Neg_2467,259,421,71,74,3,0
Neg_76,372,615,127,117,3,0
Neg_383,108,190,36,27,0,0
Neg_1783,253,414,84,71,1,0
Neg_2387,188,310,60,65,18,0
Neg_161,353,597,99,115,3,0
Neg_297,162,253,47,45,3,0
Neg_1854,160,261,47,55,2,0
Neg_1749,240,361,65,63,4,0
Neg_1467,194,305,57,64,2,0
Neg_1234,71,113,19,28,0,0
Neg_969,164,290,48,43,2,0
Neg_2061,235,349,63,74,1,0
Neg_241,160,248,48,56,0,0
Neg_350,397,624,98,127,6,0
Neg_124,310,517,95,108,1,0
Neg_2482,466,749,135,140,3,0
Neg_1086,237,366,56,67,1,0
Neg_2791,153,246,48,52,2,0
Neg_1879,460,746,136,153,6,0
Neg_1827,318,514,88,79,3,0
Neg_622,136,199,35,46,2,0
Neg_658,130,217,51,45,1,0
Neg_791,225,323,47,67,1,0
Neg_1472,480,791,127,140,6,0
Neg_196,352,571,111,107,6,0
Neg_1282,183,293,53,57,0,0
Neg_944,371,569,89,97,3,0
Neg_2374,366,623,119,129,0,0
Neg_1523,423,664,118,135,4,0
Neg_883,467,738,124,172,1,0
Neg_498,404,625,113,124,4,0
Neg_547,407,641,103,116,3,0
Neg_1867,294,438,80,116,1,0
Neg_2901,233,388,64,81,1,0
Neg_1209,475,703,131,133,2,0
Neg_663,221,350,74,65,5,0
Neg_52,475,747,133,128,1,0
Neg_2436,170,264,50,60,5,0
Neg_942,78,125,21,30,0,0
Neg_2853,342,546,92,113,6,0
Neg_2596,301,469,81,83,1,0
Neg_2788,161,262,44,52,3,0
Neg_1613,212,334,64,59,0,0
Neg_376,438,691,133,130,8,0
Neg_1539,251,399,65,80,3,0
Neg_2129,338,515,83,87,5,0
Neg_1776,450,714,126,126,7,0
Neg_2748,87,136,22,32,0,0
Neg_2084,116,194,28,27,4,0
Neg_934,76,120,24,24,1,0
Neg_2877,375,579,107,97,2,0
Neg_1288,161,278,62,54,0,0
Neg_2819,403,656,114,132,2,0
Neg_1930,97,155,27,31,1,0
Neg_2505,194,305,59,57,2,0
Neg_1975,254,416,66,74,1,0
Neg_2331,52,86,14,18,1,0
Neg_1728,286,430,76,88,1,0
Neg_1310,260,411,71,79,0,0
Neg_852,468,709,131,149,7,0
Neg_2633,111,164,30,33,1,0
Neg_1747,396,600,100,103,3,0
Neg_812,390,633,115,124,3,0
Neg_2030,337,537,93,111,2,0
Neg_1551,146,230,40,35,2,0
Neg_1679,507,784,130,150,5,0
Neg_1249,399,601,101,100,1,0
Neg_243,118,187,31,31,0,0
Neg_2817,287,440,80,84,6,0
Neg_554,295,491,83,95,3,0
Neg_756,340,556,92,112,6,0
Neg_276,371,539,141,114,2,0
Neg_2656,174,274,48,55,0,0
Neg_480,77,117,21,21,2,0
Neg_1664,213,338,64,59,0,0
Neg_149,163,255,45,48,2,0
Neg_2104,143,235,39,46,0,0
Neg_657,172,285,47,42,1,0
Neg_946,260,423,71,90,6,0
Neg_2273,86,142,26,33,1,0
Neg_550,121,178,28,25,0,0
Neg_2142,291,451,77,83,3,0
Neg_987,265,413,69,69,6,0
Neg_207,358,549,93,120,2,0
Neg_1126,418,643,93,123,5,0
Neg_2865,410,652,134,159,0,0
Neg_2504,75,117,21,21,0,0
Neg_2,163,278,54,44,2,0
Neg_2607,314,497,99,107,1,0
Neg_137,137,213,37,43,3,0
Neg_1020,226,363,65,81,0,0
Neg_1755,430,725,123,142,5,0
Neg_1942,166,235,45,51,0,0
Neg_1684,50,86,16,22,0,0
Neg_1807,253,416,68,79,0,0
Neg_2548,497,757,143,142,3,0
Neg_1931,292,466,76,94,0,0
Neg_368,64,106,20,29,0,0
NP01383,400,618,114,120,8,1
NP06615,252,418,82,71,3,1
NP07289,59,85,15,14,1,1
NP10706,58,85,13,18,1,1
NP06413,81,123,25,27,1,1
NP07002,66,99,19,18,1,1
NP06013,83,127,23,17,1,1
NP07905,76,116,18,35,1,1
NP06037,66,92,16,22,0,1
NP06312,76,106,22,18,3,1
NP09289,97,145,23,32,0,1
NP01011,67,109,15,19,0,1
NP01453,81,139,25,27,0,1
NP06668,95,173,31,27,0,1
NP02209,126,200,36,35,0,1
NP01806,175,295,53,50,5,1
NP09844,61,93,23,19,0,1
NP02902,54,87,15,16,2,1
NP01105,63,90,16,17,1,1
NP06071,65,96,22,21,0,1
NP07560,160,234,44,52,2,1
NP00803,54,76,16,17,0,1
NP02175,140,228,40,51,0,1
NP11065,411,628,106,130,1,1
NP06911,182,287,53,68,4,1
NP04654,348,561,107,103,3,1
NP00357,192,302,56,57,2,1
NP05821,76,103,21,21,3,1
NP09379,307,477,77,119,2,1
NP01973,97,151,29,37,0,1
NP10650,67,111,25,22,0,1
NP09728,72,106,18,21,1,1
NP11120,177,279,49,58,0,1
NP08528,152,249,47,45,4,1
NP10951,49,80,16,14,0,1
NP03962,330,541,105,100,4,1
NP05936,211,324,80,58,1,1
NP08204,147,207,41,34,2,1
NP08996,206,315,59,61,2,1
NP07496,239,365,63,77,1,1
NP09370,99,153,25,32,0,1
NP07908,51,83,13,21,1,1
NP06403,157,236,44,42,0,1
NP06054,131,228,38,32,0,1
NP04810,115,176,32,38,2,1
NP11371,395,642,114,113,5,1
NP07837,60,101,23,16,0,1
NP09481,223,364,66,71,0,1
NP02239,92,136,26,29,0,1
NP07453,58,89,17,19,0,1
NP04764,91,147,23,33,4,1
NP04158,62,85,19,26,0,1
NP06987,171,267,55,46,0,1
NP01433,253,423,75,76,2,1
NP04534,99,180,32,27,0,1
NP07086,62,84,14,22,0,1
NP05516,373,616,108,115,1,1
NP05063,326,515,95,102,6,1
NP07269,138,215,41,42,2,1
NP02755,95,151,31,33,1,1
NP05160,261,421,71,75,8,1
NP06035,68,95,17,23,0,1
NP09486,74,112,20,22,1,1
NP11162,399,630,122,135,14,1
NP04918,146,216,38,43,2,1
NP02297,90,138,24,39,0,1
NP04799,170,263,51,61,5,1
NP06246,196,312,54,65,1,1
NP06774,82,142,30,27,0,1
NP05423,122,186,32,42,1,1
NP05932,54,86,12,15,0,1
NP06294,138,212,36,49,1,1
NP02530,117,177,35,32,0,1
NP10595,461,735,137,139,1,1
NP03760,137,209,43,41,0,1
NP09525,80,115,21,25,0,1
NP08660,73,109,19,20,0,1
NP07479,103,163,33,40,0,1
NP07037,53,79,15,16,2,1
NP07434,98,166,34,26,0,1
NP09477,70,105,21,20,1,1
NP06784,170,272,52,50,3,1
NP07355,91,147,27,37,0,1
NP06870,60,90,16,19,0,1
NP09352,93,144,26,27,4,1
NP07707,188,275,55,54,0,1
NP09784,95,138,26,33,1,1
NP01353,384,589,97,111,7,1
NP09887,191,318,58,57,1,1
NP04674,351,550,102,105,5,1
NP09161,389,609,103,126,4,1
NP05120,161,259,53,52,4,1
NP05410,80,123,23,33,0,1
NP09361,119,182,42,39,0,1
NP09284,88,142,24,26,0,1
NP08168,182,286,56,83,0,1
NP00761,56,81,17,15,0,1
NP02104,232,362,82,88,0,1
NP03207,65,95,17,18,0,1
NP11365,353,537,93,102,5,1
NP02019,185,301,51,71,1,1
NP02207,101,169,27,32,0,1
NP05328,254,399,79,74,3,1
NP04642,334,532,102,106,2,1
NP07101,148,237,43,48,4,1
NP07414,93,150,26,36,0,1
NP00909,98,139,27,24,2,1
NP08937,75,129,21,20,0,1
NP07140,48,86,18,14,2,1
NP07351,80,115,27,23,0,1
NP07928,187,287,59,68,0,1
NP09752,58,87,17,19,0,1
NP10729,67,99,17,21,1,1
NP10907,82,136,28,26,0,1
NP10303,309,494,84,105,1,1
NP03765,136,209,41,41,0,1
NP09802,199,314,54,66,0,1
NP03485,99,146,26,24,0,1
NP02446,164,248,44,56,0,1
NP07268,95,134,18,28,2,1
NP07668,87,143,25,32,1,1
NP04708,87,129,27,31,0,1
NP05887,67,91,15,20,0,1
NP09362,123,190,42,41,0,1
NP01350,371,569,99,110,6,1
NP02533,93,148,24,27,0,1
NP05110,140,230,38,47,2,1
NP04072,62,90,18,20,1,1
NP06286,97,156,28,32,1,1
NP05525,116,170,32,32,0,1
NP08523,69,102,16,23,1,1
NP09921,182,310,52,50,2,1
NP07040,55,81,15,16,2,1
NP01821,165,273,51,55,2,1
NP09789,67,92,18,15,0,1
NP00034,430,674,112,132,1,1
NP07665,96,150,32,30,1,1
NP06185,61,91,23,16,0,1
NP07813,163,245,43,43,0,1
NP01054,103,145,27,26,2,1
NP09908,228,392,74,68,2,1
NP05451,181,268,44,52,1,1
NP08483,67,99,15,16,0,1
NP00352,222,356,66,70,4,1
NP03774,134,210,42,40,0,1
NP06815,194,310,56,48,1,1
NP04705,86,143,27,24,1,1
NP03766,139,210,42,43,0,1
NP11075,76,105,19,19,2,1
NP04789,103,161,33,36,2,1
NP09791,63,93,17,15,0,1
NP06287,59,90,16,24,0,1
NP08651,63,101,17,18,0,1
NP06344,80,125,29,23,1,1
NP07954,99,161,29,28,1,1
NP10623,86,136,22,31,0,1
NP04197,184,281,49,62,1,1
NP08666,107,161,25,30,0,1
NP02281,157,253,43,54,0,1
NP02028,216,332,62,91,1,1
NP05644,279,452,78,94,3,1
NP02242,80,124,20,33,1,1
NP07290,59,90,14,14,2,1
NP04798,116,191,37,44,2,1
NP06231,67,86,18,17,0,1
NP07262,68,102,16,23,0,1
NP07626,106,159,27,35,0,1
NP08057,61,98,16,22,0,1
NP06826,90,137,27,23,0,1
NP07336,80,119,19,25,0,1
NP04359,175,269,47,58,1,1
NP05295,81,116,20,22,0,1
NP04666,334,518,102,101,2,1
NP06429,123,205,47,39,4,1
NP07720,245,356,60,76,3,1
NP01893,102,157,25,41,0,1
NP07432,103,167,29,38,0,1
NP08838,48,84,14,14,1,1
NP07048,49,71,11,14,1,1
NP07092,87,128,30,30,0,1
NP11347,344,527,89,110,4,1
NP03368,110,179,31,38,1,1
NP06836,140,199,39,38,0,1
NP09588,70,95,19,19,0,1
NP07359,88,132,24,26,0,1
NP05728,72,119,19,21,0,1
NP02023,219,333,65,71,2,1
NP03799,88,159,25,25,1,1
NP01356,413,632,108,121,7,1
NP08565,475,765,143,143,0,1
NP06625,91,155,27,27,3,1
NP05092,124,190,34,42,2,1
NP06869,74,107,25,22,0,1
NP00041,436,703,113,128,9,1
NP06243,166,270,54,53,4,1
NP11322,363,567,101,97,6,1
NP06806,461,720,134,138,6,1
NP06903,79,137,23,27,1,1
NP10783,78,111,15,31,0,1
NP02526,105,154,28,27,0,1
NP09356,149,218,40,55,1,1
NP02520,94,149,23,23,0,1
NP01819,167,273,51,55,2,1
NP06169,82,123,19,27,0,1
NP01411,115,203,33,34,2,1
NP01226,267,440,98,74,3,1
NP01741,53,80,14,15,0,1
NP07230,115,179,33,43,0,1
NP01768,390,638,114,120,9,1
NP10810,150,208,38,67,0,1
NP02079,206,332,74,69,0,1
NP02177,159,252,40,58,0,1
NP04276,153,219,41,52,2,1
NP08176,108,161,23,44,0,1
NP04628,322,505,91,92,2,1
NP04221,136,215,41,58,1,1
NP01529,138,211,43,42,1,1
NP09265,119,181,35,41,0,1
NP10292,161,245,47,41,2,1
NP02816,53,77,15,16,0,1
NP01352,403,600,112,115,9,1
NP08544,144,233,43,48,0,1
NP11369,469,744,138,138,7,1
NP06971,69,116,22,23,1,1
NP03791,292,451,83,84,1,1
NP07383,79,114,22,21,0,1
NP07439,94,141,27,33,0,1
NP01250,335,514,90,120,7,1
NP01533,130,201,37,33,1,1
NP05506,119,185,33,36,1,1
NP08518,59,89,17,20,0,1
NP07575,52,86,16,16,2,1
NP02125,119,200,42,43,0,1
NP09051,445,702,124,143,3,1
NP08487,68,110,18,21,0,1
NP01898,65,90,20,20,2,1
NP03523,54,88,14,15,2,1
NP07577,173,273,49,58,3,1
NP01295,85,151,29,30,0,1
NP02584,104,158,28,34,5,1
NP06557,61,83,17,15,0,1
NP08704,45,80,14,14,1,1
NP03762,127,194,38,37,0,1
NP01775,148,222,38,49,2,1
NP06703,177,293,59,56,4,1
NP08253,363,592,104,138,9,1
NP06706,146,242,48,45,2,1
NP09779,71,108,20,20,0,1
NP06981,113,187,33,42,1,1
NP04814,111,167,35,39,2,1
NP07571,190,296,50,59,1,1
NP06573,59,86,14,16,0,1
NP01420,92,156,24,25,1,1
NP08587,71,111,17,18,0,1
NP03846,56,77,15,20,1,1
NP09154,354,549,103,114,5,1
NP04206,346,543,107,119,2,1
NP05003,142,218,42,41,2,1
NP07241,97,142,24,36,1,1
NP07494,225,360,64,79,0,1
NP01247,386,605,103,144,7,1
NP07861,159,239,47,57,1,1
NP02789,48,80,18,16,0,1
NP06857,63,88,16,20,0,1
NP01386,382,594,106,107,9,1
NP06420,63,91,19,16,0,1
NP08245,343,554,96,117,6,1
NP06575,54,91,17,17,0,1
NP07273,76,113,21,20,0,1
NP06252,51,80,12,18,0,1
NP09210,73,123,21,26,0,1
NP07421,72,104,20,21,0,1
NP08446,51,86,16,17,0,1
NP06432,96,159,37,34,3,1
NP09755,57,94,16,13,0,1
NP04054,87,156,24,26,1,1
NP00885,66,93,19,17,0,1
NP03057,96,157,29,28,0,1
NP04287,171,259,51,54,2,1
NP07623,198,305,59,53,1,1
NP07387,83,123,19,28,1,1
NP01494,413,658,132,115,10,1
NP05413,252,404,68,85,1,1
NP04195,184,294,46,55,0,1
NP03592,114,173,27,43,0,1
NP09722,72,116,20,15,0,1
NP02008,122,185,35,40,0,1
NP02984,74,116,18,28,2,1
NP05732,94,138,24,27,0,1
NP08167,167,266,50,74,0,1
NP06962,54,77,11,15,0,1
NP01695,466,741,159,129,0,1
NP05218,136,212,40,39,4,1
NP04802,167,254,44,55,3,1
NP06862,65,98,20,21,0,1
NP03744,55,84,16,29,1,1
NP08202,173,259,41,53,3,1
NP05004,161,240,40,40,2,1
NP10833,72,115,21,21,1,1
NP05208,101,167,27,36,4,1
NP01752,52,73,13,15,1,1
NP02251,60,98,16,26,2,1
NP09152,376,578,114,123,6,1
NP01292,84,131,21,32,0,1
NP06275,51,86,14,15,0,1
NP09386,85,141,29,26,0,1
NP07274,92,127,21,31,0,1
NP07232,58,99,17,19,0,1
NP08056,66,98,16,26,1,1
NP02561,368,609,117,108,7,1
NP07940,60,103,17,21,0,1
NP02883,85,129,21,24,0,1
NP08546,145,229,43,54,0,1
NP05089,95,147,27,30,1,1
NP03759,142,211,43,41,0,1
NP06758,106,146,44,37,0,1
NP11314,363,584,100,95,5,1
NP03367,110,173,29,44,0,1
NP09774,66,94,18,18,1,1
NP01528,126,193,37,33,1,1
NP01731,54,82,14,16,1,1
NP01535,129,202,38,35,2,1
NP04211,351,544,106,121,1,1
NP05642,64,93,17,17,0,1
NP05184,111,180,30,35,6,1
NP04629,351,552,98,109,3,1
NP06902,119,186,30,42,2,1
NP06823,173,264,52,45,0,1
NP09803,199,303,55,66,0,1
NP01323,374,576,102,112,8,1
NP03420,75,130,22,24,0,1
NP03500,68,103,17,20,2,1
NP04372,212,342,64,66,3,1
NP00804,57,84,18,15,0,1
NP00052,219,350,68,67,3,1
NP04822,116,182,34,38,4,1
NP04668,304,475,83,84,3,1
NP04716,111,174,28,38,4,1
NP01901,67,99,23,17,3,1
NP06751,353,583,111,110,0,1
NP01483,93,160,28,33,4,1
NP01036,74,106,24,17,0,1
NP01104,73,105,25,17,0,1
NP06288,94,129,25,34,0,1
NP04658,309,484,94,90,4,1
NP07081,60,87,15,21,0,1
NP05991,73,117,21,22,1,1
NP01733,42,65,11,24,0,1
NP09655,84,132,20,21,0,1
NP08571,202,332,60,56,1,1
NP10815,69,108,18,32,2,1
NP06996,93,140,28,23,1,1
NP00805,57,82,16,19,0,1
NP06921,72,113,19,21,1,1
NP06419,114,186,38,28,0,1
NP02694,50,76,14,18,0,1
NP06307,52,90,22,24,0,1
NP06406,185,262,46,55,0,1
NP05169,88,138,26,31,0,1
NP05236,80,125,25,20,0,1
NP05768,120,164,36,35,1,1
NP06636,89,139,27,27,2,1
NP08573,98,134,24,25,1,1
NP08547,416,677,125,126,2,1
NP11283,370,604,114,99,8,1
NP08606,53,86,14,15,0,1
NP08081,150,224,42,46,0,1
NP04273,61,92,12,23,0,1
NP09580,128,195,35,43,0,1
NP01484,332,532,104,109,10,1
NP01249,340,516,88,122,7,1
NP09891,138,214,42,42,2,1
NP07407,90,140,20,32,0,1
NP04362,160,252,40,52,1,1
NP05197,178,289,55,51,2,1
NP06313,76,121,21,17,1,1
NP00714,97,154,24,41,0,1
NP07718,95,172,24,25,4,1
NP02640,76,118,20,13,0,1
NP08455,69,96,18,25,0,1
NP08580,62,92,16,23,0,1
NP09912,202,348,56,64,1,1
NP10736,62,104,16,27,0,1
NP08878,48,85,15,16,0,1
NP06311,71,104,22,18,2,1
NP07012,81,130,24,20,0,1
NP08430,85,128,22,25,0,1
NP10370,57,93,17,17,0,1
NP02602,67,116,20,23,0,1
NP02971,57,94,18,17,2,1
NP02108,178,267,55,71,0,1
NP06879,87,148,30,28,1,1
NP01248,354,537,93,126,7,1
NP11334,379,598,108,100,4,1
NP04384,204,330,54,65,0,1
