,SER_A,SER_C,SER_D,SER_E,SER_F,SER_G,SER_H,SER_I,SER_K,SER_L,SER_M,SER_N,SER_P,SER_Q,SER_R,SER_S,SER_T,SER_V,SER_W,SER_Y,y
peptide_nm_406,-0.24,-0.363,0.0,-0.363,-0.363,0.0,0.0,0.0,0.0,0.0,0.0,-0.442,-0.24,0.0,-0.363,-0.24,-0.24,-0.363,0.0,0.0,0
peptide_nm_407,-0.401,0.0,-0.272,0.0,-0.401,-0.272,-0.401,0.0,0.0,-0.401,0.0,-0.476,0.0,0.0,0.0,0.0,0.0,-0.272,0.0,0.0,0
peptide_nm_408,-0.525,0.0,-0.224,-0.342,-0.224,0.0,0.0,-0.224,-0.224,-0.224,0.0,0.0,-0.342,0.0,0.0,0.0,0.0,-0.342,0.0,0.0,0
peptide_nm_409,0.0,0.0,-0.401,-0.456,-0.323,0.0,-0.323,0.0,0.0,-0.323,0.0,-0.209,-0.401,0.0,0.0,-0.209,-0.209,-0.323,0.0,0.0,0
peptide_nm_410,-0.23,-0.085,-0.23,-0.324,0.0,-0.35,-0.189,-0.23,-0.189,-0.372,-0.23,-0.189,-0.23,0.0,-0.35,-0.189,-0.189,-0.189,0.0,-0.142,0
peptide_nm_411,-0.507,0.0,-0.224,-0.342,0.0,-0.224,0.0,-0.224,-0.342,-0.224,0.0,0.0,0.0,0.0,-0.224,0.0,-0.342,-0.342,0.0,-0.224,0
peptide_nm_412,0.0,0.0,-0.506,-0.506,0.0,0.0,0.0,-0.383,-0.197,-0.197,0.0,-0.197,-0.197,0.0,0.0,-0.383,-0.197,0.0,0.0,0.0,0
peptide_nm_413,-0.309,0.0,-0.24,-0.15,-0.15,0.0,-0.15,-0.309,-0.15,-0.309,0.0,-0.15,-0.24,-0.363,-0.15,-0.363,-0.309,-0.15,-0.15,-0.24,0
peptide_nm_414,-0.266,0.0,-0.339,0.0,0.0,0.0,0.0,-0.394,-0.266,-0.437,0.0,-0.266,-0.266,-0.394,0.0,-0.339,-0.266,0.0,0.0,0.0,0
peptide_nm_415,-0.342,0.0,-0.342,-0.224,0.0,-0.224,0.0,0.0,-0.342,-0.473,-0.342,0.0,0.0,-0.342,0.0,0.0,-0.224,-0.224,0.0,-0.224,0
peptide_nm_416,-0.53,0.0,-0.285,0.0,0.0,-0.285,0.0,-0.285,0.0,-0.285,0.0,-0.285,0.0,-0.285,0.0,-0.285,-0.285,0.0,0.0,0.0,0
peptide_nm_417,-0.25,0.0,-0.25,-0.25,-0.453,-0.25,0.0,-0.453,0.0,0.0,0.0,-0.25,-0.25,0.0,0.0,-0.25,-0.25,-0.25,0.0,-0.25,0
peptide_nm_418,-0.401,0.0,0.0,-0.272,0.0,-0.272,0.0,-0.272,0.0,-0.272,-0.272,-0.272,-0.272,0.0,-0.401,0.0,0.0,-0.401,0.0,-0.272,0
peptide_nm_419,-0.401,0.0,-0.401,-0.401,-0.272,0.0,0.0,0.0,0.0,-0.272,-0.272,0.0,0.0,0.0,-0.476,-0.272,0.0,-0.272,0.0,0.0,0
peptide_nm_420,-0.383,0.0,0.0,0.0,-0.197,-0.383,0.0,-0.306,0.0,0.0,-0.306,-0.197,-0.197,0.0,0.0,-0.383,-0.306,-0.439,0.0,-0.197,0
peptide_nm_421,-0.476,-0.272,-0.272,0.0,0.0,0.0,-0.272,0.0,0.0,0.0,0.0,-0.272,0.0,-0.272,0.0,-0.401,-0.401,0.0,0.0,-0.401,0
peptide_nm_422,-0.352,-0.232,0.0,-0.232,-0.232,-0.232,-0.232,-0.232,0.0,-0.352,-0.232,-0.232,-0.352,0.0,0.0,-0.352,-0.352,0.0,0.0,0.0,0
peptide_nm_423,-0.203,0.0,-0.203,0.0,0.0,-0.203,-0.314,-0.203,-0.486,0.0,0.0,0.0,-0.392,-0.203,-0.392,-0.392,0.0,0.0,0.0,-0.203,0
peptide_nm_424,-0.326,0.0,-0.16,-0.255,-0.16,-0.255,0.0,-0.255,-0.255,-0.326,-0.255,-0.16,-0.255,0.0,-0.326,-0.16,-0.326,-0.255,0.0,-0.16,0
peptide_nm_425,-0.224,0.0,-0.224,0.0,0.0,-0.224,0.0,-0.224,-0.224,-0.342,-0.224,-0.224,-0.224,-0.224,-0.342,-0.342,0.0,-0.42,-0.224,0.0,0
peptide_nm_426,-0.431,0.0,0.0,-0.471,-0.375,-0.191,0.0,0.0,-0.431,-0.191,0.0,-0.191,0.0,0.0,-0.299,-0.191,-0.191,-0.191,0.0,0.0,0
peptide_nm_427,-0.156,0.0,-0.32,-0.156,0.0,-0.156,-0.156,-0.25,0.0,-0.48,0.0,-0.25,-0.156,-0.156,-0.156,-0.32,-0.32,-0.25,-0.25,-0.156,0
peptide_nm_428,0.0,0.0,0.0,-0.486,-0.203,-0.392,-0.203,-0.203,-0.314,-0.314,0.0,-0.314,0.0,-0.203,0.0,-0.314,-0.203,0.0,0.0,-0.203,0
peptide_nm_429,0.0,0.0,0.0,0.0,0.0,-0.447,0.0,0.0,0.0,-0.314,0.0,-0.314,-0.314,-0.447,-0.314,0.0,0.0,-0.447,-0.314,0.0,0
peptide_nm_430,0.0,0.0,-0.375,-0.375,-0.25,-0.25,-0.25,0.0,-0.25,-0.25,-0.375,0.0,-0.25,0.0,-0.375,0.0,0.0,-0.25,0.0,-0.25,0
peptide_nm_431,-0.209,0.0,0.0,0.0,-0.209,-0.323,0.0,-0.209,-0.209,-0.401,-0.209,-0.209,-0.209,0.0,0.0,-0.456,0.0,-0.456,-0.209,0.0,0
peptide_nm_432,-0.42,-0.224,-0.342,0.0,0.0,0.0,-0.224,0.0,0.0,-0.342,0.0,-0.224,-0.224,-0.224,0.0,0.0,-0.342,-0.42,0.0,-0.342,0
peptide_nm_433,0.0,0.0,0.0,-0.401,0.0,-0.272,0.0,0.0,-0.401,-0.272,0.0,0.0,-0.272,0.0,-0.272,-0.516,-0.401,0.0,0.0,0.0,0
peptide_nm_434,-0.25,-0.156,-0.25,-0.156,-0.25,-0.25,-0.156,-0.25,-0.375,-0.156,-0.156,-0.156,-0.156,0.0,-0.25,-0.375,-0.32,0.0,0.0,-0.25,0
peptide_nm_435,-0.323,0.0,0.0,-0.209,0.0,-0.209,-0.209,-0.209,0.0,-0.323,0.0,-0.209,-0.209,0.0,-0.493,-0.401,-0.323,-0.209,0.0,0.0,0
peptide_nm_436,-0.25,-0.25,0.0,0.0,0.0,0.0,-0.453,0.0,-0.25,-0.375,0.0,-0.25,-0.375,0.0,0.0,-0.25,0.0,-0.25,-0.25,-0.375,0
peptide_nm_437,-0.401,0.0,-0.272,0.0,0.0,0.0,0.0,-0.401,-0.272,-0.272,-0.272,0.0,-0.272,0.0,-0.272,-0.401,0.0,-0.272,0.0,-0.272,0
peptide_nm_438,-0.528,0.0,0.0,-0.431,0.0,0.0,0.0,-0.431,0.0,0.0,0.0,0.0,0.0,0.0,-0.431,-0.431,0.0,0.0,0.0,0.0,0
peptide_nm_439,-0.203,0.0,-0.203,-0.314,-0.203,-0.203,0.0,-0.203,-0.447,-0.203,-0.203,0.0,-0.314,-0.203,-0.203,-0.447,-0.203,0.0,0.0,0.0,0
peptide_nm_440,0.0,0.0,-0.42,-0.473,-0.224,0.0,-0.224,0.0,-0.224,0.0,-0.224,0.0,-0.224,-0.342,0.0,-0.342,0.0,0.0,0.0,-0.42,0
peptide_nm_441,0.0,0.0,0.0,-0.314,0.0,-0.314,0.0,-0.314,-0.314,-0.314,0.0,-0.447,-0.314,-0.314,0.0,-0.314,0.0,-0.314,0.0,0.0,0
peptide_nm_442,0.0,-0.285,-0.488,0.0,0.0,-0.285,0.0,-0.285,-0.285,-0.285,-0.415,-0.285,0.0,-0.285,0.0,0.0,0.0,0.0,0.0,-0.285,0
peptide_pm_1,0.0,-0.323,0.0,0.0,-0.209,-0.516,0.0,-0.323,-0.401,-0.401,0.0,0.0,0.0,0.0,0.0,-0.209,0.0,-0.401,0.0,0.0,1
peptide_pm_2,0.0,0.0,0.0,0.0,-0.285,0.0,-0.181,-0.181,-0.51,-0.488,0.0,0.0,0.0,0.0,0.0,-0.415,-0.359,-0.181,-0.181,0.0,1
peptide_pm_3,0.0,0.0,0.0,0.0,-0.39,0.0,0.0,0.0,-0.528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_5,-0.26,-0.464,0.0,-0.164,0.0,-0.26,0.0,-0.26,0.0,-0.26,0.0,-0.332,-0.26,0.0,0.0,-0.332,-0.26,-0.332,-0.164,-0.164,1
peptide_pm_6,-0.323,0.0,0.0,0.0,-0.401,-0.401,0.0,-0.209,-0.524,-0.209,-0.209,0.0,0.0,0.0,0.0,0.0,0.0,-0.209,0.0,0.0,1
peptide_pm_7,-0.342,0.0,0.0,0.0,0.0,-0.342,0.0,-0.42,-0.42,-0.42,0.0,0.0,0.0,0.0,-0.342,-0.224,0.0,-0.342,-0.224,0.0,1
peptide_pm_8,-0.491,0.0,-0.15,0.0,0.0,-0.363,-0.15,-0.15,-0.363,-0.407,-0.24,0.0,0.0,-0.24,0.0,-0.15,-0.363,0.0,-0.15,0.0,1
peptide_pm_9,-0.272,0.0,0.0,0.0,-0.272,-0.272,0.0,-0.272,-0.401,-0.516,0.0,-0.401,0.0,0.0,0.0,0.0,-0.272,-0.272,0.0,0.0,1
peptide_pm_10,-0.464,0.0,0.0,-0.147,-0.304,-0.304,0.0,0.0,-0.487,-0.236,-0.147,-0.147,0.0,-0.304,0.0,0.0,-0.147,-0.358,0.0,-0.147,1
peptide_pm_11,0.0,-0.232,-0.431,-0.232,-0.232,0.0,0.0,0.0,-0.232,-0.482,0.0,0.0,0.0,0.0,-0.232,-0.352,0.0,-0.232,-0.431,0.0,1
peptide_pm_12,-0.359,0.0,0.0,0.0,-0.285,0.0,-0.181,-0.181,-0.523,-0.359,0.0,0.0,0.0,0.0,0.0,-0.415,-0.285,-0.181,-0.181,0.0,1
peptide_pm_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.529,-0.442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_14,0.0,-0.464,0.0,-0.164,-0.164,-0.388,0.0,-0.332,0.0,-0.164,0.0,-0.26,-0.26,0.0,0.0,-0.388,-0.164,-0.388,0.0,-0.164,1
peptide_pm_15,-0.401,-0.272,-0.272,0.0,-0.172,-0.272,0.0,-0.172,-0.444,-0.401,-0.172,-0.172,0.0,0.0,-0.172,-0.172,-0.172,-0.272,0.0,0.0,1
peptide_pm_16,-0.359,0.0,0.0,0.0,-0.285,-0.359,-0.181,-0.285,-0.51,-0.359,0.0,0.0,0.0,0.0,-0.285,-0.181,0.0,-0.181,0.0,-0.181,1
peptide_pm_17,-0.375,0.0,0.0,0.0,0.0,-0.375,0.0,-0.25,-0.25,-0.531,0.0,-0.25,0.0,0.0,0.0,-0.375,-0.25,0.0,0.0,0.0,1
peptide_pm_18,0.0,-0.473,0.0,0.0,-0.342,-0.224,0.0,0.0,-0.224,0.0,0.0,0.0,0.0,0.0,-0.531,0.0,0.0,-0.224,-0.224,-0.342,1
peptide_pm_19,-0.232,0.0,0.0,0.0,-0.431,0.0,-0.232,-0.232,-0.53,-0.431,0.0,0.0,-0.232,0.0,0.0,0.0,0.0,0.0,-0.232,0.0,1
peptide_pm_20,-0.491,0.0,0.0,0.0,-0.363,0.0,0.0,0.0,-0.53,-0.491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24,0.0,1
peptide_pm_21,-0.285,0.0,0.0,0.0,-0.285,0.0,-0.181,-0.181,-0.51,-0.415,0.0,0.0,0.0,0.0,0.0,-0.415,-0.359,-0.181,-0.181,0.0,1
peptide_pm_22,0.0,-0.516,0.0,0.0,-0.401,-0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.516,0.0,0.0,-0.401,0.0,-0.272,1
peptide_pm_23,-0.245,-0.245,-0.153,0.0,-0.153,-0.447,-0.153,-0.245,-0.412,-0.369,-0.153,0.0,0.0,-0.153,0.0,-0.245,-0.245,-0.314,0.0,0.0,1
peptide_pm_24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.517,-0.517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.314,0.0,1
peptide_pm_25,-0.369,-0.245,-0.153,0.0,-0.153,-0.245,0.0,0.0,-0.369,-0.475,0.0,-0.314,0.0,0.0,0.0,-0.412,-0.245,-0.245,0.0,0.0,1
peptide_pm_26,-0.516,0.0,0.0,0.0,0.0,0.0,0.0,-0.401,-0.476,-0.516,0.0,-0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_27,-0.24,-0.363,0.0,0.0,0.0,-0.24,0.0,0.0,-0.442,0.0,0.0,0.0,-0.491,0.0,-0.24,-0.363,-0.24,0.0,-0.24,-0.24,1
peptide_pm_28,-0.519,0.0,0.0,0.0,-0.363,0.0,0.0,0.0,-0.53,-0.442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24,0.0,1
peptide_pm_29,0.0,0.0,0.0,0.0,0.0,-0.431,0.0,-0.5,0.0,-0.526,0.0,0.0,-0.299,0.0,0.0,-0.299,0.0,0.0,0.0,0.0,1
peptide_pm_30,-0.232,0.0,0.0,0.0,-0.431,0.0,-0.232,-0.232,-0.53,-0.482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.232,0.0,1
peptide_pm_31,-0.306,0.0,0.0,-0.197,-0.383,-0.479,-0.197,-0.383,-0.439,-0.197,-0.197,0.0,0.0,0.0,0.0,-0.306,0.0,0.0,0.0,0.0,1
peptide_pm_32,-0.531,-0.447,-0.314,0.0,0.0,0.0,-0.314,0.0,0.0,-0.314,0.0,0.0,0.0,0.0,-0.314,0.0,0.0,0.0,-0.314,0.0,1
peptide_pm_33,-0.278,0.0,0.0,0.0,-0.176,-0.408,0.0,0.0,-0.352,-0.528,0.0,0.0,-0.352,-0.352,-0.176,-0.176,0.0,0.0,0.0,0.0,1
peptide_pm_34,-0.272,0.0,0.0,0.0,0.0,-0.401,-0.172,-0.401,-0.345,-0.345,0.0,0.0,-0.172,0.0,-0.476,0.0,-0.172,-0.272,0.0,-0.172,1
peptide_pm_35,-0.285,0.0,0.0,0.0,-0.285,-0.415,0.0,-0.415,0.0,-0.523,0.0,0.0,-0.285,0.0,0.0,-0.285,0.0,-0.285,0.0,0.0,1
peptide_pm_36,-0.473,0.0,-0.224,0.0,-0.342,-0.342,0.0,0.0,-0.473,-0.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.342,0.0,0.0,1
peptide_pm_37,-0.352,0.0,0.0,0.0,-0.176,-0.352,-0.176,-0.278,-0.352,-0.451,0.0,0.0,-0.352,-0.278,-0.176,-0.176,0.0,-0.278,0.0,0.0,1
peptide_pm_38,-0.415,0.0,0.0,0.0,-0.415,-0.285,0.0,-0.488,-0.285,-0.415,0.0,0.0,0.0,0.0,-0.285,-0.285,0.0,0.0,0.0,0.0,1
peptide_pm_39,-0.228,-0.228,-0.141,0.0,-0.141,-0.426,-0.141,-0.228,-0.426,-0.39,-0.141,-0.141,0.0,-0.228,0.0,-0.294,-0.141,-0.294,0.0,0.0,1
peptide_pm_40,-0.332,0.0,0.0,0.0,-0.216,-0.411,0.0,-0.216,-0.332,-0.411,0.0,0.0,0.0,0.0,-0.216,0.0,-0.216,-0.411,-0.411,0.0,1
peptide_pm_41,0.0,-0.516,0.0,0.0,-0.272,-0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.516,0.0,0.0,-0.401,0.0,-0.401,1
peptide_pm_42,-0.367,0.0,-0.186,0.0,-0.367,-0.367,0.0,-0.186,-0.423,-0.423,0.0,0.0,0.0,0.0,0.0,-0.423,0.0,-0.186,-0.186,0.0,1
peptide_pm_43,0.0,0.0,0.0,0.0,0.0,-0.355,0.0,0.0,-0.474,-0.355,0.0,0.0,0.0,0.0,-0.484,0.0,0.0,-0.355,0.0,-0.484,1
peptide_pm_44,0.0,-0.482,0.0,0.0,-0.232,-0.482,0.0,0.0,0.0,-0.232,0.0,0.0,0.0,0.0,-0.513,0.0,0.0,-0.352,0.0,-0.232,1
peptide_pm_45,0.0,-0.47,0.0,-0.168,0.0,-0.437,0.0,-0.168,0.0,-0.168,0.0,-0.266,-0.339,0.0,-0.168,-0.266,-0.394,-0.266,-0.168,0.0,1
peptide_pm_46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.285,-0.285,-0.488,0.0,0.0,-0.488,0.0,-0.415,0.0,0.0,0.0,-0.488,0.0,1
peptide_pm_47,0.0,-0.47,0.0,-0.266,0.0,-0.437,0.0,0.0,0.0,-0.168,0.0,-0.266,-0.339,0.0,-0.168,-0.266,-0.394,-0.266,-0.168,0.0,1
peptide_pm_48,-0.164,-0.464,0.0,-0.164,0.0,-0.332,0.0,-0.26,-0.332,0.0,0.0,-0.26,-0.26,0.0,0.0,-0.388,-0.164,-0.332,-0.164,-0.164,1
peptide_pm_49,-0.352,0.0,0.0,0.0,0.0,-0.431,0.0,-0.232,-0.482,-0.528,0.0,0.0,-0.232,0.0,0.0,0.0,0.0,-0.232,0.0,0.0,1
peptide_pm_50,-0.352,0.0,0.0,0.0,0.0,-0.431,0.0,-0.232,-0.513,-0.528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.232,0.0,0.0,1
peptide_pm_51,-0.396,0.0,-0.319,-0.126,-0.268,-0.361,-0.126,-0.319,-0.206,-0.126,-0.206,-0.206,0.0,0.0,0.0,-0.361,-0.126,-0.361,-0.126,0.0,1
peptide_pm_52,0.0,0.0,-0.176,0.0,-0.176,-0.278,0.0,-0.408,-0.482,-0.352,-0.176,0.0,0.0,0.0,-0.408,-0.278,-0.278,-0.176,0.0,0.0,1
peptide_pm_53,-0.352,0.0,0.0,0.0,-0.431,-0.232,0.0,-0.431,0.0,-0.431,0.0,0.0,-0.232,-0.352,0.0,-0.352,-0.232,0.0,0.0,0.0,1
peptide_pm_54,0.0,-0.482,0.0,0.0,-0.352,-0.232,0.0,0.0,-0.352,0.0,0.0,0.0,0.0,0.0,-0.513,0.0,0.0,-0.232,-0.232,-0.352,1
peptide_pm_55,0.0,0.0,0.0,0.0,-0.511,0.0,0.0,0.0,-0.477,0.0,0.0,0.0,-0.314,0.0,-0.314,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_56,0.0,-0.47,0.0,-0.168,0.0,-0.437,0.0,0.0,0.0,-0.168,0.0,-0.266,-0.339,0.0,-0.168,-0.168,-0.437,-0.339,-0.168,0.0,1
peptide_pm_57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,-0.524,0.0,0.0,-0.209,0.0,0.0,0.0,0.0,0.0,-0.209,0.0,1
peptide_pm_58,0.0,-0.47,-0.168,-0.168,-0.168,-0.437,0.0,-0.168,0.0,-0.168,0.0,-0.168,-0.339,0.0,-0.168,-0.168,-0.437,-0.168,-0.168,0.0,1
peptide_pm_59,0.0,-0.232,-0.431,-0.232,-0.232,0.0,0.0,-0.232,-0.232,-0.482,0.0,0.0,0.0,0.0,-0.232,-0.352,0.0,0.0,-0.431,0.0,1
peptide_pm_60,-0.375,0.0,0.0,0.0,0.0,-0.25,0.0,-0.25,-0.375,-0.531,0.0,-0.25,0.0,0.0,0.0,-0.375,-0.25,0.0,0.0,0.0,1
peptide_pm_61,-0.39,-0.228,0.0,-0.228,-0.141,-0.39,0.0,-0.294,-0.426,-0.39,-0.141,-0.141,0.0,-0.141,0.0,0.0,-0.347,-0.141,0.0,0.0,1
peptide_pm_62,-0.209,-0.323,0.0,0.0,0.0,-0.209,0.0,0.0,0.0,-0.209,0.0,0.0,0.0,0.0,-0.516,0.0,0.0,-0.493,-0.323,-0.401,1
peptide_pm_63,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,-0.299,0.0,-0.431,0.0,0.0,0.0,0.0,-0.299,-0.5,-0.299,-0.299,0.0,0.0,1
peptide_pm_64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.517,-0.517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.314,0.0,1
peptide_pm_65,-0.314,0.0,0.0,0.0,-0.447,0.0,0.0,0.0,-0.477,-0.314,0.0,0.0,0.0,0.0,-0.314,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_66,-0.468,0.0,0.0,0.0,-0.423,0.0,0.0,0.0,-0.494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.186,0.0,1
peptide_pm_67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.482,-0.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.482,0.0,1
peptide_pm_68,0.0,0.0,0.0,0.0,0.0,-0.285,0.0,0.0,-0.285,-0.515,0.0,0.0,0.0,-0.285,-0.285,-0.285,0.0,0.0,-0.415,0.0,1
peptide_pm_69,-0.26,0.0,0.0,0.0,0.0,-0.26,0.0,-0.388,-0.388,-0.464,0.0,0.0,0.0,-0.388,-0.388,-0.26,0.0,0.0,-0.26,0.0,1
peptide_pm_70,-0.156,-0.453,-0.156,-0.156,-0.156,-0.375,0.0,-0.25,-0.25,-0.156,0.0,-0.156,-0.25,0.0,0.0,-0.375,-0.156,-0.32,0.0,-0.25,1
peptide_pm_71,-0.176,-0.482,0.0,-0.176,-0.278,-0.176,0.0,-0.176,-0.352,0.0,0.0,0.0,-0.278,0.0,-0.176,-0.408,-0.278,-0.176,0.0,-0.278,1
peptide_pm_72,-0.471,-0.299,0.0,0.0,-0.299,-0.191,0.0,-0.431,-0.431,-0.191,0.0,0.0,-0.191,-0.191,0.0,-0.191,0.0,-0.299,0.0,0.0,1
peptide_pm_73,-0.314,0.0,0.0,0.0,-0.447,-0.314,0.0,0.0,-0.447,-0.447,0.0,0.0,0.0,0.0,0.0,-0.314,0.0,0.0,-0.447,0.0,1
peptide_pm_74,-0.224,0.0,0.0,0.0,-0.224,0.0,0.0,-0.342,-0.342,-0.342,0.0,0.0,0.0,0.0,-0.473,0.0,-0.224,0.0,-0.507,-0.224,1
peptide_pm_75,0.0,0.0,0.0,0.0,-0.314,0.0,0.0,-0.314,-0.517,-0.511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.314,0.0,1
peptide_pm_76,-0.209,0.0,0.0,0.0,-0.209,-0.323,0.0,0.0,0.0,-0.528,0.0,0.0,-0.209,-0.209,-0.528,0.0,0.0,-0.209,0.0,0.0,1
peptide_pm_77,-0.415,0.0,-0.181,0.0,-0.181,-0.181,0.0,0.0,0.0,0.0,-0.181,-0.285,0.0,0.0,-0.51,-0.359,-0.285,-0.359,-0.181,0.0,1
peptide_pm_78,0.0,-0.352,0.0,0.0,-0.232,-0.232,0.0,0.0,-0.352,-0.232,0.0,0.0,-0.431,0.0,-0.352,-0.232,-0.232,-0.352,-0.232,-0.232,1
peptide_pm_79,-0.464,0.0,0.0,-0.186,-0.292,-0.367,0.0,-0.186,-0.423,-0.367,0.0,-0.186,-0.186,0.0,0.0,-0.186,-0.292,0.0,-0.186,0.0,1
peptide_pm_80,0.0,-0.482,0.0,0.0,-0.232,-0.431,0.0,0.0,0.0,-0.232,0.0,0.0,0.0,0.0,-0.528,0.0,0.0,-0.352,0.0,-0.232,1
peptide_pm_81,0.0,0.0,0.0,0.0,-0.363,0.0,0.0,-0.491,-0.519,-0.442,0.0,-0.24,0.0,0.0,0.0,-0.24,0.0,-0.24,0.0,0.0,1
peptide_pm_82,0.0,0.0,0.0,0.0,-0.285,-0.415,0.0,-0.285,-0.285,-0.53,0.0,0.0,-0.285,0.0,0.0,-0.285,0.0,-0.285,0.0,0.0,1
peptide_pm_83,0.0,-0.482,0.0,0.0,0.0,-0.232,0.0,0.0,-0.232,-0.232,0.0,0.0,0.0,-0.352,-0.513,0.0,-0.232,-0.232,0.0,-0.352,1
peptide_pm_84,-0.519,0.0,0.0,0.0,-0.363,0.0,0.0,0.0,-0.53,-0.442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24,0.0,1
peptide_pm_85,-0.25,0.0,0.0,0.0,0.0,-0.375,0.0,-0.25,-0.25,-0.531,0.0,-0.25,0.0,0.0,0.0,-0.375,-0.25,0.0,-0.25,0.0,1
peptide_pm_86,-0.332,0.0,0.0,0.0,-0.216,-0.411,0.0,-0.216,-0.411,-0.411,0.0,0.0,0.0,0.0,-0.216,0.0,-0.216,-0.411,-0.332,0.0,1
peptide_pm_87,0.0,0.0,0.0,0.0,-0.488,-0.285,0.0,-0.285,0.0,-0.415,0.0,0.0,0.0,0.0,-0.488,-0.285,0.0,-0.285,-0.285,0.0,1
peptide_pm_88,0.0,-0.464,-0.26,-0.164,-0.164,-0.431,0.0,-0.164,0.0,-0.164,0.0,-0.164,-0.388,0.0,-0.164,0.0,-0.464,0.0,-0.164,0.0,1
peptide_pm_89,0.0,0.0,0.0,0.0,0.0,-0.299,0.0,-0.5,-0.299,-0.528,0.0,0.0,0.0,0.0,0.0,-0.431,-0.299,0.0,0.0,0.0,1
peptide_pm_90,0.0,0.0,0.0,0.0,-0.299,0.0,0.0,0.0,-0.431,-0.431,0.0,0.0,0.0,0.0,-0.528,0.0,0.0,-0.299,0.0,-0.431,1
peptide_pm_91,-0.415,0.0,0.0,0.0,-0.415,0.0,0.0,0.0,0.0,-0.285,0.0,0.0,0.0,0.0,-0.523,0.0,0.0,-0.285,-0.488,0.0,1
peptide_pm_92,-0.272,0.0,0.0,-0.272,-0.272,-0.5,0.0,0.0,-0.401,-0.401,-0.272,0.0,-0.172,0.0,-0.172,-0.172,-0.172,-0.172,0.0,0.0,1
peptide_pm_93,0.0,0.0,0.0,0.0,0.0,-0.26,0.0,-0.26,-0.528,-0.26,0.0,-0.26,0.0,0.0,0.0,-0.388,0.0,-0.464,-0.26,0.0,1
peptide_pm_94,-0.272,0.0,-0.272,0.0,-0.272,-0.272,0.0,0.0,-0.272,-0.516,0.0,0.0,0.0,0.0,0.0,-0.401,0.0,-0.476,0.0,0.0,1
peptide_pm_95,-0.203,0.0,0.0,0.0,-0.392,-0.203,-0.447,-0.392,-0.203,-0.203,0.0,0.0,-0.203,0.0,-0.314,0.0,-0.314,-0.392,0.0,0.0,1
peptide_pm_96,0.0,-0.464,-0.164,-0.164,0.0,-0.388,0.0,-0.332,-0.164,-0.164,0.0,-0.164,-0.26,0.0,0.0,-0.332,-0.26,-0.332,0.0,-0.26,1
peptide_pm_97,-0.299,0.0,-0.191,0.0,-0.191,-0.191,0.0,-0.191,0.0,-0.191,-0.191,-0.191,0.0,-0.299,-0.5,-0.299,0.0,-0.375,-0.191,-0.191,1
peptide_pm_98,-0.401,0.0,0.0,0.0,0.0,0.0,0.0,-0.272,-0.516,-0.401,0.0,0.0,0.0,0.0,0.0,-0.401,0.0,-0.401,-0.272,0.0,1
peptide_pm_99,-0.526,0.0,-0.172,0.0,0.0,-0.172,0.0,0.0,-0.401,-0.476,-0.172,-0.172,0.0,0.0,0.0,0.0,-0.172,-0.345,-0.172,0.0,1
peptide_pm_100,0.0,0.0,0.0,0.0,-0.415,0.0,0.0,-0.285,-0.285,-0.285,0.0,0.0,-0.488,0.0,-0.415,0.0,0.0,0.0,-0.488,0.0,1
peptide_pm_101,-0.375,0.0,-0.191,0.0,-0.375,-0.299,0.0,-0.191,-0.431,-0.431,0.0,0.0,0.0,0.0,0.0,-0.431,0.0,-0.191,-0.191,0.0,1
