,QSO3_SC_A,QSO3_SC_R,QSO3_SC_N,QSO3_SC_D,QSO3_SC_C,QSO3_SC_Q,QSO3_SC_E,QSO3_SC_G,QSO3_SC_H,QSO3_SC_I,QSO3_SC_L,QSO3_SC_K,QSO3_SC_M,QSO3_SC_F,QSO3_SC_P,QSO3_SC_S,QSO3_SC_T,QSO3_SC_W,QSO3_SC_Y,QSO3_SC_V,QSO3_G_A,QSO3_G_R,QSO3_G_N,QSO3_G_D,QSO3_G_C,QSO3_G_Q,QSO3_G_E,QSO3_G_G,QSO3_G_H,QSO3_G_I,QSO3_G_L,QSO3_G_K,QSO3_G_M,QSO3_G_F,QSO3_G_P,QSO3_G_S,QSO3_G_T,QSO3_G_W,QSO3_G_Y,QSO3_G_V,QSO3_SC1,QSO3_SC2,QSO3_SC3,QSO3_G1,QSO3_G2,QSO3_G3,y
peptide_pm_219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.281,0.0,2.5294,0.0,2.2484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1902,0.3481,0.1807,0.1902,0.3481,0.1807,1
peptide_pm_220,0.3965,0.0,0.0,0.1983,0.0,0.1983,0.0,0.5948,0.0,0.3965,0.5948,1.9827,0.0,0.3965,0.1983,0.1983,0.0,0.0,0.0,1.1896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.3123,0.3089,0.1806,0.3123,0.3089,0.1806,1
peptide_pm_221,0.4465,0.0,0.4465,0.0,0.0,0.0,0.0,0.4465,0.4465,0.0,2.2325,0.893,0.0,0.0,0.0,0.0,0.0,0.4465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1857,0.2155,0.1523,0.1857,0.2155,0.1523,1
peptide_pm_222,0.0,0.3415,0.6829,0.0,2.0488,0.0,0.3415,1.7074,0.0,0.0,0.3415,0.3415,0.0,0.0,1.0244,0.3415,1.3659,0.3415,0.0,1.0244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2474,0.2064,0.2047,0.2474,0.2064,0.2047,1
peptide_pm_223,0.0,1.0216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5108,3.0647,0.5108,0.0,0.0,1.5323,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.1588,0.1621,0.1684,0.1588,0.1621,0.1684,1
peptide_pm_224,0.2893,0.2893,0.5786,0.0,1.7359,0.0,0.2893,0.8679,0.0,1.1573,0.0,0.5786,0.0,0.0,0.5786,1.1573,0.0,0.2893,0.2893,0.5786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2396,0.2201,0.251,0.2396,0.2201,0.251,1
peptide_pm_225,0.7578,1.0104,0.0,0.0,0.0,0.0,0.0,1.0104,1.0104,1.0104,0.5052,0.2526,0.0,0.5052,0.0,0.0,0.0,0.2526,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2408,0.2781,0.2285,0.2408,0.2781,0.2285,1
peptide_pm_226,0.2896,0.2896,0.0,0.8687,0.2896,0.0,0.2896,0.0,0.0,0.2896,0.5792,0.2896,0.0,0.2896,0.0,0.5792,0.0,0.8687,0.0,0.2896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2605,0.2418,0.2082,0.2605,0.2418,0.2082,1
peptide_pm_227,0.0,1.3382,0.0,0.0,1.7842,0.0,0.0,0.0,0.0,0.0,0.4461,0.0,0.0,0.4461,0.0,0.0,0.0,0.0,0.8921,0.4461,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1339,0.1669,0.2531,0.1339,0.1669,0.2531,1
peptide_pm_228,0.2369,0.0,0.2369,0.0,0.2369,0.7106,0.4737,0.7106,0.4737,0.2369,0.2369,1.1843,0.2369,0.4737,0.2369,0.2369,0.7106,0.0,0.7106,0.7106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3044,0.1657,0.2931,0.3044,0.1657,0.2931,1
peptide_pm_229,1.0073,0.0,0.0,0.0,0.6715,0.0,0.0,0.3358,0.0,0.3358,1.6788,1.343,0.0,1.0073,0.6715,0.3358,0.3358,0.0,0.0,0.3358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2089,0.2487,0.2067,0.2089,0.2487,0.2067,1
peptide_pm_230,0.3728,0.1864,0.1864,0.1864,0.3728,0.1864,0.1864,1.1185,0.1864,0.3728,0.9321,0.9321,0.1864,0.3728,0.0,0.3728,0.3728,0.0,0.0,0.3728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2767,0.2872,0.2496,0.2767,0.2872,0.2496,1
peptide_pm_231,0.3241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3241,0.3241,0.9723,2.2687,0.0,0.6482,0.3241,0.0,0.0,0.3241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.2577,0.2878,0.1304,0.2577,0.2878,0.1304,1
peptide_pm_232,0.0,0.0,0.7533,0.0,0.0,0.0,0.0,0.0,0.0,1.5066,0.7533,1.8832,0.0,0.7533,0.0,0.3766,0.0,0.0,0.0,0.3766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2035,0.2542,0.1657,0.2035,0.2542,0.1657,1
peptide_pm_233,3.149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0497,3.149,0.0,1.0497,0.0,0.0,0.0,0.5248,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.1383,0.1888,0.1481,0.1383,0.1888,0.1481,1
peptide_pm_234,1.1049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2097,0.0,1.6573,0.0,0.0,0.0,0.2762,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.2554,0.2795,0.1888,0.2554,0.2795,0.1888,1
peptide_pm_235,0.0,0.0,0.0,0.0,0.7916,0.0,0.0,0.0,0.0,0.0,2.7704,1.5831,0.0,0.0,0.0,0.0,0.0,0.3958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2549,0.2045,0.1449,0.2549,0.2045,0.1449,1
peptide_pm_236,2.2744,0.4549,0.0,0.0,0.0,0.0,0.0,2.7292,0.0,0.4549,1.3646,0.0,0.4549,0.9097,0.0,0.9097,0.4549,0.0,0.0,0.4549,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2231,0.1769,0.1451,0.2231,0.1769,0.1451,1
peptide_pm_237,0.8633,0.4709,0.157,0.0785,0.157,0.5494,0.4709,0.7063,0.0785,0.157,0.5494,0.7848,0.0785,0.3139,0.157,0.5494,0.3924,0.3924,0.2354,0.5494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.305,0.3168,0.2997,0.305,0.3168,0.2997,1
peptide_pm_238,0.7793,0.0,0.0,0.0,0.0,0.0,0.0,0.3896,0.0,1.1689,1.5586,0.7793,0.0,1.1689,0.7793,1.1689,0.3896,0.0,0.0,0.3896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.1927,0.2437,0.174,0.1927,0.2437,0.174,1
peptide_pm_239,0.0,0.7529,0.0,0.0,0.0,0.0,0.0,0.5019,0.251,0.251,1.2548,1.7567,0.0,1.0038,0.5019,0.251,0.0,0.0,0.0,0.251,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.2779,0.2918,0.1794,0.2779,0.2918,0.1794,1
peptide_pm_240,0.3968,0.0,0.0,0.0,0.7937,0.3968,0.0,2.381,0.0,0.3968,1.9842,0.7937,0.0,0.0,0.0,0.7937,0.0,0.0,0.0,0.3968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2124,0.2019,0.1889,0.2124,0.2019,0.1889,1
peptide_pm_241,0.3891,0.0,0.0,0.0,0.0,0.0,0.0,0.3891,0.0,0.3891,0.7781,2.3344,0.0,0.3891,0.0,0.0,0.0,0.3891,0.0,0.7781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.2495,0.2518,0.1096,0.2495,0.2518,0.1096,1
peptide_pm_242,0.0,0.7572,0.0,0.0,0.0,0.0,0.0,0.2524,0.2524,0.2524,0.2524,1.2621,0.0,0.5048,0.2524,0.0,0.2524,0.5048,0.5048,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3178,0.1504,0.2793,0.3178,0.1504,0.2793,1
peptide_pm_243,1.5544,0.0,0.3109,0.0,0.0,0.0,0.0,0.6218,0.0,0.6218,1.8653,1.2435,0.0,0.0,0.0,0.0,0.0,0.0,0.3109,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2197,0.247,0.2224,0.2197,0.247,0.2224,1
peptide_pm_244,0.7547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5095,1.5095,0.0,0.0,0.0,0.0,0.3774,0.3774,0.0,0.3774,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2022,0.2631,0.1574,0.2022,0.2631,0.1574,1
peptide_pm_245,0.7718,0.7718,0.0,0.0,0.0,0.0,0.0,1.029,1.029,1.029,0.5145,0.5145,0.0,0.5145,0.0,0.0,0.0,0.2573,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2386,0.2766,0.2275,0.2386,0.2766,0.2275,1
peptide_pm_246,0.0,1.6753,0.0,0.0,1.3403,0.0,0.0,0.6701,0.0,0.0,0.3351,0.0,0.0,0.6701,0.0,0.0,0.0,0.0,0.3351,0.3351,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1883,0.2331,0.2436,0.1883,0.2331,0.2436,1
peptide_pm_247,0.2784,0.5568,0.0,0.0,0.0,0.0,0.0,0.2784,1.1136,0.8352,0.2784,0.2784,0.0,0.8352,0.2784,0.0,0.5568,0.0,0.0,0.8352,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0001,0.2291,0.3048,0.1877,0.2291,0.3048,0.1877,1
peptide_pm_248,0.905,0.0,0.0,0.3017,0.0,0.0,0.0,0.905,0.0,0.3017,1.2066,1.2066,0.0,0.905,0.0,1.2066,0.0,0.3017,0.0,0.3017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.2095,0.2629,0.226,0.2095,0.2629,0.226,1
peptide_pm_249,0.447,0.8941,0.0,0.0,0.0,0.8941,0.0,0.0,0.0,0.8941,1.3411,0.8941,0.0,0.0,0.447,0.447,0.0,0.447,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1349,0.2103,0.2078,0.1349,0.2103,0.2078,1
peptide_pm_250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5473,3.0105,0.0,0.0,0.0,0.0,0.0,0.2316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2629,0.3737,0.1318,0.2629,0.3737,0.1318,1
peptide_pm_251,0.0,1.6866,0.0,0.0,1.3493,0.0,0.0,0.6746,0.0,0.3373,0.3373,0.0,0.0,0.3373,0.0,0.0,0.0,0.0,0.3373,0.3373,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1869,0.2331,0.2426,0.1869,0.2331,0.2426,1
peptide_pm_252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3371,1.4302,0.0,0.0,0.0,0.0,0.0,0.4767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0002,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.2333,0.1999,0.0901,0.2333,0.1999,0.0901,1
peptide_pm_253,0.0,0.8981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.449,0.8981,0.449,0.0,0.0,1.3471,0.0,0.0,1.3471,0.449,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.1987,0.165,0.1873,0.1987,0.165,0.1873,1
peptide_pm_254,0.0,1.683,0.0,0.0,1.3464,0.0,0.0,0.6732,0.0,0.0,0.3366,0.0,0.0,0.3366,0.0,0.0,0.3366,0.0,0.3366,0.3366,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1859,0.2361,0.2415,0.1859,0.2361,0.2415,1
peptide_pm_255,1.4158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4158,1.4158,0.0,0.0,0.0,0.0,0.354,0.354,0.0,0.354,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1896,0.2749,0.1816,0.1896,0.2749,0.1816,1
peptide_pm_256,0.0,1.5984,0.0,0.0,1.5984,0.0,0.0,0.3996,0.0,0.0,0.3996,0.0,0.0,0.3996,0.0,0.0,0.0,0.0,0.3996,0.7992,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1477,0.1842,0.2685,0.1477,0.1842,0.2685,1
peptide_pm_257,0.0,0.3921,0.3921,0.0,2.3524,0.0,0.3921,1.9603,0.0,0.0,0.3921,0.3921,0.0,0.0,1.1762,0.3921,1.9603,0.3921,0.0,1.1762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.1969,0.221,0.19,0.1969,0.221,1
peptide_pm_258,1.0031,0.0,0.7523,0.5015,0.5015,0.0,0.0,0.2508,0.0,0.2508,0.7523,1.2539,0.2508,0.2508,0.0,0.0,0.7523,0.0,0.0,0.7523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3064,0.2689,0.174,0.3064,0.2689,0.174,1
peptide_pm_259,0.5055,0.0,0.5055,0.0,0.0,0.0,0.2528,0.7583,0.0,0.2528,0.7583,1.7693,0.5055,0.0,0.0,0.0,0.0,0.5055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2658,0.2937,0.1878,0.2658,0.2937,0.1878,1
peptide_pm_260,0.3816,0.0,0.7633,0.3816,0.0,0.0,0.0,0.3816,0.0,1.5265,0.3816,1.1449,0.0,0.7633,0.0,0.3816,0.0,0.0,0.0,0.3816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2197,0.2468,0.1519,0.2197,0.2468,0.1519,1
peptide_pm_261,0.5984,0.0,0.0,0.1995,0.0,0.1995,0.0,0.3989,0.0,0.3989,0.5984,1.9947,0.0,0.3989,0.0,0.3989,0.0,0.0,0.0,1.1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.3103,0.313,0.1772,0.3103,0.313,0.1772,1
peptide_pm_262,0.0,0.7908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3954,0.3954,1.1862,0.0,0.0,1.1862,0.0,0.0,1.1862,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.1424,0.2183,0.2439,0.1424,0.2183,0.2439,1
peptide_pm_263,0.3005,0.9016,0.0,0.0,0.0,0.0,0.0,1.2022,0.0,0.6011,0.9016,0.3005,0.0,0.3005,0.3005,0.3005,0.0,0.0,0.0,0.9016,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.2712,0.2588,0.1694,0.2712,0.2588,0.1694,1
peptide_pm_264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5907,1.7657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2531,0.2531,0.1406,0.2531,0.2531,0.1406,1
peptide_pm_265,0.5468,0.1367,0.0,0.1367,0.0,0.1367,0.5468,0.8202,0.0,0.0,0.9569,1.5036,0.1367,0.2734,0.1367,0.4101,0.0,0.1367,0.1367,0.1367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2989,0.2979,0.2665,0.2989,0.2979,0.2665,1
peptide_pm_266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3225,3.0193,0.0,0.0,0.2323,0.0,0.0,0.2323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2615,0.3688,0.1374,0.2615,0.3688,0.1374,1
peptide_pm_267,1.2428,0.0,0.0,0.0,0.8285,0.0,0.0,0.0,0.0,0.4143,2.4855,1.2428,0.0,1.2428,0.4143,0.4143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.191,0.2156,0.1791,0.191,0.2156,0.1791,1
peptide_pm_268,0.0,0.7153,0.0,0.0,0.0,0.0,0.0,0.3577,0.0,0.3577,0.7153,0.3577,0.0,1.073,0.0,0.3577,0.0,0.3577,0.0,0.3577,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.2146,0.2701,0.1576,0.2146,0.2701,0.1576,1
peptide_pm_269,3.0764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0255,3.0764,0.0,1.0255,0.0,0.0,0.0,0.5127,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.1378,0.205,0.1444,0.1378,0.205,0.1444,1
peptide_pm_270,0.7476,0.0,0.3738,0.0,0.0,0.0,0.0,0.3738,0.0,0.3738,2.2429,1.1215,0.0,0.0,0.0,0.3738,0.3738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.213,0.2496,0.1635,0.213,0.2496,0.1635,1
peptide_pm_271,0.4987,0.0,0.0,0.0,0.9974,0.0,0.0,0.0,0.0,0.0,3.4909,0.9974,0.0,1.4961,0.9974,0.9974,0.0,0.0,0.0,0.4987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1537,0.2148,0.1328,0.1537,0.2148,0.1328,1
peptide_pm_272,1.4012,0.0,0.0,0.0,0.4671,0.9341,0.4671,0.4671,0.0,0.4671,1.8682,0.0,0.0,0.0,0.0,0.0,1.4012,0.4671,0.9341,0.9341,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.1745,0.2022,0.1563,0.1745,0.2022,0.1563,1
peptide_pm_273,1.9025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2196,1.5854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2636,0.2419,0.1775,0.2636,0.2419,0.1775,1
peptide_pm_274,0.2686,0.5373,0.0,0.0,0.0,0.0,0.0,0.5373,1.0746,0.8059,0.2686,0.2686,0.0,0.8059,0.0,0.0,0.5373,0.0,0.0,0.8059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.2323,0.3054,0.1936,0.2323,0.3054,0.1936,1
peptide_pm_275,0.0,2.4886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2443,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.2222,0.4177,0.2045,0.2222,0.4177,0.2045,1
peptide_pm_276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1778,2.1185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.225,0.3094,0.1125,0.225,0.3094,0.1125,1
peptide_pm_277,0.5591,0.8386,0.0,0.0,0.0,0.0,0.0,0.5591,0.0,0.2795,1.1181,0.8386,0.0,0.2795,0.2795,0.2795,0.0,0.0,0.0,0.5591,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2745,0.3089,0.1371,0.2745,0.3089,0.1371,1
peptide_pm_278,0.8454,0.0,0.0,0.0,0.0,0.0,0.0,0.8454,0.0,1.6909,0.0,1.6909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2802,0.1638,0.2742,0.2802,0.1638,0.2742,1
peptide_pm_279,0.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238,0.238,1.1898,1.6657,0.0,0.4759,0.0,0.9518,0.7139,0.238,0.0,0.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.2742,0.289,0.1988,0.2742,0.289,0.1988,1
peptide_pm_280,1.3382,0.0,0.0,0.0,0.0,0.6691,0.0,0.6691,0.0,1.3382,2.0073,0.0,0.0,1.3382,0.6691,0.6691,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.1004,0.1538,0.0767,0.1004,0.1538,0.0767,1
peptide_pm_281,0.0,0.3566,0.7132,0.0,2.1397,0.0,0.3566,1.7831,0.0,0.0,0.3566,0.3566,0.0,0.0,1.0698,0.3566,1.7831,0.3566,0.0,0.7132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2536,0.2119,0.1779,0.2536,0.2119,0.1779,1
peptide_pm_282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8564,1.9282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2457,0.2457,0.1229,0.2457,0.2457,0.1229,1
