,DDR_A,DDR_R,DDR_N,DDR_D,DDR_C,DDR_Q,DDR_E,DDR_G,DDR_H,DDR_I,DDR_L,DDR_K,DDR_M,DDR_F,DDR_P,DDR_S,DDR_T,DDR_W,DDR_Y,DDR_V,y
peptide_pm_15,8.08,17.04,13.46,10.59,18.52,0.0,0.0,16.15,0.0,16.04,8.4,5.12,22.46,18.18,0.0,13.18,22.46,0.0,0.0,14.3,1
peptide_pm_16,8.46,9.2,0.0,0.0,0.0,0.0,0.0,15.38,24.04,8.24,10.46,3.75,0.0,11.84,0.0,12.5,0.0,0.0,12.96,14.35,1
peptide_pm_17,6.67,0.0,12.31,0.0,0.0,0.0,0.0,5.2,0.0,14.06,3.09,9.56,0.0,0.0,0.0,5.07,7.06,0.0,0.0,0.0,1
peptide_pm_18,0.0,2.46,0.0,0.0,3.31,0.0,0.0,8.63,0.0,0.0,0.0,13.68,0.0,5.61,0.0,0.0,0.0,13.68,5.83,9.47,1
peptide_pm_19,11.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.39,14.28,4.69,2.92,0.0,4.81,8.06,0.0,0.0,8.28,0.0,0.0,1
peptide_pm_20,3.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.21,10.08,0.0,5.81,0.0,0.0,0.0,8.59,0.0,0.0,1
peptide_pm_21,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.58,20.5,6.7,4.15,0.0,12.56,0.0,9.3,5.96,22.19,0.0,12.5,1
peptide_pm_22,0.0,4.73,0.0,0.0,2.55,0.0,0.0,10.36,0.0,0.0,0.0,0.0,0.0,5.54,0.0,0.0,0.0,0.0,8.93,6.62,1
peptide_pm_23,12.03,0.0,0.0,17.7,21.91,18.48,0.0,7.11,15.58,21.66,6.83,6.21,27.39,22.85,0.0,12.59,13.09,0.0,0.0,8.06,1
peptide_pm_24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,1.71,0.0,0.0,0.0,0.0,0.0,7.45,0.0,0.0,1
peptide_pm_25,11.5,0.0,8.32,25.76,21.91,0.0,0.0,15.03,0.0,0.0,5.78,7.9,0.0,22.85,0.0,9.03,21.66,0.0,0.0,14.66,1
peptide_pm_26,3.09,0.0,10.36,0.0,0.0,0.0,0.0,0.0,0.0,9.38,2.55,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_27,13.29,10.47,0.0,0.0,6.69,0.0,0.0,9.41,0.0,0.0,0.0,5.6,0.0,0.0,5.21,7.06,7.65,8.0,8.0,0.0,1
peptide_pm_28,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.07,10.08,0.0,5.81,0.0,0.0,0.0,8.59,0.0,0.0,1
peptide_pm_29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.18,0.0,2.9,1.88,0.0,0.0,0.0,7.08,5.08,0.0,0.0,0.0,0.0,1
peptide_pm_30,11.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.39,8.28,3.07,2.92,0.0,4.81,0.0,0.0,0.0,14.28,0.0,0.0,1
peptide_pm_31,6.95,0.0,0.0,0.0,0.0,0.0,14.78,4.32,12.7,10.0,13.65,4.95,17.57,5.24,0.0,11.14,0.0,0.0,0.0,0.0,1
peptide_pm_32,3.38,9.09,0.0,9.09,2.7,0.0,0.0,0.0,4.73,0.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0,7.45,0.0,0.0,1
peptide_pm_33,12.04,21.48,0.0,0.0,0.0,15.44,0.0,9.54,0.0,0.0,3.37,7.52,0.0,23.19,8.4,19.93,0.0,0.0,0.0,0.0,1
peptide_pm_34,13.19,9.22,0.0,0.0,0.0,0.0,0.0,6.32,13.46,10.08,10.35,8.96,0.0,0.0,14.46,0.0,15.18,0.0,13.46,9.41,1
peptide_pm_35,5.54,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,4.42,2.7,0.0,0.0,11.08,8.0,6.92,0.0,0.0,0.0,5.69,1
peptide_pm_36,5.19,0.0,0.0,12.32,0.0,0.0,0.0,8.72,0.0,0.0,4.31,2.94,0.0,14.28,0.0,0.0,0.0,0.0,0.0,9.83,1
peptide_pm_37,9.36,21.48,0.0,0.0,0.0,24.04,0.0,10.56,15.19,12.42,7.22,7.52,0.0,23.19,8.4,19.93,0.0,0.0,0.0,10.5,1
peptide_pm_38,4.92,5.54,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.82,5.42,8.0,0.0,10.08,0.0,6.92,0.0,0.0,0.0,0.0,1
peptide_pm_39,12.03,0.0,17.57,20.97,25.69,21.64,0.0,7.34,18.0,13.81,10.18,5.91,31.35,17.57,0.0,13.14,20.16,0.0,0.0,11.49,1
peptide_pm_40,8.63,10.25,0.0,0.0,0.0,0.0,0.0,7.17,0.0,9.05,4.83,10.74,0.0,12.05,0.0,0.0,14.65,8.61,0.0,5.17,1
peptide_pm_41,0.0,4.73,0.0,0.0,2.55,0.0,0.0,10.36,0.0,0.0,0.0,0.0,0.0,6.07,0.0,0.0,0.0,0.0,9.38,6.62,1
peptide_pm_42,11.74,0.0,0.0,23.04,0.0,0.0,0.0,7.22,0.0,11.52,5.14,7.59,0.0,12.0,0.0,10.86,0.0,21.2,0.0,11.84,1
peptide_pm_43,0.0,4.73,0.0,0.0,0.0,0.0,0.0,6.89,0.0,0.0,8.02,6.46,0.0,0.0,0.0,0.0,0.0,0.0,3.62,7.02,1
peptide_pm_44,0.0,6.07,0.0,0.0,3.47,0.0,0.0,9.73,0.0,0.0,10.28,0.0,0.0,8.72,0.0,0.0,0.0,0.0,8.72,10.24,1
peptide_pm_45,0.0,20.41,10.68,0.0,3.96,0.0,21.86,6.8,0.0,27.03,25.17,0.0,0.0,0.0,9.41,12.75,6.19,15.24,0.0,10.04,1
peptide_pm_46,0.0,10.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.08,3.82,6.15,0.0,0.0,2.36,0.0,0.0,2.73,0.0,0.0,1
peptide_pm_47,0.0,20.41,10.68,0.0,3.96,0.0,17.75,6.8,0.0,0.0,25.17,0.0,0.0,0.0,9.41,12.75,6.19,15.24,0.0,16.04,1
peptide_pm_48,14.17,0.0,14.97,0.0,4.56,0.0,24.43,10.54,0.0,14.28,0.0,13.82,0.0,0.0,16.0,8.07,26.17,18.83,20.03,6.68,1
peptide_pm_49,7.65,0.0,0.0,0.0,0.0,0.0,0.0,6.31,0.0,8.06,6.62,4.4,0.0,0.0,10.28,0.0,0.0,0.0,0.0,9.39,1
peptide_pm_50,7.65,0.0,0.0,0.0,0.0,0.0,0.0,6.31,0.0,8.06,6.62,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.39,1
peptide_pm_51,8.92,0.0,15.31,10.57,0.0,0.0,32.42,7.79,21.26,11.68,22.19,14.4,20.02,31.85,0.0,11.03,20.93,20.7,0.0,8.31,1
peptide_pm_52,0.0,6.96,0.0,16.15,0.0,0.0,0.0,14.65,0.0,5.54,7.6,7.32,13.19,12.52,0.0,8.5,9.73,0.0,0.0,17.26,1
peptide_pm_53,7.88,0.0,0.0,0.0,0.0,6.0,0.0,16.06,0.0,5.81,5.56,0.0,0.0,8.19,9.39,8.0,14.28,0.0,0.0,0.0,1
peptide_pm_54,0.0,4.79,0.0,0.0,2.93,0.0,0.0,8.28,0.0,0.0,0.0,6.47,0.0,5.18,0.0,0.0,0.0,12.72,5.76,8.72,1
peptide_pm_55,0.0,7.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,2.67,7.45,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_56,0.0,19.1,10.18,0.0,4.46,0.0,23.45,6.88,0.0,0.0,23.45,0.0,0.0,0.0,8.52,14.14,4.4,14.62,0.0,10.0,1
peptide_pm_57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,2.92,0.0,0.0,9.52,0.0,0.0,17.24,0.0,0.0,1
peptide_pm_58,0.0,20.41,14.14,21.86,3.96,0.0,21.86,6.8,0.0,16.9,25.17,0.0,0.0,17.93,9.41,13.79,4.08,15.24,0.0,27.03,1
peptide_pm_59,0.0,11.39,0.0,4.56,8.28,0.0,8.72,0.0,0.0,9.39,4.0,16.06,0.0,14.28,0.0,10.47,0.0,6.19,0.0,0.0,1
peptide_pm_60,6.67,0.0,12.31,0.0,0.0,0.0,0.0,10.81,0.0,14.06,3.09,4.67,0.0,0.0,0.0,5.07,7.06,0.0,0.0,0.0,1
peptide_pm_61,6.97,0.0,31.35,0.0,25.69,33.14,13.81,7.82,0.0,12.51,8.85,5.03,22.92,31.35,0.0,0.0,7.91,0.0,0.0,17.73,1
peptide_pm_62,11.9,4.44,0.0,0.0,13.05,0.0,0.0,9.62,0.0,0.0,10.38,0.0,0.0,0.0,0.0,0.0,0.0,16.25,6.0,3.53,1
peptide_pm_63,0.0,6.08,0.0,0.0,0.0,0.0,0.0,2.9,0.0,10.08,7.45,0.0,0.0,0.0,0.0,2.3,5.08,0.0,0.0,5.42,1
peptide_pm_64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,1.43,0.0,0.0,0.0,0.0,0.0,6.18,0.0,0.0,1
peptide_pm_65,6.18,7.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.45,1.5,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_66,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.05,0.0,5.32,0.0,0.0,0.0,11.52,0.0,0.0,1
peptide_pm_67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.38,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,1
peptide_pm_68,0.0,8.0,0.0,0.0,0.0,8.0,0.0,6.92,0.0,0.0,2.12,5.54,0.0,0.0,0.0,5.69,0.0,4.92,0.0,0.0,1
peptide_pm_69,8.67,7.5,0.0,0.0,0.0,12.07,0.0,13.07,0.0,4.64,7.85,6.5,0.0,0.0,0.0,6.67,0.0,6.53,0.0,0.0,1
peptide_pm_70,15.16,0.0,16.28,21.91,5.26,0.0,26.41,10.34,0.0,15.94,15.41,14.9,0.0,20.66,17.68,7.38,16.28,0.0,19.74,11.03,1
peptide_pm_71,23.19,13.7,0.0,0.0,3.41,0.0,16.15,17.26,0.0,21.48,0.0,10.8,0.0,11.81,11.58,10.62,8.42,0.0,10.04,21.48,1
peptide_pm_72,5.75,0.0,0.0,0.0,13.65,11.21,0.0,13.54,0.0,6.38,20.21,6.95,0.0,11.91,18.54,17.04,0.0,0.0,0.0,10.52,1
peptide_pm_73,6.18,0.0,0.0,0.0,0.0,0.0,0.0,6.18,0.0,0.0,4.1,4.5,0.0,4.1,0.0,7.45,0.0,2.7,0.0,0.0,1
peptide_pm_74,13.68,3.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.61,6.28,16.06,0.0,8.63,0.0,0.0,8.95,3.07,13.68,0.0,1
peptide_pm_75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.73,2.67,1.71,0.0,5.27,0.0,0.0,0.0,7.45,0.0,0.0,1
peptide_pm_76,17.24,5.07,0.0,0.0,0.0,12.95,0.0,8.65,0.0,0.0,3.6,0.0,0.0,11.9,11.05,0.0,0.0,0.0,0.0,10.38,1
peptide_pm_77,6.52,3.85,13.68,14.35,0.0,0.0,0.0,12.04,0.0,0.0,0.0,0.0,22.19,20.5,0.0,10.12,9.92,12.96,0.0,7.21,1
peptide_pm_78,0.0,11.76,0.0,0.0,6.24,0.0,0.0,11.39,0.0,0.0,16.06,5.29,0.0,12.72,7.31,8.06,8.72,9.39,8.06,11.65,1
peptide_pm_79,4.86,0.0,19.52,0.0,0.0,0.0,13.52,7.04,0.0,16.64,6.43,8.41,0.0,10.21,21.2,15.44,17.04,19.52,0.0,0.0,1
peptide_pm_80,0.0,4.31,0.0,0.0,3.47,0.0,0.0,10.69,0.0,0.0,10.28,0.0,0.0,8.72,0.0,0.0,0.0,0.0,8.72,10.24,1
peptide_pm_81,0.0,0.0,7.53,0.0,0.0,0.0,0.0,0.0,0.0,3.79,3.47,6.62,0.0,10.81,0.0,9.41,0.0,0.0,0.0,13.29,1
peptide_pm_82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,6.92,3.33,5.54,0.0,11.08,8.0,6.92,0.0,0.0,0.0,6.15,1
peptide_pm_83,0.0,3.93,0.0,0.0,2.93,7.65,0.0,14.28,0.0,0.0,10.28,8.28,0.0,0.0,0.0,0.0,9.39,0.0,5.18,8.72,1
peptide_pm_84,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,10.08,0.0,5.81,0.0,0.0,0.0,8.59,0.0,0.0,1
peptide_pm_85,7.31,0.0,12.31,0.0,0.0,0.0,0.0,5.2,0.0,14.06,3.09,9.56,0.0,0.0,0.0,5.07,7.06,7.06,0.0,0.0,1
peptide_pm_86,8.63,10.25,0.0,0.0,0.0,0.0,0.0,7.17,0.0,9.05,4.83,11.17,0.0,12.05,0.0,0.0,14.65,10.84,0.0,5.17,1
peptide_pm_87,0.0,2.36,0.0,0.0,0.0,0.0,0.0,6.92,0.0,9.38,6.08,0.0,0.0,3.45,0.0,5.69,0.0,6.92,0.0,9.38,1
peptide_pm_88,0.0,22.83,14.83,12.97,4.16,0.0,22.83,7.42,0.0,17.77,26.17,0.0,0.0,18.83,9.04,0.0,4.48,16.03,0.0,0.0,1
peptide_pm_89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.08,0.0,5.3,3.33,7.08,0.0,0.0,0.0,4.18,5.08,0.0,0.0,0.0,1
peptide_pm_90,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.45,3.09,0.0,5.42,0.0,0.0,0.0,0.0,3.27,10.08,1
peptide_pm_91,3.42,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.58,0.0,0.0,0.0,4.55,0.0,11.08,1
peptide_pm_92,10.22,22.46,0.0,0.0,0.0,0.0,25.04,3.86,0.0,0.0,10.0,6.08,15.19,12.52,20.89,20.89,13.18,0.0,0.0,13.46,1
peptide_pm_93,0.0,0.0,11.33,0.0,0.0,0.0,0.0,6.53,0.0,7.73,6.67,2.36,0.0,0.0,0.0,4.21,0.0,9.87,0.0,9.38,1
peptide_pm_94,10.36,0.0,0.0,10.36,0.0,0.0,0.0,6.93,0.0,0.0,4.91,6.07,0.0,12.07,0.0,5.54,0.0,0.0,0.0,4.08,1
peptide_pm_95,10.23,7.24,0.0,0.0,0.0,0.0,0.0,20.05,4.74,4.85,15.14,10.59,0.0,13.25,11.14,0.0,10.57,0.0,0.0,6.75,1
peptide_pm_96,0.0,0.0,22.83,16.03,4.56,0.0,24.43,8.52,0.0,10.25,21.37,16.83,0.0,0.0,16.0,8.11,14.69,0.0,12.07,6.68,1
peptide_pm_97,12.7,4.11,12.04,15.71,0.0,9.91,0.0,17.04,0.0,14.54,18.54,0.0,11.21,11.54,0.0,11.3,0.0,18.54,11.21,7.41,1
peptide_pm_98,4.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.36,11.08,3.82,0.0,0.0,0.0,4.31,0.0,6.36,0.0,4.77,1
peptide_pm_99,7.15,0.0,24.18,15.18,0.0,0.0,0.0,20.89,0.0,0.0,4.43,8.24,20.89,0.0,0.0,0.0,19.46,22.46,0.0,8.42,1
peptide_pm_100,0.0,10.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.08,9.38,6.15,0.0,5.42,2.36,0.0,0.0,2.73,0.0,0.0,1
peptide_pm_101,10.86,0.0,0.0,22.04,0.0,0.0,0.0,12.0,0.0,11.04,5.05,6.95,0.0,11.14,0.0,10.0,0.0,20.21,0.0,11.21,1
peptide_pm_102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,1.43,0.0,0.0,0.0,0.0,0.0,4.73,0.0,0.0,1
peptide_pm_103,7.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.58,20.5,6.62,5.13,0.0,12.56,0.0,6.65,5.96,22.19,0.0,12.5,1
peptide_pm_104,0.0,7.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.45,1.5,0.0,2.67,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_105,5.69,5.54,0.0,0.0,0.0,0.0,0.0,3.75,0.0,4.42,2.7,0.0,0.0,11.08,8.0,6.92,0.0,0.0,0.0,0.0,1
peptide_pm_106,13.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.05,11.05,5.39,3.21,0.0,5.61,0.0,6.63,9.05,16.25,0.0,0.0,1
peptide_pm_107,7.05,0.0,0.0,0.0,0.0,0.0,0.0,7.17,0.0,11.17,3.41,10.25,0.0,0.0,10.25,14.65,8.53,16.25,0.0,8.63,1
peptide_pm_108,9.65,0.0,0.0,0.0,10.21,0.0,0.0,0.0,0.0,0.0,7.65,7.61,0.0,5.31,7.37,6.63,0.0,0.0,0.0,9.25,1
peptide_pm_109,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.19,10.08,0.0,5.81,0.0,0.0,0.0,8.59,0.0,0.0,1
peptide_pm_110,0.0,5.6,0.0,0.0,3.47,0.0,0.0,4.93,0.0,8.72,10.28,0.0,0.0,10.28,0.0,0.0,0.0,8.28,8.72,12.72,1
peptide_pm_111,6.67,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,14.06,3.09,7.33,0.0,0.0,0.0,5.07,7.06,0.0,0.0,0.0,1
peptide_pm_112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.7,0.0,0.0,0.0,0.0,0.0,13.29,0.0,0.0,1
peptide_pm_113,5.65,0.0,5.94,0.0,9.47,0.0,0.0,6.39,8.28,0.0,3.6,10.28,0.0,0.0,0.0,0.0,0.0,15.26,0.0,13.68,1
peptide_pm_114,0.0,11.39,0.0,4.56,8.28,0.0,6.94,0.0,0.0,9.39,7.06,16.06,0.0,14.28,0.0,10.47,0.0,6.19,0.0,9.39,1
peptide_pm_115,8.63,10.25,0.0,0.0,0.0,0.0,0.0,7.17,0.0,9.05,4.83,11.17,0.0,12.05,0.0,0.0,15.26,11.05,0.0,5.17,1
peptide_pm_116,0.0,7.06,14.28,0.0,0.0,0.0,0.0,16.06,8.72,3.64,12.72,5.2,0.0,0.0,0.0,0.0,8.72,0.0,14.28,0.0,1
peptide_pm_117,7.65,0.0,0.0,0.0,0.0,0.0,0.0,6.31,0.0,8.06,6.62,4.44,0.0,0.0,10.28,11.39,0.0,0.0,0.0,9.39,1
peptide_pm_118,0.0,3.82,0.0,0.0,5.75,0.0,0.0,5.54,0.0,0.0,9.38,0.0,0.0,6.15,0.0,0.0,3.42,0.0,6.92,8.42,1
peptide_pm_119,15.1,0.0,22.32,0.0,4.88,0.0,25.42,10.34,0.0,15.1,27.16,13.66,0.0,0.0,16.83,6.68,25.42,19.74,19.74,6.68,1
peptide_pm_120,0.0,10.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.08,4.73,6.15,0.0,0.0,2.36,0.0,0.0,4.91,0.0,0.0,1
peptide_pm_121,0.0,11.39,0.0,4.56,8.28,0.0,8.72,0.0,0.0,0.0,2.64,16.06,0.0,14.28,0.0,10.47,0.0,6.19,0.0,0.0,1
peptide_pm_122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_123,16.03,14.73,17.79,0.0,0.0,0.0,0.0,23.79,0.0,22.5,19.32,4.14,0.0,9.25,18.97,17.21,26.74,0.0,0.0,10.41,1
peptide_pm_124,14.17,21.37,22.83,0.0,4.56,0.0,24.43,10.54,0.0,8.59,0.0,14.69,0.0,0.0,16.0,6.12,0.0,18.83,20.03,11.38,1
peptide_pm_125,0.0,10.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.08,9.38,6.15,0.0,0.0,2.36,0.0,0.0,1.78,0.0,0.0,1
peptide_pm_126,0.0,4.07,0.0,0.0,3.47,0.0,0.0,10.69,0.0,0.0,10.28,0.0,0.0,8.72,8.06,0.0,0.0,0.0,8.72,10.24,1
peptide_pm_127,10.25,0.0,0.0,0.0,10.21,0.0,0.0,9.65,0.0,0.0,2.77,7.61,0.0,11.39,7.37,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_128,8.43,22.55,10.02,15.24,0.0,19.54,0.0,11.75,0.0,8.88,18.11,8.09,0.0,25.96,36.3,12.59,34.81,25.93,0.0,25.28,1
peptide_pm_129,0.0,3.23,0.0,0.0,2.79,0.0,0.0,7.65,0.0,8.0,0.0,15.06,0.0,10.47,0.0,0.0,0.0,13.29,5.06,8.59,1
peptide_pm_130,11.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.39,8.28,4.69,3.25,0.0,4.81,8.06,0.0,0.0,9.39,0.0,0.0,1
peptide_pm_131,6.75,0.0,0.0,0.0,0.0,0.0,16.09,5.75,16.09,7.86,7.33,6.0,0.0,13.65,0.0,10.05,0.0,0.0,0.0,9.5,1
peptide_pm_132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.73,2.62,1.62,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_133,5.54,0.0,0.0,15.18,0.0,26.04,0.0,11.41,0.0,11.81,11.11,7.62,0.0,18.18,20.89,15.18,12.52,0.0,0.0,5.04,1
peptide_pm_134,10.23,0.0,11.21,0.0,13.65,0.0,0.0,13.54,0.0,5.59,6.95,10.59,0.0,11.91,8.87,14.54,17.04,0.0,0.0,12.04,1
peptide_pm_135,6.93,0.0,6.07,0.0,0.0,0.0,0.0,7.79,12.07,10.36,2.55,8.0,0.0,10.36,0.0,0.0,6.93,0.0,0.0,6.07,1
peptide_pm_136,7.79,0.0,7.79,0.0,0.0,12.07,0.0,4.77,0.0,0.0,1.56,0.0,6.93,12.07,6.07,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_137,6.18,0.0,0.0,0.0,0.0,0.0,0.0,6.18,0.0,0.0,4.1,4.44,0.0,4.1,0.0,0.0,0.0,2.7,0.0,0.0,1
peptide_pm_138,8.46,9.2,0.0,0.0,0.0,0.0,0.0,8.17,24.04,8.24,16.4,3.75,0.0,11.84,0.0,12.5,0.0,0.0,12.96,14.35,1
peptide_pm_139,10.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.59,8.0,4.67,2.92,0.0,4.67,7.65,0.0,0.0,15.06,0.0,0.0,1
peptide_pm_140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,1.43,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,1
peptide_pm_141,7.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.58,20.5,6.62,4.19,0.0,12.56,0.0,9.3,5.96,22.19,0.0,9.92,1
peptide_pm_142,0.0,0.0,0.0,0.0,0.0,0.0,5.54,3.75,0.0,3.09,3.27,3.58,0.0,11.08,0.0,8.0,0.0,0.0,0.0,0.0,1
peptide_pm_143,12.07,4.73,0.0,0.0,2.55,0.0,0.0,10.36,0.0,0.0,0.0,0.0,0.0,6.07,0.0,0.0,0.0,0.0,8.93,6.62,1
peptide_pm_144,0.0,0.0,10.87,0.0,0.0,17.57,0.0,4.86,0.0,11.14,14.78,4.11,0.0,6.32,0.0,16.09,0.0,0.0,0.0,6.75,1
peptide_pm_145,8.67,7.5,0.0,0.0,0.0,12.07,0.0,13.07,0.0,4.64,5.38,6.5,0.0,0.0,9.87,0.0,0.0,6.53,0.0,0.0,1
peptide_pm_146,0.0,10.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.08,4.42,3.45,0.0,0.0,2.36,0.0,0.0,3.75,0.0,0.0,1
peptide_pm_147,10.22,22.46,0.0,0.0,0.0,26.04,24.18,3.86,0.0,0.0,10.0,6.08,15.19,12.52,20.89,20.89,13.18,0.0,0.0,13.46,1
peptide_pm_148,5.42,0.0,8.42,0.0,0.0,0.0,0.0,6.08,6.08,3.5,4.55,5.27,0.0,0.0,0.0,0.0,0.0,7.08,0.0,0.0,1
peptide_pm_149,0.0,6.52,0.0,0.0,0.0,0.0,0.0,11.54,12.04,21.2,7.22,4.57,7.54,15.44,0.0,16.88,8.04,0.0,11.84,11.6,1
peptide_pm_150,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,2.12,0.0,4.1,0.0,0.0,0.0,2.7,0.0,0.0,1
peptide_pm_151,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,4.5,0.0,4.1,0.0,0.0,0.0,1.88,0.0,0.0,1
peptide_pm_152,5.69,5.54,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.42,2.7,0.0,0.0,11.08,8.0,6.92,0.0,0.0,0.0,5.69,1
peptide_pm_153,6.71,0.0,0.0,12.32,0.0,0.0,0.0,17.05,0.0,0.0,4.31,2.8,0.0,14.28,0.0,0.0,12.32,0.0,0.0,9.83,1
peptide_pm_154,0.0,25.17,10.46,0.0,3.46,0.0,17.93,7.12,0.0,0.0,25.17,27.03,0.0,0.0,8.67,16.9,6.65,17.93,0.0,9.11,1
peptide_pm_155,6.94,11.39,0.0,0.0,0.0,0.0,0.0,16.06,0.0,5.94,6.47,2.46,0.0,0.0,0.0,6.0,10.28,0.0,0.0,0.0,1
peptide_pm_156,8.65,0.0,0.0,15.62,0.0,0.0,0.0,11.05,9.62,4.39,8.25,7.25,15.62,17.24,7.65,14.19,0.0,0.0,12.95,10.38,1
peptide_pm_157,0.0,10.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.08,9.38,4.42,0.0,5.42,4.08,0.0,0.0,2.73,0.0,0.0,1
peptide_pm_158,0.0,7.94,0.0,0.0,0.0,0.0,0.0,16.06,0.0,0.0,9.06,2.25,0.0,0.0,0.0,16.06,0.0,2.8,0.0,0.0,1
peptide_pm_159,9.5,0.0,10.59,0.0,0.0,0.0,14.95,5.71,0.0,13.65,8.48,4.72,8.59,0.0,0.0,0.0,0.0,10.23,0.0,0.0,1
peptide_pm_160,10.55,0.0,28.03,20.03,4.16,0.0,20.03,14.62,0.0,14.69,14.43,21.37,0.0,0.0,13.52,9.61,12.62,16.03,26.17,5.78,1
peptide_pm_161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,2.08,0.0,0.0,0.0,0.0,0.0,8.06,0.0,0.0,1
peptide_pm_162,7.06,0.0,0.0,12.05,0.0,0.0,0.0,12.05,0.0,2.15,0.0,6.5,18.05,14.65,0.0,0.0,11.05,0.0,0.0,13.25,1
peptide_pm_163,7.53,0.0,11.76,0.0,0.0,0.0,0.0,3.64,0.0,8.59,3.85,5.56,0.0,13.29,0.0,10.47,10.47,0.0,0.0,0.0,1
peptide_pm_164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58,1.7,0.0,0.0,8.06,0.0,0.0,14.28,0.0,0.0,1
peptide_pm_165,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,9.38,6.18,5.54,0.0,3.45,0.0,5.69,0.0,6.92,0.0,9.38,1
peptide_pm_166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,1.7,0.0,0.0,0.0,0.0,0.0,8.06,0.0,0.0,1
